date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,383,14
2021-01-02,386,3
2021-01-03,392,6
2021-01-04,459,67
2021-01-05,536,77
2021-01-06,656,120
2021-01-07,825,169
2021-01-08,990,165
2021-01-09,999,9
2021-01-10,1004,5
2021-01-11,1105,101
2021-01-12,1246,141
2021-01-13,1452,206
2021-01-14,1669,217
2021-01-15,1889,220
2021-01-16,1903,14
2021-01-17,1912,9
2021-01-18,1940,28
2021-01-19,2048,108
2021-01-20,2484,436
2021-01-21,2893,409
2021-01-22,3444,551
2021-01-23,3473,29
2021-01-24,3481,8
2021-01-25,3607,126
2021-01-26,4048,441
2021-01-27,4255,207
2021-01-28,4764,509
2021-01-29,5239,475
2021-01-30,5324,85
2021-01-31,5370,46
2021-02-01,5567,197
2021-02-02,6177,610
2021-02-03,6413,236
2021-02-04,7007,594
2021-02-05,7713,706
2021-02-06,7750,37
2021-02-07,7764,14
2021-02-08,7945,181
2021-02-09,8513,568
2021-02-10,9177,664
2021-02-11,9815,638
2021-02-12,10460,645
2021-02-13,10943,483
2021-02-14,11377,434
2021-02-15,11492,115
2021-02-16,11604,112
2021-02-17,11657,53
2021-02-18,11706,49
2021-02-19,11820,114
2021-02-20,11862,42
2021-02-21,11878,16
2021-02-22,11949,71
2021-02-23,12589,640
2021-02-24,13429,840
2021-02-25,14206,777
2021-02-26,15065,859
2021-02-27,15207,142
2021-02-28,15294,87
2021-03-01,15595,301
2021-03-02,16558,963
2021-03-03,17379,821
2021-03-04,18251,872
2021-03-05,19087,836
2021-03-06,19214,127
2021-03-07,19280,66
2021-03-08,19524,244
2021-03-09,20231,707
2021-03-10,21055,824
2021-03-11,21849,794
2021-03-12,22605,756
2021-03-13,23150,545
2021-03-14,23583,433
2021-03-15,23841,258
2021-03-16,24634,793
2021-03-17,25448,814
2021-03-18,26210,762
2021-03-19,27151,941
2021-03-20,27268,117
2021-03-21,27377,109
2021-03-22,27648,271
2021-03-23,28472,824
2021-03-24,29298,826
2021-03-25,30086,788
2021-03-26,30967,881
