date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,930,874,645,480,238,7
1/10/2021,1274,1212,936,709,515,10
1/11/2021,1334,1300,1001,747,857,10
1/12/2021,1397,1369,1076,800,1181,11
1/13/2021,1482,1442,1152,862,1517,11
1/14/2021,1501,1460,1179,886,1605,11
1/15/2021,1530,1475,1199,915,1695,11
1/16/2021,1534,1476,1203,916,1700,11
1/17/2021,1536,1479,1204,917,1704,11
1/18/2021,1544,1486,1213,921,1722,11
1/19/2021,1587,1512,1244,950,1836,16
1/2/2021,932,875,645,482,239,7
1/20/2021,1602,1519,1253,962,1867,17
1/21/2021,1722,1706,1431,1062,2387,20
1/22/2021,1829,1801,1515,1142,3051,21
1/23/2021,1858,1840,1540,1173,3086,22
1/24/2021,1859,1842,1543,1176,3097,22
1/25/2021,1892,1916,1607,1226,3254,22
1/26/2021,2023,2057,1747,1362,3410,30
1/27/2021,2163,2210,1864,1459,3618,30
1/28/2021,2317,2362,2051,1678,4318,31
1/29/2021,2473,2492,2219,1818,5404,33
1/3/2021,934,875,645,482,239,7
1/30/2021,2511,2525,2256,1891,6265,33
1/31/2021,2512,2526,2256,1892,6282,33
1/4/2021,988,932,685,513,278,7
1/5/2021,1075,1027,752,558,313,7
1/6/2021,1189,1139,850,623,383,10
1/7/2021,1234,1179,907,662,414,10
1/8/2021,1267,1208,932,703,504,10
1/9/2021,1269,1209,936,707,509,10
10/1/2021,30669,17796,17858,19771,31882,15822
10/10/2021,31079,17970,17969,19839,31962,16020
10/11/2021,31128,18000,17987,19859,31971,16050
10/12/2021,31157,18025,17995,19864,31976,16078
10/13/2021,31192,18043,18007,19871,31982,16099
10/14/2021,31260,18066,18036,19887,31994,16128
10/15/2021,31322,18088,18056,19902,32003,16151
10/16/2021,31349,18100,18066,19914,32006,16164
10/17/2021,31363,18107,18070,19916,32006,16172
10/18/2021,31414,18140,18088,19931,32018,16221
10/19/2021,31450,18157,18100,19953,32033,16249
10/2/2021,30690,17804,17869,19777,31887,15846
10/20/2021,31477,18169,18112,19966,32041,16273
10/21/2021,31525,18194,18130,19983,32058,16285
10/22/2021,31621,18239,18155,20000,32088,16325
10/23/2021,31676,18259,18164,20015,32105,16341
10/24/2021,31686,18275,18173,20022,32112,16347
10/25/2021,31750,18303,18191,20035,32153,16377
10/26/2021,31804,18339,18205,20062,32196,16391
10/27/2021,31845,18364,18239,20079,32240,16410
10/28/2021,31902,18401,18267,20110,32280,16436
10/29/2021,31997,18434,18283,20132,32317,16456
10/3/2021,30697,17807,17874,19778,31889,15854
10/30/2021,32050,18450,18290,20139,32325,16470
10/31/2021,32059,18453,18295,20142,32328,16473
