date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,276,294,344,913,6
1/10/2021,376,464,493,588,2185,32
1/11/2021,412,512,558,639,2369,35
1/12/2021,438,539,618,708,2593,36
1/13/2021,456,562,642,779,2757,37
1/14/2021,488,608,681,864,2960,45
1/15/2021,520,653,737,944,3206,46
1/16/2021,524,654,738,946,3214,46
1/17/2021,526,655,738,947,3216,46
1/18/2021,539,666,767,974,3240,46
1/19/2021,570,692,808,1055,3395,47
1/2/2021,226,276,294,344,914,6
1/20/2021,594,731,862,1140,3545,53
1/21/2021,680,808,965,1290,3739,69
1/22/2021,749,864,1014,1391,3866,84
1/23/2021,754,867,1017,1396,3991,118
1/24/2021,755,868,1017,1397,4004,120
1/25/2021,767,883,1043,1446,4119,122
1/26/2021,795,901,1073,1498,4261,124
1/27/2021,816,919,1100,1538,4423,137
1/28/2021,965,1007,1210,1662,4635,187
1/29/2021,1040,1054,1276,1758,4868,244
1/3/2021,226,276,294,345,916,6
1/30/2021,1052,1073,1327,1787,4888,244
1/31/2021,1052,1074,1329,1788,4896,244
1/4/2021,242,296,314,374,1044,6
1/5/2021,285,330,353,409,1269,6
1/6/2021,297,353,374,438,1611,25
1/7/2021,336,422,460,535,1984,31
1/8/2021,375,463,492,583,2182,32
1/9/2021,376,464,492,588,2185,32
10/1/2021,5734,4406,4852,7073,14489,6419
10/10/2021,5778,4446,4879,7099,14533,6461
10/11/2021,5788,4453,4880,7107,14545,6474
10/12/2021,5798,4456,4884,7114,14554,6479
10/13/2021,5811,4458,4891,7122,14565,6492
10/14/2021,5824,4463,4895,7131,14577,6497
10/15/2021,5833,4472,4898,7140,14587,6507
10/16/2021,5838,4473,4899,7144,14589,6508
10/17/2021,5840,4473,4901,7145,14589,6508
10/18/2021,5850,4479,4903,7151,14601,6512
10/19/2021,5862,4485,4907,7163,14613,6520
10/2/2021,5735,4408,4855,7077,14496,6419
10/20/2021,5869,4487,4910,7171,14632,6530
10/21/2021,5876,4494,4913,7174,14647,6536
10/22/2021,5896,4501,4925,7180,14664,6546
10/23/2021,5898,4503,4926,7180,14670,6549
10/24/2021,5899,4506,4926,7182,14675,6551
10/25/2021,5908,4512,4931,7193,14695,6554
10/26/2021,5914,4520,4940,7200,14719,6560
10/27/2021,5926,4525,4945,7211,14738,6572
10/28/2021,5945,4543,4965,7233,14769,6578
10/29/2021,5959,4555,4973,7248,14789,6593
10/3/2021,5736,4409,4855,7077,14497,6419
10/30/2021,5965,4558,4975,7251,14793,6596
10/31/2021,5968,4558,4975,7251,14795,6596
10/4/2021,5744,4414,4857,7082,14503,6428
10/5/2021,5752,4418,4860,7086,14510,6436
10/6/2021,5758,4426,4866,7089,14522,6441
10/7/2021,5765,4430,4870,7093,14530,6450
10/8/2021,5772,4442,4878,7096,14533,6461
10/9/2021,5776,4444,4879,7099,14533,6461
11/1/2021,5976,4562,4982,7257,14806,6597
11/10/2021,6030,4600,5037,7323,14930,6665
11/11/2021,6034,4604,5039,7327,14935,6666
11/2/2021,5985,4569,4987,7266,14824,6600
11/3/2021,5990,4574,4999,7282,14845,6607
11/4/2021,5998,4576,5004,7291,14860,6611
11/5/2021,6003,4578,5015,7298,14875,6617
11/6/2021,6008,4582,5024,7303,14895,6624
11/7/2021,6008,4587,5026,7304,14902,6630
11/8/2021,6016,4591,5031,7312,14912,6636
11/9/2021,6021,4596,5034,7317,14924,6647
12/10/2020,1,,1,1,1,1
12/11/2020,1,,1,1,1,1
12/12/2020,1,,1,1,1,1
12/13/2020,1,,1,1,1,1
12/14/2020,1,,1,2,1,1
12/15/2020,1,1,2,2,1,1
12/16/2020,7,5,11,7,2,1
12/17/2020,14,26,32,25,8,1
12/18/2020,24,41,47,39,22,1
12/19/2020,25,41,47,40,22,1
