date,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE
2022-01-29 00:00:00,7,1,0.1428571428571429
2022-01-28 00:00:00,339,113,0.3333333333333333
2022-01-27 00:00:00,1272,448,0.3522012578616352
2022-01-26 00:00:00,1004,400,0.398406374501992
2022-01-25 00:00:00,1805,603,0.3340720221606649
2022-01-24 00:00:00,1805,775,0.4293628808864266
2022-01-23 00:00:00,500,210,0.42
2022-01-22 00:00:00,824,383,0.4648058252427186
2022-01-21 00:00:00,1353,566,0.418329637841833
2022-01-20 00:00:00,1824,716,0.3925438596491228
2022-01-19 00:00:00,1756,831,0.473234624145786
2022-01-18 00:00:00,2467,898,0.3640048642075395
2022-01-17 00:00:00,1853,844,0.455477603885591
2022-01-16 00:00:00,700,366,0.522857142857143
2022-01-15 00:00:00,1105,568,0.514027149321267
2022-01-14 00:00:00,1561,750,0.4804612427930814
2022-01-13 00:00:00,2216,757,0.3416064981949459
2022-01-12 00:00:00,2003,857,0.4278582126809785
2022-01-11 00:00:00,2821,944,0.3346331088266572
2022-01-10 00:00:00,2227,895,0.4018859452177818
2022-01-09 00:00:00,705,263,0.3730496453900709
2022-01-08 00:00:00,1015,439,0.432512315270936
2022-01-07 00:00:00,1424,491,0.3448033707865169
2022-01-06 00:00:00,2010,553,0.2751243781094528
2022-01-05 00:00:00,1330,434,0.3263157894736843
2022-01-04 00:00:00,1879,446,0.2373602980308675
2022-01-03 00:00:00,1480,460,0.3108108108108108
2022-01-02 00:00:00,549,188,0.3424408014571949
2022-01-01 00:00:00,121,37,0.3057851239669422
2021-12-31 00:00:00,611,186,0.3044189852700492
2021-12-30 00:00:00,1117,208,0.1862130707251567
2021-12-29 00:00:00,1016,211,0.2076771653543307
2021-12-28 00:00:00,1402,177,0.1262482168330956
2021-12-27 00:00:00,1079,230,0.2131603336422614
2021-12-26 00:00:00,356,94,0.2640449438202247
2021-12-25 00:00:00,82,15,0.1829268292682927
2021-12-24 00:00:00,349,72,0.2063037249283668
2021-12-23 00:00:00,778,96,0.1233933161953728
2021-12-22 00:00:00,726,114,0.1570247933884298
2021-12-21 00:00:00,1242,116,0.0933977455716586
2021-12-20 00:00:00,959,129,0.1345151199165798
2021-12-19 00:00:00,299,50,0.1672240802675585
2021-12-18 00:00:00,401,88,0.2194513715710723
2021-12-17 00:00:00,633,119,0.1879936808846761
2021-12-16 00:00:00,812,107,0.1317733990147783
2021-12-15 00:00:00,657,83,0.1263318112633181
2021-12-14 00:00:00,1257,91,0.0723945902943516
2021-12-13 00:00:00,962,127,0.132016632016632
2021-12-12 00:00:00,304,48,0.1578947368421053
2021-12-11 00:00:00,350,80,0.2285714285714286
2021-12-10 00:00:00,581,87,0.1497418244406196
2021-12-09 00:00:00,859,83,0.0966239813736903
2021-12-08 00:00:00,732,123,0.1680327868852459
