date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,325,,2.0,,1.0,,4.0,,,,,,1.0,,,,189.0,,1.0,,,,5.0,,98,,1.0,,2.0,,8.0,
2020-12-02,358,33.0,3.0,1.0,2.0,1.0,,,,,,,,,,,208.0,19.0,,,1.0,,,,106,8.0,,,,,,
2020-12-03,390,32.0,5.0,2.0,3.0,1.0,,,,,,,,,,,221.0,13.0,,,,,6.0,1.0,115,9.0,2.0,1.0,,,9.0,1.0
2020-12-04,402,12.0,6.0,1.0,,,,,,,,,,,,,227.0,6.0,,,2.0,1.0,,,118,3.0,,,,,10.0,1.0
2020-12-05,406,4.0,,,,,,,,,,,,,,,229.0,2.0,,,,,,,119,1.0,,,,,,
2020-12-06,411,5.0,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,121,2.0,,,3.0,1.0,,
2020-12-07,438,27.0,8.0,2.0,,,,,,,,,,,,,239.0,10.0,,,4.0,1.0,,,125,4.0,,,,,,
2020-12-08,460,22.0,9.0,1.0,,,,,,,,,,,,,248.0,9.0,,,,,,,128,3.0,,,,,11.0,1.0
2020-12-09,483,23.0,11.0,2.0,,,,,,,,,,,,,257.0,9.0,,,,,7.0,1.0,139,11.0,,,,,,
2020-12-10,512,29.0,,,,,,,,,,,,,,,273.0,16.0,,,6.0,2.0,,,143,4.0,,,,,12.0,1.0
2020-12-11,530,18.0,,,,,,,,,,,,,,,281.0,8.0,,,,,,,152,9.0,,,,,,
2020-12-12,554,24.0,,,4.0,1.0,,,,,,,,,,,292.0,11.0,3.0,2.0,,,,,158,6.0,,,4.0,1.0,14.0,2.0
2020-12-13,570,16.0,12.0,1.0,,,,,,,,,,,,,302.0,10.0,,,7.0,1.0,,,161,3.0,,,,,,
2020-12-14,595,25.0,,,,,,,,,,,,,,,316.0,14.0,,,8.0,1.0,,,168,7.0,,,,,,
2020-12-15,724,129.0,19.0,7.0,15.0,11.0,5.0,1.0,,,,,,,,,359.0,43.0,,,23.0,15.0,,,199,31.0,,,,,,
2020-12-16,1409,685.0,56.0,37.0,147.0,132.0,6.0,1.0,,,,,,,,,418.0,59.0,5.0,2.0,57.0,34.0,13.0,6.0,209,10.0,,,7.0,3.0,20.0,6.0
2020-12-17,4744,3335.0,105.0,49.0,277.0,130.0,18.0,12.0,81.0,80.0,,,69.0,68.0,,,1682.0,1264.0,,,145.0,88.0,50.0,37.0,1444,1235.0,11.0,9.0,11.0,4.0,45.0,25.0
2020-12-18,8563,3819.0,145.0,40.0,481.0,204.0,26.0,8.0,148.0,67.0,2.0,,109.0,40.0,,,3381.0,1699.0,7.0,2.0,218.0,73.0,84.0,34.0,2836,1392.0,18.0,7.0,,,46.0,1.0
2020-12-19,11166,2603.0,146.0,1.0,527.0,46.0,33.0,7.0,,,,,111.0,2.0,,,5048.0,1667.0,,,220.0,2.0,111.0,27.0,3573,737.0,22.0,4.0,14.0,3.0,50.0,4.0
2020-12-20,12294,1128.0,,,533.0,6.0,34.0,1.0,149.0,1.0,,,112.0,1.0,,,6063.0,1015.0,8.0,1.0,223.0,3.0,122.0,11.0,3604,31.0,24.0,2.0,17.0,3.0,53.0,3.0
2020-12-21,17971,5677.0,163.0,17.0,541.0,8.0,46.0,12.0,197.0,48.0,16.0,14.0,148.0,36.0,10.0,,9262.0,3199.0,20.0,12.0,232.0,9.0,273.0,151.0,5129,1525.0,27.0,3.0,20.0,3.0,227.0,174.0
2020-12-22,25916,7945.0,178.0,15.0,599.0,58.0,311.0,265.0,243.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13387.0,4125.0,80.0,60.0,313.0,81.0,525.0,252.0,6704,1575.0,74.0,47.0,385.0,365.0,876.0,649.0
2020-12-23,35969,10053.0,355.0,177.0,906.0,307.0,733.0,422.0,374.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,18138.0,4751.0,290.0,210.0,483.0,170.0,900.0,375.0,8606,1902.0,100.0,26.0,825.0,440.0,1613.0,737.0
