date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,627,745,581,453,366,3
1/1/2022,24661,12907,11904,13723,20631,12903
1/10/2021,1137,1165,966,809,738,11
1/10/2022,24896,12990,11964,13781,20666,13359
1/11/2021,1207,1247,1047,860,806,12
1/11/2022,24915,12995,11964,13784,20673,13384
1/12/2021,1312,1335,1122,944,1007,13
1/12/2022,24938,13007,11966,13796,20679,13435
1/13/2021,1370,1403,1205,1018,1271,14
1/13/2022,24959,13012,11972,13802,20683,13447
1/14/2021,1470,1491,1298,1105,1543,14
1/14/2022,25013,13030,11981,13809,20695,13529
1/15/2021,1589,1586,1379,1193,2294,14
1/15/2022,25037,13033,11983,13813,20698,13566
1/16/2021,1600,1603,1393,1217,2399,14
1/16/2022,25048,13034,11985,13814,20698,13588
1/17/2021,1606,1611,1401,1221,2406,14
1/17/2022,25057,13034,11988,13816,20700,13594
1/18/2021,1677,1682,1459,1277,2471,15
1/18/2022,25068,13040,11990,13821,20707,13620
1/19/2021,1767,1744,1523,1355,2733,15
1/19/2022,25079,13049,12000,13829,20708,13664
1/2/2021,653,761,589,467,377,3
1/2/2022,24667,12912,11908,13724,20631,12911
1/20/2021,2016,2014,1846,1650,2960,20
1/20/2022,25088,13058,12005,13835,20713,13712
1/21/2021,2164,2131,1948,1750,3184,21
1/21/2022,25111,13069,12014,13845,20718,13745
1/22/2021,2260,2210,2043,1863,3530,22
1/22/2022,25125,13076,12018,13845,20720,13789
1/23/2021,2302,2246,2077,1898,3734,25
1/23/2022,25132,13076,12018,13846,20720,13802
1/24/2021,2308,2249,2077,1899,3753,25
1/24/2022,25147,13079,12025,13846,20725,13828
1/25/2021,2357,2299,2140,1999,4064,26
1/25/2022,25153,13083,12029,13848,20727,13849
1/26/2021,2418,2354,2196,2076,4433,28
1/26/2022,25165,13088,12034,13855,20736,13876
1/27/2021,2668,2500,2344,2239,4826,30
1/27/2022,25177,13092,12035,13859,20738,13927
1/28/2021,2863,2623,2480,2400,5234,34
1/28/2022,25200,13099,12042,13859,20742,13967
1/29/2021,2962,2708,2560,2511,5582,38
1/29/2022,25205,13102,12042,13862,20744,13973
1/3/2021,653,762,589,468,379,3
1/3/2022,24688,12921,11916,13732,20634,12960
1/30/2021,3024,2751,2589,2550,5699,45
1/31/2021,3034,2754,2590,2553,5725,45
1/4/2021,722,837,654,538,442,4
1/4/2022,24712,12929,11923,13738,20636,12996
1/5/2021,807,910,708,602,513,7
1/5/2022,24745,12936,11928,13749,20645,13063
1/6/2021,890,963,764,654,583,7
1/6/2022,24780,12951,11939,13754,20647,13159
1/7/2021,1004,1050,852,725,684,7
1/7/2022,24831,12971,11950,13769,20653,13254
1/8/2021,1123,1157,954,790,727,11
1/8/2022,24854,12979,11959,13772,20663,13304
1/9/2021,1137,1164,964,806,736,11
1/9/2022,24873,12983,11962,13777,20665,13337
