date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,232,292,305,359,939,5
1/1/2022,6922,5105,5623,7868,16142,9371
1/10/2021,381,491,516,620,2265,30
1/10/2022,7012,5151,5669,7908,16186,9594
1/11/2021,420,539,585,671,2509,33
1/11/2022,7024,5155,5671,7913,16193,9636
1/12/2021,447,566,646,742,2763,34
1/12/2022,7036,5160,5679,7917,16200,9696
1/13/2021,465,592,673,815,2970,34
1/13/2022,7044,5166,5687,7919,16206,9737
1/14/2021,497,641,715,903,3212,42
1/14/2022,7055,5175,5697,7930,16215,9817
1/15/2021,533,688,777,989,3487,43
1/15/2022,7060,5178,5701,7934,16215,9826
1/16/2021,537,689,778,991,3496,43
1/16/2022,7061,5178,5702,7934,16216,9828
1/17/2021,539,690,778,993,3498,43
1/17/2022,7061,5183,5704,7935,16220,9831
1/18/2021,550,702,807,1021,3521,43
1/18/2022,7067,5186,5704,7935,16221,9862
1/19/2021,582,729,852,1100,3697,44
1/19/2022,7076,5189,5708,7937,16227,9915
1/2/2021,232,293,305,359,940,5
1/2/2022,6925,5105,5624,7868,16142,9372
1/20/2021,613,771,915,1204,3864,50
1/20/2022,7084,5192,5710,7945,16228,9942
1/21/2021,716,863,1032,1382,4086,64
1/21/2022,7099,5200,5715,7946,16235,9984
1/22/2021,789,921,1088,1490,4221,76
1/22/2022,7101,5201,5719,7948,16237,9988
1/23/2021,796,926,1093,1495,4346,109
1/23/2022,7106,5202,5719,7949,16240,9994
1/24/2021,797,927,1093,1496,4358,111
1/24/2022,7113,5206,5726,7955,16248,10011
1/25/2021,811,944,1122,1547,4480,112
1/25/2022,7116,5212,5732,7960,16252,10058
1/26/2021,846,964,1154,1600,4626,114
1/26/2022,7118,5214,5733,7961,16256,10073
1/27/2021,879,994,1197,1651,4802,127
1/27/2022,7129,5216,5735,7965,16260,10103
1/28/2021,1035,1085,1312,1788,5027,173
1/28/2022,7137,5224,5739,7966,16268,10119
1/29/2021,1119,1133,1388,1896,5271,227
1/29/2022,7138,5225,5739,7967,16268,10121
1/3/2021,232,293,305,360,942,5
1/3/2022,6943,5112,5630,7878,16155,9405
1/30/2021,1130,1153,1435,1928,5295,227
1/31/2021,1130,1154,1438,1931,5304,227
1/4/2021,246,315,324,392,1080,5
1/4/2022,6955,5119,5636,7880,16164,9445
1/5/2021,291,350,365,429,1320,5
1/5/2022,6975,5126,5644,7885,16168,9479
1/6/2021,303,374,386,461,1672,25
1/6/2022,6988,5129,5650,7889,16172,9507
1/7/2021,341,446,476,566,2057,30
1/7/2022,6993,5140,5657,7893,16176,9557
1/8/2021,380,490,515,615,2262,30
1/8/2022,7002,5146,5663,7902,16180,9562
1/9/2021,381,491,515,620,2265,30
1/9/2022,7007,5148,5665,7902,16181,9568
10/1/2021,6075,4617,5112,7285,15231,6384
10/10/2021,6133,4655,5141,7318,15291,6435
10/11/2021,6142,4665,5142,7327,15303,6448
10/12/2021,6156,4667,5145,7331,15311,6453
10/13/2021,6170,4668,5151,7336,15321,6467
10/14/2021,6181,4674,5155,7343,15331,6475
10/15/2021,6191,4683,5158,7350,15342,6487
10/16/2021,6195,4683,5159,7353,15345,6488
10/17/2021,6196,4683,5159,7355,15345,6488
10/18/2021,6208,4687,5160,7361,15357,6491
10/19/2021,6218,4694,5163,7370,15369,6499
10/2/2021,6078,4619,5114,7291,15239,6384
10/20/2021,6224,4697,5165,7376,15386,6508
10/21/2021,6232,4705,5168,7379,15399,6514
10/22/2021,6252,4714,5178,7384,15413,6524
10/23/2021,6255,4716,5179,7384,15419,6527
10/24/2021,6256,4717,5179,7386,15424,6529
10/25/2021,6266,4720,5185,7395,15442,6532
10/26/2021,6271,4728,5193,7399,15466,6539
10/27/2021,6284,4733,5199,7409,15486,6551
10/28/2021,6303,4750,5215,7427,15512,6556
10/29/2021,6318,4760,5224,7443,15534,6569
10/3/2021,6079,4619,5114,7291,15240,6384
10/30/2021,6324,4763,5226,7446,15540,6574
10/31/2021,6327,4763,5226,7446,15542,6574
10/4/2021,6087,4624,5115,7296,15252,6393
10/5/2021,6100,4629,5119,7303,15260,6401
10/6/2021,6109,4637,5124,7307,15271,6409
10/7/2021,6118,4641,5130,7313,15281,6422
10/8/2021,6127,4652,5140,7317,15291,6435
10/9/2021,6131,4653,5141,7318,15291,6435
11/1/2021,6339,4766,5235,7459,15556,6576
11/10/2021,6413,4814,5298,7523,15688,7521
11/11/2021,6420,4822,5300,7532,15697,7546
11/12/2021,6431,4831,5312,7537,15707,7696
11/13/2021,6436,4832,5313,7544,15713,7707
11/14/2021,6440,4833,5314,7547,15715,7712
11/15/2021,6459,4844,5322,7559,15733,7767
11/16/2021,6473,4850,5326,7567,15752,7808
11/17/2021,6492,4864,5344,7580,15759,7914
11/18/2021,6503,4866,5348,7585,15775,7939
11/19/2021,6520,4875,5362,7599,15787,8031
11/2/2021,6350,4776,5243,7466,15573,6581
11/20/2021,6530,4878,5366,7607,15797,8092
11/21/2021,6530,4878,5369,7609,15803,8094
11/22/2021,6541,4890,5382,7615,15817,8157
11/23/2021,6554,4896,5388,7621,15831,8189
11/24/2021,6562,4901,5395,7628,15839,8218
11/25/2021,6562,4901,5395,7628,15839,8218
11/26/2021,6571,4910,5401,7628,15846,8254
11/27/2021,6576,4910,5403,7631,15847,8264
11/28/2021,6582,4912,5403,7634,15850,8273
11/29/2021,6597,4918,5418,7644,15873,8304
11/3/2021,6355,4780,5252,7476,15594,6588
11/30/2021,6621,4934,5443,7657,15888,8350
11/4/2021,6367,4785,5260,7486,15616,6610
11/5/2021,6380,4790,5272,7495,15630,6674
11/6/2021,6384,4796,5283,7500,15650,6739
11/7/2021,6384,4802,5285,7501,15656,6754
11/8/2021,6393,4805,5290,7508,15667,6865
11/9/2021,6403,4810,5294,7516,15678,6961
12/1/2021,6627,4942,5452,7667,15904,8492
12/10/2020,1,,1,2,1,1
12/10/2021,6741,5000,5523,7749,16001,8780
12/11/2020,1,,1,2,1,1
12/11/2021,6746,5005,5525,7755,16006,8812
12/12/2020,1,,1,2,1,1
12/12/2021,6750,5005,5528,7755,16011,8821
12/13/2020,2,,1,2,1,1
12/13/2021,6770,5022,5536,7761,16026,8852
12/14/2020,2,,1,3,1,1
12/14/2021,6780,5031,5546,7773,16037,8920
12/15/2020,3,5,5,4,3,1
12/15/2021,6786,5034,5552,7779,16047,8961
12/16/2020,10,10,15,10,5,1
12/16/2021,6797,5037,5561,7787,16053,8975
12/17/2020,20,31,38,30,12,1
12/17/2021,6810,5046,5567,7796,16057,9000
12/18/2020,30,49,52,45,27,1
12/18/2021,6813,5049,5571,7800,16062,9010
12/19/2020,31,49,52,46,27,1
12/19/2021,6816,5053,5573,7802,16066,9012
12/2/2020,,,,,,1
12/2/2021,6637,4950,5461,7678,15915,8515
12/20/2020,31,49,52,48,28,1
12/20/2021,6829,5058,5579,7808,16076,9034
12/21/2020,33,49,53,50,32,1
12/21/2021,6840,5062,5584,7815,16084,9068
12/22/2020,37,59,71,60,70,1
12/22/2021,6851,5069,5588,7823,16093,9132
12/23/2020,67,89,96,93,120,1
12/23/2021,6859,5077,5597,7835,16101,9161
12/24/2020,79,108,110,109,166,1
12/24/2021,6863,5080,5598,7837,16103,9161
12/25/2020,81,109,111,109,166,1
12/25/2021,6863,5080,5598,7837,16103,9161
12/26/2020,81,109,112,110,166,1
12/26/2021,6864,5082,5601,7838,16107,9161
12/27/2020,82,109,112,110,166,1
12/27/2021,6885,5089,5605,7850,16114,9207
12/28/2020,119,161,169,186,284,1
12/28/2021,6894,5095,5609,7857,16122,9253
12/29/2020,141,206,225,248,475,2
12/29/2021,6900,5099,5611,7861,16128,9315
12/3/2020,,,,,,1
12/3/2021,6655,4957,5468,7694,15929,8588
12/30/2020,184,247,271,303,666,3
12/30/2021,6918,5103,5620,7862,16139,9361
12/31/2020,228,287,304,354,857,5
12/31/2021,6922,5105,5623,7867,16142,9368
12/4/2020,,,,1,,1
12/4/2021,6672,4963,5478,7702,15955,8630
12/5/2020,,,,1,,1
12/5/2021,6675,4966,5482,7703,15957,8633
12/6/2020,,,1,1,,1
12/6/2021,6689,4975,5490,7714,15966,8664
12/7/2020,1,,1,1,,1
12/7/2021,6702,4979,5496,7720,15970,8689
12/8/2020,1,,1,1,,1
12/8/2021,6712,4986,5507,7731,15977,8711
12/9/2020,1,,1,1,,1
12/9/2021,6725,4991,5516,7738,15988,8742
2/1/2021,1158,1186,1479,2022,5576,240
2/10/2021,1416,1459,1911,2712,7354,434
2/11/2021,1542,1546,1994,2815,7619,473
2/12/2021,1606,1601,2044,2892,7874,488
2/13/2021,1816,1707,2136,2971,7980,518
2/14/2021,1819,1708,2138,2978,8011,520
2/15/2021,1826,1714,2144,2993,8099,521
2/16/2021,1853,1738,2177,3029,8394,543
2/17/2021,1904,1782,2227,3077,8636,625
2/18/2021,1943,1811,2263,3135,8843,644
2/19/2021,1995,1840,2300,3188,8927,659
2/2/2021,1178,1205,1509,2057,5828,247
2/20/2021,2030,1859,2314,3204,8951,679
2/21/2021,2035,1860,2318,3205,8963,682
2/22/2021,2090,1901,2358,3241,9020,693
2/23/2021,2159,1945,2392,3309,9152,727
2/24/2021,2199,1968,2413,3353,9282,735
2/25/2021,2247,2020,2465,3428,9577,865
2/26/2021,2308,2063,2515,3461,9701,945
2/27/2021,2326,2075,2524,3478,9742,947
2/28/2021,2329,2075,2528,3482,9748,949
2/3/2021,1204,1232,1551,2122,6150,249
2/4/2021,1225,1262,1599,2180,6371,269
2/5/2021,1240,1282,1632,2307,6537,277
2/6/2021,1310,1353,1785,2564,6667,376
2/7/2021,1310,1353,1786,2564,6676,377
2/8/2021,1340,1394,1827,2591,6874,390
2/9/2021,1350,1417,1855,2642,7091,401
3/1/2021,2370,2097,2552,3510,9841,958
3/10/2021,2630,2256,2770,4025,10837,1116
3/11/2021,2664,2290,2794,4143,11039,1123
3/12/2021,2694,2301,2811,4217,11146,1127
3/13/2021,2704,2303,2820,4237,11181,1130
3/14/2021,2704,2304,2821,4245,11196,1131
3/15/2021,2731,2328,2874,4396,11366,1142
3/16/2021,2760,2346,2900,4437,11446,1148
3/17/2021,2803,2387,2946,4546,11564,1151
3/18/2021,2851,2419,2986,4685,11780,1176
3/19/2021,2877,2444,3013,4758,11870,1185
3/2/2021,2406,2119,2572,3555,9965,966
3/20/2021,2886,2451,3016,4767,11896,1190
3/21/2021,2888,2451,3020,4770,11913,1194
3/22/2021,2923,2479,3043,4820,11996,1199
3/23/2021,2964,2521,3100,4938,12211,1234
3/24/2021,3018,2581,3155,5036,12333,1266
3/25/2021,3061,2605,3196,5109,12444,1300
3/26/2021,3093,2634,3243,5169,12509,1338
3/27/2021,3133,2656,3261,5186,12524,1344
3/28/2021,3141,2658,3263,5192,12528,1346
3/29/2021,3186,2691,3304,5251,12615,1353
3/3/2021,2427,2138,2610,3623,10139,1009
3/30/2021,3233,2714,3329,5304,12675,1366
3/31/2021,3297,2762,3377,5371,12754,1393
3/4/2021,2452,2150,2626,3697,10366,1058
3/5/2021,2478,2166,2647,3743,10434,1074
3/6/2021,2528,2190,2687,3791,10470,1082
3/7/2021,2529,2192,2691,3804,10480,1084
3/8/2021,2541,2200,2703,3853,10577,1089
3/9/2021,2584,2227,2732,3919,10665,1100
4/1/2021,3341,2794,3431,5427,12842,1406
4/10/2021,3653,3007,3653,5698,13252,1548
4/11/2021,3658,3012,3658,5707,13263,1552
4/12/2021,3693,3060,3701,5738,13317,1560
4/13/2021,3714,3077,3728,5770,13364,1583
4/14/2021,3752,3105,3746,5799,13403,1593
4/15/2021,3796,3131,3778,5828,13435,1608
4/16/2021,3835,3157,3799,5859,13454,1622
4/17/2021,3846,3164,3806,5869,13468,1623
4/18/2021,3849,3167,3809,5872,13476,1623
4/19/2021,3882,3203,3829,5897,13502,1630
4/2/2021,3376,2824,3463,5458,12896,1443
4/20/2021,3924,3249,3848,5921,13530,1640
4/21/2021,3958,3292,3879,5933,13560,1646
4/22/2021,4009,3331,3909,5956,13574,1651
4/23/2021,4038,3354,3923,5974,13594,1663
4/24/2021,4046,3359,3934,5980,13608,1664
4/25/2021,4047,3364,3937,5983,13609,1667
4/26/2021,4063,3373,3951,6000,13635,1673
4/27/2021,4085,3388,3959,6023,13668,1686
4/28/2021,4110,3405,3969,6042,13697,1694
4/29/2021,4136,3420,3990,6062,13727,1708
4/3/2021,3388,2830,3470,5466,12908,1444
4/30/2021,4151,3431,4004,6078,13742,1721
4/4/2021,3389,2832,3472,5470,12909,1444
4/5/2021,3413,2856,3498,5502,12983,1455
4/6/2021,3453,2882,3520,5544,13044,1468
4/7/2021,3510,2916,3548,5577,13089,1486
4/8/2021,3580,2968,3607,5630,13167,1500
4/9/2021,3632,2993,3636,5669,13225,1509
5/1/2021,4155,3433,4008,6086,13747,1722
5/10/2021,4286,3494,4078,6183,13881,1760
5/11/2021,4302,3498,4084,6197,13901,1792
5/12/2021,4321,3505,4095,6209,13911,1814
5/13/2021,4340,3524,4103,6223,13926,1964
5/14/2021,4357,3531,4125,6237,13946,2237
5/15/2021,4362,3540,4131,6244,13951,2255
5/16/2021,4365,3543,4134,6247,13956,2264
5/17/2021,4389,3556,4143,6259,13965,2357
5/18/2021,4416,3573,4155,6272,13977,2508
5/19/2021,4440,3586,4177,6276,13996,2671
5/2/2021,4156,3433,4008,6086,13751,1722
5/20/2021,4456,3595,4186,6290,14009,2785
5/21/2021,4475,3608,4196,6299,14019,2892
5/22/2021,4485,3618,4199,6301,14025,3100
5/23/2021,4490,3621,4205,6308,14033,3107
5/24/2021,4504,3635,4221,6327,14053,3163
5/25/2021,4523,3646,4236,6345,14065,3266
5/26/2021,4541,3650,4244,6357,14080,3345
5/27/2021,4559,3658,4248,6369,14094,3407
5/28/2021,4573,3661,4257,6375,14101,3459
5/29/2021,4576,3661,4261,6380,14106,3465
5/3/2021,4182,3442,4025,6102,13776,1731
5/30/2021,4581,3663,4262,6381,14108,3470
5/31/2021,4584,3665,4264,6384,14110,3472
5/4/2021,4205,3456,4036,6125,13800,1732
5/5/2021,4216,3464,4045,6133,13815,1740
5/6/2021,4245,3476,4060,6150,13845,1745
5/7/2021,4260,3484,4067,6160,13859,1753
5/8/2021,4266,3486,4071,6162,13861,1754
5/9/2021,4267,3488,4072,6165,13863,1755
6/1/2021,4601,3676,4266,6399,14124,3518
6/10/2021,4700,3736,4312,6448,14197,3820
6/11/2021,4711,3742,4320,6458,14203,3863
6/12/2021,4714,3743,4322,6458,14205,3870
6/13/2021,4715,3743,4322,6458,14205,3870
6/14/2021,4726,3753,4330,6465,14216,3898
6/15/2021,4734,3760,4341,6471,14226,3947
6/16/2021,4744,3769,4350,6480,14233,3994
6/17/2021,4754,3778,4354,6485,14238,4015
6/18/2021,4765,3783,4360,6492,14248,4039
6/19/2021,4769,3786,4361,6498,14248,4042
6/2/2021,4617,3684,4270,6405,14133,3557
6/20/2021,4774,3787,4365,6499,14248,4044
6/21/2021,4783,3795,4372,6508,14257,4070
6/22/2021,4795,3801,4380,6509,14265,4135
6/23/2021,4805,3806,4384,6515,14272,4165
6/24/2021,4818,3811,4388,6521,14278,4197
6/25/2021,4827,3821,4389,6526,14285,4230
6/26/2021,4830,3822,4390,6527,14289,4234
6/27/2021,4832,3825,4390,6529,14290,4235
6/28/2021,4842,3831,4400,6535,14296,4265
6/29/2021,4855,3838,4403,6538,14302,4299
6/3/2021,4628,3691,4276,6410,14151,3596
6/30/2021,4873,3845,4406,6547,14316,4337
6/4/2021,4643,3700,4278,6418,14164,3636
6/5/2021,4645,3700,4281,6420,14167,3643
6/6/2021,4645,3702,4282,6421,14169,3651
6/7/2021,4655,3715,4287,6429,14174,3687
6/8/2021,4666,3722,4292,6436,14177,3724
6/9/2021,4683,3730,4302,6442,14186,3774
7/1/2021,4883,3851,4413,6550,14325,4379
7/10/2021,4946,3897,4457,6584,14377,4510
7/11/2021,4949,3897,4459,6585,14378,4510
7/12/2021,4962,3907,4469,6589,14388,4559
7/13/2021,4980,3914,4471,6594,14399,4595
7/14/2021,4997,3926,4473,6598,14407,4659
7/15/2021,5007,3932,4478,6607,14421,4684
7/16/2021,5024,3945,4484,6617,14425,4714
7/17/2021,5029,3946,4491,6627,14427,4719
7/18/2021,5034,3948,4491,6630,14430,4720
7/19/2021,5058,3954,4499,6642,14442,4765
7/2/2021,4895,3859,4424,6556,14336,4393
7/20/2021,5074,3965,4514,6654,14458,4820
7/21/2021,5091,3977,4523,6666,14471,4872
7/22/2021,5103,3989,4530,6683,14483,4924
7/23/2021,5117,3993,4542,6692,14492,4959
7/24/2021,5124,3996,4550,6698,14504,4960
7/25/2021,5126,3998,4552,6699,14506,4967
7/26/2021,5141,4010,4566,6710,14515,5006
7/27/2021,5167,4020,4577,6717,14536,5042
7/28/2021,5183,4034,4592,6733,14547,5084
7/29/2021,5198,4046,4600,6747,14559,5122
7/3/2021,4899,3860,4426,6557,14339,4395
7/30/2021,5203,4050,4603,6757,14571,5150
7/31/2021,5213,4052,4609,6761,14574,5154
7/4/2021,4901,3860,4426,6557,14339,4395
7/5/2021,4905,3862,4432,6559,14340,4402
7/6/2021,4909,3864,4440,6567,14354,4424
7/7/2021,4916,3869,4442,6569,14361,4463
7/8/2021,4929,3886,4450,6573,14366,4484
7/9/2021,4943,3895,4455,6582,14374,4507
8/1/2021,5217,4055,4611,6766,14578,5159
8/10/2021,5372,4149,4692,6867,14673,5517
8/11/2021,5395,4170,4699,6876,14682,5567
8/12/2021,5419,4182,4710,6884,14689,5627
8/13/2021,5448,4202,4722,6900,14711,5703
8/14/2021,5456,4211,4729,6905,14717,5713
8/15/2021,5458,4212,4731,6912,14720,5715
8/16/2021,5485,4246,4750,6930,14747,5743
8/17/2021,5509,4264,4763,6943,14776,5781
8/18/2021,5527,4275,4774,6954,14793,5806
8/19/2021,5550,4288,4784,6973,14806,5833
8/2/2021,5237,4071,4621,6776,14595,5216
8/20/2021,5572,4311,4795,6996,14821,5882
8/21/2021,5576,4311,4798,7000,14822,5887
8/22/2021,5578,4313,4799,7006,14825,5887
8/23/2021,5600,4325,4813,7021,14843,5902
8/24/2021,5617,4340,4830,7029,14869,5917
8/25/2021,5633,4353,4840,7043,14889,5936
8/26/2021,5653,4363,4844,7053,14904,5962
8/27/2021,5675,4381,4867,7068,14925,5994
8/28/2021,5685,4389,4873,7074,14931,6008
8/29/2021,5687,4392,4877,7078,14933,6013
8/3/2021,5246,4077,4630,6787,14608,5289
8/30/2021,5693,4398,4885,7090,14938,6026
8/31/2021,5703,4406,4892,7098,14950,6041
8/4/2021,5267,4087,4641,6801,14622,5326
8/5/2021,5288,4098,4648,6815,14628,5371
8/6/2021,5319,4111,4661,6833,14633,5440
8/7/2021,5330,4115,4667,6836,14636,5449
8/8/2021,5337,4120,4669,6840,14640,5451
8/9/2021,5362,4136,4681,6851,14653,5482
9/1/2021,5710,4417,4898,7109,14957,6060
9/10/2021,5803,4476,4952,7155,15016,6153
9/11/2021,5807,4483,4958,7157,15020,6157
9/12/2021,5809,4486,4959,7158,15020,6157
9/13/2021,5837,4498,4975,7167,15031,6194
9/14/2021,5848,4509,4986,7178,15044,6208
9/15/2021,5859,4510,4991,7182,15050,6218
9/16/2021,5869,4515,4995,7187,15060,6231
9/17/2021,5885,4519,5001,7191,15068,6255
9/18/2021,5888,4523,5003,7196,15071,6256
9/19/2021,5892,4528,5004,7199,15072,6257
9/2/2021,5718,4422,4906,7111,14962,6067
9/20/2021,5905,4534,5007,7206,15076,6268
9/21/2021,5919,4542,5012,7210,15087,6278
9/22/2021,5940,4555,5020,7214,15092,6300
9/23/2021,5960,4558,5026,7218,15097,6309
9/24/2021,5974,4561,5039,7224,15109,6323
9/25/2021,5981,4563,5044,7228,15116,6327
9/26/2021,5985,4564,5044,7232,15118,6328
9/27/2021,6000,4566,5059,7235,15138,6344
9/28/2021,6020,4582,5077,7247,15160,6351
9/29/2021,6035,4586,5081,7257,15180,6360
9/3/2021,5731,4437,4913,7126,14970,6091
9/30/2021,6063,4604,5101,7277,15209,6368
9/4/2021,5735,4442,4918,7127,14973,6093
9/5/2021,5740,4442,4918,7127,14973,6093
9/6/2021,5742,4444,4919,7127,14977,6094
9/7/2021,5761,4453,4928,7133,14985,6104
9/8/2021,5779,4460,4933,7139,14998,6119
9/9/2021,5791,4468,4942,7144,15008,6135
