date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,618,987,964,763,553,6
1/1/2022,41921,33453,34723,39867,81947,25956
1/10/2021,1157,1711,1781,1509,2344,16
1/10/2022,42456,33758,34986,40214,82441,27098
1/11/2021,1206,1792,1867,1575,2525,20
1/11/2022,42519,33777,35023,40248,82500,27242
1/12/2021,1293,1909,1993,1673,2811,20
1/12/2022,42585,33809,35050,40277,82537,27392
1/13/2021,1401,2049,2145,1849,3219,22
1/13/2022,42664,33841,35090,40327,82590,27509
1/14/2021,1500,2231,2304,2002,3744,23
1/14/2022,42755,33886,35126,40363,82633,27668
1/15/2021,1620,2392,2484,2136,4127,24
1/15/2022,42816,33911,35144,40387,82649,27825
1/16/2021,1679,2481,2586,2228,4752,26
1/16/2022,42835,33924,35152,40396,82658,27866
1/17/2021,1699,2510,2630,2264,4808,27
1/17/2022,42881,33948,35166,40414,82704,27991
1/18/2021,1769,2623,2712,2364,5038,29
1/18/2022,42955,33976,35190,40430,82734,28102
1/19/2021,1842,2700,2800,2453,5557,31
1/19/2022,43009,34002,35220,40460,82763,28188
1/2/2021,699,1104,1095,868,635,7
1/2/2022,41945,33469,34734,39888,81984,25983
1/20/2021,1920,2827,2909,2575,6334,36
1/20/2022,43062,34038,35248,40498,82801,28296
1/21/2021,2011,2961,3081,2746,7092,40
1/21/2022,43097,34065,35274,40527,82823,28402
1/22/2021,2158,3129,3269,2938,7856,43
1/22/2022,43129,34084,35290,40542,82834,28499
1/23/2021,2241,3297,3430,3098,8453,45
1/23/2022,43149,34095,35296,40555,82843,28533
1/24/2021,2279,3330,3492,3128,8614,47
1/24/2022,43186,34126,35326,40583,82868,28598
1/25/2021,2357,3403,3582,3254,9226,49
1/25/2022,43235,34147,35348,40600,82890,28696
1/26/2021,2430,3486,3683,3371,9806,50
1/26/2022,43283,34172,35361,40623,82921,28802
1/27/2021,2542,3612,3844,3563,10540,51
1/27/2022,43332,34196,35390,40647,82940,28878
1/28/2021,2622,3725,3965,3714,11564,51
1/28/2022,43381,34228,35404,40668,82961,28951
1/29/2021,2735,3848,4104,3898,12582,59
1/29/2022,43388,34232,35412,40675,82962,29034
1/3/2021,727,1148,1142,894,658,8
1/3/2022,42004,33503,34768,39945,82061,26084
1/30/2021,2804,3936,4241,4055,13378,62
1/31/2021,2841,3958,4273,4082,13534,63
1/4/2021,790,1248,1234,985,891,9
1/4/2022,42071,33539,34800,39998,82147,26231
1/5/2021,884,1357,1325,1084,1127,10
1/5/2022,42140,33574,34827,40041,82211,26418
1/6/2021,997,1483,1467,1213,1402,12
1/6/2022,42211,33606,34875,40079,82282,26565
1/7/2021,1060,1569,1580,1322,1740,15
1/7/2022,42309,33660,34912,40132,82353,26771
1/8/2021,1115,1651,1721,1459,2186,16
1/8/2022,42356,33688,34927,40155,82369,26947
1/9/2021,1147,1696,1766,1497,2323,16
1/9/2022,42380,33699,34935,40167,82381,26985
10/1/2021,36228,29960,31794,36990,76892,17924
10/10/2021,36927,30386,32100,37199,77153,18262
10/11/2021,37025,30452,32148,37229,77195,18323
10/12/2021,37104,30497,32181,37251,77223,18353
10/13/2021,37193,30542,32216,37268,77245,18388
10/14/2021,37270,30587,32246,37301,77266,18412
10/15/2021,37372,30645,32292,37341,77304,18460
10/16/2021,37440,30678,32321,37358,77320,18484
10/17/2021,37478,30708,32342,37371,77330,18500
10/18/2021,37553,30761,32387,37400,77369,18523
10/19/2021,37616,30795,32416,37430,77392,18563
10/2/2021,36278,30001,31828,37020,76907,17965
10/20/2021,37674,30837,32456,37464,77427,18585
10/21/2021,37765,30880,32490,37491,77457,18614
10/22/2021,37862,30943,32536,37526,77510,18646
10/23/2021,37936,31000,32568,37542,77545,18673
10/24/2021,37964,31015,32586,37550,77576,18690
10/25/2021,38036,31065,32633,37579,77656,18709
10/26/2021,38123,31120,32687,37603,77719,18752
10/27/2021,38216,31177,32734,37643,77789,18787
10/28/2021,38340,31239,32776,37687,77873,18812
10/29/2021,38436,31288,32827,37732,77927,18842
10/3/2021,36332,30032,31844,37033,76916,17983
10/30/2021,38498,31327,32859,37747,77951,18856
10/31/2021,38526,31344,32877,37758,77962,18870
10/4/2021,36417,30092,31890,37055,76971,18038
10/5/2021,36512,30140,31914,37087,77009,18083
10/6/2021,36622,30202,31962,37116,77053,18145
10/7/2021,36714,30253,31996,37142,77101,18176
10/8/2021,36820,30320,32043,37176,77126,18214
10/9/2021,36891,30361,32081,37191,77138,18246
11/1/2021,38584,31395,32909,37796,78041,18902
11/10/2021,39252,31778,33243,38056,78543,19844
11/11/2021,39323,31825,33282,38085,78600,20053
11/12/2021,39415,31885,33316,38110,78670,20275
11/13/2021,39461,31910,33340,38126,78691,20522
11/14/2021,39489,31931,33351,38134,78711,20596
11/15/2021,39552,31979,33393,38168,78780,20746
11/16/2021,39621,32026,33420,38199,78835,20922
11/17/2021,39698,32073,33456,38235,78890,21118
11/18/2021,39768,32118,33489,38262,78965,21261
11/19/2021,39833,32167,33531,38301,79028,21443
11/2/2021,38656,31435,32945,37824,78115,18925
11/20/2021,39887,32203,33559,38317,79049,21861
11/21/2021,39920,32213,33575,38341,79072,21915
11/22/2021,39998,32254,33616,38377,79139,22018
11/23/2021,40103,32314,33651,38422,79204,22182
11/24/2021,40178,32361,33679,38464,79253,22385
11/25/2021,40179,32361,33679,38464,79253,22385
11/26/2021,40215,32386,33717,38505,79287,22497
11/27/2021,40234,32402,33730,38520,79302,22556
11/28/2021,40252,32412,33741,38532,79320,22590
11/29/2021,40303,32449,33768,38578,79388,22675
11/3/2021,38728,31485,32985,37858,78174,18953
11/30/2021,40365,32487,33800,38623,79466,22784
11/4/2021,38782,31522,33017,37891,78241,18992
11/5/2021,38877,31579,33080,37932,78330,19094
11/6/2021,38961,31624,33106,37958,78355,19251
11/7/2021,39016,31640,33122,37970,78372,19314
11/8/2021,39112,31683,33167,38000,78438,19460
11/9/2021,39189,31732,33205,38027,78487,19644
12/1/2020,1,1,2,,1,
12/1/2021,40450,32527,33843,38667,79533,22923
12/10/2020,2,1,2,,2,
12/10/2021,40996,32871,34163,39061,80331,23967
12/11/2020,2,1,2,,2,
12/11/2021,41025,32898,34185,39086,80361,24096
12/12/2020,2,1,2,,2,
12/12/2021,41046,32912,34193,39098,80387,24124
12/13/2020,2,1,2,,2,
12/13/2021,41102,32942,34216,39139,80484,24190
12/14/2020,2,1,2,,2,
12/14/2021,41146,32972,34251,39183,80574,24267
12/15/2020,2,1,2,,2,
12/15/2021,41199,33003,34288,39238,80676,24352
12/16/2020,3,2,6,,2,
12/16/2021,41263,33054,34329,39300,80802,24526
12/17/2020,11,13,18,4,4,
12/17/2021,41314,33088,34356,39344,80900,24627
12/18/2020,20,23,27,9,5,
12/18/2021,41342,33106,34377,39366,80941,24784
12/19/2020,24,30,34,15,8,
12/19/2021,41364,33124,34390,39395,80977,24813
12/2/2020,1,1,2,,1,
12/2/2021,40529,32576,33883,38717,79617,23057
12/20/2020,24,35,35,19,9,
12/20/2021,41426,33162,34424,39459,81112,24967
12/21/2020,50,82,81,36,22,1
12/21/2021,41496,33194,34463,39533,81256,25090
12/22/2020,106,153,141,81,40,1
12/22/2021,41553,33238,34508,39575,81368,25232
12/23/2020,162,242,253,161,74,2
12/23/2021,41613,33264,34544,39622,81466,25339
12/24/2020,179,262,268,174,78,2
12/24/2021,41639,33282,34558,39635,81501,25360
12/25/2020,179,262,268,174,78,2
12/25/2021,41639,33283,34558,39635,81501,25360
12/26/2020,231,366,343,231,102,3
12/26/2021,41661,33295,34566,39653,81538,25385
12/27/2020,247,396,359,243,104,3
12/27/2021,41714,33339,34601,39698,81608,25484
12/28/2020,306,508,493,340,140,3
12/28/2021,41779,33369,34633,39759,81724,25625
12/29/2020,412,667,656,481,195,4
12/29/2021,41840,33395,34667,39801,81821,25732
12/3/2020,2,1,2,,1,
12/3/2021,40606,32622,33915,38770,79698,23196
12/30/2020,541,885,849,664,326,4
12/30/2021,41891,33427,34699,39839,81918,25890
12/31/2020,614,981,955,755,506,5
12/31/2021,41914,33449,34722,39866,81944,25937
12/4/2020,2,1,2,,1,
12/4/2021,40632,32642,33936,38788,79736,23275
12/5/2020,2,1,2,,1,
12/5/2021,40653,32657,33950,38803,79768,23305
12/6/2020,2,1,2,,1,
12/6/2021,40713,32699,34000,38852,79867,23428
12/7/2020,2,1,2,,1,
12/7/2021,40786,32739,34034,38918,79987,23577
12/8/2020,2,1,2,,1,
12/8/2021,40855,32771,34079,38955,80106,23698
12/9/2020,2,1,2,,2,
12/9/2021,40933,32831,34121,39019,80231,23859
2/1/2021,2924,4064,4374,4182,14381,66
2/10/2021,3650,4876,5299,5481,24796,90
2/11/2021,3717,4942,5385,5614,26564,93
2/12/2021,3820,5050,5526,5805,28611,100
2/13/2021,4020,5287,5792,6025,30111,110
2/14/2021,4050,5328,5842,6081,30466,111
2/15/2021,4102,5372,5891,6169,31260,115
2/16/2021,4177,5443,5940,6244,32289,125
2/17/2021,4262,5498,5999,6335,33330,128
2/18/2021,4335,5559,6056,6396,34464,139
2/19/2021,4409,5626,6126,6468,35103,145
2/2/2021,3003,4157,4495,4351,15328,66
2/20/2021,4553,5722,6218,6538,35612,157
2/21/2021,4565,5736,6231,6558,35895,158
2/22/2021,4599,5774,6258,6614,36317,160
2/23/2021,4637,5814,6307,6679,36921,161
2/24/2021,4692,5882,6365,6754,37941,165
2/25/2021,4778,5976,6462,6931,39590,171
2/26/2021,4867,6062,6559,7101,41393,175
2/27/2021,4916,6096,6610,7179,41949,178
2/28/2021,4931,6107,6637,7229,42319,178
2/3/2021,3121,4301,4636,4498,16379,68
2/4/2021,3200,4410,4748,4626,17424,68
2/5/2021,3357,4563,4926,4825,18516,72
2/6/2021,3416,4642,5015,4983,19889,79
2/7/2021,3434,4648,5029,5010,20250,79
2/8/2021,3487,4700,5100,5147,21571,80
2/9/2021,3537,4770,5187,5322,23036,85
3/1/2021,4990,6165,6727,7425,43475,181
3/10/2021,5654,6834,7623,11830,52464,224
3/11/2021,5817,7069,7827,12792,53732,229
3/12/2021,5966,7154,8012,13482,54621,237
3/13/2021,6052,7236,8102,13918,55025,243
3/14/2021,6093,7273,8167,14274,55257,247
3/15/2021,6198,7351,8323,15033,55866,256
3/16/2021,6325,7490,8541,15861,56780,262
3/17/2021,6542,7672,8814,16745,57734,276
3/18/2021,6731,7863,9087,17611,58766,284
3/19/2021,6996,8132,9429,18366,59522,311
3/2/2021,5052,6232,6833,7642,44795,185
3/20/2021,7124,8262,9654,18711,59923,321
3/21/2021,7230,8398,9832,19009,60194,335
3/22/2021,7496,8700,10178,19563,60750,379
3/23/2021,7833,9043,10627,20176,61405,418
3/24/2021,8213,9411,11157,20786,62006,484
3/25/2021,8626,9772,11632,21226,62546,535
3/26/2021,8991,10147,12050,21885,63079,593
3/27/2021,9279,10435,12378,22145,63273,659
3/28/2021,9554,10670,12643,22370,63462,734
3/29/2021,9957,11015,13061,22682,63783,801
3/3/2021,5149,6318,6947,8104,46550,197
3/30/2021,10332,11346,13489,22962,64082,879
3/31/2021,10693,11698,13951,23299,64359,975
3/4/2021,5257,6454,7089,8699,48202,199
3/5/2021,5363,6565,7215,9287,49194,207
3/6/2021,5412,6614,7290,9738,49929,210
3/7/2021,5444,6637,7324,10007,50251,210
3/8/2021,5499,6691,7399,10546,50950,214
3/9/2021,5577,6767,7526,11227,51789,217
4/1/2021,11061,12024,14425,23582,64647,1063
4/10/2021,13919,14565,17503,25942,67176,1729
4/11/2021,14072,14687,17646,26041,67263,1809
4/12/2021,14365,14919,17946,26268,67559,1880
4/13/2021,14647,15138,18193,26549,67850,1949
4/14/2021,14948,15449,18523,26766,68031,2015
4/15/2021,15322,15781,18882,26991,68210,2079
4/16/2021,15630,16107,19140,27160,68353,2136
4/17/2021,15786,16245,19308,27280,68476,2184
4/18/2021,15877,16329,19383,27347,68527,2228
4/19/2021,16078,16484,19575,27514,68733,2288
4/2/2021,11375,12311,14762,23814,64944,1152
4/20/2021,16322,16706,19785,27703,68940,2347
4/21/2021,16611,16971,20122,27883,69103,2418
4/22/2021,16840,17184,20335,28054,69246,2477
4/23/2021,17086,17382,20527,28236,69396,2531
4/24/2021,17216,17513,20666,28321,69499,2596
4/25/2021,17315,17582,20733,28382,69558,2646
4/26/2021,17504,17756,20892,28515,69708,2707
4/27/2021,17720,17941,21098,28702,69865,2771
4/28/2021,17902,18076,21252,28852,70018,2810
4/29/2021,18096,18233,21418,29009,70176,2868
4/3/2021,11602,12504,15006,23938,65081,1232
4/30/2021,18335,18424,21599,29170,70317,2937
4/4/2021,11735,12571,15131,24001,65131,1274
4/5/2021,12026,12813,15478,24321,65479,1336
4/6/2021,12433,13125,15917,24689,65884,1434
4/7/2021,12939,13667,16496,25029,66247,1510
4/8/2021,13234,13967,16820,25380,66630,1567
4/9/2021,13576,14254,17205,25700,66945,1646
5/1/2021,18474,18513,21738,29273,70379,3003
5/10/2021,19612,19266,22575,30063,71099,3371
5/11/2021,19754,19339,22671,30144,71218,3414
5/12/2021,19894,19442,22774,30244,71312,3471
5/13/2021,20046,19538,22873,30340,71420,3734
5/14/2021,20245,19666,22993,30452,71525,3968
5/15/2021,20367,19756,23111,30560,71599,4306
5/16/2021,20429,19828,23167,30596,71628,4549
5/17/2021,20571,19935,23276,30699,71731,4725
5/18/2021,20687,20025,23392,30800,71843,4932
5/19/2021,20840,20122,23494,30918,71948,5151
5/2/2021,18549,18549,21781,29319,70409,3043
5/20/2021,20989,20248,23606,31019,72041,5312
5/21/2021,21123,20369,23738,31110,72134,5535
5/22/2021,21284,20458,23842,31190,72181,5836
5/23/2021,21370,20494,23894,31228,72214,5934
5/24/2021,21527,20588,23985,31302,72280,6066
5/25/2021,21682,20687,24090,31368,72340,6194
5/26/2021,21795,20784,24182,31454,72401,6322
5/27/2021,21912,20878,24269,31513,72478,6480
5/28/2021,22085,20964,24366,31601,72548,6679
5/29/2021,22154,21017,24416,31645,72581,6796
5/3/2021,18708,18637,21882,29417,70502,3089
5/30/2021,22203,21041,24443,31674,72597,6867
5/31/2021,22225,21061,24461,31691,72610,6893
5/4/2021,18876,18743,22012,29530,70614,3136
5/5/2021,19049,18859,22150,29635,70711,3186
5/6/2021,19209,18975,22267,29758,70820,3234
5/7/2021,19338,19095,22390,29879,70936,3278
5/8/2021,19428,19151,22450,29931,70977,3320
5/9/2021,19478,19183,22481,29979,71006,3344
6/1/2021,22367,21150,24546,31756,72682,7021
6/10/2021,23335,21701,25117,32191,73137,8010
6/11/2021,23478,21800,25191,32236,73190,8124
6/12/2021,23561,21842,25229,32266,73200,8191
6/13/2021,23646,21872,25255,32278,73218,8215
6/14/2021,23749,21935,25312,32333,73251,8302
6/15/2021,23846,22004,25356,32381,73279,8379
6/16/2021,23944,22056,25401,32422,73310,8479
6/17/2021,24065,22137,25455,32470,73344,8588
6/18/2021,24192,22223,25531,32525,73379,8696
6/19/2021,24265,22253,25567,32560,73394,8764
6/2/2021,22462,21216,24635,31822,72750,7149
6/20/2021,24312,22284,25585,32582,73405,8799
6/21/2021,24409,22332,25645,32615,73442,8910
6/22/2021,24475,22383,25692,32654,73470,8985
6/23/2021,24565,22450,25746,32695,73518,9106
6/24/2021,24673,22498,25785,32732,73543,9190
6/25/2021,24778,22572,25848,32779,73578,9303
6/26/2021,24855,22613,25879,32827,73594,9363
6/27/2021,24925,22657,25908,32853,73608,9448
6/28/2021,25003,22712,25961,32899,73635,9550
6/29/2021,25098,22768,26002,32937,73669,9672
6/3/2021,22561,21277,24712,31888,72824,7260
6/30/2021,25181,22846,26054,32983,73709,9768
6/4/2021,22719,21348,24793,31954,72889,7403
6/5/2021,22812,21394,24848,32007,72939,7518
6/6/2021,22877,21427,24868,32021,72949,7587
6/7/2021,22993,21483,24949,32065,72992,7689
6/8/2021,23080,21544,25001,32098,73042,7797
6/9/2021,23233,21633,25066,32143,73091,7886
7/1/2021,25265,22909,26095,33014,73750,9872
7/10/2021,26028,23355,26511,33332,73979,10554
7/11/2021,26065,23374,26531,33349,73988,10589
7/12/2021,26139,23415,26590,33379,74023,10683
7/13/2021,26306,23472,26643,33408,74054,10780
7/14/2021,26379,23513,26682,33447,74082,10869
7/15/2021,26455,23565,26720,33478,74111,10957
7/16/2021,26561,23643,26789,33540,74154,11065
7/17/2021,26669,23708,26843,33578,74183,11143
7/18/2021,26744,23750,26868,33605,74191,11206
7/19/2021,26830,23820,26933,33662,74238,11350
7/2/2021,25385,22992,26171,33074,73790,9953
7/20/2021,26942,23873,27007,33709,74277,11503
7/21/2021,27049,23954,27096,33773,74324,11663
7/22/2021,27189,24055,27180,33826,74374,11775
7/23/2021,27325,24175,27293,33913,74428,11912
7/24/2021,27461,24255,27354,33978,74452,12031
7/25/2021,27559,24314,27421,34006,74471,12119
7/26/2021,27724,24413,27513,34081,74523,12207
7/27/2021,27865,24506,27585,34138,74570,12319
7/28/2021,28038,24607,27673,34197,74633,12459
7/29/2021,28216,24694,27753,34255,74689,12586
7/3/2021,25472,23047,26221,33112,73820,10024
7/30/2021,28385,24834,27882,34348,74747,12766
7/31/2021,28531,24912,27965,34405,74783,12916
7/4/2021,25505,23067,26231,33117,73821,10039
7/5/2021,25610,23115,26271,33148,73839,10114
7/6/2021,25729,23167,26306,33179,73867,10196
7/7/2021,25817,23217,26355,33216,73899,10298
7/8/2021,25873,23257,26406,33255,73925,10383
7/9/2021,25959,23318,26469,33306,73954,10475
8/1/2021,28632,24972,28022,34450,74806,13002
8/10/2021,30064,26022,28820,35004,75269,14114
8/11/2021,30198,26103,28900,35058,75319,14273
8/12/2021,30394,26224,28977,35105,75361,14406
8/13/2021,30587,26381,29098,35178,75413,14576
8/14/2021,30744,26494,29182,35228,75444,14696
8/15/2021,30842,26554,29238,35259,75464,14760
8/16/2021,31034,26685,29339,35314,75520,14887
8/17/2021,31188,26801,29422,35367,75560,15029
8/18/2021,31398,26954,29533,35418,75609,15130
8/19/2021,31539,27059,29595,35465,75649,15212
8/2/2021,28781,25082,28111,34521,74867,13115
8/20/2021,31731,27188,29696,35530,75687,15327
8/21/2021,31868,27276,29755,35576,75703,15435
8/22/2021,31975,27336,29784,35598,75727,15506
8/23/2021,32163,27435,29870,35663,75766,15632
8/24/2021,32326,27544,29938,35721,75804,15703
8/25/2021,32502,27653,30028,35785,75848,15797
8/26/2021,32634,27725,30080,35830,75880,15865
8/27/2021,32789,27820,30165,35892,75920,15968
8/28/2021,32903,27889,30221,35930,75940,16083
8/29/2021,32975,27936,30251,35951,75961,16128
8/3/2021,28940,25218,28185,34589,74918,13227
8/30/2021,33093,28038,30326,36002,75991,16201
8/31/2021,33215,28111,30381,36044,76024,16255
8/4/2021,29112,25337,28283,34651,74975,13375
8/5/2021,29294,25466,28380,34720,75041,13481
8/6/2021,29508,25638,28518,34800,75110,13682
8/7/2021,29656,25731,28599,34844,75136,13818
8/8/2021,29749,25788,28646,34876,75150,13899
8/9/2021,29935,25916,28750,34933,75212,13993
9/1/2021,33345,28201,30445,36086,76056,16343
9/10/2021,34247,28797,30873,36410,76293,16880
9/11/2021,34359,28857,30926,36456,76310,16951
9/12/2021,34418,28890,30947,36474,76325,16987
9/13/2021,34528,28972,31003,36515,76358,17052
9/14/2021,34636,29038,31063,36554,76385,17116
9/15/2021,34737,29115,31106,36584,76419,17165
9/16/2021,34839,29181,31146,36610,76438,17212
9/17/2021,34995,29269,31232,36660,76461,17272
9/18/2021,35075,29316,31272,36687,76483,17345
9/19/2021,35122,29346,31306,36700,76494,17374
9/2/2021,33435,28283,30490,36118,76093,16398
9/20/2021,35190,29402,31342,36720,76514,17400
9/21/2021,35272,29453,31379,36746,76533,17440
9/22/2021,35389,29503,31430,36770,76550,17493
9/23/2021,35493,29551,31478,36805,76578,17556
9/24/2021,35637,29629,31525,36840,76620,17605
9/25/2021,35721,29673,31552,36859,76648,17669
9/26/2021,35754,29697,31578,36870,76664,17689
9/27/2021,35845,29740,31620,36893,76706,17751
9/28/2021,35925,29782,31658,36919,76740,17800
9/29/2021,36036,29826,31697,36948,76799,17847
9/3/2021,33581,28372,30562,36170,76134,16497
9/30/2021,36123,29881,31737,36968,76839,17883
9/4/2021,33666,28424,30614,36210,76158,16568
9/5/2021,33717,28450,30636,36242,76168,16615
9/6/2021,33743,28472,30652,36255,76174,16630
9/7/2021,33853,28532,30708,36298,76211,16679
9/8/2021,33948,28605,30755,36327,76237,16748
9/9/2021,34067,28672,30796,36354,76255,16807
