date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,7,1
1/16/2021,14,7
1/17/2021,160,146
1/18/2021,301,141
1/19/2021,517,216
1/2/2021,565,48
1/20/2021,569,4
1/21/2021,572,3
1/22/2021,609,37
1/23/2021,911,302
1/24/2021,1259,348
1/25/2021,1369,110
1/26/2021,1441,72
1/27/2021,1526,85
1/28/2021,1737,211
1/29/2021,2056,319
1/3/2021,2472,416
1/30/2021,2689,217
1/31/2021,2807,118
1/4/2021,2873,66
1/5/2021,2880,7
1/6/2021,3237,357
1/7/2021,3610,373
1/8/2021,4125,515
1/9/2021,4712,587
10/1/2021,5357,645
10/2/2021,5437,80
10/3/2021,5443,6
10/4/2021,5779,336
10/5/2021,6349,570
10/6/2021,6869,520
10/7/2021,7517,648
12/1/2020,8701,1184
12/10/2020,8805,104
12/12/2020,8809,4
12/13/2020,8988,179
12/15/2020,9402,414
12/16/2020,10958,1556
12/17/2020,11851,893
12/18/2020,12755,904
12/19/2020,13158,403
12/2/2020,13177,19
12/20/2020,13742,565
12/21/2020,14256,514
12/22/2020,15580,1324
12/23/2020,16830,1250
12/24/2020,17760,930
12/25/2020,18097,337
12/26/2020,18132,35
12/27/2020,19040,908
12/28/2020,19923,883
12/29/2020,21611,1688
12/30/2020,23693,2082
12/31/2020,25936,2243
12/4/2020,27536,1600
12/7/2020,27577,41
2/1/2021,28476,899
2/10/2021,29402,926
2/11/2021,32026,2624
2/12/2021,33668,1642
2/13/2021,36424,2756
2/14/2021,37937,1513
2/15/2021,37971,34
2/16/2021,39185,1214
2/17/2021,40819,1634
2/18/2021,43639,2820
2/19/2021,44785,1146
2/2/2021,46140,1355
2/20/2021,47200,1060
2/21/2021,47216,16
2/22/2021,47619,403
2/23/2021,48168,549
2/24/2021,50146,1978
2/25/2021,51833,1687
2/26/2021,53568,1735
2/27/2021,55248,1680
2/28/2021,55348,100
2/3/2021,56984,1636
2/4/2021,58805,1821
2/5/2021,60580,1775
2/6/2021,62789,2209
2/7/2021,64556,1767
2/8/2021,65424,868
2/9/2021,65521,97
3/1/2021,66493,972
3/10/2021,67418,925
3/11/2021,70302,2884
3/12/2021,72250,1948
3/13/2021,74840,2590
3/14/2021,75989,1149
3/15/2021,76047,58
3/16/2021,77398,1351
3/17/2021,79324,1926
3/18/2021,81120,1796
3/19/2021,82625,1505
3/2/2021,84266,1641
3/20/2021,85313,1047
3/21/2021,85396,83
3/22/2021,86144,748
3/23/2021,88025,1881
3/24/2021,89778,1753
3/25/2021,91767,1989
3/26/2021,93990,2223
3/27/2021,94553,563
3/28/2021,94704,151
3/29/2021,96531,1827
3/3/2021,98382,1851
3/30/2021,100234,1852
3/31/2021,101670,1436
3/4/2021,103203,1533
3/5/2021,103770,567
3/6/2021,103869,99
3/7/2021,104749,880
3/8/2021,106089,1340
3/9/2021,107154,1065
4/1/2021,108439,1285
4/10/2021,109720,1281
4/11/2021,110319,599
4/12/2021,110422,103
4/13/2021,110965,543
4/14/2021,112002,1037
4/15/2021,112904,902
4/16/2021,113833,929
4/17/2021,114994,1161
4/18/2021,115346,352
4/19/2021,115449,103
4/2/2021,116470,1021
4/20/2021,117481,1011
4/21/2021,118303,822
4/22/2021,119360,1057
4/23/2021,120504,1144
4/24/2021,120809,305
4/25/2021,120958,149
4/26/2021,121538,580
4/27/2021,122564,1026
4/28/2021,123341,777
4/29/2021,124115,774
4/3/2021,124882,767
4/30/2021,125284,402
4/4/2021,125343,59
4/5/2021,125814,471
4/6/2021,126344,530
4/7/2021,126873,529
4/8/2021,127291,418
4/9/2021,127839,548
5/1/2021,128060,221
5/10/2021,128141,81
5/11/2021,128496,355
5/12/2021,128764,268
5/13/2021,129148,384
5/14/2021,129762,614
5/15/2021,130494,732
5/16/2021,130807,313
5/17/2021,130912,105
5/18/2021,131374,462
5/19/2021,131691,317
5/2/2021,132158,467
5/20/2021,132498,340
5/21/2021,132974,476
5/22/2021,133278,304
5/23/2021,133372,94
5/24/2021,133650,278
5/25/2021,133894,244
5/26/2021,134329,435
5/27/2021,134580,251
5/28/2021,134930,350
