date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11781,12954,12089,9727,5668,113
1/10/2021,20057,19947,18904,15852,11249,230
1/11/2021,21299,21053,20123,16823,13023,264
1/12/2021,23295,23037,22131,18501,17785,349
1/13/2021,25321,25163,24344,20161,23301,417
1/14/2021,27274,27287,26615,22063,29267,460
1/15/2021,29482,29309,28714,23848,34095,524
1/16/2021,30851,30505,29985,25009,37263,559
1/17/2021,31820,31407,30942,25975,40383,592
1/18/2021,32868,32347,32093,27090,45360,620
1/19/2021,34145,33566,33400,28385,51598,686
1/2/2021,13325,14320,13323,10805,6386,136
1/20/2021,35434,34839,35020,29907,58541,732
1/21/2021,36927,36342,36874,31770,66635,784
1/22/2021,39834,38972,39855,34771,74487,880
1/23/2021,42457,41045,42352,37234,79282,960
1/24/2021,43735,42221,43636,38648,84378,1005
1/25/2021,45040,43377,45062,40243,91807,1059
1/26/2021,46716,44825,46797,42138,102625,1119
1/27/2021,48210,46137,48308,43785,112987,1155
1/28/2021,49431,47219,49533,45215,123796,1190
1/29/2021,51479,48898,51250,47042,134450,1259
1/3/2021,14071,14898,13830,11244,6618,152
1/30/2021,53228,50300,52843,48610,139430,1322
1/31/2021,53847,50850,53483,49296,143060,1351
1/4/2021,15101,15831,14777,12032,7459,160
1/5/2021,16062,16662,15637,12839,8213,177
1/6/2021,17235,17626,16592,13756,8929,188
1/7/2021,18152,18426,17407,14536,9664,201
1/8/2021,18976,19097,18064,15100,10138,208
1/9/2021,19673,19639,18601,15556,10939,226
10/1/2021,490632,348039,360886,381876,609627,221223
10/2/2021,491163,348278,361097,382033,609768,221458
10/3/2021,491433,348402,361182,382107,609847,221586
10/4/2021,492182,348758,361462,382316,610216,221919
10/5/2021,492885,349134,361760,382523,610576,222248
10/6/2021,493591,349516,362048,382733,610840,222607
10/7/2021,493738,349620,362142,382798,610894,222721
12/1/2020,34,27,27,14,18,1
12/10/2020,43,32,37,24,36,1
12/11/2020,44,34,37,27,36,1
12/12/2020,45,34,37,29,36,1
12/13/2020,45,35,39,30,37,1
12/14/2020,47,38,39,32,43,1
12/15/2020,51,42,45,41,46,1
12/16/2020,64,53,58,47,50,1
12/17/2020,290,398,368,278,176,4
12/18/2020,678,878,769,540,298,4
12/19/2020,1034,1345,1170,832,422,9
12/2/2020,36,27,27,18,23,1
12/20/2020,1228,1593,1413,1029,508,10
12/21/2020,1930,2431,2176,1586,776,13
12/22/2020,2881,3530,3166,2291,1081,18
12/23/2020,3940,4809,4314,3100,1439,25
12/24/2020,4313,5190,4669,3393,1579,25
12/25/2020,4313,5190,4670,3393,1583,25
12/26/2020,5439,6488,5787,4335,1997,35
12/27/2020,5949,7022,6313,4772,2205,42
12/28/2020,7103,8202,7449,5792,2809,53
12/29/2020,8873,9961,9132,7220,3834,82
12/3/2020,39,27,30,18,25,1
12/30/2020,10743,11936,11089,8866,4816,102
12/31/2020,11690,12863,11992,9616,5175,112
12/4/2020,39,27,30,19,27,1
12/5/2020,39,27,30,19,28,1
12/6/2020,39,27,30,19,28,1
12/7/2020,39,27,34,20,30,1
12/8/2020,41,28,34,21,30,1
12/9/2020,41,28,36,22,34,1
2/1/2021,54677,51613,54279,50268,151469,1390
2/10/2021,63597,59697,62960,60813,242202,1928
2/11/2021,64672,60617,63983,62257,253166,1990
2/12/2021,66470,62082,65523,64247,268347,2093
2/13/2021,68325,63674,67339,66295,278384,2199
2/14/2021,68975,64154,67926,67046,283538,2226
2/15/2021,69642,64782,68591,67947,293068,2272
2/16/2021,70772,65577,69486,69134,303424,2323
2/17/2021,71747,66482,70418,70326,314537,2404
2/18/2021,72597,67207,71203,71401,325472,2439
2/19/2021,73720,68116,72111,72609,334633,2522
2/2/2021,55640,52498,55134,51429,161450,1433
2/20/2021,75422,69508,73489,74193,342661,2626
2/21/2021,76030,70082,74080,74925,347736,2664
2/22/2021,76642,70640,74611,75596,353579,2711
2/23/2021,77768,71509,75634,76862,361806,2782
2/24/2021,78941,72548,76752,78316,371466,2871
2/25/2021,80047,73493,77758,79620,381352,2961
2/26/2021,81581,74778,79055,81383,390595,3061
2/27/2021,82838,75867,80140,82733,397047,3146
2/28/2021,83401,76298,80643,83715,400874,3191
2/3/2021,56469,53295,55959,52417,171853,1488
2/4/2021,57409,54154,56986,53588,182637,1541
2/5/2021,58654,55255,58104,54919,191581,1612
2/6/2021,59914,56314,59244,56155,202202,1693
2/7/2021,60439,56824,59748,56739,207868,1725
2/8/2021,61400,57734,60768,58015,218518,1803
2/9/2021,62492,58734,61829,59386,230396,1874
3/1/2021,84136,76967,81447,84957,406165,3263
3/10/2021,94505,85181,90421,142009,450852,4085
3/11/2021,96618,86867,92212,152098,457010,4228
3/12/2021,98968,88643,94184,161229,462355,4380
3/13/2021,100679,90050,95814,169526,466371,4485
3/14/2021,101946,91145,96975,175850,468826,4565
3/15/2021,103443,92448,98537,183950,472636,4672
3/16/2021,105475,94061,100410,191677,476594,4826
3/17/2021,108101,96387,103025,200534,481796,5024
3/18/2021,110811,98668,105629,208400,486644,5215
3/19/2021,114251,101231,108424,215551,491207,5516
3/2/2021,84966,77713,82260,86899,412181,3316
3/20/2021,117148,103657,111263,220958,495014,5749
3/21/2021,119393,105564,113416,225068,497285,5953
3/22/2021,122667,108409,116568,229571,500420,6287
3/23/2021,126560,111713,120070,234532,503451,6740
3/24/2021,132983,117047,125727,239116,506625,8043
3/25/2021,140201,122753,131837,243281,509770,9380
3/26/2021,146640,127869,137273,247057,511999,10704
3/27/2021,152637,132684,142321,249681,513441,12390
3/28/2021,157763,136536,146473,251370,514352,13914
3/29/2021,165420,142337,152946,253232,515582,15674
3/3/2021,85867,78439,83145,89994,417899,3400
3/30/2021,173115,148077,159296,255396,516905,17506
3/31/2021,181405,154294,166427,258104,518651,19692
3/4/2021,86966,79363,84120,97033,423676,3486
3/5/2021,88561,80464,85310,105126,428649,3637
3/6/2021,89646,81251,86152,111457,432362,3712
3/7/2021,90478,81929,86851,116801,434883,3771
3/8/2021,91587,82823,87829,125069,439949,3849
3/9/2021,92963,83907,89016,132854,444979,3940
4/1/2021,189606,160410,173905,260918,520666,21642
4/10/2021,240611,195382,213524,282754,535959,33329
4/11/2021,243778,197415,215762,283959,536749,34503
4/12/2021,248555,200558,219449,286334,538667,35645
4/13/2021,252846,203224,222451,288233,540086,36711
4/14/2021,257295,205848,225352,289971,541373,37792
4/15/2021,262518,209226,228690,292114,542955,38820
4/16/2021,266933,212131,231796,294055,544321,39759
4/17/2021,270282,214467,234558,295652,545411,40871
4/18/2021,272201,215637,235916,296397,545926,41552
4/19/2021,275609,217983,238384,297973,547273,42387
4/2/2021,196110,165253,179529,263393,522229,23283
4/20/2021,278814,220074,240814,299508,548551,43264
4/21/2021,282990,222825,243578,301313,550023,44289
4/22/2021,286900,225365,246175,303007,551354,45139
4/23/2021,290701,228006,248857,304674,552528,46103
4/24/2021,293076,229562,250472,305795,553307,46891
4/25/2021,294652,230569,251513,306379,553698,47590
4/26/2021,297388,232414,253497,307759,554766,48340
4/27/2021,300285,234255,255551,309165,555946,49043
4/28/2021,303167,235959,257506,310558,557276,49856
4/29/2021,305988,237644,259343,311965,558528,50511
4/3/2021,200630,168560,183470,265090,523367,24612
4/30/2021,309223,239521,261490,313587,559862,51319
4/4/2021,202810,169882,185025,265694,523737,25173
4/5/2021,208332,173478,189153,268098,525427,26409
4/6/2021,214500,177616,194000,270953,527625,27800
4/7/2021,221341,182544,199349,274151,529946,29070
4/8/2021,228029,187220,204507,277412,532458,30300
4/9/2021,235008,191697,209575,280554,534534,31843
5/1/2021,311263,240702,262819,314577,560480,51956
5/10/2021,328240,250494,272954,322389,567026,56371
5/11/2021,330193,251533,274079,323262,567738,56896
5/12/2021,332126,252661,275212,324069,568466,57638
5/13/2021,334163,253808,276395,324940,569136,62323
5/14/2021,336684,255313,277924,326019,569976,66817
5/15/2021,338431,256445,279061,326797,570419,72263
5/16/2021,339661,257135,279771,327282,570732,75319
5/17/2021,341792,258321,281104,328161,571520,78342
5/18/2021,343911,259566,282321,329074,572317,80704
5/19/2021,346168,260861,283669,330091,573069,84020
5/2/2021,312641,241569,263709,315173,560878,52426
5/20/2021,348146,262034,284831,330918,573772,86656
5/21/2021,350445,263390,286195,331854,574446,90556
5/22/2021,352223,264469,287325,332617,574868,94314
5/23/2021,353304,265107,287895,333005,575096,95816
5/24/2021,355027,266037,288828,333740,575689,97796
5/25/2021,356503,266941,289723,334432,576199,99399
5/26/2021,358264,267879,290648,335045,576702,101174
5/27/2021,359763,268792,291485,335689,577181,102979
5/28/2021,361416,269764,292458,336409,577715,105014
5/29/2021,362555,270440,293184,336906,577989,106469
5/3/2021,314532,242596,264871,316120,561798,52883
5/30/2021,363281,270889,293609,337203,578121,107200
5/31/2021,363591,271076,293786,337325,578204,107490
5/4/2021,317030,243993,266347,317286,562910,53447
5/5/2021,319390,245369,267731,318319,563739,53975
5/6/2021,321836,246742,269152,319426,564674,54569
5/7/2021,324084,248164,270543,320509,565593,55151
5/8/2021,325648,249061,271504,321248,566113,55645
5/9/2021,326608,249636,272061,321657,566371,55988
6/1/2021,365062,271959,294640,337870,578643,109102
6/10/2021,375252,277954,300412,341901,581671,120650
6/11/2021,376618,278923,301308,342476,582025,122916
6/12/2021,377534,279596,301950,342790,582180,124380
6/13/2021,377895,279834,302194,342951,582257,124664
6/14/2021,378874,280379,302704,343323,582497,125767
6/15/2021,379836,280984,303215,343671,582711,126933
6/16/2021,380911,281603,303771,344041,582955,128157
6/17/2021,381846,282219,304289,344425,583220,129197
6/18/2021,383158,282955,304974,344912,583536,130357
6/19/2021,383843,283436,305397,345200,583695,131083
6/2/2021,366339,272699,295413,338355,579060,110588
6/20/2021,384277,283681,305610,345373,583758,131434
6/21/2021,385203,284206,306148,345720,584001,132442
6/22/2021,386080,284688,306639,346021,584300,133391
6/23/2021,386960,285245,307114,346372,584590,134354
6/24/2021,387759,285750,307623,346731,584878,135296
6/25/2021,388857,286428,308262,347200,585206,136252
6/26/2021,389629,286874,308742,347491,585375,136868
6/27/2021,390119,287195,309027,347685,585446,137342
6/28/2021,391067,287732,309579,348042,585732,138375
6/29/2021,391945,288248,310063,348385,585975,139238
6/3/2021,367690,273480,296163,338883,579464,112099
6/30/2021,392795,288801,310536,348750,586269,140156
6/4/2021,369151,274423,297074,339516,579896,113733
6/5/2021,370269,275163,297743,339971,580157,115263
6/6/2021,370875,275468,298098,340174,580276,115928
6/7/2021,372029,276137,298690,340612,580630,117171
6/8/2021,373114,276682,299252,341049,580946,118318
6/9/2021,374116,277256,299746,341446,581296,119460
7/1/2021,393638,289301,311034,349083,586525,140951
7/10/2021,400877,293709,315358,352045,588305,148997
7/11/2021,401407,294019,315607,352201,588385,149576
7/12/2021,402308,294548,316099,352504,588598,150610
7/13/2021,403090,294972,316528,352768,588821,151612
7/14/2021,403892,295468,317015,353060,589024,152575
7/15/2021,404644,295944,317432,353332,589229,153504
7/16/2021,405800,296683,318105,353783,589518,154768
7/17/2021,406562,297191,318582,354082,589683,155555
7/18/2021,407126,297555,318897,354293,589771,156128
7/19/2021,408150,298269,319525,354740,590084,157484
7/2/2021,394710,289956,311630,349541,586817,142013
7/20/2021,409159,298877,320164,355130,590408,158683
7/21/2021,410362,299634,320819,355568,590747,159980
7/22/2021,411512,300428,321505,356106,591104,161400
7/23/2021,412995,301505,322541,356773,591504,162925
7/24/2021,414097,302256,323356,357270,591729,163884
7/25/2021,415136,302845,323838,357583,591876,164772
7/26/2021,416593,303731,324651,358195,592279,166297
7/27/2021,418013,304602,325464,358734,592670,167801
7/28/2021,419487,305478,326217,359234,593038,169362
7/29/2021,420969,306351,326959,359701,593412,171022
7/3/2021,395449,290423,312068,349862,586982,142681
7/30/2021,422964,307716,328178,360387,593903,173345
7/31/2021,424227,308595,328921,360846,594124,174814
7/4/2021,395579,290494,312154,349919,587008,142790
7/5/2021,396457,290977,312643,350289,587189,143624
7/6/2021,397269,291392,313110,350581,587436,144503
7/7/2021,398101,291877,313541,350928,587662,145479
7/8/2021,398886,292317,314009,351268,587885,146336
7/9/2021,400040,293115,314766,351711,588139,147746
8/1/2021,425258,309221,329416,361201,594270,175699
8/10/2021,439662,318269,336938,366073,597513,187468
8/11/2021,441169,319210,337621,366557,597826,188628
8/12/2021,442774,320168,338431,367081,598235,189775
8/13/2021,444653,321391,339424,367696,598629,191300
8/14/2021,445971,322298,340117,368110,598867,192806
8/15/2021,446758,322758,340492,368326,598978,193353
8/16/2021,448294,323645,341207,368807,599310,194332
8/17/2021,449738,324506,341855,369233,599632,195260
8/18/2021,451058,325272,342440,369648,599915,196154
8/19/2021,452111,326035,342993,370017,600199,196901
8/2/2021,426930,310332,330297,361813,594684,177274
8/20/2021,453389,326871,343704,370473,600481,198037
8/21/2021,454261,327475,344256,370753,600623,199064
8/22/2021,454894,327863,344546,370935,600723,199593
8/23/2021,456207,328635,345162,371371,601062,200411
8/24/2021,457503,329357,345749,371760,601347,201190
8/25/2021,458717,330065,346337,372171,601605,201975
8/26/2021,459924,330777,346908,372568,601870,202664
