date,Maricopa_cume,Maricopa
1/1/2021,118,
1/10/2021,129,11
1/11/2021,137,8
1/12/2021,140,3
1/13/2021,146,6
1/14/2021,150,4
1/15/2021,158,8
1/16/2021,170,12
1/17/2021,175,5
1/18/2021,180,5
1/19/2021,184,4
1/2/2021,196,12
1/20/2021,221,25
1/21/2021,270,49
1/22/2021,1531,1261
1/23/2021,3204,1673
1/24/2021,4892,1688
1/25/2021,5885,993
1/26/2021,9170,3285
1/27/2021,13446,4276
1/28/2021,18279,4833
1/29/2021,19851,1572
1/3/2021,19856,5
1/30/2021,24989,5133
1/31/2021,27316,2327
1/4/2021,32640,5324
1/5/2021,40619,7979
1/6/2021,49454,8835
1/7/2021,53260,3806
1/8/2021,54341,1081
1/9/2021,60629,6288
10/1/2021,63339,2710
10/2/2021,68080,4741
10/3/2021,72524,4444
10/4/2021,77606,5082
10/5/2021,82940,5334
10/6/2021,87567,4627
10/7/2021,92230,4663
12/1/2020,94994,2764
12/10/2020,104072,9078
12/11/2020,114920,10848
12/12/2020,126563,11643
12/13/2020,138084,11521
12/14/2020,148041,9957
12/15/2020,154488,6447
12/16/2020,157256,2768
12/17/2020,164169,6913
12/18/2020,176525,12356
12/19/2020,190219,13694
12/2/2020,204623,14404
12/20/2020,222046,17423
12/21/2020,236025,13979
12/22/2020,243234,7209
12/23/2020,254955,11721
12/24/2020,271933,16978
12/25/2020,287832,15899
12/26/2020,302209,14377
12/27/2020,319677,17468
12/28/2020,331116,11439
12/29/2020,334669,3553
12/3/2020,344870,10201
12/30/2020,359607,14737
12/31/2020,374086,14479
12/4/2020,390988,16902
12/7/2020,406299,15311
12/8/2020,420846,14547
12/9/2020,423398,2552
2/1/2021,434862,11464
2/10/2021,453034,18172
2/11/2021,469799,16765
2/12/2021,487141,17342
2/13/2021,514081,26940
2/14/2021,533870,19789
2/15/2021,537833,3963
2/16/2021,547549,9716
2/17/2021,565811,18262
2/18/2021,585506,19695
2/19/2021,605724,20218
2/2/2021,626634,20910
2/20/2021,643012,16378
2/21/2021,646211,3199
2/22/2021,655993,9782
2/23/2021,675601,19608
2/24/2021,697224,21623
2/25/2021,717234,20010
2/26/2021,744130,26896
2/27/2021,763511,19381
2/28/2021,767888,4377
2/3/2021,784318,16430
2/4/2021,801923,17605
2/5/2021,820612,18689
2/6/2021,839981,19369
2/7/2021,860339,20358
2/8/2021,875262,14923
2/9/2021,880166,4904
3/1/2021,897486,17320
3/10/2021,917451,19965
3/11/2021,940613,23162
3/12/2021,964544,23931
3/13/2021,994453,29909
3/14/2021,1012393,17940
3/15/2021,1019729,7336
3/16/2021,1038030,18301
3/17/2021,1058736,20706
3/18/2021,1082708,23972
3/19/2021,1106905,24197
3/2/2021,1128903,21998
3/20/2021,1147858,18955
3/21/2021,1157107,9249
3/22/2021,1174563,17456
3/23/2021,1193284,18721
3/24/2021,1215851,22567
3/25/2021,1240602,24751
3/26/2021,1263709,23107
3/27/2021,1280966,17257
3/28/2021,1289801,8835
3/29/2021,1310916,21115
3/3/2021,1333375,22459
3/30/2021,1361030,27655
3/31/2021,1391638,30608
3/4/2021,1416304,24666
3/5/2021,1430614,14310
3/6/2021,1437350,6736
3/7/2021,1462143,24793
3/8/2021,1490835,28692
3/9/2021,1523667,32832
4/1/2021,1558363,34696
4/10/2021,1587890,29527
4/11/2021,1607191,19301
4/12/2021,1617359,10168
4/13/2021,1639070,21711
4/14/2021,1659228,20158
4/15/2021,1681575,22347
4/16/2021,1705557,23982
4/17/2021,1728855,23298
4/18/2021,1745031,16176
4/19/2021,1753649,8618
4/2/2021,1774348,20699
4/20/2021,1795494,21146
4/21/2021,1821599,26105
4/22/2021,1847154,25555
4/23/2021,1869746,22592
4/24/2021,1884179,14433
4/25/2021,1892199,8020
4/26/2021,1912296,20097
4/27/2021,1932980,20684
4/28/2021,1955648,22668
4/29/2021,1975997,20349
4/3/2021,1998830,22833
4/30/2021,2013243,14413
4/4/2021,2021154,7911
4/5/2021,2036285,15131
4/6/2021,2055068,18783
4/7/2021,2072656,17588
4/8/2021,2090662,18006
4/9/2021,2109157,18495
5/1/2021,2122019,12862
5/10/2021,2126962,4943
5/11/2021,2140875,13913
5/12/2021,2155847,14972
5/13/2021,2172790,16943
5/14/2021,2193352,20562
5/15/2021,2212979,19627
5/16/2021,2227248,14269
5/17/2021,2236239,8991
5/18/2021,2254106,17867
5/19/2021,2270736,16630
5/2/2021,2292830,22094
5/20/2021,2310546,17716
5/21/2021,2330092,19546
5/22/2021,2344731,14639
5/23/2021,2351792,7061
5/24/2021,2366141,14349
5/25/2021,2379117,12976
5/26/2021,2391755,12638
5/27/2021,2404028,12273
5/28/2021,2417223,13195
5/29/2021,2425179,7956
5/3/2021,2430143,4964
5/30/2021,2432727,2584
5/31/2021,2445493,12766
5/4/2021,2456119,10626
5/5/2021,2469116,12997
5/6/2021,2483246,14130
5/7/2021,2493681,10435
5/8/2021,2500041,6360
5/9/2021,2511918,11877
6/1/2021,2522946,11028
6/10/2021,2533178,10232
6/11/2021,2545367,12189
6/12/2021,2561254,15887
6/13/2021,2571902,10648
6/14/2021,2576921,5019
6/15/2021,2587809,10888
6/16/2021,2597915,10106
6/17/2021,2607349,9434
6/18/2021,2616367,9018
6/19/2021,2627781,11414
6/2/2021,2634339,6558
6/20/2021,2638116,3777
6/21/2021,2645054,6938
6/22/2021,2652987,7933
6/23/2021,2660640,7653
6/24/2021,2667951,7311
6/25/2021,2677356,9405
6/26/2021,2683897,6541
6/27/2021,2686513,2616
6/28/2021,2692109,5596
6/29/2021,2699462,7353
6/3/2021,2706019,6557
6/30/2021,2712421,6402
6/4/2021,2719129,6708
6/5/2021,2723067,3938
6/6/2021,2723905,838
6/7/2021,2728656,4751
6/8/2021,2735401,6745
6/9/2021,2742217,6816
7/1/2021,2748735,6518
7/10/2021,2758926,10191
7/11/2021,2764629,5703
7/12/2021,2767424,2795
7/13/2021,2772905,5481
7/14/2021,2778430,5525
7/15/2021,2783556,5126
7/16/2021,2788518,4962
7/17/2021,2795365,6847
7/18/2021,2800056,4691
7/19/2021,2802791,2735
7/2/2021,2809270,6479
7/20/2021,2815912,6642
7/21/2021,2822395,6483
7/22/2021,2828979,6584
7/23/2021,2838054,9075
7/24/2021,2843760,5706
7/25/2021,2847422,3662
7/26/2021,2854586,7164
7/27/2021,2863201,8615
7/28/2021,2870380,7179
7/29/2021,2877663,7283
7/3/2021,2890105,12442
7/30/2021,2899136,9031
7/31/2021,2902739,3603
7/4/2021,2910442,7703
7/5/2021,2918924,8482
7/6/2021,2927850,8926
7/7/2021,2934908,7058
7/8/2021,2946857,11949
7/9/2021,2953870,7013
8/1/2021,2958070,4200
8/10/2021,2966376,8306
8/11/2021,2974975,8599
8/12/2021,2983867,8892
8/13/2021,2991673,7806
8/14/2021,3003897,12224
8/15/2021,3011593,7696
8/16/2021,3016666,5073
8/17/2021,3027318,10652
8/18/2021,3037192,9874
8/19/2021,3046719,9527
8/2/2021,3054894,8175
8/20/2021,3067144,12250
8/21/2021,3074840,7696
8/22/2021,3080288,5448
8/23/2021,3090385,10097
8/24/2021,3099597,9212
8/25/2021,3108127,8530
8/26/2021,3116780,8653
8/27/2021,3127948,11168
8/28/2021,3135479,7531
8/29/2021,3140157,4678
8/3/2021,3148013,7856
8/30/2021,3156398,8385
8/31/2021,3164063,7665
8/4/2021,3170957,6894
8/5/2021,3180758,9801
8/6/2021,3186294,5536
8/7/2021,3190167,3873
8/8/2021,3191412,1245
8/9/2021,3198268,6856
9/1/2021,3205195,6927
9/10/2021,3211870,6675
9/11/2021,3222463,10593
9/12/2021,3229435,6972
9/13/2021,3232830,3395
9/14/2021,3240577,7747
9/15/2021,3248222,7645
9/16/2021,3252593,4371
9/17/2021,3258496,5903
9/18/2021,3267945,9449
9/19/2021,3274356,6411
9/2/2021,3276863,2507
9/20/2021,3280999,4136
9/21/2021,3287533,6534
9/22/2021,3294518,6985
9/23/2021,3300254,5736
9/24/2021,3312254,12000
9/25/2021,3321863,9609
9/26/2021,3327059,5196
9/27/2021,3339228,12169
9/28/2021,3352504,13276
9/29/2021,3364577,12073
9/3/2021,3373594,9017
9/30/2021,3386201,12607
9/4/2021,3393146,6945
9/5/2021,3396545,3399
9/6/2021,3406988,10443
9/7/2021,3417482,10494
9/8/2021,3426450,8968
9/9/2021,3428558,2108
