date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,6,21,15,16,
1/1/2022,740,563,712,1387,4962,757
1/10/2021,28,20,43,37,33,
1/10/2022,755,567,721,1405,5001,768
1/11/2021,28,20,43,38,36,
1/11/2022,756,568,721,1408,5001,769
1/12/2021,28,20,45,39,42,
1/12/2022,757,569,722,1410,5008,771
1/13/2021,56,48,82,82,66,
1/13/2022,757,569,722,1410,5008,776
1/14/2021,57,48,82,83,71,1
1/14/2022,758,570,723,1412,5011,777
1/15/2021,59,49,82,83,74,1
1/15/2022,758,570,723,1412,5011,778
1/16/2021,59,50,82,84,75,1
1/16/2022,758,570,723,1413,5011,778
1/17/2021,59,50,82,84,77,1
1/18/2021,60,51,82,87,84,1
1/19/2021,60,51,82,87,89,1
1/2/2021,11,6,21,15,16,
1/2/2022,740,563,712,1387,4963,759
1/20/2021,67,55,89,109,105,1
1/21/2021,67,55,90,112,112,1
1/22/2021,67,58,90,112,112,1
1/23/2021,68,59,90,112,115,1
1/24/2021,68,59,90,113,115,1
1/25/2021,69,61,91,115,138,1
1/26/2021,71,61,91,117,159,1
1/27/2021,72,61,94,119,520,1
1/28/2021,75,64,97,125,905,1
1/29/2021,76,64,98,126,925,1
1/3/2021,11,6,21,15,16,
1/3/2022,743,564,713,1389,4969,759
1/30/2021,77,66,98,126,930,1
1/31/2021,77,66,98,127,938,1
1/4/2021,11,8,21,16,16,
1/4/2022,743,564,713,1390,4973,761
1/5/2021,11,8,21,16,18,
1/5/2022,745,564,713,1392,4976,764
1/6/2021,17,12,29,26,21,
1/6/2022,747,564,716,1401,4987,764
1/7/2021,28,20,43,37,33,
1/7/2022,748,565,718,1402,4997,764
1/8/2021,28,20,43,37,33,
1/8/2022,750,565,719,1403,4998,765
1/9/2021,28,20,43,37,33,
1/9/2022,751,565,719,1403,4998,765
10/1/2021,601,474,637,1230,4554,431
10/10/2021,628,484,648,1241,4573,456
10/11/2021,630,485,649,1242,4577,457
10/12/2021,630,487,649,1245,4580,462
10/13/2021,634,490,652,1248,4580,464
10/14/2021,637,491,653,1249,4580,466
10/15/2021,638,491,653,1250,4581,466
10/16/2021,642,491,654,1250,4581,466
10/17/2021,646,492,655,1250,4581,467
10/18/2021,648,492,657,1251,4582,474
10/19/2021,648,492,658,1252,4584,479
10/2/2021,601,474,638,1230,4555,432
10/20/2021,651,496,659,1254,4586,480
10/21/2021,651,498,660,1256,4593,480
10/22/2021,652,500,661,1256,4599,482
10/23/2021,655,500,661,1257,4599,482
10/24/2021,656,500,662,1258,4600,482
10/25/2021,656,500,662,1259,4603,486
10/26/2021,657,501,662,1261,4616,494
10/27/2021,659,507,664,1266,4623,499
10/28/2021,660,507,664,1266,4625,499
10/29/2021,662,508,665,1268,4628,503
10/3/2021,602,474,638,1230,4555,432
10/30/2021,662,508,665,1269,4630,503
10/31/2021,662,509,665,1269,4631,503
10/4/2021,602,474,638,1230,4558,441
10/5/2021,602,474,638,1231,4560,444
10/6/2021,608,478,640,1232,4565,446
10/7/2021,626,484,648,1238,4569,455
10/8/2021,626,484,648,1240,4572,456
10/9/2021,628,484,648,1241,4573,456
11/1/2021,663,511,665,1269,4633,505
11/10/2021,686,522,672,1281,4672,520
11/11/2021,686,522,672,1281,4681,522
11/12/2021,686,523,672,1281,4687,523
