date,Yavapai_cume,Yavapai
2020-12-01,2,
2020-12-06,3,1
2020-12-12,4,1
2020-12-16,7,3
2020-12-17,11,4
2020-12-19,14,3
2020-12-20,17,3
2020-12-21,20,3
2020-12-22,386,366
2020-12-23,827,441
2020-12-24,878,51
2020-12-25,894,16
2020-12-26,932,38
2020-12-27,946,14
2020-12-28,1023,77
2020-12-29,1329,306
2020-12-30,2080,751
2020-12-31,2226,146
2021-01-01,2258,32
2021-01-02,2378,120
2021-01-03,2384,6
2021-01-04,2427,43
2021-01-05,2502,75
2021-01-06,2595,93
2021-01-07,3262,667
2021-01-08,4005,743
2021-01-09,4190,185
2021-01-10,4199,9
2021-01-11,4279,80
2021-01-12,4502,223
2021-01-13,4980,478
2021-01-14,5308,328
2021-01-15,5422,114
2021-01-16,5721,299
2021-01-17,5753,32
2021-01-18,5973,220
2021-01-19,6721,748
2021-01-20,7673,952
2021-01-21,9117,1444
2021-01-22,10800,1683
2021-01-23,12230,1430
2021-01-24,13573,1343
2021-01-25,14428,855
2021-01-26,14930,502
2021-01-27,16700,1770
2021-01-28,18678,1978
2021-01-29,20473,1795
2021-01-30,21427,954
2021-01-31,22354,927
2021-02-01,24336,1982
2021-02-02,26572,2236
2021-02-03,29068,2496
2021-02-04,31007,1939
2021-02-05,32886,1879
2021-02-06,34145,1259
2021-02-07,35156,1011
2021-02-08,36711,1555
2021-02-09,38293,1582
2021-02-10,40423,2130
2021-02-11,42079,1656
2021-02-12,43644,1565
2021-02-13,44947,1303
2021-02-14,45954,1007
2021-02-15,46743,789
2021-02-16,48234,1491
2021-02-17,49206,972
2021-02-18,49805,599
2021-02-19,50386,581
2021-02-20,50680,294
2021-02-21,50902,222
2021-02-22,51203,301
2021-02-23,52646,1443
2021-02-24,55666,3020
2021-02-25,58491,2825
2021-02-26,61654,3163
2021-02-27,62834,1180
2021-02-28,63994,1160
2021-03-01,66602,2608
2021-03-02,68904,2302
2021-03-03,71604,2700
2021-03-04,73308,1704
2021-03-05,75318,2010
2021-03-06,76963,1645
2021-03-07,78549,1586
2021-03-08,81098,2549
2021-03-09,83965,2867
2021-03-10,86872,2907
2021-03-11,88901,2029
2021-03-12,90751,1850
2021-03-13,92515,1764
2021-03-14,94210,1695
2021-03-15,96273,2063
2021-03-16,98466,2193
2021-03-17,100302,1836
2021-03-18,101598,1296
2021-03-19,102868,1270
2021-03-20,103852,984
2021-03-21,104141,289
2021-03-22,105276,1135
2021-03-23,106398,1122
2021-03-24,107885,1487
2021-03-25,109357,1472
2021-03-26,110850,1493
2021-03-27,111733,883
2021-03-28,111948,215
2021-03-29,112979,1031
2021-03-30,114079,1100
2021-03-31,115249,1170
2021-04-01,116642,1393
2021-04-02,117987,1345
2021-04-03,118800,813
2021-04-04,119012,212
2021-04-05,120396,1384
2021-04-06,122022,1626
2021-04-07,123561,1539
2021-04-08,125389,1828
2021-04-09,127302,1913
2021-04-10,128116,814
2021-04-11,128787,671
2021-04-12,130055,1268
2021-04-13,130867,812
2021-04-14,132421,1554
2021-04-15,134125,1704
2021-04-16,135633,1508
2021-04-17,137303,1670
2021-04-18,138065,762
2021-04-19,139646,1581
2021-04-20,140519,873
2021-04-21,141821,1302
2021-04-22,143332,1511
2021-04-23,144804,1472
2021-04-24,146035,1231
2021-04-25,146537,502
2021-04-26,147716,1179
2021-04-27,148567,851
2021-04-28,149660,1093
2021-04-29,150511,851
2021-04-30,151497,986
2021-05-01,152107,610
2021-05-02,152324,217
2021-05-03,153056,732
2021-05-04,153941,885
2021-05-05,154584,643
2021-05-06,155189,605
2021-05-07,155793,604
2021-05-08,156256,463
2021-05-09,156415,159
2021-05-10,157017,602
2021-05-11,157541,524
2021-05-12,158246,705
2021-05-13,158797,551
2021-05-14,159529,732
2021-05-15,159996,467
2021-05-16,160178,182
2021-05-17,160611,433
2021-05-18,161114,503
2021-05-19,161696,582
2021-05-20,162372,676
2021-05-21,162886,514
2021-05-22,163161,275
2021-05-23,163347,186
2021-05-24,163741,394
2021-05-25,164125,384
2021-05-26,164538,413
2021-05-27,164905,367
2021-05-28,165339,434
2021-05-29,165535,196
2021-05-30,165679,144
2021-05-31,165778,99
2021-06-01,166186,408
2021-06-02,166585,399
2021-06-03,167004,419
2021-06-04,167446,442
2021-06-05,167651,205
2021-06-06,167792,141
2021-06-07,168082,290
2021-06-08,168419,337
2021-06-09,168742,323
2021-06-10,169049,307
2021-06-11,169403,354
2021-06-12,169616,213
2021-06-13,169734,118
2021-06-14,169984,250
2021-06-15,170280,296
2021-06-16,170579,299
2021-06-17,170828,249
2021-06-18,171158,330
2021-06-19,171293,135
2021-06-20,171370,77
2021-06-21,171550,180
2021-06-22,171796,246
2021-06-23,172069,273
2021-06-24,172279,210
2021-06-25,172551,272
2021-06-26,172671,120
2021-06-27,172753,82
2021-06-28,172948,195
2021-06-29,173137,189
2021-06-30,173400,263
2021-07-01,173634,234
2021-07-02,173894,260
2021-07-03,174020,126
2021-07-04,174035,15
2021-07-05,174184,149
2021-07-06,174381,197
2021-07-07,174627,246
2021-07-08,174814,187
2021-07-09,175042,228
2021-07-10,175172,130
2021-07-11,175231,59
2021-07-12,175384,153
2021-07-13,175549,165
2021-07-14,175719,170
2021-07-15,175898,179
2021-07-16,176203,305
2021-07-17,176372,169
2021-07-18,176472,100
2021-07-19,176705,233
2021-07-20,176954,249
2021-07-21,177275,321
2021-07-22,177558,283
2021-07-23,177862,304
2021-07-24,178107,245
2021-07-25,178253,146
2021-07-26,178520,267
2021-07-27,178821,301
2021-07-28,179111,290
2021-07-29,179361,250
2021-07-30,179840,479
2021-07-31,180064,224
2021-08-01,180205,141
2021-08-02,180467,262
2021-08-03,180752,285
2021-08-04,181058,306
2021-08-05,181365,307
2021-08-06,181772,407
2021-08-07,182044,272
2021-08-08,182199,155
2021-08-09,182507,308
2021-08-10,182756,249
2021-08-11,183025,269
2021-08-12,183400,375
2021-08-13,183906,506
2021-08-14,184228,322
2021-08-15,184407,179
2021-08-16,184779,372
2021-08-17,185175,396
2021-08-18,185565,390
2021-08-19,185949,384
2021-08-20,186460,511
2021-08-21,186722,262
2021-08-22,186882,160
2021-08-23,187200,318
2021-08-24,187536,336
2021-08-25,187959,423
2021-08-26,188319,360
2021-08-27,188828,509
2021-08-28,189084,256
2021-08-29,189264,180
2021-08-30,189591,327
2021-08-31,189900,309
2021-09-01,190262,362
2021-09-02,190529,267
2021-09-03,190973,444
2021-09-04,191212,239
2021-09-05,191362,150
2021-09-06,191422,60
2021-09-07,191719,297
2021-09-08,192033,314
2021-09-09,192308,275
2021-09-10,192809,501
2021-09-11,193006,197
2021-09-12,193159,153
2021-09-13,193416,257
2021-09-14,193666,250
2021-09-15,193900,234
2021-09-16,194156,256
2021-09-17,194524,368
2021-09-18,194699,175
2021-09-19,194800,101
2021-09-20,195005,205
2021-09-21,195221,216
2021-09-22,195483,262
2021-09-23,195730,247
2021-09-24,196119,389
2021-09-25,196334,215
2021-09-26,196418,84
2021-09-27,196677,259
2021-09-28,196895,218
2021-09-29,197164,269
2021-09-30,197433,269
2021-10-01,197750,317
2021-10-02,197897,147
2021-10-03,197956,59
2021-10-04,198172,216
2021-10-05,198395,223
2021-10-06,198629,234
2021-10-07,198815,186
2021-10-08,199088,273
2021-10-09,199208,120
2021-10-10,199284,76
2021-10-11,199486,202
2021-10-12,199652,166
2021-10-13,199859,207
2021-10-14,200084,225
2021-10-15,200336,252
2021-10-16,200446,110
2021-10-17,200534,88
2021-10-18,200725,191
2021-10-19,200914,189
2021-10-20,201129,215
2021-10-21,201331,202
2021-10-22,202137,806
2021-10-23,202602,465
2021-10-24,202907,305
2021-10-25,203939,1032
2021-10-26,204951,1012
2021-10-27,206075,1124
