date,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM
2020-12-04 00:00:00,4,0,0,,,
2020-12-03 00:00:00,16,4,0.25,,,
2020-12-02 00:00:00,37,7,0.1891891891891892,3.0,2.0,0.6666666666666666
2020-12-01 00:00:00,75,20,0.2666666666666667,4.0,1.0,0.25
2020-11-30 00:00:00,68,16,0.2352941176470588,2.0,2.0,1
2020-11-29 00:00:00,9,2,0.2222222222222222,,,
2020-11-28 00:00:00,15,5,0.3333333333333333,,,
2020-11-27 00:00:00,31,8,0.2580645161290323,1.0,1.0,1
2020-11-26 00:00:00,5,0,0,1.0,0.0,0
2020-11-25 00:00:00,33,4,0.1212121212121212,2.0,0.0,0
2020-11-24 00:00:00,69,24,0.3478260869565218,1.0,0.0,0
2020-11-23 00:00:00,58,18,0.3103448275862069,4.0,1.0,0.25
2020-11-22 00:00:00,4,0,0,1.0,0.0,0
2020-11-21 00:00:00,171,44,0.2573099415204678,,,
2020-11-20 00:00:00,54,13,0.2407407407407408,,,
2020-11-19 00:00:00,55,18,0.3272727272727273,2.0,1.0,0.5
2020-11-18 00:00:00,51,17,0.3333333333333333,2.0,1.0,0.5
2020-11-17 00:00:00,136,22,0.161764705882353,,,
2020-11-16 00:00:00,66,23,0.3484848484848485,1.0,1.0,1
2020-11-15 00:00:00,6,0,0,,,
2020-11-14 00:00:00,13,4,0.3076923076923077,1.0,0.0,0
2020-11-13 00:00:00,49,11,0.2244897959183674,1.0,0.0,0
2020-11-12 00:00:00,47,18,0.3829787234042553,,,
2020-11-11 00:00:00,52,22,0.4230769230769231,,,
2020-11-10 00:00:00,58,22,0.3793103448275862,,,
2020-11-09 00:00:00,63,17,0.2698412698412699,1.0,0.0,0
2020-11-08 00:00:00,4,1,0.25,,,
2020-11-07 00:00:00,19,6,0.3157894736842105,,,
2020-11-06 00:00:00,58,12,0.2068965517241379,3.0,0.0,0
