date,Cochise_cume,Cochise
2020-12-01,4,
2020-12-06,5,1
2020-12-15,6,1
2020-12-16,7,1
2020-12-17,18,11
2020-12-18,26,8
2020-12-19,33,7
2020-12-20,34,1
2020-12-21,46,12
2020-12-22,309,263
2020-12-23,732,423
2020-12-24,852,120
2020-12-26,873,21
2020-12-28,960,87
2020-12-29,1035,75
2020-12-30,1240,205
2020-12-31,1434,194
2021-01-01,1474,40
2021-01-02,1488,14
2021-01-03,1566,78
2021-01-04,1619,53
2021-01-05,1707,88
2021-01-06,1811,104
2021-01-07,1890,79
2021-01-08,2054,164
2021-01-09,2431,377
2021-01-10,2448,17
2021-01-11,2748,300
2021-01-12,3015,267
2021-01-13,3469,454
2021-01-14,3791,322
2021-01-15,4263,472
2021-01-16,4668,405
2021-01-17,4693,25
2021-01-18,4938,245
2021-01-19,5345,407
2021-01-20,6048,703
2021-01-21,6705,657
2021-01-22,7048,343
2021-01-23,7617,569
2021-01-24,7738,121
2021-01-25,8176,438
2021-01-26,8654,478
2021-01-27,9412,758
2021-01-28,10412,1000
2021-01-29,11097,685
2021-01-30,11128,31
2021-01-31,11244,116
2021-02-01,11610,366
2021-02-02,11866,256
2021-02-03,12441,575
2021-02-04,12914,473
2021-02-05,13487,573
2021-02-06,13680,193
2021-02-07,13711,31
2021-02-08,14189,478
2021-02-09,15041,852
2021-02-10,16405,1364
2021-02-11,18423,2018
2021-02-12,19840,1417
2021-02-13,20193,353
2021-02-14,20207,14
2021-02-15,20605,398
2021-02-16,21282,677
2021-02-17,21802,520
2021-02-18,22529,727
2021-02-19,22905,376
2021-02-20,23275,370
2021-02-21,23402,127
2021-02-22,23691,289
2021-02-23,23928,237
2021-02-24,24873,945
2021-02-25,26950,2077
2021-02-26,28435,1485
2021-02-27,29333,898
2021-02-28,29428,95
2021-03-01,30128,700
2021-03-02,30695,567
2021-03-03,31877,1182
2021-03-04,33497,1620
2021-03-05,34586,1089
2021-03-06,35628,1042
2021-03-07,35699,71
2021-03-08,36253,554
2021-03-09,37232,979
2021-03-10,38856,1624
2021-03-11,41014,2158
2021-03-12,42540,1526
2021-03-13,43405,865
2021-03-14,43456,51
2021-03-15,44404,948
2021-03-16,45333,929
2021-03-17,46301,968
2021-03-18,47710,1409
2021-03-19,48766,1056
2021-03-20,49700,934
2021-03-21,49783,83
2021-03-22,50371,588
2021-03-23,50763,392
2021-03-24,51765,1002
2021-03-25,54176,2411
2021-03-26,55679,1503
2021-03-27,56748,1069
2021-03-28,56818,70
2021-03-29,57396,578
2021-03-30,58092,696
2021-03-31,59516,1424
2021-04-01,61843,2327
2021-04-02,63226,1383
2021-04-03,64561,1335
2021-04-04,64621,60
2021-04-05,65241,620
2021-04-06,66093,852
2021-04-07,67653,1560
2021-04-08,69283,1630
2021-04-09,70405,1122
2021-04-10,71200,795
2021-04-11,71309,109
2021-04-12,72054,745
2021-04-13,72653,599
2021-04-14,73679,1026
2021-04-15,75578,1899
2021-04-16,76683,1105
2021-04-17,78030,1347
2021-04-18,78100,70
2021-04-19,78762,662
2021-04-20,79294,532
2021-04-21,80317,1023
2021-04-22,81867,1550
2021-04-23,82903,1036
2021-04-24,83774,871
2021-04-25,83832,58
2021-04-26,84332,500
2021-04-27,84870,538
2021-04-28,85884,1014
2021-04-29,86936,1052
2021-04-30,87653,717
2021-05-01,88214,561
2021-05-02,88264,50
2021-05-03,88584,320
2021-05-04,89095,511
2021-05-05,89990,895
2021-05-06,91019,1029
2021-05-07,91761,742
2021-05-08,92247,486
2021-05-09,92294,47
2021-05-10,92636,342
2021-05-11,92969,333
2021-05-12,93560,591
2021-05-13,94581,1021
2021-05-14,95138,557
2021-05-15,95476,338
2021-05-16,95539,63
2021-05-17,96006,467
2021-05-18,96480,474
2021-05-19,97292,812
2021-05-20,98073,781
2021-05-21,98802,729
2021-05-22,99144,342
2021-05-23,99202,58
2021-05-24,99627,425
2021-05-25,99925,298
2021-05-26,100379,454
2021-05-27,101040,661
2021-05-28,101594,554
2021-05-29,101690,96
2021-05-30,101755,65
2021-05-31,101828,73
2021-06-01,102173,345
2021-06-02,102606,433
2021-06-03,103207,601
2021-06-04,103703,496
2021-06-05,103844,141
2021-06-06,103888,44
2021-06-07,104206,318
2021-06-08,104485,279
2021-06-09,104796,311
2021-06-10,105291,495
2021-06-11,105615,324
2021-06-12,105774,159
2021-06-13,105839,65
2021-06-14,106132,293
2021-06-15,106402,270
2021-06-16,106751,349
2021-06-17,107186,435
2021-06-18,107597,411
2021-06-19,107860,263
2021-06-20,107899,39
2021-06-21,108090,191
2021-06-22,108259,169
2021-06-23,108584,325
2021-06-24,108962,378
2021-06-25,109317,355
2021-06-26,109424,107
2021-06-27,109469,45
2021-06-28,109674,205
2021-06-29,109878,204
2021-06-30,110646,768
2021-07-01,111639,993
2021-07-02,111966,327
2021-07-03,112052,86
2021-07-04,112062,10
2021-07-05,112185,123
2021-07-06,112408,223
2021-07-07,112618,210
2021-07-08,112922,304
2021-07-09,113215,293
2021-07-10,113298,83
2021-07-11,113329,31
2021-07-12,113485,156
2021-07-13,113619,134
2021-07-14,114228,609
2021-07-15,114954,726
2021-07-16,115243,289
2021-07-17,115335,92
2021-07-18,115374,39
2021-07-19,115558,184
2021-07-20,115754,196
2021-07-21,115953,199
2021-07-22,116193,240
2021-07-23,116510,317
2021-07-24,116626,116
2021-07-25,116675,49
2021-07-26,116880,205
2021-07-27,117077,197
2021-07-28,117279,202
2021-07-29,117577,298
2021-07-30,117919,342
2021-07-31,118832,913
2021-08-01,118897,65
2021-08-02,119118,221
2021-08-03,119314,196
2021-08-04,119571,257
2021-08-05,119926,355
2021-08-06,120434,508
2021-08-07,120585,151
2021-08-08,120632,47
2021-08-09,120817,185
2021-08-10,120970,153
2021-08-11,121159,189
2021-08-12,121393,234
2021-08-13,121795,402
2021-08-14,121984,189
2021-08-15,122031,47
2021-08-16,122298,267
2021-08-17,122511,213
2021-08-18,122763,252
2021-08-19,123046,283
2021-08-20,123462,416
2021-08-21,124503,1041
2021-08-22,124568,65
2021-08-23,124879,311
2021-08-24,125092,213
2021-08-25,125329,237
2021-08-26,125626,297
2021-08-27,126066,440
2021-08-28,126237,171
2021-08-29,126293,56
2021-08-30,126517,224
2021-08-31,126691,174
2021-09-01,126916,225
2021-09-02,127137,221
2021-09-03,127515,378
2021-09-04,127657,142
2021-09-05,127716,59
2021-09-06,127767,51
2021-09-07,127950,183
2021-09-08,128148,198
2021-09-09,128434,286
2021-09-10,128840,406
2021-09-11,128990,150
2021-09-12,129052,62
2021-09-13,129221,169
2021-09-14,129415,194
2021-09-15,129561,146
2021-09-16,129825,264
2021-09-17,130130,305
2021-09-18,130246,116
2021-09-19,130286,40
2021-09-20,130441,155
2021-09-21,130609,168
2021-09-22,130774,165
2021-09-23,131015,241
2021-09-24,131390,375
2021-09-25,131499,109
2021-09-26,131532,33
2021-09-27,131660,128
2021-09-28,131789,129
2021-09-29,131953,164
2021-09-30,132168,215
2021-10-01,132483,315
2021-10-02,132551,68
2021-10-03,132590,39
2021-10-04,132719,129
2021-10-05,132864,145
2021-10-06,133044,180
2021-10-07,133246,202
2021-10-08,133508,262
2021-10-09,133588,80
2021-10-10,133633,45
2021-10-11,133761,128
2021-10-12,133888,127
2021-10-13,134048,160
2021-10-14,134241,193
2021-10-15,134489,248
2021-10-16,135326,837
2021-10-17,135368,42
2021-10-18,135525,157
2021-10-19,135656,131
2021-10-20,135760,104
2021-10-21,135929,169
2021-10-22,136387,458
2021-10-23,136585,198
2021-10-24,136726,141
2021-10-25,137237,511
2021-10-26,137780,543
2021-10-27,138369,589
2021-10-28,139184,815
2021-10-29,140147,963
2021-10-30,140327,180
2021-10-31,140437,110
2021-11-01,141002,565
2021-11-02,141498,496
2021-11-03,142080,582
2021-11-04,142938,858
2021-11-05,143947,1009
2021-11-06,144433,486
2021-11-07,144561,128
2021-11-08,145135,574
2021-11-09,145720,585
2021-11-10,146332,612
2021-11-11,147107,775
2021-11-12,148286,1179
2021-11-13,150111,1825
2021-11-14,150316,205
2021-11-15,150930,614
2021-11-16,151629,699
2021-11-17,152558,929
2021-11-18,153429,871
2021-11-19,154647,1218
2021-11-20,155211,564
2021-11-21,155397,186
2021-11-22,155968,571
2021-11-23,156552,584
2021-11-24,157165,613
2021-11-26,157473,308
2021-11-27,157761,288
2021-11-28,157912,151
2021-11-29,158522,610
2021-11-30,159302,780
2021-12-01,160084,782
2021-12-02,161263,1179
2021-12-03,162579,1316
2021-12-04,163454,875
2021-12-05,163633,179
2021-12-06,164303,670
2021-12-07,164959,656
2021-12-08,165753,794
2021-12-09,166768,1015
2021-12-10,168009,1241
2021-12-11,169020,1011
2021-12-12,169193,173
2021-12-13,169780,587
2021-12-14,170357,577
2021-12-15,171065,708
2021-12-16,171860,795
2021-12-17,172862,1002
2021-12-18,173105,243
2021-12-19,173259,154
2021-12-20,173947,688
2021-12-21,174426,479
2021-12-22,175142,716
2021-12-23,175738,596
2021-12-24,175855,117
2021-12-25,175856,1
2021-12-26,175981,125
2021-12-27,176379,398
2021-12-28,176833,454
2021-12-29,177253,420
2021-12-30,177805,552
2021-12-31,177965,160
2022-01-01,177985,20
2022-01-02,178101,116
2022-01-03,178485,384
2022-01-04,178898,413
2022-01-05,179483,585
2022-01-06,180231,748
2022-01-07,181288,1057
2022-01-08,181528,240
2022-01-09,181632,104
2022-01-10,182003,371
2022-01-11,182354,351
2022-01-12,182925,571
2022-01-13,183950,1025
2022-01-14,184716,766
2022-01-15,184870,154
2022-01-16,184948,78
2022-01-17,185221,273
2022-01-18,185516,295
2022-01-19,185874,358
2022-01-20,186317,443
2022-01-21,186907,590
2022-01-22,187046,139
2022-01-23,187132,86
2022-01-24,187365,233
2022-01-25,187611,246
2022-01-26,187911,300
2022-01-27,188224,313
2022-01-28,188830,606
2022-01-29,188974,144
2022-01-30,189030,56
2022-01-31,189204,174
2022-02-01,189426,222
2022-02-02,189626,200
2022-02-03,189860,234
2022-02-04,190209,349
2022-02-05,190640,431
2022-02-06,190699,59
2022-02-07,190922,223
2022-02-08,191031,109
2022-02-09,191219,188
2022-02-10,191486,267
2022-02-11,191762,276
2022-02-12,191866,104
2022-02-13,191890,24
