date,Navajo_cume,Navajo
2020-12-01,2,
2020-12-02,3,1
2020-12-06,4,1
2020-12-07,6,2
2020-12-10,8,2
2020-12-13,9,1
2020-12-14,11,2
2020-12-15,27,16
2020-12-16,76,49
2020-12-17,178,102
2020-12-18,272,94
2020-12-19,274,2
2020-12-20,277,3
2020-12-21,292,15
2020-12-22,378,86
2020-12-23,578,200
2020-12-24,686,108
2020-12-25,691,5
2020-12-26,693,2
2020-12-27,694,1
2020-12-28,1045,351
2020-12-29,1438,393
2020-12-30,1840,402
2020-12-31,2217,377
2021-01-01,2317,100
2021-01-02,2320,3
2021-01-03,2324,4
2021-01-04,2603,279
2021-01-05,3077,474
2021-01-06,3626,549
2021-01-07,4408,782
2021-01-08,4851,443
2021-01-09,4863,12
2021-01-10,4865,2
2021-01-11,5351,486
2021-01-12,5857,506
2021-01-13,6285,428
2021-01-14,6791,506
2021-01-15,7331,540
2021-01-16,7349,18
2021-01-17,7359,10
2021-01-18,7539,180
2021-01-19,8058,519
2021-01-20,8704,646
2021-01-21,9531,827
2021-01-22,10044,513
2021-01-23,10283,239
2021-01-24,10304,21
2021-01-25,10960,656
2021-01-26,11574,614
2021-01-27,12444,870
2021-01-28,13674,1230
2021-01-29,14466,792
2021-01-30,14604,138
2021-01-31,14628,24
2021-02-01,15462,834
2021-02-02,16323,861
2021-02-03,17556,1233
2021-02-04,18648,1092
2021-02-05,19428,780
2021-02-06,20581,1153
2021-02-07,20594,13
2021-02-08,21380,786
2021-02-09,22254,874
2021-02-10,23270,1016
2021-02-11,24459,1189
2021-02-12,25458,999
2021-02-13,26098,640
2021-02-14,26158,60
2021-02-15,26375,217
2021-02-16,27334,959
2021-02-17,28475,1141
2021-02-18,29352,877
2021-02-19,29979,627
2021-02-20,30125,146
2021-02-21,30177,52
2021-02-22,30722,545
2021-02-23,31437,715
2021-02-24,32121,684
2021-02-25,33110,989
2021-02-26,33950,840
2021-02-27,34752,802
2021-02-28,34788,36
2021-03-01,35480,692
2021-03-02,36105,625
2021-03-03,36945,840
2021-03-04,37710,765
2021-03-05,38237,527
2021-03-06,38981,744
2021-03-07,39023,42
2021-03-08,39520,497
2021-03-09,40078,558
2021-03-10,41182,1104
2021-03-11,42310,1128
2021-03-12,43092,782
2021-03-13,43712,620
2021-03-14,43781,69
2021-03-15,44404,623
2021-03-16,45026,622
2021-03-17,45815,789
2021-03-18,46800,985
2021-03-19,47329,529
2021-03-20,47500,171
2021-03-21,47567,67
2021-03-22,48071,504
2021-03-23,48828,757
2021-03-24,49672,844
2021-03-25,50581,909
2021-03-26,51190,609
2021-03-27,51365,175
2021-03-28,51425,60
2021-03-29,51912,487
2021-03-30,52375,463
2021-03-31,53203,828
2021-04-01,53693,490
2021-04-02,54118,425
2021-04-03,54331,213
2021-04-04,54366,35
2021-04-05,54750,384
2021-04-06,55204,454
2021-04-07,55647,443
2021-04-08,56378,731
2021-04-09,56800,422
2021-04-10,57008,208
2021-04-11,57077,69
2021-04-12,57658,581
2021-04-13,58054,396
2021-04-14,58549,495
2021-04-15,59092,543
2021-04-16,59492,400
2021-04-17,59607,115
2021-04-18,59658,51
2021-04-19,60069,411
2021-04-20,60409,340
2021-04-21,60777,368
2021-04-22,61141,364
2021-04-23,61467,326
2021-04-24,61618,151
2021-04-25,61651,33
2021-04-26,61922,271
2021-04-27,62219,297
2021-04-28,62551,332
2021-04-29,62931,380
2021-04-30,63189,258
2021-05-01,63275,86
2021-05-02,63294,19
2021-05-03,63478,184
2021-05-04,63750,272
2021-05-05,63949,199
2021-05-06,64293,344
2021-05-07,64465,172
2021-05-08,64534,69
2021-05-09,64551,17
2021-05-10,64754,203
2021-05-11,64953,199
2021-05-12,65170,217
2021-05-13,65512,342
2021-05-14,66007,495
2021-05-15,66076,69
2021-05-16,66121,45
2021-05-17,66460,339
2021-05-18,66808,348
2021-05-19,67232,424
2021-05-20,67652,420
2021-05-21,67936,284
2021-05-22,68220,284
2021-05-23,68269,49
2021-05-24,68497,228
2021-05-25,68780,283
2021-05-26,69000,220
2021-05-27,69233,233
2021-05-28,69393,160
2021-05-29,69428,35
2021-05-30,69450,22
2021-05-31,69482,32
2021-06-01,69710,228
2021-06-02,69865,155
2021-06-03,70103,238
2021-06-04,70436,333
2021-06-05,70476,40
2021-06-06,70516,40
2021-06-07,70752,236
2021-06-08,70950,198
2021-06-09,71323,373
2021-06-10,71634,311
2021-06-11,71879,245
2021-06-12,72074,195
2021-06-13,72092,18
2021-06-14,72328,236
2021-06-15,72600,272
2021-06-16,72817,217
2021-06-17,72981,164
2021-06-18,73131,150
2021-06-19,73168,37
2021-06-20,73205,37
2021-06-21,73338,133
2021-06-22,73567,229
2021-06-23,73712,145
2021-06-24,73868,156
2021-06-25,73999,131
2021-06-26,74036,37
2021-06-27,74056,20
2021-06-28,74199,143
2021-06-29,74367,168
2021-06-30,74556,189
2021-07-01,74707,151
2021-07-02,74840,133
2021-07-03,74858,18
2021-07-04,74865,7
2021-07-05,74913,48
2021-07-06,75076,163
2021-07-07,75217,141
2021-07-08,75336,119
2021-07-09,75483,147
2021-07-10,75502,19
2021-07-11,75515,13
2021-07-12,75686,171
2021-07-13,75823,137
2021-07-14,76017,194
2021-07-15,76132,115
2021-07-16,76288,156
2021-07-17,76334,46
2021-07-18,76358,24
2021-07-19,76572,214
2021-07-20,76762,190
2021-07-21,76941,179
2021-07-22,77120,179
2021-07-23,77269,149
2021-07-24,77322,53
2021-07-25,77341,19
2021-07-26,77497,156
2021-07-27,77663,166
2021-07-28,77840,177
2021-07-29,78013,173
2021-07-30,78148,135
2021-07-31,78189,41
2021-08-01,78226,37
2021-08-02,78431,205
2021-08-03,78624,193
2021-08-04,78806,182
2021-08-05,78957,151
2021-08-06,79192,235
2021-08-07,79244,52
2021-08-08,79276,32
2021-08-09,79469,193
2021-08-10,79663,194
2021-08-11,79878,215
2021-08-12,80082,204
2021-08-13,80362,280
2021-08-14,80437,75
2021-08-15,80468,31
2021-08-16,80718,250
2021-08-17,80951,233
2021-08-18,81147,196
2021-08-19,81331,184
2021-08-20,81578,247
2021-08-21,81626,48
2021-08-22,81667,41
2021-08-23,81852,185
2021-08-24,82045,193
2021-08-25,82236,191
2021-08-26,82415,179
2021-08-27,82687,272
2021-08-28,82764,77
2021-08-29,82840,76
2021-08-30,82991,151
2021-08-31,83133,142
2021-09-01,83298,165
2021-09-02,83443,145
2021-09-03,83649,206
2021-09-04,83693,44
2021-09-05,83716,23
2021-09-06,83732,16
2021-09-07,83939,207
2021-09-08,84095,156
2021-09-09,84261,166
2021-09-10,84461,200
2021-09-11,84516,55
2021-09-12,84532,16
2021-09-13,84744,212
2021-09-14,84908,164
2021-09-15,85039,131
2021-09-16,85174,135
2021-09-17,85343,169
2021-09-18,85382,39
2021-09-19,85409,27
2021-09-20,85526,117
2021-09-21,85626,100
2021-09-22,85764,138
2021-09-23,85889,125
2021-09-24,86048,159
2021-09-25,86115,67
2021-09-26,86144,29
2021-09-27,86293,149
2021-09-28,86518,225
2021-09-29,86718,200
2021-09-30,86984,266
2021-10-01,87188,204
2021-10-02,87286,98
2021-10-03,87295,9
2021-10-04,87417,122
2021-10-05,87640,223
2021-10-06,87820,180
2021-10-07,88057,237
2021-10-08,88234,177
2021-10-09,88263,29
2021-10-10,88275,12
2021-10-11,88379,104
2021-10-12,88526,147
2021-10-13,88732,206
2021-10-14,88934,202
2021-10-15,89103,169
2021-10-16,89166,63
2021-10-17,89188,22
2021-10-18,89310,122
2021-10-19,89495,185
2021-10-20,89721,226
2021-10-21,89893,172
2021-10-22,90146,253
2021-10-23,90260,114
2021-10-24,90310,50
2021-10-25,90650,340
2021-10-26,91039,389
2021-10-27,91572,533
2021-10-28,92265,693
2021-10-29,92758,493
2021-10-30,92925,167
2021-10-31,92982,57
2021-11-01,93373,391
2021-11-02,93792,419
2021-11-03,94124,332
2021-11-04,94683,559
2021-11-05,95195,512
2021-11-06,95550,355
2021-11-07,95629,79
2021-11-08,96045,416
2021-11-09,96658,613
2021-11-10,97633,975
2021-11-11,97879,246
2021-11-12,98398,519
2021-11-13,98530,132
2021-11-14,98589,59
2021-11-15,99061,472
2021-11-16,99558,497
2021-11-17,100010,452
2021-11-18,100457,447
2021-11-19,100926,469
2021-11-20,101241,315
2021-11-21,101295,54
2021-11-22,101778,483
2021-11-23,102211,433
2021-11-24,102494,283
2021-11-26,102794,300
2021-11-27,102892,98
2021-11-28,102956,64
2021-11-29,103446,490
2021-11-30,104102,656
2021-12-01,104980,878
2021-12-02,105395,415
2021-12-03,105988,593
2021-12-04,106520,532
2021-12-05,106587,67
2021-12-06,106973,386
2021-12-07,107288,315
2021-12-08,107625,337
2021-12-09,107995,370
2021-12-10,108351,356
2021-12-11,108621,270
2021-12-12,108682,61
2021-12-13,109068,386
2021-12-14,109439,371
2021-12-15,109725,286
2021-12-16,110041,316
2021-12-17,110389,348
2021-12-18,110550,161
2021-12-19,110611,61
2021-12-20,110901,290
2021-12-21,111208,307
2021-12-22,111675,467
2021-12-23,111970,295
2021-12-24,112008,38
2021-12-25,112009,1
2021-12-26,112049,40
2021-12-27,112375,326
2021-12-28,112677,302
2021-12-29,112994,317
2021-12-30,113319,325
2021-12-31,113375,56
2022-01-01,113383,8
2022-01-02,113405,22
2022-01-03,113671,266
2022-01-04,113948,277
2022-01-05,114210,262
2022-01-06,114442,232
2022-01-07,114755,313
2022-01-08,114922,167
2022-01-09,114959,37
2022-01-10,115172,213
2022-01-11,115407,235
2022-01-12,115760,353
2022-01-13,116035,275
2022-01-14,116439,404
2022-01-15,116502,63
2022-01-16,116533,31
2022-01-17,116601,68
2022-01-18,116782,181
2022-01-19,117030,248
2022-01-20,117266,236
2022-01-21,117550,284
2022-01-22,117594,44
2022-01-23,117640,46
2022-01-24,117824,184
2022-01-25,118061,237
2022-01-26,118246,185
2022-01-27,118441,195
2022-01-28,118631,190
2022-01-29,118672,41
2022-01-30,118687,15
2022-01-31,118852,165
2022-02-01,118971,119
2022-02-02,119079,108
2022-02-03,119257,178
2022-02-04,119426,169
2022-02-05,119464,38
2022-02-06,119478,14
2022-02-07,119642,164
2022-02-08,119772,130
2022-02-09,119980,208
2022-02-10,120117,137
2022-02-11,120285,168
2022-02-12,120323,38
2022-02-13,120328,5
