date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,528,793,789,675,647,6
1/1/2022,38155,29404,30169,36679,83109,22052
1/10/2021,997,1413,1512,1377,3016,13
1/10/2022,38637,29674,30408,37007,83565,23111
1/11/2021,1033,1472,1580,1440,3212,17
1/11/2022,38693,29691,30442,37039,83616,23233
1/12/2021,1108,1564,1682,1532,3518,17
1/12/2022,38758,29723,30471,37066,83654,23369
1/13/2021,1195,1662,1801,1690,3932,17
1/13/2022,38828,29753,30510,37110,83704,23472
1/14/2021,1274,1811,1918,1824,4446,18
1/14/2022,38917,29795,30545,37146,83749,23620
1/15/2021,1375,1949,2071,1957,4845,19
1/15/2022,38972,29818,30562,37169,83763,23753
1/16/2021,1430,2027,2159,2046,5462,20
1/16/2022,38991,29830,30570,37177,83770,23792
1/17/2021,1447,2053,2186,2078,5517,21
1/17/2022,39033,29854,30584,37193,83810,23884
1/18/2021,1506,2159,2255,2172,5731,22
1/18/2022,39102,29877,30608,37207,83838,23983
1/19/2021,1568,2221,2329,2252,6245,24
1/19/2022,39149,29902,30638,37228,83864,24058
1/2/2021,598,883,892,769,735,7
1/2/2022,38177,29416,30178,36699,83144,22078
1/20/2021,1629,2327,2424,2364,7058,28
1/20/2022,39199,29937,30663,37262,83897,24151
1/21/2021,1715,2440,2563,2521,7815,31
1/21/2022,39232,29962,30690,37292,83921,24243
1/22/2021,1840,2574,2711,2701,8606,33
1/22/2022,39261,29981,30705,37307,83930,24333
1/23/2021,1915,2709,2857,2848,9957,35
1/23/2022,39280,29995,30709,37319,83938,24364
1/24/2021,1940,2738,2895,2873,10100,36
1/24/2022,39312,30026,30732,37342,83961,24423
1/25/2021,2007,2798,2965,2987,10702,38
1/25/2022,39356,30043,30752,37357,83978,24521
1/26/2021,2065,2860,3055,3091,11261,39
1/26/2022,39399,30068,30765,37377,84007,24619
1/27/2021,2166,2959,3192,3264,11974,40
1/27/2022,39452,30093,30793,37402,84029,24688
1/28/2021,2238,3060,3301,3404,12984,40
1/28/2022,39504,30122,30807,37420,84047,24753
1/29/2021,2329,3156,3432,3564,13959,46
1/29/2022,39530,30134,30823,37431,84052,24858
1/3/2021,618,919,926,789,766,8
1/3/2022,38226,29445,30212,36756,83212,22181
1/30/2021,2387,3228,3532,3687,15894,48
1/30/2022,39547,30140,30838,37438,84065,24890
1/31/2021,2415,3240,3554,3707,16035,49
1/31/2022,39592,30156,30849,37463,84080,24945
1/4/2021,678,1000,1001,876,1013,8
1/4/2022,38286,29479,30240,36802,83293,22314
1/5/2021,758,1098,1090,975,1256,9
1/5/2022,38347,29512,30264,36842,83352,22491
1/6/2021,858,1209,1218,1100,1557,9
1/6/2022,38413,29542,30308,36881,83417,22618
1/7/2021,916,1283,1322,1204,1912,12
1/7/2022,38504,29589,30342,36930,83484,22811
1/8/2021,964,1363,1455,1331,2352,13
1/8/2022,38551,29617,30356,36952,83501,22982
1/9/2021,990,1400,1496,1369,2991,13
1/9/2022,38573,29628,30362,36963,83511,23017
10/1/2021,32814,26200,27566,33932,78023,15125
10/10/2021,33470,26590,27838,34135,78294,15419
10/11/2021,33558,26650,27880,34164,78333,15465
10/12/2021,33640,26693,27909,34185,78367,15488
10/13/2021,33729,26731,27942,34199,78390,15513
10/14/2021,33800,26766,27966,34227,78410,15535
10/15/2021,33894,26824,28006,34267,78443,15579
10/16/2021,33953,26857,28033,34284,78457,15599
10/17/2021,33987,26884,28053,34297,78470,15611
10/18/2021,34054,26927,28090,34322,78513,15631
10/19/2021,34117,26958,28116,34349,78535,15664
10/2/2021,32863,26235,27596,33963,78041,15162
10/20/2021,34170,26995,28148,34376,78570,15686
10/21/2021,34256,27036,28176,34401,78605,15704
