date,pcr_tests,pcr_pos_test,pcr_positivity
2022-02-14 00:00:00,384,19,0.0494791666666667
2022-02-13 00:00:00,5377,795,0.1478519620606286
2022-02-12 00:00:00,11822,2172,0.1837252579935713
2022-02-11 00:00:00,25913,3799,0.1466059506811253
2022-02-10 00:00:00,31213,4338,0.1389805529747221
2022-02-09 00:00:00,32285,5113,0.1583707604150534
2022-02-08 00:00:00,36410,5635,0.1547651744026367
2022-02-07 00:00:00,41374,6804,0.1644511045584183
2022-02-06 00:00:00,16141,3869,0.2397001424942693
2022-02-05 00:00:00,19061,4762,0.2498294947799171
2022-02-04 00:00:00,37307,7276,0.1950304232449675
2022-02-03 00:00:00,38811,7787,0.200638994099611
2022-02-02 00:00:00,42710,9235,0.2162257082650433
2022-02-01 00:00:00,46904,10251,0.2185527886747399
2022-01-31 00:00:00,55272,12962,0.2345129541178174
2022-01-30 00:00:00,22921,6995,0.3051786571266525
2022-01-29 00:00:00,26666,8705,0.3264456611415286
2022-01-28 00:00:00,51670,13006,0.2517127927230502
2022-01-27 00:00:00,56017,14159,0.2527625542246104
2022-01-26 00:00:00,57760,16049,0.277856648199446
2022-01-25 00:00:00,65098,18210,0.2797320962241544
2022-01-24 00:00:00,72817,21941,0.3013170001510636
2022-01-23 00:00:00,29561,10772,0.3643990392747201
2022-01-22 00:00:00,39254,13759,0.3505120497274164
2022-01-21 00:00:00,66098,21531,0.3257435928469848
2022-01-20 00:00:00,74231,23765,0.3201492637846722
2022-01-19 00:00:00,77397,26145,0.3378037908446064
2022-01-18 00:00:00,80325,27423,0.3414005602240897
2022-01-17 00:00:00,66638,23655,0.3549776403853657
2022-01-16 00:00:00,34363,13248,0.3855309489858278
2022-01-15 00:00:00,39570,14592,0.3687642153146323
2022-01-14 00:00:00,78561,25210,0.3208971372563995
2022-01-13 00:00:00,83164,26258,0.3157375787600404
2022-01-12 00:00:00,85009,27620,0.3249067745768095
2022-01-11 00:00:00,90414,28894,0.3195744021943505
2022-01-10 00:00:00,92697,28939,0.3121891754857223
2022-01-09 00:00:00,39921,13802,0.3457328223240901
2022-01-08 00:00:00,42021,14147,0.3366650008329169
2022-01-07 00:00:00,73171,21048,0.2876549452652007
2022-01-06 00:00:00,74937,20853,0.278273749949958
2022-01-05 00:00:00,72627,21534,0.2965013011689868
2022-01-04 00:00:00,73656,20348,0.2762571956120343
2022-01-03 00:00:00,73738,19783,0.2682877213919553
2022-01-02 00:00:00,30560,8952,0.2929319371727749
2022-01-01 00:00:00,15033,4316,0.2871017095722743
2021-12-31 00:00:00,32635,7937,0.2432051478474031
2021-12-30 00:00:00,51591,10867,0.210637514295129
2021-12-29 00:00:00,49175,10671,0.2170005083884087
2021-12-28 00:00:00,48596,9829,0.202259445221829
2021-12-27 00:00:00,46274,8950,0.193413147771967
2021-12-26 00:00:00,19484,4032,0.2069390268938616
2021-12-25 00:00:00,6443,1215,0.1885767499611982
2021-12-24 00:00:00,21603,3425,0.1585427949821784
2021-12-23 00:00:00,40908,5433,0.1328102082722206
2021-12-22 00:00:00,41684,5411,0.1298099990403992
2021-12-21 00:00:00,42077,4755,0.1130071060199159
2021-12-20 00:00:00,42252,4658,0.1102433020922087
2021-12-19 00:00:00,18921,2256,0.1192325986998573
2021-12-18 00:00:00,20117,2473,0.1229308545011682
2021-12-17 00:00:00,31997,3409,0.1065412382410851
2021-12-16 00:00:00,36069,3549,0.0983947434084671
2021-12-15 00:00:00,34781,3760,0.1081049998562434
2021-12-14 00:00:00,38954,3823,0.0981413975458233
2021-12-13 00:00:00,41635,4328,0.1039510027620992
2021-12-12 00:00:00,17597,2299,0.130647269420924
2021-12-11 00:00:00,19409,2466,0.127054459271472
2021-12-10 00:00:00,32458,3593,0.1106969006100191
2021-12-09 00:00:00,35095,3567,0.1016384100299188
2021-12-08 00:00:00,36242,4232,0.1167705976491364
2021-12-07 00:00:00,40134,4081,0.101684357402701
2021-12-06 00:00:00,43242,4794,0.1108644373525739
2021-12-05 00:00:00,18085,2529,0.1398396461155654
2021-12-04 00:00:00,19598,2891,0.1475150525563833
2021-12-03 00:00:00,36442,4228,0.1160199769496735
2021-12-02 00:00:00,37615,4313,0.114661704107404
