date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,648,990,932,751,504,5
1/10/2021,1200,1724,1716,1465,2252,16
1/11/2021,1250,1808,1802,1530,2430,20
1/12/2021,1341,1925,1921,1630,2711,21
1/13/2021,1453,2066,2069,1807,3118,24
1/14/2021,1553,2254,2225,1955,3640,25
1/15/2021,1676,2410,2401,2092,4013,27
1/16/2021,1737,2501,2499,2184,4629,30
1/17/2021,1756,2533,2542,2219,4683,30
1/18/2021,1821,2648,2610,2311,4901,31
1/19/2021,1895,2724,2693,2395,5404,34
1/2/2021,731,1108,1057,858,582,7
1/20/2021,1971,2853,2801,2518,6172,39
1/21/2021,2067,2987,2972,2686,6919,43
1/22/2021,2216,3156,3157,2872,7673,47
1/23/2021,2302,3322,3318,3028,8264,50
1/24/2021,2339,3356,3378,3058,8425,52
1/25/2021,2420,3424,3471,3180,9019,55
1/26/2021,2496,3511,3563,3295,9589,56
1/27/2021,2611,3636,3726,3481,10313,58
1/28/2021,2687,3754,3846,3632,11323,59
1/29/2021,2798,3880,3983,3823,12319,69
1/3/2021,760,1154,1101,881,604,7
1/30/2021,2869,3972,4118,3980,13100,72
1/31/2021,2905,3995,4150,4011,13250,74
1/4/2021,827,1252,1193,968,832,8
1/5/2021,923,1363,1279,1065,1062,9
1/6/2021,1038,1491,1408,1187,1326,11
1/7/2021,1100,1583,1520,1287,1662,13
1/8/2021,1155,1666,1656,1418,2095,15
1/9/2021,1189,1709,1701,1454,2231,16
12/1/2020,,,1,,1,
12/10/2020,,,1,,2,
12/11/2020,,,1,,2,
12/12/2020,,,1,,2,
12/13/2020,,,1,,2,
12/14/2020,,,1,,2,
12/15/2020,,,1,,2,
12/16/2020,1,1,4,,2,
12/17/2020,9,13,15,4,4,
12/18/2020,19,22,23,9,5,
12/19/2020,23,31,29,14,8,
12/2/2020,,,1,,1,
12/20/2020,23,35,30,17,9,
12/21/2020,49,82,74,34,21,1
12/22/2020,109,153,130,80,36,1
12/23/2020,169,245,236,157,68,2
12/24/2020,186,264,253,171,70,2
12/25/2020,186,264,253,171,70,2
12/26/2020,243,362,329,228,93,3
12/27/2020,259,391,345,239,95,3
12/28/2020,322,505,475,335,131,3
12/29/2020,430,672,635,474,183,4
12/3/2020,,,1,,1,
12/30/2020,566,893,824,654,308,4
12/31/2020,645,986,928,746,480,5
12/4/2020,,,1,,1,
12/5/2020,,,1,,1,
12/6/2020,,,1,,1,
12/7/2020,,,1,,1,
12/8/2020,,,1,,1,
12/9/2020,,,1,,2,
2/1/2021,2985,4098,4243,4116,14076,80
2/10/2021,3708,4895,5152,5402,24354,114
2/11/2021,3778,4961,5234,5543,26099,117
2/12/2021,3882,5071,5372,5735,28121,123
2/13/2021,4082,5310,5637,5967,29595,135
2/14/2021,4111,5351,5687,6023,29942,136
2/15/2021,4160,5394,5736,6109,30725,141
2/16/2021,4236,5462,5785,6186,31732,150
2/17/2021,4318,5517,5842,6282,32769,156
2/18/2021,4390,5575,5900,6343,33897,169
2/19/2021,4460,5645,5968,6416,34528,178
2/2/2021,3058,4191,4362,4275,14996,80
2/20/2021,4600,5737,6056,6489,35027,198
2/21/2021,4612,5750,6068,6512,35303,199
2/22/2021,4645,5790,6094,6568,35719,203
2/23/2021,4684,5830,6143,6633,36315,205
2/24/2021,4739,5896,6200,6705,37322,210
2/25/2021,4825,5989,6294,6896,38956,218
2/26/2021,4912,6076,6390,7070,40751,224
2/27/2021,4961,6109,6436,7150,41288,226
2/28/2021,4973,6122,6460,7203,41648,226
2/3/2021,3173,4337,4492,4417,16024,83
2/4/2021,3248,4439,4602,4542,17056,88
2/5/2021,3405,4594,4777,4733,18117,92
2/6/2021,3464,4672,4868,4892,19489,100
2/7/2021,3483,4677,4883,4921,19850,100
2/8/2021,3538,4729,4957,5054,21154,101
2/9/2021,3591,4798,5042,5237,22601,106
3/1/2021,5024,6182,6546,7406,42757,230
3/10/2021,5680,6842,7433,12004,51409,291
3/11/2021,5852,7077,7634,13028,52600,298
3/12/2021,5998,7166,7813,13757,53431,309
3/13/2021,6084,7254,7901,14205,53810,315
3/14/2021,6125,7290,7969,14575,54017,320
3/15/2021,6228,7368,8126,15359,54576,332
3/16/2021,6354,7511,8337,16222,55429,341
3/17/2021,6580,7696,8614,17140,56318,356
3/18/2021,6773,7884,8890,18022,57311,367
3/19/2021,7040,8154,9229,18788,58022,401
3/2/2021,5079,6240,6647,7619,44041,237
3/20/2021,7165,8286,9459,19132,58405,417
3/21/2021,7272,8425,9635,19433,58656,431
3/22/2021,7545,8731,9981,19993,59188,479
3/23/2021,7887,9072,10427,20625,59803,524
3/24/2021,8261,9453,10949,21242,60366,603
3/25/2021,8678,9817,11420,21681,60887,666
3/26/2021,9051,10181,11847,22336,61399,731
3/27/2021,9333,10477,12180,22590,61576,807
3/28/2021,9607,10717,12445,22805,61760,890
3/29/2021,10011,11057,12870,23098,62073,970
3/3/2021,5171,6323,6759,8098,45757,254
3/30/2021,10379,11385,13299,23368,62360,1062
3/31/2021,10729,11736,13772,23692,62611,1171
3/4/2021,5285,6454,6900,8717,47385,257
3/5/2021,5393,6564,7025,9331,48343,267
3/6/2021,5441,6617,7099,9816,49034,271
3/7/2021,5472,6641,7133,10096,49337,273
3/8/2021,5526,6698,7205,10653,50001,276
3/9/2021,5603,6775,7334,11365,50784,281
4/1/2021,11081,12068,14245,23961,62883,1272
4/10/2021,13908,14594,17280,26259,65237,2007
4/11/2021,14062,14715,17427,26355,65316,2091
4/12/2021,14342,14956,17722,26579,65594,2177
4/13/2021,14618,15175,17976,26860,65878,2256
4/14/2021,14919,15489,18305,27068,66052,2328
4/15/2021,15294,15828,18661,27278,66220,2402
4/16/2021,15613,16156,18906,27440,66360,2462
4/17/2021,15774,16291,19071,27559,66479,2509
4/18/2021,15861,16373,19148,27624,66523,2558
4/19/2021,16066,16526,19340,27792,66719,2622
4/2/2021,11360,12344,14545,24152,63109,1367
4/20/2021,16306,16750,19552,27975,66917,2688
4/21/2021,16596,17017,19883,28153,67073,2764
4/22/2021,16821,17227,20099,28317,67214,2833
4/23/2021,17066,17422,20294,28494,67359,2896
4/24/2021,17194,17549,20433,28577,67458,2966
4/25/2021,17292,17618,20502,28635,67516,3019
4/26/2021,17484,17789,20660,28766,67662,3086
4/27/2021,17699,17969,20862,28955,67811,3159
4/28/2021,17875,18104,21018,29100,67961,3206
4/29/2021,18067,18263,21184,29254,68113,3267
4/3/2021,11591,12532,14788,24278,63231,1452
4/30/2021,18297,18450,21366,29411,68245,3347
4/4/2021,11722,12602,14909,24342,63279,1497
4/5/2021,12007,12847,15259,24658,63607,1572
4/6/2021,12417,13154,15701,25028,63991,1676
4/7/2021,12921,13700,16271,25365,64343,1766
4/8/2021,13215,14004,16597,25721,64707,1829
4/9/2021,13555,14293,16975,26033,65012,1919
5/1/2021,18432,18539,21505,29508,68305,3415
5/10/2021,19551,19297,22345,30287,69003,3820
5/11/2021,19689,19373,22440,30365,69121,3866
