date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20811,22964,21117,18408,13192,178
1/10/2021,34358,35211,33363,30241,30702,403
1/11/2021,36281,37031,35336,31939,35063,458
1/12/2021,39059,39715,38147,34494,42907,553
1/13/2021,41809,42646,41293,37246,51912,634
1/14/2021,44565,45706,44550,40292,61526,697
1/15/2021,48036,48962,47957,43452,70955,795
1/16/2021,49814,50535,49639,45070,76368,835
1/17/2021,50909,51555,50712,46159,79866,866
1/18/2021,52554,53073,52461,47900,87901,903
1/19/2021,54604,54946,54514,50104,98061,992
1/2/2021,22701,24675,22679,19828,14304,203
1/20/2021,57135,57506,57571,53325,110517,1105
1/21/2021,59941,60453,61068,56978,126459,1245
1/22/2021,64411,64615,65697,61906,142319,1386
1/23/2021,67669,67371,68774,65095,152924,1524
1/24/2021,69175,68755,70293,66787,160618,1575
1/25/2021,71530,70911,72889,69741,174338,1647
1/26/2021,74432,73424,75779,72984,191721,1748
1/27/2021,77561,76066,78758,76418,210748,1840
1/28/2021,80659,78718,81827,80165,232181,1968
1/29/2021,84518,81892,85226,83968,252284,2145
1/3/2021,23582,25421,23341,20375,14682,220
1/30/2021,87308,84017,87575,86424,263746,2308
1/31/2021,88217,84747,88441,87467,269801,2345
1/4/2021,25286,27077,24961,21893,16692,241
1/5/2021,27068,28744,26556,23484,18906,269
1/6/2021,29253,30676,28621,25544,22089,328
1/7/2021,31048,32330,30404,27353,25508,358
1/8/2021,32756,33923,32081,29039,28015,378
1/9/2021,33833,34768,32929,29835,30205,398
10/1/2021,817401,558803,576589,658866,1180253,368551
10/10/2021,827013,563862,580672,662175,1185158,373175
10/11/2021,828355,564627,581242,662681,1185975,373848
10/12/2021,829116,564992,581544,662915,1186377,374275
10/13/2021,830163,565553,582030,663301,1187023,374765
10/14/2021,831482,566197,582614,663797,1187775,375278
10/15/2021,833038,566951,583289,664318,1188386,375861
10/16/2021,834012,567376,583654,664622,1188656,377129
10/17/2021,834731,567673,583874,664782,1188824,377393
10/18/2021,835996,568387,584442,665285,1189545,377882
10/19/2021,837079,569004,584904,665758,1190196,378410
10/2/2021,818380,559290,577036,659213,1180644,369092
10/20/2021,838146,569558,585349,666192,1190837,378931
10/21/2021,839274,570167,585880,666642,1191460,379372
10/22/2021,840701,571007,586564,667262,1192752,379992
10/23/2021,841537,571472,586996,667658,1193534,380382
10/24/2021,842006,571751,587223,667911,1194045,380620
10/25/2021,843227,572432,587820,668523,1195688,381087
10/26/2021,844427,573135,588409,669109,1197267,381621
10/27/2021,845704,573869,589102,669805,1198857,382322
10/28/2021,847011,574576,589689,670485,1200389,382792
10/29/2021,848294,575362,590374,671183,1201663,383344
10/3/2021,818900,559531,577214,659364,1180854,369338
10/30/2021,848980,575732,590682,671517,1202184,383626
10/31/2021,849353,575939,590874,671690,1202547,383746
10/4/2021,820294,560201,577818,659793,1181712,369965
10/5/2021,821776,560923,578355,660259,1182610,370573
10/6/2021,823174,561698,578951,660702,1183306,371220
10/7/2021,824171,562300,579423,661135,1183877,371759
10/8/2021,825478,563033,579990,661601,1184491,372451
10/9/2021,826450,563563,580422,661962,1184864,372940
11/1/2021,850506,576567,591432,672282,1203856,384206
11/10/2021,860981,582219,596427,677382,1213848,416718
11/11/2021,862179,582838,597026,677988,1215118,421647
11/12/2021,863570,583646,597733,678666,1216304,427150
11/13/2021,864535,584252,598211,679169,1216920,434755
11/14/2021,865205,584651,598578,679506,1217378,437353
11/15/2021,866634,585475,599315,680275,1218761,441455
11/16/2021,867998,586232,599997,681022,1220247,445138
11/17/2021,869295,586986,600614,681806,1221802,449862
11/18/2021,870796,587753,601283,682601,1223245,453814
11/19/2021,872449,588735,602090,683449,1224450,458473
11/2/2021,851822,577259,592034,672874,1205172,384711
11/20/2021,873496,589406,602684,684003,1225010,464553
11/21/2021,874258,589794,603073,684423,1225401,466245
11/22/2021,875633,590580,603810,685397,1226614,469254
11/23/2021,877390,591428,604642,686382,1227865,472775
