date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,333,323,276,284,208,2
1/10/2021,452,459,388,393,644,5
1/11/2021,464,474,410,410,842,5
1/12/2021,470,481,416,420,1058,6
1/13/2021,489,514,439,446,1372,6
1/14/2021,494,522,452,457,1622,6
1/15/2021,499,529,462,467,2048,6
1/16/2021,514,535,470,479,2405,6
1/17/2021,517,536,473,480,2419,6
1/18/2021,520,541,480,489,2596,6
1/19/2021,537,553,492,505,2801,6
1/2/2021,334,326,279,287,211,2
1/20/2021,546,568,507,529,3180,6
1/21/2021,552,582,519,552,3558,6
1/22/2021,565,590,527,560,3725,6
1/23/2021,591,627,561,595,4083,6
1/24/2021,601,631,567,616,4155,6
1/25/2021,622,651,603,659,4344,6
1/26/2021,644,695,651,717,4559,7
1/27/2021,673,732,693,763,4942,7
1/28/2021,722,770,746,840,5557,8
1/29/2021,763,814,815,910,5925,8
1/3/2021,345,340,291,302,236,2
1/30/2021,765,819,817,915,5943,8
1/31/2021,770,822,820,923,5970,8
1/4/2021,351,349,296,304,257,2
1/5/2021,370,376,310,319,268,2
1/6/2021,391,394,329,343,286,3
1/7/2021,399,401,339,352,316,3
1/8/2021,429,434,368,375,347,4
1/9/2021,446,455,388,391,641,5
10/1/2021,12550,8516,8111,11040,22893,6019
10/10/2021,12698,8594,8201,11092,22948,6097
10/11/2021,12712,8606,8209,11097,22956,6107
10/12/2021,12732,8612,8214,11102,22959,6119
10/13/2021,12750,8630,8219,11105,22963,6131
10/14/2021,12784,8649,8238,11122,22974,6142
10/15/2021,12803,8664,8250,11137,22981,6147
10/16/2021,12835,8693,8264,11146,22985,6701
10/17/2021,12844,8695,8270,11147,22989,6708
10/18/2021,12863,8717,8283,11157,22998,6720
10/19/2021,12881,8725,8294,11169,23006,6727
10/2/2021,12558,8517,8115,11043,22894,6026
10/20/2021,12888,8737,8300,11174,23012,6732
10/21/2021,12899,8748,8308,11188,23020,6739
10/22/2021,12930,8779,8326,11200,23042,6758
10/23/2021,12941,8780,8327,11205,23051,6763
10/24/2021,12946,8781,8330,11210,23060,6764
