date,cases_MARICOPA
2020-11-18 00:00:00,26
2020-11-17 00:00:00,142
2020-11-16 00:00:00,542
2020-11-15 00:00:00,770
2020-11-14 00:00:00,1296
2020-11-13 00:00:00,1693
2020-11-12 00:00:00,1899
2020-11-11 00:00:00,1607
2020-11-10 00:00:00,1766
2020-11-09 00:00:00,1577
2020-11-08 00:00:00,1014
2020-11-07 00:00:00,1231
2020-11-06 00:00:00,1424
2020-11-05 00:00:00,1592
2020-11-04 00:00:00,1521
2020-11-03 00:00:00,1426
2020-11-02 00:00:00,1323
2020-11-01 00:00:00,728
2020-10-31 00:00:00,769
2020-10-30 00:00:00,871
2020-10-29 00:00:00,978
2020-10-28 00:00:00,956
2020-10-27 00:00:00,883
2020-10-26 00:00:00,913
2020-10-25 00:00:00,421
2020-10-24 00:00:00,742
2020-10-23 00:00:00,698
2020-10-22 00:00:00,756
2020-10-21 00:00:00,792
2020-10-20 00:00:00,773
2020-10-19 00:00:00,832
2020-10-18 00:00:00,465
2020-10-17 00:00:00,473
2020-10-16 00:00:00,667
2020-10-15 00:00:00,562
2020-10-14 00:00:00,580
2020-10-13 00:00:00,650
2020-10-12 00:00:00,564
2020-10-11 00:00:00,314
2020-10-10 00:00:00,375
2020-10-09 00:00:00,473
2020-10-08 00:00:00,466
2020-10-07 00:00:00,496
2020-10-06 00:00:00,535
2020-10-05 00:00:00,479
2020-10-04 00:00:00,269
2020-10-03 00:00:00,321
2020-10-02 00:00:00,376
2020-10-01 00:00:00,344
2020-09-30 00:00:00,398
2020-09-29 00:00:00,346
2020-09-28 00:00:00,336
2020-09-27 00:00:00,170
2020-09-26 00:00:00,254
2020-09-25 00:00:00,309
2020-09-24 00:00:00,316
2020-09-23 00:00:00,369
2020-09-22 00:00:00,335
2020-09-21 00:00:00,316
2020-09-20 00:00:00,187
2020-09-19 00:00:00,215
2020-09-18 00:00:00,306
2020-09-17 00:00:00,325
2020-09-16 00:00:00,344
2020-09-15 00:00:00,318
2020-09-14 00:00:00,334
2020-09-13 00:00:00,118
2020-09-12 00:00:00,170
2020-09-11 00:00:00,236
2020-09-10 00:00:00,270
2020-09-09 00:00:00,275
2020-09-08 00:00:00,270
2020-09-07 00:00:00,86
2020-09-06 00:00:00,105
2020-09-05 00:00:00,126
2020-09-04 00:00:00,235
2020-09-03 00:00:00,245
2020-09-02 00:00:00,311
2020-09-01 00:00:00,344
2020-08-31 00:00:00,448
2020-08-30 00:00:00,151
2020-08-29 00:00:00,178
2020-08-28 00:00:00,342
2020-08-27 00:00:00,322
2020-08-26 00:00:00,506
2020-08-25 00:00:00,329
2020-08-24 00:00:00,367
2020-08-23 00:00:00,154
2020-08-22 00:00:00,249
2020-08-21 00:00:00,276
2020-08-20 00:00:00,292
2020-08-19 00:00:00,309
2020-08-18 00:00:00,295
2020-08-17 00:00:00,333
2020-08-16 00:00:00,171
2020-08-15 00:00:00,332
2020-08-14 00:00:00,388
2020-08-13 00:00:00,365
2020-08-12 00:00:00,430
2020-08-11 00:00:00,470
2020-08-10 00:00:00,481
2020-08-09 00:00:00,249
2020-08-08 00:00:00,358
2020-08-07 00:00:00,466
2020-08-06 00:00:00,568
2020-08-05 00:00:00,611
2020-08-04 00:00:00,668
2020-08-03 00:00:00,694
2020-08-02 00:00:00,371
2020-08-01 00:00:00,554
2020-07-31 00:00:00,753
2020-07-30 00:00:00,714
2020-07-29 00:00:00,829
2020-07-28 00:00:00,1113
2020-07-27 00:00:00,1038
2020-07-26 00:00:00,575
2020-07-25 00:00:00,830
2020-07-24 00:00:00,1261
2020-07-23 00:00:00,1165
2020-07-22 00:00:00,1246
2020-07-21 00:00:00,1342
2020-07-20 00:00:00,1473
2020-07-19 00:00:00,696
2020-07-18 00:00:00,1178
2020-07-17 00:00:00,1894
2020-07-16 00:00:00,1795
2020-07-15 00:00:00,2221
2020-07-14 00:00:00,2408
2020-07-13 00:00:00,2385
2020-07-12 00:00:00,1166
2020-07-11 00:00:00,1654
2020-07-10 00:00:00,2804
2020-07-09 00:00:00,3106
2020-07-08 00:00:00,3226
2020-07-07 00:00:00,3374
2020-07-06 00:00:00,3477
2020-07-05 00:00:00,1433
2020-07-04 00:00:00,1245
2020-07-03 00:00:00,2596
2020-07-02 00:00:00,3555
2020-07-01 00:00:00,3652
2020-06-30 00:00:00,3779
2020-06-29 00:00:00,3836
2020-06-28 00:00:00,1707
2020-06-27 00:00:00,2377
2020-06-26 00:00:00,3487
2020-06-25 00:00:00,3400
2020-06-24 00:00:00,3298
2020-06-23 00:00:00,3034
2020-06-22 00:00:00,3008
2020-06-21 00:00:00,1336
2020-06-20 00:00:00,1820
2020-06-19 00:00:00,2658
2020-06-18 00:00:00,2345
2020-06-17 00:00:00,2232
2020-06-16 00:00:00,2161
2020-06-15 00:00:00,1929
2020-06-14 00:00:00,800
2020-06-13 00:00:00,962
2020-06-12 00:00:00,1417
2020-06-11 00:00:00,1372
2020-06-10 00:00:00,1269
2020-06-09 00:00:00,1109
2020-06-08 00:00:00,1162
2020-06-07 00:00:00,500
2020-06-06 00:00:00,570
2020-06-05 00:00:00,790
2020-06-04 00:00:00,816
2020-06-03 00:00:00,762
2020-06-02 00:00:00,664
2020-06-01 00:00:00,600
2020-05-31 00:00:00,223
2020-05-30 00:00:00,384
2020-05-29 00:00:00,445
2020-05-28 00:00:00,432
2020-05-27 00:00:00,321
2020-05-26 00:00:00,351
2020-05-25 00:00:00,124
2020-05-24 00:00:00,119
2020-05-23 00:00:00,197
2020-05-22 00:00:00,195
2020-05-21 00:00:00,209
2020-05-20 00:00:00,187
2020-05-19 00:00:00,188
2020-05-18 00:00:00,299
2020-05-17 00:00:00,67
2020-05-16 00:00:00,232
2020-05-15 00:00:00,290
2020-05-14 00:00:00,239
2020-05-13 00:00:00,191
2020-05-12 00:00:00,261
2020-05-11 00:00:00,258
2020-05-10 00:00:00,92
2020-05-09 00:00:00,219
2020-05-08 00:00:00,181
2020-05-07 00:00:00,275
2020-05-06 00:00:00,220
2020-05-05 00:00:00,238
2020-05-04 00:00:00,239
2020-05-03 00:00:00,71
2020-05-02 00:00:00,150
2020-05-01 00:00:00,191
2020-04-30 00:00:00,198
2020-04-29 00:00:00,220
2020-04-28 00:00:00,216
2020-04-27 00:00:00,240
2020-04-26 00:00:00,53
2020-04-25 00:00:00,92
2020-04-24 00:00:00,176
2020-04-23 00:00:00,102
2020-04-22 00:00:00,116
2020-04-21 00:00:00,127
2020-04-20 00:00:00,232
2020-04-19 00:00:00,51
2020-04-18 00:00:00,68
2020-04-17 00:00:00,125
2020-04-16 00:00:00,95
2020-04-15 00:00:00,108
2020-04-14 00:00:00,113
2020-04-13 00:00:00,110
2020-04-12 00:00:00,25
2020-04-11 00:00:00,53
2020-04-10 00:00:00,76
2020-04-09 00:00:00,114
2020-04-08 00:00:00,106
2020-04-07 00:00:00,96
2020-04-06 00:00:00,147
2020-04-05 00:00:00,50
2020-04-04 00:00:00,68
2020-04-03 00:00:00,103
2020-04-02 00:00:00,93
2020-04-01 00:00:00,101
2020-03-31 00:00:00,85
2020-03-30 00:00:00,98
2020-03-29 00:00:00,44
2020-03-28 00:00:00,65
2020-03-27 00:00:00,90
2020-03-26 00:00:00,89
2020-03-25 00:00:00,116
2020-03-24 00:00:00,94
2020-03-23 00:00:00,110
2020-03-22 00:00:00,28
2020-03-21 00:00:00,27
2020-03-20 00:00:00,78
2020-03-19 00:00:00,49
2020-03-18 00:00:00,44
2020-03-17 00:00:00,48
2020-03-16 00:00:00,37
2020-03-15 00:00:00,11
2020-03-14 00:00:00,7
2020-03-13 00:00:00,5
2020-03-12 00:00:00,10
2020-03-11 00:00:00,1
2020-03-10 00:00:00,1
2020-03-06 00:00:00,1
2020-03-05 00:00:00,1
2020-03-02 00:00:00,1
2020-02-27 00:00:00,2
2020-02-25 00:00:00,1
2020-01-27 00:00:00,1
2020-01-22 00:00:00,1
