date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,341,322,284,293,208,2
1/1/2022,15159,10408,9845,12767,25786,12875
1/10/2021,460,467,398,407,661,4
1/10/2022,15356,10538,9975,12876,25891,13272
1/11/2021,474,483,422,427,868,4
1/11/2022,15383,10552,9984,12887,25897,13298
1/12/2021,482,491,431,437,1090,5
1/12/2022,15412,10566,9997,12908,25909,13351
1/13/2021,503,525,455,465,1412,5
1/13/2022,15453,10601,10023,12935,25932,13547
1/14/2021,511,535,469,478,1674,5
1/14/2022,15486,10636,10045,12965,25949,13651
1/15/2021,516,542,480,488,2102,5
1/15/2022,15498,10643,10050,12968,25954,13688
1/16/2021,534,548,490,498,2459,5
1/16/2022,15503,10647,10057,12975,25958,13699
1/17/2021,538,548,493,499,2475,5
1/17/2022,15514,10659,10066,12991,25969,13733
1/18/2021,541,552,502,508,2681,5
1/18/2022,15529,10672,10078,13001,25977,13759
1/19/2021,560,564,514,521,2892,5
1/19/2022,15551,10682,10087,13007,25987,13792
1/2/2021,342,325,288,295,211,2
1/2/2022,15165,10414,9848,12774,25786,12893
1/20/2021,572,583,532,543,3292,5
1/20/2022,15567,10698,10095,13021,26000,13845
1/21/2021,581,600,544,567,3700,5
1/21/2022,15605,10720,10114,13033,26016,13935
1/22/2021,597,605,552,575,3874,5
1/22/2022,15617,10727,10118,13035,26019,13952
1/23/2021,622,638,590,610,4232,5
1/23/2022,15628,10728,10120,13036,26023,13960
1/24/2021,633,642,596,631,4305,5
1/24/2022,15642,10735,10125,13047,26028,13986
1/25/2021,654,663,636,673,4510,5
1/25/2022,15663,10744,10131,13054,26033,14006
1/26/2021,677,708,685,738,4729,6
1/26/2022,15679,10755,10139,13063,26040,14040
1/27/2021,716,750,731,787,5160,7
1/27/2022,15701,10765,10148,13076,26055,14080
1/28/2021,770,790,788,867,5805,7
1/28/2022,15737,10799,10173,13096,26063,14189
1/29/2021,810,835,854,938,6175,8
1/29/2022,15753,10805,10177,13098,26065,14208
1/3/2021,353,339,298,311,237,2
1/3/2022,15188,10429,9861,12791,25801,12917
1/30/2021,812,840,856,943,6188,8
1/30/2022,15765,10807,10179,13098,26068,14215
1/31/2021,817,843,859,951,6215,8
1/31/2022,15776,10809,10186,13107,26071,14233
1/4/2021,358,350,308,315,257,2
1/4/2022,15209,10447,9876,12803,25815,12952
1/5/2021,377,377,322,330,268,2
1/5/2022,15237,10454,9888,12815,25828,13000
1/6/2021,399,395,342,353,286,2
1/6/2022,15262,10472,9897,12830,25845,13063
1/7/2021,409,403,351,363,322,2
1/7/2022,15318,10505,9942,12858,25874,13190
1/8/2021,439,436,379,387,363,3
1/8/2022,15330,10519,9951,12862,25880,13224
1/9/2021,454,461,398,405,658,4
1/9/2022,15338,10525,9958,12866,25883,13232
10/1/2021,13128,8912,8494,11433,24006,6104
10/10/2021,13297,9003,8599,11494,24070,6192
10/11/2021,13316,9013,8609,11499,24079,6203
10/12/2021,13339,9022,8616,11504,24083,6216
10/13/2021,13359,9046,8625,11510,24087,6233
10/14/2021,13390,9066,8642,11527,24097,6244
10/15/2021,13411,9080,8655,11544,24108,6251
10/16/2021,13452,9113,8673,11554,24112,6944
10/17/2021,13460,9116,8679,11555,24116,6949
10/18/2021,13483,9145,8694,11564,24124,6960
10/19/2021,13499,9154,8706,11576,24131,6971
10/2/2021,13136,8912,8498,11436,24008,6110
10/20/2021,13507,9168,8712,11583,24137,6975
10/21/2021,13519,9182,8721,11597,24149,6981
10/22/2021,13553,9213,8741,11610,24178,7004
10/23/2021,13565,9214,8741,11614,24188,7009
10/24/2021,13573,9217,8744,11619,24198,7011
10/25/2021,13595,9228,8756,11627,24224,7014
10/26/2021,13612,9249,8773,11641,24254,7023
10/27/2021,13627,9269,8786,11653,24277,7026
10/28/2021,13654,9285,8805,11664,24322,7034
10/29/2021,13687,9303,8825,11683,24368,7089
10/3/2021,13141,8914,8500,11437,24009,6111
10/30/2021,13693,9308,8830,11688,24380,7095
10/31/2021,13699,9311,8831,11690,24384,7095
10/4/2021,13162,8921,8516,11442,24017,6119
10/5/2021,13198,8935,8527,11451,24021,6128
10/6/2021,13223,8954,8550,11460,24033,6134
10/7/2021,13255,8972,8566,11474,24047,6158
10/8/2021,13276,8993,8590,11488,24067,6182
10/9/2021,13293,8999,8595,11493,24068,6192
11/1/2021,13720,9324,8840,11704,24424,7104
11/10/2021,13927,9467,8969,11826,24640,7532
11/11/2021,13950,9490,8994,11843,24678,7637
11/12/2021,13998,9532,9029,11879,24729,7896
11/13/2021,14041,9574,9061,11895,24745,8601
11/14/2021,14059,9581,9075,11905,24747,8688
11/15/2021,14079,9605,9087,11919,24766,8793
11/16/2021,14114,9630,9098,11939,24788,8964
11/17/2021,14142,9647,9121,11958,24813,9332
11/18/2021,14166,9659,9137,11980,24848,9413
11/19/2021,14199,9688,9172,12007,24884,9543
11/2/2021,13745,9340,8851,11715,24450,7115
11/20/2021,14208,9709,9187,12016,24895,9905
11/21/2021,14218,9721,9201,12018,24902,9926
11/22/2021,14241,9738,9214,12042,24916,9990
11/23/2021,14263,9760,9229,12058,24948,10052
11/24/2021,14297,9782,9244,12076,24978,10131
11/25/2021,14297,9782,9244,12076,24978,10131
11/26/2021,14314,9787,9256,12093,24990,10186
11/27/2021,14331,9811,9265,12104,25001,10271
11/28/2021,14343,9820,9269,12115,25010,10292
11/29/2021,14378,9848,9286,12138,25041,10415
11/3/2021,13761,9359,8862,11726,24475,7124
11/30/2021,14412,9882,9298,12167,25071,10507
11/4/2021,13796,9377,8878,11745,24523,7170
