date,cases_MARICOPA
2021-02-05 00:00:00,81
2021-02-04 00:00:00,259
2021-02-03 00:00:00,1557
2021-02-02 00:00:00,2043
2021-02-01 00:00:00,2291
2021-01-31 00:00:00,1329
2021-01-30 00:00:00,1799
2021-01-29 00:00:00,2289
2021-01-28 00:00:00,2621
2021-01-27 00:00:00,3081
2021-01-26 00:00:00,3436
2021-01-25 00:00:00,3337
2021-01-24 00:00:00,2207
2021-01-23 00:00:00,2871
2021-01-22 00:00:00,3564
2021-01-21 00:00:00,4014
2021-01-20 00:00:00,4048
2021-01-19 00:00:00,4830
2021-01-18 00:00:00,4204
2021-01-17 00:00:00,2815
2021-01-16 00:00:00,3018
2021-01-15 00:00:00,4347
2021-01-14 00:00:00,4747
2021-01-13 00:00:00,4984
2021-01-12 00:00:00,5366
2021-01-11 00:00:00,5845
2021-01-10 00:00:00,3475
2021-01-09 00:00:00,4496
2021-01-08 00:00:00,5507
2021-01-07 00:00:00,6319
2021-01-06 00:00:00,6830
2021-01-05 00:00:00,7178
2021-01-04 00:00:00,7335
2021-01-03 00:00:00,4600
2021-01-02 00:00:00,4516
2021-01-01 00:00:00,2989
2020-12-31 00:00:00,5634
2020-12-30 00:00:00,6720
2020-12-29 00:00:00,7013
2020-12-28 00:00:00,6854
2020-12-27 00:00:00,4489
2020-12-26 00:00:00,3058
2020-12-25 00:00:00,878
2020-12-24 00:00:00,3345
2020-12-23 00:00:00,5129
2020-12-22 00:00:00,4859
2020-12-21 00:00:00,5151
2020-12-20 00:00:00,2698
2020-12-19 00:00:00,3366
2020-12-18 00:00:00,4240
2020-12-17 00:00:00,4604
2020-12-16 00:00:00,4349
2020-12-15 00:00:00,3808
2020-12-14 00:00:00,5008
2020-12-13 00:00:00,2585
2020-12-12 00:00:00,3163
2020-12-11 00:00:00,3860
2020-12-10 00:00:00,3866
2020-12-09 00:00:00,4481
2020-12-08 00:00:00,4448
2020-12-07 00:00:00,4292
2020-12-06 00:00:00,1739
2020-12-05 00:00:00,2637
2020-12-04 00:00:00,3068
2020-12-03 00:00:00,4414
2020-12-02 00:00:00,4424
2020-12-01 00:00:00,4356
2020-11-30 00:00:00,4385
2020-11-29 00:00:00,2636
2020-11-28 00:00:00,2495
2020-11-27 00:00:00,2427
2020-11-26 00:00:00,1262
2020-11-25 00:00:00,3079
2020-11-24 00:00:00,3367
2020-11-23 00:00:00,3278
2020-11-22 00:00:00,1757
2020-11-21 00:00:00,2187
2020-11-20 00:00:00,2654
2020-11-19 00:00:00,2787
2020-11-18 00:00:00,2887
2020-11-17 00:00:00,2663
2020-11-16 00:00:00,2328
2020-11-15 00:00:00,1207
2020-11-14 00:00:00,1553
2020-11-13 00:00:00,1837
2020-11-12 00:00:00,1953
2020-11-11 00:00:00,1628
2020-11-10 00:00:00,1801
2020-11-09 00:00:00,1618
2020-11-08 00:00:00,1024
2020-11-07 00:00:00,1237
2020-11-06 00:00:00,1434
2020-11-05 00:00:00,1570
2020-11-04 00:00:00,1536
2020-11-03 00:00:00,1433
2020-11-02 00:00:00,1336
2020-11-01 00:00:00,722
2020-10-31 00:00:00,768
2020-10-30 00:00:00,864
2020-10-29 00:00:00,977
2020-10-28 00:00:00,967
2020-10-27 00:00:00,877
2020-10-26 00:00:00,929
2020-10-25 00:00:00,429
2020-10-24 00:00:00,745
2020-10-23 00:00:00,720
2020-10-22 00:00:00,767
2020-10-21 00:00:00,796
2020-10-20 00:00:00,781
2020-10-19 00:00:00,830
2020-10-18 00:00:00,466
2020-10-17 00:00:00,472
2020-10-16 00:00:00,674
2020-10-15 00:00:00,564
2020-10-14 00:00:00,579
2020-10-13 00:00:00,648
2020-10-12 00:00:00,570
2020-10-11 00:00:00,313
2020-10-10 00:00:00,376
2020-10-09 00:00:00,477
2020-10-08 00:00:00,467
2020-10-07 00:00:00,496
2020-10-06 00:00:00,534
2020-10-05 00:00:00,481
2020-10-04 00:00:00,270
2020-10-03 00:00:00,324
2020-10-02 00:00:00,378
2020-10-01 00:00:00,346
2020-09-30 00:00:00,402
2020-09-29 00:00:00,345
2020-09-28 00:00:00,336
2020-09-27 00:00:00,172
2020-09-26 00:00:00,257
2020-09-25 00:00:00,314
2020-09-24 00:00:00,317
2020-09-23 00:00:00,373
2020-09-22 00:00:00,339
2020-09-21 00:00:00,307
2020-09-20 00:00:00,188
2020-09-19 00:00:00,215
2020-09-18 00:00:00,301
2020-09-17 00:00:00,326
2020-09-16 00:00:00,343
2020-09-15 00:00:00,322
2020-09-14 00:00:00,334
2020-09-13 00:00:00,118
2020-09-12 00:00:00,171
2020-09-11 00:00:00,236
2020-09-10 00:00:00,269
2020-09-09 00:00:00,280
2020-09-08 00:00:00,270
2020-09-07 00:00:00,87
2020-09-06 00:00:00,107
2020-09-05 00:00:00,127
2020-09-04 00:00:00,234
2020-09-03 00:00:00,246
2020-09-02 00:00:00,302
2020-09-01 00:00:00,342
2020-08-31 00:00:00,441
2020-08-30 00:00:00,152
2020-08-29 00:00:00,181
2020-08-28 00:00:00,341
2020-08-27 00:00:00,319
2020-08-26 00:00:00,507
2020-08-25 00:00:00,329
2020-08-24 00:00:00,367
2020-08-23 00:00:00,157
2020-08-22 00:00:00,251
2020-08-21 00:00:00,288
2020-08-20 00:00:00,284
2020-08-19 00:00:00,314
2020-08-18 00:00:00,296
2020-08-17 00:00:00,333
2020-08-16 00:00:00,172
2020-08-15 00:00:00,326
2020-08-14 00:00:00,393
2020-08-13 00:00:00,368
2020-08-12 00:00:00,433
2020-08-11 00:00:00,471
2020-08-10 00:00:00,488
2020-08-09 00:00:00,252
2020-08-08 00:00:00,358
2020-08-07 00:00:00,467
2020-08-06 00:00:00,568
2020-08-05 00:00:00,616
2020-08-04 00:00:00,670
2020-08-03 00:00:00,700
2020-08-02 00:00:00,371
2020-08-01 00:00:00,547
2020-07-31 00:00:00,740
2020-07-30 00:00:00,716
2020-07-29 00:00:00,823
2020-07-28 00:00:00,1119
2020-07-27 00:00:00,1047
2020-07-26 00:00:00,571
2020-07-25 00:00:00,829
2020-07-24 00:00:00,1245
2020-07-23 00:00:00,1124
