Category,value
tests,527962
Yuma,10581
Yavapai,13604
Santa Cruz,2043
Pinal,33754
Pima,53255
Navajo,4422
Mohave,11502
Maricopa,366719
La Paz,1585
Greenlee,205
Graham,1120
Gila,5855
Coconino,6646
Cochise,5866
Apache,1223
Unknown,452
65 years and older,123737
55 - 64 years,99728
45 - 54 years,93129
20 - 44 years,184478
Less than 20 years,26438
positive,0.1892408923369485
