date,Pinal_cume,Pinal
1/1/2021,1,
1/10/2021,2,1
1/11/2021,4,2
1/12/2021,10,6
1/13/2021,14,4
1/14/2021,15,1
1/15/2021,16,1
1/16/2021,45,29
1/17/2021,142,97
1/18/2021,376,234
1/19/2021,413,37
1/2/2021,574,161
1/20/2021,575,1
1/21/2021,920,345
1/22/2021,1458,538
1/23/2021,2197,739
1/24/2021,2870,673
1/25/2021,2890,20
1/26/2021,3189,299
1/27/2021,3219,30
1/28/2021,3788,569
1/29/2021,4486,698
1/3/2021,5181,695
1/30/2021,6065,884
1/31/2021,7020,955
1/4/2021,7993,973
1/5/2021,8015,22
1/6/2021,8464,449
1/7/2021,9082,618
1/8/2021,9885,803
1/9/2021,10867,982
12/1/2020,11767,900
12/16/2020,12840,1073
12/17/2020,12899,59
12/18/2020,13504,605
12/19/2020,14314,810
12/20/2020,15610,1296
12/21/2020,16907,1297
12/22/2020,18324,1417
12/23/2020,20281,1957
12/24/2020,20314,33
12/26/2020,21164,850
12/27/2020,22160,996
12/28/2020,23572,1412
12/29/2020,25156,1584
12/30/2020,26783,1627
12/31/2020,29312,2529
12/7/2020,29440,128
2/1/2021,30910,1470
2/10/2021,32559,1649
2/11/2021,34222,1663
2/12/2021,35943,1721
2/13/2021,37852,1909
2/14/2021,40176,2324
2/15/2021,40252,76
2/16/2021,41895,1643
2/17/2021,43423,1528
2/18/2021,45921,2498
2/19/2021,48651,2730
2/2/2021,51790,3139
2/20/2021,55166,3376
2/21/2021,55285,119
2/22/2021,56336,1051
2/23/2021,57896,1560
2/24/2021,59643,1747
2/25/2021,61485,1842
2/26/2021,62973,1488
2/27/2021,64643,1670
2/28/2021,64699,56
2/3/2021,65613,914
2/4/2021,66840,1227
2/5/2021,68684,1844
2/6/2021,71883,3199
2/7/2021,75080,3197
2/8/2021,78169,3089
2/9/2021,78526,357
3/1/2021,81126,2600
3/10/2021,83988,2862
3/11/2021,87561,3573
3/12/2021,91032,3471
3/13/2021,93703,2671
3/14/2021,96814,3111
3/15/2021,97172,358
3/16/2021,99600,2428
3/17/2021,102025,2425
3/18/2021,104856,2831
3/19/2021,108905,4049
3/2/2021,112269,3364
3/20/2021,114929,2660
3/21/2021,115303,374
3/22/2021,117516,2213
3/23/2021,120179,2663
3/24/2021,123097,2918
3/25/2021,126313,3216
3/26/2021,128851,2538
3/27/2021,129554,703
3/28/2021,130148,594
3/29/2021,132271,2123
3/3/2021,134790,2519
3/30/2021,138176,3386
3/31/2021,141470,3294
3/4/2021,145594,4124
3/5/2021,146833,1239
3/6/2021,148034,1201
3/7/2021,151081,3047
3/8/2021,154179,3098
3/9/2021,157814,3635
4/1/2021,161216,3402
4/10/2021,163115,1899
4/11/2021,165454,2339
4/12/2021,165948,494
4/13/2021,168363,2415
4/14/2021,171272,2909
4/15/2021,174738,3466
4/16/2021,177448,2710
4/17/2021,179616,2168
4/18/2021,180872,1256
4/19/2021,181340,468
4/2/2021,183720,2380
4/20/2021,185769,2049
4/21/2021,188537,2768
4/22/2021,191322,2785
4/23/2021,194409,3087
4/24/2021,195433,1024
4/25/2021,196137,704
4/26/2021,198366,2229
4/27/2021,201312,2946
4/28/2021,204923,3611
4/29/2021,207304,2381
4/3/2021,209024,1720
4/30/2021,210567,1543
4/4/2021,211679,1112
4/5/2021,213730,2051
4/6/2021,216027,2297
4/7/2021,218430,2403
4/8/2021,219967,1537
4/9/2021,221472,1505
5/1/2021,222171,699
5/10/2021,222656,485
5/11/2021,224049,1393
5/12/2021,225859,1810
5/13/2021,228006,2147
5/14/2021,229819,1813
5/15/2021,231279,1460
5/16/2021,232499,1220
5/17/2021,232977,478
5/18/2021,234239,1262
5/19/2021,235635,1396
5/2/2021,238327,2692
5/20/2021,240047,1720
5/21/2021,242135,2088
5/22/2021,243157,1022
5/23/2021,243771,614
5/24/2021,245403,1632
5/25/2021,246978,1575
5/26/2021,248701,1723
5/27/2021,250487,1786
5/28/2021,251691,1204
5/29/2021,252556,865
5/3/2021,252959,403
5/30/2021,253903,944
5/31/2021,255047,1144
5/4/2021,256334,1287
5/5/2021,257384,1050
5/6/2021,258597,1213
5/7/2021,259131,534
5/8/2021,259515,384
