date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2020-09-16 00:00:00,85,0,0,,,
2020-09-15 00:00:00,29,0,0,2.0,1.0,0.5
2020-09-14 00:00:00,52,5,0.0961538461538462,7.0,1.0,0.1428571428571429
2020-09-13 00:00:00,22,7,0.3181818181818182,3.0,2.0,0.6666666666666666
2020-09-12 00:00:00,19,2,0.1052631578947368,2.0,0.0,0
2020-09-11 00:00:00,56,1,0.0178571428571429,,,
2020-09-10 00:00:00,87,1,0.0114942528735632,2.0,0.0,0
2020-09-09 00:00:00,45,2,0.0444444444444444,3.0,1.0,0.3333333333333333
2020-09-08 00:00:00,47,2,0.0425531914893617,4.0,0.0,0
2020-09-07 00:00:00,4,1,0.25,3.0,0.0,0
2020-09-06 00:00:00,4,0,0,,,
2020-09-05 00:00:00,10,0,0,2.0,0.0,0
2020-09-04 00:00:00,48,0,0,2.0,0.0,0
2020-09-03 00:00:00,41,4,0.0975609756097561,3.0,0.0,0
2020-09-02 00:00:00,46,0,0,4.0,0.0,0
2020-09-01 00:00:00,42,7,0.1666666666666667,8.0,1.0,0.125
2020-08-31 00:00:00,30,1,0.0333333333333333,6.0,1.0,0.1666666666666667
2020-08-30 00:00:00,25,4,0.16,3.0,0.0,0
2020-08-29 00:00:00,18,1,0.0555555555555556,6.0,2.0,0.3333333333333333
2020-08-28 00:00:00,97,3,0.0309278350515464,7.0,1.0,0.1428571428571429
2020-08-27 00:00:00,110,3,0.0272727272727273,2.0,0.0,0
2020-08-26 00:00:00,56,3,0.0535714285714286,2.0,0.0,0
2020-08-25 00:00:00,43,4,0.0930232558139535,4.0,0.0,0
2020-08-24 00:00:00,39,2,0.0512820512820513,4.0,0.0,0
2020-08-23 00:00:00,9,1,0.1111111111111111,,,
2020-08-22 00:00:00,21,1,0.0476190476190476,1.0,0.0,0
2020-08-21 00:00:00,107,8,0.0747663551401869,9.0,4.0,0.4444444444444444
2020-08-20 00:00:00,138,2,0.0144927536231884,1.0,0.0,0
2020-08-19 00:00:00,59,2,0.0338983050847458,7.0,0.0,0
2020-08-18 00:00:00,84,5,0.0595238095238095,3.0,0.0,0
2020-08-17 00:00:00,116,2,0.0172413793103448,5.0,0.0,0
2020-08-16 00:00:00,11,1,0.0909090909090909,1.0,1.0,1
2020-08-15 00:00:00,15,1,0.0666666666666667,4.0,1.0,0.25
2020-08-14 00:00:00,80,5,0.0625,2.0,0.0,0
2020-08-13 00:00:00,42,2,0.0476190476190476,1.0,0.0,0
2020-08-12 00:00:00,62,6,0.0967741935483871,7.0,2.0,0.2857142857142857
2020-08-11 00:00:00,55,2,0.0363636363636364,5.0,0.0,0
2020-08-10 00:00:00,61,9,0.1475409836065574,3.0,2.0,0.6666666666666666
2020-08-09 00:00:00,12,1,0.0833333333333333,1.0,0.0,0
2020-08-08 00:00:00,25,2,0.08,,,
2020-08-07 00:00:00,73,8,0.1095890410958904,2.0,1.0,0.5
2020-08-06 00:00:00,49,8,0.163265306122449,23.0,1.0,0.0434782608695652
2020-08-05 00:00:00,53,6,0.1132075471698113,6.0,0.0,0
2020-08-04 00:00:00,52,4,0.0769230769230769,6.0,1.0,0.1666666666666667
2020-08-03 00:00:00,38,4,0.1052631578947368,4.0,2.0,0.5
2020-08-02 00:00:00,21,3,0.1428571428571429,3.0,0.0,0
2020-08-01 00:00:00,238,6,0.0252100840336134,2.0,2.0,1
2020-07-31 00:00:00,204,4,0.0196078431372549,8.0,0.0,0
2020-07-30 00:00:00,43,8,0.186046511627907,8.0,3.0,0.375
2020-07-29 00:00:00,43,4,0.0930232558139535,8.0,3.0,0.375
2020-07-28 00:00:00,36,4,0.1111111111111111,7.0,1.0,0.1428571428571429
2020-07-27 00:00:00,47,4,0.0851063829787234,9.0,5.0,0.5555555555555556
2020-07-26 00:00:00,208,10,0.0480769230769231,,,
2020-07-25 00:00:00,350,18,0.0514285714285714,6.0,1.0,0.1666666666666667
2020-07-24 00:00:00,46,4,0.0869565217391304,11.0,2.0,0.1818181818181818
2020-07-23 00:00:00,50,7,0.14,10.0,1.0,0.1
2020-07-22 00:00:00,63,11,0.1746031746031746,6.0,2.0,0.3333333333333333
2020-07-21 00:00:00,65,12,0.1846153846153846,8.0,3.0,0.375
2020-07-20 00:00:00,80,12,0.15,9.0,1.0,0.1111111111111111
2020-07-19 00:00:00,10,2,0.2,1.0,1.0,1
2020-07-18 00:00:00,36,9,0.25,,,
2020-07-17 00:00:00,66,9,0.1363636363636364,10.0,0.0,0
2020-07-16 00:00:00,71,16,0.2253521126760564,5.0,3.0,0.6
2020-07-15 00:00:00,59,11,0.1864406779661017,6.0,1.0,0.1666666666666667
2020-07-14 00:00:00,69,8,0.1159420289855073,9.0,1.0,0.1111111111111111
2020-07-13 00:00:00,107,19,0.1775700934579439,10.0,4.0,0.4
2020-07-12 00:00:00,22,2,0.0909090909090909,2.0,0.0,0
2020-07-11 00:00:00,39,7,0.1794871794871795,4.0,1.0,0.25
2020-07-10 00:00:00,98,28,0.2857142857142857,16.0,4.0,0.25
2020-07-09 00:00:00,90,15,0.1666666666666667,9.0,3.0,0.3333333333333333
2020-07-08 00:00:00,107,27,0.2523364485981308,7.0,1.0,0.1428571428571429
2020-07-07 00:00:00,127,32,0.2519685039370079,15.0,4.0,0.2666666666666667
2020-07-06 00:00:00,127,39,0.3070866141732284,7.0,0.0,0
2020-07-05 00:00:00,27,8,0.2962962962962963,2.0,0.0,0
2020-07-04 00:00:00,15,6,0.4,2.0,0.0,0
2020-07-03 00:00:00,58,12,0.2068965517241379,2.0,0.0,0
2020-07-02 00:00:00,157,44,0.2802547770700637,7.0,0.0,0
2020-07-01 00:00:00,136,39,0.2867647058823529,4.0,0.0,0
2020-06-30 00:00:00,140,53,0.3785714285714286,11.0,1.0,0.0909090909090909
2020-06-29 00:00:00,173,53,0.3063583815028902,16.0,3.0,0.1875
2020-06-28 00:00:00,21,7,0.3333333333333333,4.0,0.0,0
2020-06-27 00:00:00,61,27,0.4426229508196721,1.0,0.0,0
2020-06-26 00:00:00,158,50,0.3164556962025317,8.0,1.0,0.125
2020-06-25 00:00:00,186,63,0.3387096774193548,8.0,2.0,0.25
2020-06-24 00:00:00,152,38,0.25,9.0,1.0,0.1111111111111111
2020-06-23 00:00:00,120,34,0.2833333333333334,11.0,2.0,0.1818181818181818
2020-06-22 00:00:00,157,48,0.3057324840764331,22.0,6.0,0.2727272727272727
2020-06-21 00:00:00,40,17,0.425,3.0,0.0,0
2020-06-20 00:00:00,89,23,0.2584269662921349,5.0,0.0,0
2020-06-19 00:00:00,187,44,0.2352941176470588,18.0,2.0,0.1111111111111111
2020-06-18 00:00:00,172,47,0.2732558139534884,16.0,2.0,0.125
2020-06-17 00:00:00,174,60,0.3448275862068966,16.0,1.0,0.0625
2020-06-16 00:00:00,203,63,0.3103448275862069,20.0,1.0,0.05
2020-06-15 00:00:00,203,64,0.3152709359605912,21.0,1.0,0.0476190476190476
2020-06-14 00:00:00,45,9,0.2,3.0,0.0,0
2020-06-13 00:00:00,106,34,0.3207547169811321,,,
2020-06-12 00:00:00,211,62,0.2938388625592417,32.0,0.0,0
2020-06-11 00:00:00,213,45,0.2112676056338028,33.0,5.0,0.1515151515151515
2020-06-10 00:00:00,245,84,0.3428571428571429,26.0,1.0,0.0384615384615385
2020-06-09 00:00:00,241,78,0.3236514522821577,39.0,5.0,0.1282051282051282
2020-06-08 00:00:00,223,74,0.3318385650224216,26.0,2.0,0.0769230769230769
2020-06-07 00:00:00,80,28,0.35,2.0,0.0,0
2020-06-06 00:00:00,104,37,0.3557692307692308,6.0,0.0,0
2020-06-05 00:00:00,188,47,0.25,30.0,0.0,0
2020-06-04 00:00:00,160,49,0.30625,13.0,0.0,0
2020-06-03 00:00:00,129,39,0.3023255813953488,13.0,0.0,0
2020-06-02 00:00:00,105,45,0.4285714285714286,17.0,0.0,0
2020-06-01 00:00:00,109,39,0.3577981651376147,9.0,0.0,0
2020-05-31 00:00:00,26,6,0.2307692307692308,2.0,0.0,0
2020-05-30 00:00:00,52,14,0.2692307692307692,8.0,0.0,0
2020-05-29 00:00:00,81,14,0.1728395061728395,11.0,0.0,0
2020-05-28 00:00:00,83,24,0.2891566265060241,21.0,0.0,0
2020-05-27 00:00:00,108,33,0.3055555555555556,17.0,0.0,0
2020-05-26 00:00:00,96,34,0.3541666666666667,24.0,0.0,0
2020-05-25 00:00:00,27,14,0.5185185185185186,4.0,0.0,0
2020-05-24 00:00:00,31,9,0.2903225806451613,2.0,0.0,0
