date,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE
2021-07-18 00:00:00,13,2,0.1538461538461539,,,
2021-07-17 00:00:00,20,3,0.15,,,
2021-07-16 00:00:00,18,7,0.3888888888888889,,,
2021-07-15 00:00:00,20,1,0.05,1,0,0
2021-07-14 00:00:00,28,3,0.1071428571428571,,,
2021-07-13 00:00:00,40,3,0.075,2,1,0.5
2021-07-12 00:00:00,27,2,0.0740740740740741,,,
2021-07-11 00:00:00,9,0,0,,,
2021-07-10 00:00:00,20,1,0.05,,,
2021-07-09 00:00:00,25,2,0.08,,,
2021-07-08 00:00:00,36,0,0,,,
2021-07-07 00:00:00,30,2,0.0666666666666667,1,1,1
2021-07-06 00:00:00,26,3,0.1153846153846154,,,
2021-07-05 00:00:00,20,1,0.05,,,
2021-07-04 00:00:00,7,2,0.2857142857142857,,,
2021-07-03 00:00:00,14,0,0,,,
2021-07-02 00:00:00,27,1,0.037037037037037,1,1,1
2021-07-01 00:00:00,29,1,0.0344827586206897,,,
2021-06-30 00:00:00,17,1,0.0588235294117647,,,
2021-06-29 00:00:00,16,0,0,1,0,0
2021-06-28 00:00:00,27,1,0.037037037037037,1,1,1
2021-06-27 00:00:00,12,0,0,,,
2021-06-26 00:00:00,6,0,0,1,1,1
2021-06-25 00:00:00,8,1,0.125,1,0,0
2021-06-24 00:00:00,15,4,0.2666666666666667,2,0,0
2021-06-23 00:00:00,18,0,0,3,2,0.6666666666666666
2021-06-22 00:00:00,21,0,0,28,20,0.7142857142857144
2021-06-21 00:00:00,13,2,0.1538461538461539,,,
2021-06-20 00:00:00,9,0,0,,,
2021-06-19 00:00:00,14,0,0,1,0,0
2021-06-18 00:00:00,16,0,0,1,0,0
2021-06-17 00:00:00,11,1,0.0909090909090909,1,0,0
2021-06-16 00:00:00,21,2,0.0952380952380952,,,
2021-06-15 00:00:00,5,0,0,,,
2021-06-14 00:00:00,20,3,0.15,2,1,0.5
2021-06-13 00:00:00,10,1,0.1,,,
2021-06-12 00:00:00,18,1,0.0555555555555556,1,0,0
2021-06-11 00:00:00,16,0,0,2,1,0.5
2021-06-10 00:00:00,14,1,0.0714285714285714,1,1,1
2021-06-09 00:00:00,17,2,0.1176470588235294,2,2,1
2021-06-08 00:00:00,18,1,0.0555555555555556,,,
2021-06-07 00:00:00,30,1,0.0333333333333333,1,1,1
2021-06-06 00:00:00,6,0,0,,,
2021-06-05 00:00:00,5,0,0,1,1,1
2021-06-04 00:00:00,19,1,0.0526315789473684,1,0,0
2021-06-03 00:00:00,16,0,0,,,
2021-06-02 00:00:00,21,2,0.0952380952380952,1,1,1
2021-06-01 00:00:00,29,2,0.0689655172413793,3,3,1
2021-05-31 00:00:00,8,1,0.125,,,
2021-05-30 00:00:00,12,1,0.0833333333333333,,,
2021-05-29 00:00:00,11,1,0.0909090909090909,,,
2021-05-28 00:00:00,16,0,0,,,
2021-05-27 00:00:00,12,1,0.0833333333333333,,,
2021-05-26 00:00:00,22,1,0.0454545454545455,,,
2021-05-25 00:00:00,25,1,0.04,1,0,0
2021-05-24 00:00:00,17,2,0.1176470588235294,3,2,0.6666666666666666
2021-05-23 00:00:00,16,0,0,,,
2021-05-22 00:00:00,13,0,0,1,1,1
2021-05-21 00:00:00,23,0,0,,,
2021-05-20 00:00:00,19,0,0,3,2,0.6666666666666666
2021-05-19 00:00:00,20,0,0,1,0,0
2021-05-18 00:00:00,21,2,0.0952380952380952,1,0,0
2021-05-17 00:00:00,20,0,0,1,0,0
2021-05-16 00:00:00,11,1,0.0909090909090909,,,
2021-05-15 00:00:00,3,0,0,,,
2021-05-14 00:00:00,19,0,0,2,0,0
2021-05-13 00:00:00,18,1,0.0555555555555556,1,0,0
2021-05-12 00:00:00,31,2,0.0645161290322581,1,1,1
2021-05-11 00:00:00,25,1,0.04,1,1,1
2021-05-10 00:00:00,50,2,0.04,1,0,0
2021-05-09 00:00:00,7,1,0.1428571428571429,,,
2021-05-08 00:00:00,7,0,0,,,
2021-05-07 00:00:00,31,1,0.032258064516129,3,0,0
2021-05-06 00:00:00,15,2,0.1333333333333333,,,
2021-05-05 00:00:00,17,0,0,,,
2021-05-04 00:00:00,26,0,0,,,
2021-05-03 00:00:00,29,2,0.0689655172413793,3,2,0.6666666666666666
2021-05-02 00:00:00,3,1,0.3333333333333333,,,
2021-05-01 00:00:00,4,0,0,1,1,1
2021-04-30 00:00:00,33,1,0.0303030303030303,1,0,0
2021-04-29 00:00:00,18,2,0.1111111111111111,1,1,1
2021-04-28 00:00:00,16,0,0,2,2,1
2021-04-27 00:00:00,23,0,0,12,8,0.6666666666666666
2021-04-26 00:00:00,26,1,0.0384615384615385,5,3,0.6
2021-04-25 00:00:00,5,0,0,,,
2021-04-24 00:00:00,20,0,0,2,2,1
2021-04-23 00:00:00,18,2,0.1111111111111111,5,1,0.2
2021-04-22 00:00:00,24,1,0.0416666666666667,1,0,0
2021-04-21 00:00:00,19,0,0,20,8,0.4
2021-04-20 00:00:00,28,0,0,4,1,0.25
2021-04-19 00:00:00,28,1,0.0357142857142857,2,1,0.5
2021-04-18 00:00:00,17,1,0.0588235294117647,,,
2021-04-17 00:00:00,13,0,0,2,2,1
2021-04-16 00:00:00,23,2,0.0869565217391304,1,0,0
2021-04-15 00:00:00,32,2,0.0625,3,0,0
2021-04-14 00:00:00,22,0,0,6,6,1
2021-04-13 00:00:00,24,2,0.0833333333333333,1,0,0
2021-04-12 00:00:00,23,1,0.0434782608695652,3,2,0.6666666666666666
2021-04-11 00:00:00,18,0,0,1,1,1
2021-04-10 00:00:00,18,0,0,3,2,0.6666666666666666
2021-04-09 00:00:00,37,0,0,,,
2021-04-08 00:00:00,37,1,0.027027027027027,1,0,0
2021-04-07 00:00:00,34,2,0.0588235294117647,3,0,0
2021-04-06 00:00:00,29,0,0,4,4,1
2021-04-05 00:00:00,33,1,0.0303030303030303,7,4,0.5714285714285714
2021-04-04 00:00:00,5,0,0,,,
2021-04-03 00:00:00,13,1,0.0769230769230769,,,
2021-04-02 00:00:00,24,1,0.0416666666666667,,,
2021-04-01 00:00:00,33,2,0.0606060606060606,,,
2021-03-31 00:00:00,37,1,0.027027027027027,,,
2021-03-30 00:00:00,43,1,0.0232558139534884,,,
2021-03-29 00:00:00,34,1,0.0294117647058824,2,1,0.5
2021-03-28 00:00:00,7,0,0,,,
2021-03-27 00:00:00,10,1,0.1,1,0,0
2021-03-26 00:00:00,24,0,0,,,
2021-03-25 00:00:00,32,0,0,,,
2021-03-24 00:00:00,25,1,0.04,1,1,1
2021-03-23 00:00:00,31,0,0,,,
2021-03-22 00:00:00,42,2,0.0476190476190476,2,1,0.5
2021-03-21 00:00:00,8,0,0,1,1,1
2021-03-20 00:00:00,7,0,0,,,
2021-03-19 00:00:00,37,1,0.027027027027027,,,
2021-03-18 00:00:00,38,0,0,2,0,0
2021-03-17 00:00:00,40,0,0,2,2,1
2021-03-16 00:00:00,27,1,0.037037037037037,2,1,0.5
2021-03-15 00:00:00,36,1,0.0277777777777778,,,
2021-03-14 00:00:00,11,1,0.0909090909090909,,,
2021-03-13 00:00:00,16,0,0,,,
2021-03-12 00:00:00,55,5,0.0909090909090909,1,1,1
2021-03-11 00:00:00,37,0,0,4,4,1
2021-03-10 00:00:00,35,0,0,,,
