date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,931,866,652,485,243,5
1/10/2021,1271,1207,941,718,520,8
1/11/2021,1331,1295,1006,755,863,8
1/12/2021,1391,1366,1081,809,1187,9
1/13/2021,1476,1440,1156,872,1523,9
1/14/2021,1495,1460,1184,896,1611,9
1/15/2021,1524,1476,1205,925,1701,9
1/16/2021,1528,1477,1209,926,1706,9
1/17/2021,1530,1480,1210,927,1710,9
1/18/2021,1538,1487,1220,931,1728,9
1/19/2021,1581,1513,1251,960,1842,14
1/2/2021,933,867,652,487,244,5
1/20/2021,1595,1521,1260,971,1874,15
1/21/2021,1715,1708,1437,1071,2395,18
1/22/2021,1824,1803,1522,1150,3063,18
1/23/2021,1853,1842,1547,1181,3099,19
1/24/2021,1854,1844,1550,1184,3110,19
1/25/2021,1887,1918,1614,1235,3268,19
1/26/2021,2016,2059,1754,1373,3425,27
1/27/2021,2155,2213,1872,1470,3634,27
1/28/2021,2308,2364,2058,1688,4337,28
1/29/2021,2463,2494,2225,1830,5425,30
1/3/2021,935,867,652,487,244,5
1/30/2021,2501,2526,2263,1903,6286,30
1/31/2021,2502,2527,2263,1904,6303,30
1/4/2021,989,923,693,518,283,5
1/5/2021,1075,1019,759,564,318,5
1/6/2021,1188,1132,855,632,388,8
1/7/2021,1231,1174,912,671,419,8
1/8/2021,1264,1203,937,712,509,8
1/9/2021,1266,1204,941,716,514,8
10/1/2021,30687,17890,17844,19802,32152,15620
10/10/2021,31096,18067,17953,19873,32232,15814
10/11/2021,31145,18098,17971,19893,32241,15844
10/12/2021,31175,18122,17980,19898,32246,15871
10/13/2021,31210,18140,17992,19905,32252,15892
10/14/2021,31279,18162,18021,19922,32264,15921
10/15/2021,31342,18185,18040,19938,32273,15943
10/16/2021,31369,18197,18050,19950,32277,15956
10/17/2021,31383,18204,18054,19952,32277,15964
10/18/2021,31433,18239,18072,19967,32289,16012
10/19/2021,31468,18257,18084,19988,32305,16040
10/2/2021,30708,17898,17855,19808,32157,15644
10/20/2021,31495,18269,18095,20002,32313,16064
10/21/2021,31543,18295,18115,20019,32330,16076
10/22/2021,31639,18340,18139,20037,32360,16116
10/23/2021,31694,18361,18148,20052,32377,16131
10/24/2021,31710,18378,18160,20060,32384,16137
10/25/2021,31775,18407,18178,20073,32425,16166
10/26/2021,31829,18443,18191,20101,32468,16180
10/27/2021,31871,18468,18225,20117,32513,16199
10/28/2021,31928,18505,18251,20149,32554,16225
10/29/2021,32025,18538,18267,20171,32591,16244
10/3/2021,30715,17901,17860,19809,32159,15652
10/30/2021,32079,18554,18274,20177,32600,16258
10/31/2021,32088,18557,18279,20180,32603,16261
10/4/2021,30756,17919,17879,19819,32168,15675
10/5/2021,30904,17958,17897,19832,32183,15706
10/6/2021,30957,17996,17912,19842,32197,15742
10/7/2021,30998,18006,17926,19851,32203,15770
10/8/2021,31045,18038,17938,19861,32217,15794
10/9/2021,31081,18057,17944,19866,32226,15807
11/1/2021,32152,18585,18299,20201,32648,16330
11/10/2021,32610,18823,18489,20430,32999,19228
11/11/2021,32654,18841,18505,20450,33019,19390
11/12/2021,32722,18872,18528,20478,33065,19669
11/13/2021,32777,18901,18541,20493,33072,20248
11/14/2021,32799,18924,18553,20508,33081,20302
11/15/2021,32894,18978,18587,20532,33142,20661
11/16/2021,32945,19014,18618,20569,33202,20834
11/17/2021,33013,19058,18644,20604,33275,21087
11/18/2021,33120,19112,18688,20638,33338,21329
11/19/2021,33225,19171,18730,20670,33382,21540
11/2/2021,32207,18616,18321,20215,32700,16363
11/20/2021,33260,19186,18746,20689,33395,21625
11/21/2021,33283,19191,18758,20696,33403,21683
11/22/2021,33353,19220,18784,20730,33449,21882
11/23/2021,33550,19265,18823,20766,33512,22184
11/24/2021,33644,19299,18852,20804,33566,22428
11/25/2021,33645,19299,18852,20804,33566,22429
11/26/2021,33677,19317,18870,20826,33595,22533
11/27/2021,33698,19335,18892,20846,33616,22601
11/28/2021,33711,19350,18906,20862,33631,22621
11/29/2021,33764,19385,18933,20895,33705,22796
11/3/2021,32269,18638,18338,20238,32739,16489
