date,pcr_tests_YUMA,pcr_pos_test_YUMA,pcr_positivity_YUMA
2021-12-16 00:00:00,14,0,0
2021-12-15 00:00:00,237,20,0.0843881856540084
2021-12-14 00:00:00,439,62,0.1412300683371299
2021-12-13 00:00:00,795,69,0.0867924528301887
2021-12-12 00:00:00,195,14,0.0717948717948718
2021-12-11 00:00:00,196,20,0.1020408163265306
2021-12-10 00:00:00,732,65,0.0887978142076503
2021-12-09 00:00:00,586,51,0.0870307167235495
2021-12-08 00:00:00,702,60,0.0854700854700855
2021-12-07 00:00:00,638,59,0.0924764890282132
2021-12-06 00:00:00,800,63,0.07875
2021-12-05 00:00:00,235,20,0.0851063829787234
2021-12-04 00:00:00,216,17,0.0787037037037037
2021-12-03 00:00:00,708,59,0.0833333333333333
2021-12-02 00:00:00,648,62,0.095679012345679
2021-12-01 00:00:00,574,48,0.083623693379791
2021-11-30 00:00:00,725,78,0.1075862068965517
2021-11-29 00:00:00,954,104,0.1090146750524109
2021-11-28 00:00:00,156,25,0.1602564102564103
2021-11-27 00:00:00,193,22,0.1139896373056995
2021-11-26 00:00:00,509,24,0.0471512770137525
2021-11-25 00:00:00,84,8,0.0952380952380952
2021-11-24 00:00:00,420,46,0.1095238095238095
2021-11-23 00:00:00,556,56,0.1007194244604317
2021-11-22 00:00:00,662,77,0.1163141993957704
2021-11-21 00:00:00,207,20,0.0966183574879227
2021-11-20 00:00:00,244,27,0.110655737704918
2021-11-19 00:00:00,691,53,0.0767004341534009
2021-11-18 00:00:00,599,48,0.0801335559265442
2021-11-17 00:00:00,642,53,0.0825545171339564
2021-11-16 00:00:00,603,66,0.109452736318408
2021-11-15 00:00:00,895,64,0.0715083798882682
2021-11-14 00:00:00,230,20,0.0869565217391304
2021-11-13 00:00:00,231,23,0.0995670995670996
2021-11-12 00:00:00,723,52,0.0719225449515906
2021-11-11 00:00:00,614,53,0.0863192182410423
2021-11-10 00:00:00,409,49,0.1198044009779951
2021-11-09 00:00:00,353,30,0.084985835694051
2021-11-08 00:00:00,547,52,0.0950639853747715
