date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,333,323,274,286,208,2
1/10/2021,450,461,387,395,645,5
1/11/2021,462,477,409,412,843,5
1/12/2021,468,485,416,422,1059,6
1/13/2021,487,518,439,449,1374,6
1/14/2021,492,526,452,460,1624,6
1/15/2021,497,533,462,471,2050,6
1/16/2021,512,539,470,483,2407,6
1/17/2021,515,540,473,485,2421,6
1/18/2021,518,545,480,494,2598,6
1/19/2021,535,557,492,510,2803,6
1/2/2021,334,326,278,289,211,2
1/20/2021,545,572,507,534,3182,6
1/21/2021,551,586,519,557,3561,6
1/22/2021,564,594,527,565,3728,6
1/23/2021,590,631,561,600,4086,6
1/24/2021,600,635,567,621,4159,6
1/25/2021,621,656,603,664,4348,6
1/26/2021,643,699,652,722,4562,7
1/27/2021,672,736,694,767,4946,7
1/28/2021,721,774,747,844,5562,8
1/29/2021,762,818,815,915,5929,8
1/3/2021,345,340,290,304,236,2
1/30/2021,764,823,817,920,5947,8
1/31/2021,769,826,820,928,5974,8
1/4/2021,351,349,295,306,257,2
1/5/2021,370,376,309,321,268,2
1/6/2021,391,394,328,345,286,3
1/7/2021,399,401,338,354,316,3
1/8/2021,429,434,367,377,347,4
1/9/2021,444,457,387,393,642,5
10/1/2021,12546,8545,8111,11029,22971,6003
10/10/2021,12694,8623,8201,11081,23026,6081
10/11/2021,12708,8635,8209,11086,23034,6091
10/12/2021,12728,8641,8214,11091,23037,6103
10/13/2021,12746,8659,8219,11094,23041,6115
10/14/2021,12779,8679,8238,11111,23052,6126
10/15/2021,12798,8694,8250,11126,23059,6131
10/16/2021,12830,8723,8264,11135,23063,6685
10/17/2021,12839,8725,8270,11136,23067,6692
10/18/2021,12858,8747,8283,11146,23076,6704
10/19/2021,12876,8755,8294,11158,23084,6711
10/2/2021,12554,8546,8115,11032,22972,6010
10/20/2021,12883,8767,8300,11163,23090,6716
10/21/2021,12893,8779,8308,11177,23098,6723
10/22/2021,12924,8809,8327,11189,23120,6742
10/23/2021,12935,8810,8328,11194,23129,6747
10/24/2021,12940,8811,8331,11199,23138,6748
10/25/2021,12954,8821,8342,11206,23170,6752
10/26/2021,12969,8842,8355,11215,23188,6758
10/27/2021,12985,8858,8368,11227,23214,6760
10/28/2021,13007,8872,8383,11238,23251,6770
10/29/2021,13028,8885,8400,11253,23283,6786
10/3/2021,12559,8547,8117,11032,22972,6011
10/30/2021,13034,8888,8405,11259,23290,6790
10/31/2021,13038,8890,8405,11261,23295,6790
10/4/2021,12580,8552,8133,11036,22980,6018
10/5/2021,12612,8566,8143,11044,22984,6028
10/6/2021,12633,8583,8163,11052,22995,6036
10/7/2021,12657,8595,8175,11063,23004,6053
10/8/2021,12672,8612,8192,11077,23022,6073
10/9/2021,12688,8619,8197,11080,23024,6081
11/1/2021,13057,8901,8414,11272,23322,6800
11/10/2021,13261,9039,8542,11385,23532,7224
11/11/2021,13284,9061,8561,11400,23560,7325
11/12/2021,13329,9101,8594,11432,23609,7581
11/13/2021,13366,9136,8621,11444,23625,8162
11/14/2021,13382,9143,8632,11454,23629,8211
11/15/2021,13397,9166,8646,11468,23651,8310
11/16/2021,13419,9185,8659,11485,23675,8440
11/17/2021,13443,9198,8679,11499,23699,8717
11/18/2021,13467,9212,8693,11519,23731,8795
11/19/2021,13497,9243,8727,11547,23766,8913
11/2/2021,13084,8917,8425,11282,23343,6811
11/20/2021,13506,9267,8740,11554,23776,9249
11/21/2021,13513,9281,8754,11556,23782,9270
11/22/2021,13536,9297,8764,11575,23793,9324
11/23/2021,13561,9317,8781,11591,23827,9379
11/24/2021,13593,9338,8793,11609,23851,9454
11/25/2021,13593,9338,8793,11609,23851,9454
11/26/2021,13606,9344,8805,11627,23860,9509
11/27/2021,13622,9367,8814,11636,23870,9592
11/28/2021,13637,9377,8819,11647,23878,9613
11/29/2021,13669,9397,8835,11668,23905,9721
11/3/2021,13098,8934,8435,11290,23358,6818
11/30/2021,13699,9424,8845,11694,23933,9795
11/4/2021,13130,8950,8450,11307,23405,6864
11/5/2021,13179,8973,8482,11330,23441,7026
11/6/2021,13188,8979,8489,11339,23448,7060
11/7/2021,13198,8982,8491,11341,23455,7072
11/8/2021,13219,9000,8504,11359,23480,7098
11/9/2021,13238,9018,8525,11374,23511,7155
12/1/2020,,1,,1,1,
12/1/2021,13739,9459,8877,11731,23964,9879
12/10/2020,,1,,1,1,
12/10/2021,13968,9621,9054,11909,24213,10696
12/11/2020,,1,,1,1,
12/11/2021,13982,9636,9064,11919,24231,10800
12/12/2020,,1,,1,1,
12/12/2021,13992,9649,9075,11923,24238,10811
12/13/2020,,1,,1,1,
12/13/2021,14016,9663,9086,11940,24255,10854
12/14/2020,,1,,1,1,
12/14/2021,14041,9674,9099,11958,24267,10886
12/15/2020,,1,1,1,1,
12/15/2021,14069,9687,9109,11986,24290,10921
12/16/2020,,1,2,1,1,
12/16/2021,14083,9694,9111,12002,24295,10950
12/17/2020,,1,7,4,4,
12/18/2020,1,3,8,8,4,
12/19/2020,1,5,10,9,5,
12/2/2020,,1,,1,1,
12/2/2021,13768,9487,8899,11756,23995,9969
12/20/2020,1,5,11,9,5,
12/21/2020,3,7,12,13,7,
12/22/2020,71,83,61,63,19,
12/23/2020,177,182,151,155,44,1
12/24/2020,207,210,177,170,54,1
12/25/2020,207,210,177,170,54,1
12/26/2020,209,215,179,181,55,1
12/27/2020,209,215,179,181,55,1
12/28/2020,225,230,199,200,67,1
12/29/2020,241,249,212,219,74,1
12/3/2020,,1,,1,1,
12/3/2021,13816,9514,8939,11788,24048,10119
12/30/2020,285,285,247,254,130,1
12/31/2020,330,319,271,283,190,2
12/4/2020,,1,,1,1,
12/4/2021,13829,9532,8950,11798,24053,10216
12/5/2020,,1,,1,1,
12/5/2021,13840,9540,8954,11803,24058,10230
12/6/2020,,1,,1,1,
12/6/2021,13858,9551,8966,11816,24068,10273
12/7/2020,,1,,1,1,
12/7/2021,13881,9564,8985,11836,24086,10315
12/8/2020,,1,,1,1,
12/8/2021,13897,9577,9004,11848,24110,10467
12/9/2020,,1,,1,1,
12/9/2021,13923,9599,9023,11875,24154,10556
2/1/2021,777,842,833,947,6140,8
2/10/2021,1037,1082,1078,1246,8068,14
2/11/2021,1151,1196,1213,1402,9103,17
2/12/2021,1222,1254,1277,1480,9780,21
2/13/2021,1246,1269,1300,1512,9966,22
2/14/2021,1246,1270,1300,1512,9978,22
2/15/2021,1249,1281,1314,1526,10134,22
2/16/2021,1256,1287,1322,1549,10365,24
2/17/2021,1262,1294,1337,1573,10543,24
2/18/2021,1267,1307,1353,1597,10734,24
2/19/2021,1271,1312,1365,1612,10917,25
2/2/2021,785,854,844,965,6285,9
2/20/2021,1276,1318,1374,1619,10929,25
2/21/2021,1278,1318,1376,1624,10936,25
2/22/2021,1279,1323,1382,1632,10971,25
2/23/2021,1281,1323,1383,1633,11017,25
2/24/2021,1314,1345,1412,1658,11248,25
2/25/2021,1355,1368,1462,1752,12002,26
2/26/2021,1393,1397,1499,1833,12458,28
2/27/2021,1453,1452,1559,1920,12771,30
2/28/2021,1455,1454,1561,1923,12801,30
2/3/2021,810,882,871,994,6555,10
2/4/2021,830,899,888,1021,6818,11
2/5/2021,865,938,945,1060,7010,12
2/6/2021,868,940,951,1073,7093,12
2/7/2021,869,943,952,1075,7111,12
2/8/2021,880,952,962,1090,7223,12
2/9/2021,914,988,1006,1143,7525,13
3/1/2021,1458,1461,1572,1960,13047,32
3/10/2021,1708,1734,1920,3818,15794,48
3/11/2021,1760,1782,1989,4047,16091,51
3/12/2021,1799,1818,2015,4222,16273,53
3/13/2021,1822,1841,2039,4355,16430,54
3/14/2021,1824,1843,2040,4363,16447,54
3/15/2021,1882,1885,2081,4662,16677,56
3/16/2021,1943,1939,2166,4867,16874,64
3/17/2021,1988,1989,2227,5079,17120,73
3/18/2021,2125,2072,2393,5386,17507,85
3/19/2021,2197,2135,2515,5634,17769,96
3/2/2021,1465,1474,1587,2001,13289,32
3/20/2021,2256,2190,2720,5955,18013,99
3/21/2021,2261,2197,2734,5963,18022,99
3/22/2021,2291,2241,2836,6128,18155,102
3/23/2021,2329,2272,2906,6205,18227,111
3/24/2021,2409,2339,2996,6370,18368,130
3/25/2021,2738,2605,3267,6642,18616,176
3/26/2021,2936,2708,3420,6813,18780,204
3/27/2021,3070,2841,3559,6880,18823,216
3/28/2021,3076,2846,3561,6884,18829,220
3/29/2021,3136,2881,3611,6986,18899,231
3/3/2021,1500,1517,1634,2123,13805,36
3/30/2021,3243,2950,3665,7042,18956,255
3/31/2021,3392,3061,3858,7143,19073,275
3/4/2021,1556,1579,1709,2639,14418,38
3/5/2021,1588,1610,1746,2862,14790,42
3/6/2021,1600,1623,1778,3121,15247,42
3/7/2021,1602,1626,1785,3139,15267,43
3/8/2021,1613,1638,1796,3266,15431,43
3/9/2021,1666,1703,1884,3623,15620,46
4/1/2021,3590,3243,4018,7327,19247,303
4/10/2021,5001,4225,4889,8171,20097,564
4/11/2021,5027,4233,4897,8186,20107,573
4/12/2021,5132,4317,4961,8257,20199,593
4/13/2021,5193,4358,5009,8300,20261,610
4/14/2021,5291,4439,5055,8347,20307,619
4/15/2021,5452,4614,5187,8448,20400,631
