date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,160,151,164,210,203,4
1/10/2021,307,338,412,530,1030,14
1/11/2021,321,355,430,561,1108,14
1/12/2021,329,359,439,576,1143,14
1/13/2021,334,365,449,583,1180,14
1/14/2021,344,380,468,614,1326,14
1/15/2021,400,425,511,668,1362,20
1/16/2021,400,426,512,669,1364,20
1/17/2021,400,426,512,669,1367,20
1/18/2021,403,434,516,694,1434,20
1/19/2021,415,438,526,709,1489,21
1/2/2021,176,167,187,247,304,7
1/20/2021,425,447,547,739,1594,22
1/21/2021,440,459,555,774,1804,22
1/22/2021,455,468,562,787,1867,23
1/23/2021,459,473,564,793,1981,23
1/24/2021,459,473,565,794,1990,23
1/25/2021,474,481,576,813,2055,23
1/26/2021,480,484,576,815,2069,23
1/27/2021,493,501,586,825,2242,27
1/28/2021,513,527,619,881,2488,27
1/29/2021,539,546,649,914,2603,30
1/3/2021,177,167,187,249,304,7
1/30/2021,571,558,660,930,2723,38
1/31/2021,571,558,660,931,2727,38
1/4/2021,191,183,220,287,353,7
1/5/2021,213,215,278,347,488,8
1/6/2021,224,241,316,405,623,10
1/7/2021,271,306,358,467,831,13
1/8/2021,302,337,405,528,1011,14
1/9/2021,307,338,412,530,1030,14
10/1/2021,2628,1918,2498,4572,11563,1148
10/10/2021,2649,1932,2509,4589,11588,1160
10/11/2021,2650,1935,2511,4589,11593,1163
10/12/2021,2654,1937,2513,4591,11599,1164
10/13/2021,2659,1940,2514,4593,11607,1166
10/14/2021,2664,1943,2519,4601,11611,1168
10/15/2021,2671,1944,2523,4608,11612,1168
10/16/2021,2672,1944,2523,4609,11612,1168
10/17/2021,2674,1944,2523,4609,11614,1168
10/18/2021,2678,1945,2524,4612,11620,1168
10/19/2021,2681,1948,2527,4616,11620,1169
10/2/2021,2628,1920,2499,4573,11564,1148
10/20/2021,2682,1948,2533,4620,11623,1169
10/21/2021,2684,1951,2537,4628,11636,1170
10/22/2021,2687,1954,2539,4631,11646,1172
10/23/2021,2689,1955,2541,4633,11651,1176
10/24/2021,2689,1956,2542,4633,11653,1176
10/25/2021,2691,1957,2544,4637,11659,1177
10/26/2021,2694,1958,2547,4643,11664,1179
10/27/2021,2697,1958,2548,4649,11672,1179
10/28/2021,2710,1972,2554,4651,11678,1179
10/29/2021,2714,1976,2557,4654,11685,1181
10/3/2021,2628,1921,2499,4574,11566,1148
10/30/2021,2715,1978,2558,4655,11688,1181
10/31/2021,2716,1978,2560,4655,11691,1181
10/4/2021,2630,1924,2500,4577,11575,1151
10/5/2021,2634,1927,2503,4577,11579,1156
10/6/2021,2636,1927,2506,4583,11580,1158
10/7/2021,2645,1931,2506,4585,11582,1158
10/8/2021,2646,1932,2508,4586,11587,1159
10/9/2021,2646,1932,2509,4589,11588,1159
11/1/2021,2719,1980,2561,4658,11703,1181
11/10/2021,2745,1995,2584,4695,11782,1258
11/11/2021,2747,1996,2585,4698,11790,1270
11/12/2021,2756,1999,2585,4702,11796,1286
11/13/2021,2757,1999,2588,4703,11800,1294
11/14/2021,2760,1999,2590,4704,11802,1294
11/15/2021,2763,2001,2591,4714,11811,1296
