date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,227,278,298,349,925,6
1/10/2021,376,471,506,602,2227,31
1/11/2021,415,519,574,655,2468,34
1/12/2021,442,546,638,726,2718,35
1/13/2021,461,570,665,800,2913,36
1/14/2021,493,617,705,888,3134,44
1/15/2021,527,665,765,974,3399,45
1/16/2021,531,666,766,976,3407,45
1/17/2021,533,667,766,977,3409,45
1/18/2021,546,678,795,1004,3433,45
1/19/2021,577,705,838,1084,3589,46
1/2/2021,228,278,298,349,926,6
1/20/2021,605,749,899,1190,3750,52
1/21/2021,707,837,1016,1362,3962,68
1/22/2021,779,895,1069,1469,4092,81
1/23/2021,784,898,1072,1474,4217,115
1/24/2021,785,899,1072,1475,4230,117
1/25/2021,798,913,1099,1526,4346,118
1/26/2021,833,934,1130,1581,4488,120
1/27/2021,862,961,1172,1632,4658,133
1/28/2021,1014,1053,1287,1769,4878,183
1/29/2021,1097,1100,1363,1877,5118,239
1/3/2021,228,278,298,350,928,6
1/30/2021,1108,1120,1414,1905,5139,239
1/31/2021,1108,1121,1417,1906,5147,239
1/4/2021,244,298,318,381,1063,6
1/5/2021,286,333,358,418,1293,6
1/6/2021,298,356,379,449,1641,25
1/7/2021,337,426,467,548,2018,30
1/8/2021,375,470,505,597,2224,31
1/9/2021,376,471,505,602,2227,31
10/1/2021,5899,4510,4992,7223,14802,6408
10/10/2021,5940,4547,5018,7246,14839,6450
10/11/2021,5950,4554,5019,7254,14851,6463
10/12/2021,5959,4556,5022,7258,14856,6468
10/13/2021,5970,4558,5027,7262,14865,6481
10/14/2021,5983,4563,5031,7268,14875,6486
10/15/2021,5991,4571,5034,7275,14883,6496
10/16/2021,5995,4571,5035,7279,14885,6497
10/17/2021,5996,4571,5036,7279,14885,6497
10/18/2021,6006,4575,5037,7285,14895,6501
10/19/2021,6017,4581,5040,7295,14906,6509
10/2/2021,5901,4512,4994,7228,14810,6408
10/20/2021,6023,4583,5042,7302,14924,6519
10/21/2021,6030,4590,5045,7305,14937,6525
10/22/2021,6052,4599,5055,7310,14950,6535
10/23/2021,6054,4601,5056,7310,14954,6538
10/24/2021,6055,4602,5056,7312,14959,6540
10/25/2021,6064,4606,5061,7321,14978,6543
10/26/2021,6070,4614,5069,7325,15001,6550
10/27/2021,6081,4619,5075,7336,15017,6563
10/28/2021,6101,4636,5093,7357,15047,6569
10/29/2021,6116,4647,5101,7372,15066,6584
10/3/2021,5902,4512,4994,7228,14810,6408
10/30/2021,6121,4650,5103,7375,15070,6587
10/31/2021,6124,4650,5103,7375,15072,6587
10/4/2021,5909,4517,4996,7232,14816,6417
10/5/2021,5916,4521,4999,7236,14823,6425
10/6/2021,5922,4529,5005,7237,14830,6430
10/7/2021,5927,4533,5009,7241,14836,6439
10/8/2021,5934,4543,5017,7244,14839,6450
10/9/2021,5938,4545,5018,7246,14839,6450
11/1/2021,6132,4654,5110,7380,15081,6588
11/10/2021,6185,4690,5161,7436,15193,7398
11/11/2021,6192,4697,5164,7444,15202,7423
11/12/2021,6200,4701,5172,7450,15210,7500
11/13/2021,6205,4703,5173,7457,15215,7511
11/14/2021,6209,4704,5174,7461,15218,7516
11/15/2021,6228,4714,5183,7474,15233,7552
11/16/2021,6240,4717,5187,7480,15250,7573
11/17/2021,6261,4729,5203,7492,15257,7672
11/18/2021,6267,4731,5205,7495,15270,7680
11/19/2021,6282,4739,5219,7509,15280,7742
11/2/2021,6141,4660,5115,7387,15097,6591
11/20/2021,6293,4743,5223,7516,15284,7786
11/21/2021,6293,4743,5226,7518,15290,7788
11/22/2021,6303,4755,5239,7523,15298,7840
11/23/2021,6317,4760,5242,7529,15304,7861
11/24/2021,6324,4765,5245,7534,15309,7875
11/25/2021,6324,4765,5245,7534,15309,7875
11/26/2021,6331,4774,5251,7535,15315,7889
11/27/2021,6336,4774,5253,7538,15316,7899
11/28/2021,6340,4776,5253,7541,15319,7905
11/29/2021,6356,4784,5268,7550,15337,7927
11/3/2021,6146,4664,5123,7398,15113,6599
11/30/2021,6372,4801,5290,7559,15346,7942
11/4/2021,6154,4666,5128,7407,15128,6621
11/5/2021,6159,4668,5139,7412,15141,6681
11/6/2021,6163,4673,5148,7417,15161,6746
11/7/2021,6163,4678,5150,7418,15166,6759
11/8/2021,6171,4681,5156,7425,15177,6834
11/9/2021,6177,4686,5159,7431,15187,6885
12/1/2021,6377,4806,5294,7567,15354,7999
12/10/2020,1,,1,1,1,1
12/11/2020,1,,1,1,1,1
12/12/2020,1,,1,1,1,1
12/13/2020,1,,1,1,1,1
12/14/2020,1,,1,2,1,1
12/15/2020,2,1,3,2,1,1
12/16/2020,9,5,12,8,2,1
12/17/2020,16,25,34,27,8,1
12/18/2020,26,42,49,41,23,1
12/19/2020,27,42,49,42,23,1
12/2/2020,,,,,,1
12/2/2021,6383,4811,5303,7577,15361,8002
12/20/2020,27,42,49,44,23,1
12/21/2020,28,42,49,46,26,2
12/22/2020,31,53,66,56,64,2
12/23/2020,62,82,91,88,113,2
12/24/2020,76,99,106,103,159,2
12/25/2020,78,100,107,103,159,2
12/26/2020,78,100,108,103,159,2
12/27/2020,79,100,108,103,159,2
12/28/2020,116,152,166,179,277,2
12/29/2020,137,198,221,241,467,3
12/3/2020,,,,,,1
12/3/2021,6387,4816,5304,7586,15366,8011
12/30/2020,178,238,264,294,657,4
12/31/2020,223,275,298,345,844,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,1,1,,1
12/7/2020,1,,1,1,,1
12/8/2020,1,,1,1,,1
12/9/2020,1,,1,1,,1
2/1/2021,1136,1153,1456,2001,5412,252
2/10/2021,1368,1416,1875,2677,7130,449
2/11/2021,1490,1499,1951,2779,7392,487
2/12/2021,1552,1549,1998,2854,7645,503
