date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,176,183,163,190,245,5
1/10/2021,271,303,301,314,528,6
1/11/2021,278,315,309,328,575,6
1/12/2021,287,322,323,356,641,9
1/13/2021,298,331,335,373,739,9
1/14/2021,314,362,361,420,864,10
1/15/2021,423,477,468,547,993,27
1/16/2021,426,477,469,547,1048,27
1/17/2021,427,477,469,547,1050,27
1/18/2021,440,481,483,559,1128,27
1/19/2021,447,495,491,579,1181,28
1/2/2021,177,183,163,191,246,5
1/20/2021,471,506,507,600,1261,28
1/21/2021,486,514,517,623,1395,29
1/22/2021,554,570,553,664,1460,33
1/23/2021,560,581,563,671,1669,33
1/24/2021,561,581,565,671,1669,33
1/25/2021,574,592,581,689,1714,34
1/26/2021,583,598,585,702,1785,34
1/27/2021,609,612,608,719,1896,36
1/28/2021,633,642,646,748,1981,36
1/29/2021,678,674,665,782,2202,43
1/3/2021,177,183,163,191,246,5
1/30/2021,713,698,688,789,2208,46
1/31/2021,713,698,688,790,2208,46
1/4/2021,196,217,197,211,281,5
1/5/2021,208,231,213,227,335,5
1/6/2021,226,256,229,249,372,6
1/7/2021,249,271,251,266,466,6
1/8/2021,271,303,301,314,527,6
1/9/2021,271,303,301,314,528,6
10/1/2021,3733,2813,2688,3177,5134,1670
10/10/2021,3784,2845,2710,3187,5149,1693
10/11/2021,3792,2853,2711,3187,5150,1695
10/12/2021,3795,2859,2716,3188,5152,1698
10/13/2021,3800,2859,2720,3192,5153,1702
10/14/2021,3810,2864,2725,3192,5153,1704
10/15/2021,3821,2871,2730,3195,5155,1706
10/16/2021,3828,2872,2731,3196,5156,1708
10/17/2021,3830,2873,2731,3196,5156,1708
10/18/2021,3837,2883,2734,3196,5157,1710
10/19/2021,3842,2885,2737,3197,5158,1712
10/2/2021,3734,2814,2688,3177,5136,1670
10/20/2021,3846,2887,2737,3198,5158,1716
10/21/2021,3853,2894,2739,3200,5160,1722
10/22/2021,3861,2897,2741,3204,5162,1732
10/23/2021,3865,2898,2741,3205,5162,1736
10/24/2021,3866,2898,2741,3207,5162,1738
10/25/2021,3875,2899,2742,3210,5164,1739
10/26/2021,3882,2901,2743,3210,5166,1741
10/27/2021,3887,2903,2743,3210,5168,1742
10/28/2021,3897,2919,2749,3212,5170,1755
10/29/2021,3904,2921,2753,3216,5173,1761
10/3/2021,3735,2816,2688,3177,5136,1670
10/30/2021,3908,2921,2755,3217,5174,1763
10/31/2021,3909,2921,2755,3217,5174,1763
10/4/2021,3738,2825,2692,3179,5137,1673
10/5/2021,3747,2827,2695,3180,5139,1675
10/6/2021,3755,2830,2702,3181,5141,1675
10/7/2021,3769,2837,2705,3183,5144,1685
10/8/2021,3776,2842,2708,3183,5148,1690
10/9/2021,3782,2843,2709,3186,5148,1693
11/1/2021,3911,2921,2756,3217,5175,1766
11/10/2021,3956,2938,2769,3228,5196,1858
11/11/2021,3958,2939,2771,3229,5198,1867
11/12/2021,3963,2943,2774,3233,5199,1886
11/13/2021,3965,2944,2774,3233,5201,1899
11/14/2021,3966,2944,2775,3233,5203,1900
11/15/2021,3972,2946,2777,3235,5204,1911
11/16/2021,3974,2946,2777,3235,5206,1926
11/17/2021,3978,2948,2781,3238,5207,1949
11/18/2021,3982,2952,2784,3241,5210,2009
11/19/2021,3989,2958,2791,3245,5213,2060
11/2/2021,3915,2923,2756,3217,5177,1770
11/20/2021,3991,2960,2792,3245,5215,2063
11/21/2021,3997,2961,2792,3247,5216,2065
11/22/2021,4007,2965,2795,3249,5216,2076
11/23/2021,4013,2971,2797,3249,5219,2089
11/24/2021,4020,2976,2798,3250,5219,2099
11/25/2021,4020,2976,2798,3250,5219,2099
11/26/2021,4026,2976,2800,3250,5219,2110
11/27/2021,4027,2976,2802,3250,5219,2110
11/28/2021,4028,2976,2802,3251,5219,2110
11/29/2021,4031,2977,2804,3256,5219,2120
11/3/2021,3917,2925,2756,3217,5183,1774
11/30/2021,4043,2984,2808,3262,5224,2130
11/4/2021,3926,2925,2758,3218,5187,1778
11/5/2021,3938,2928,2762,3222,5188,1815
11/6/2021,3940,2930,2763,3223,5189,1819
11/7/2021,3941,2931,2764,3224,5189,1820
11/8/2021,3945,2933,2766,3224,5191,1836
11/9/2021,3952,2934,2766,3224,5193,1848
12/1/2021,4049,2986,2811,3264,5227,2154
12/17/2020,23,18,10,19,9,1
12/18/2020,39,36,21,36,14,1
12/19/2020,39,36,21,36,14,1
12/2/2021,4059,2992,2815,3267,5234,2181
12/20/2020,39,36,21,36,14,2
12/21/2020,54,46,30,45,18,2
12/22/2020,59,60,38,58,24,2
12/23/2020,90,91,73,82,34,2
12/24/2020,108,101,79,99,44,2
12/25/2020,108,101,79,99,44,2
12/26/2020,109,103,81,100,48,2
12/27/2020,110,103,82,100,48,2
12/28/2020,130,124,98,128,112,4
12/29/2020,151,149,122,143,180,4
12/3/2021,4065,2996,2819,3270,5241,2209
12/30/2020,162,171,143,170,217,5
12/31/2020,176,182,160,190,241,5
2/1/2021,723,707,700,795,2262,47
2/10/2021,863,781,791,893,3042,62
2/11/2021,883,807,828,926,3111,64
2/12/2021,920,833,851,973,3180,70
2/13/2021,925,838,851,988,3323,70
2/14/2021,925,838,851,988,3323,70
2/15/2021,930,841,856,991,3351,70
2/16/2021,947,853,867,1009,3389,73
2/17/2021,960,865,876,1019,3434,74
2/18/2021,998,906,918,1048,3473,83
2/19/2021,1035,931,939,1073,3499,84
2/2/2021,733,715,712,806,2325,48
2/20/2021,1045,936,946,1081,3513,100
2/21/2021,1045,936,946,1081,3513,100
2/22/2021,1059,942,956,1092,3534,103
2/23/2021,1077,956,969,1109,3571,105
2/24/2021,1101,970,985,1128,3605,108
2/25/2021,1126,990,1004,1151,3656,109
2/26/2021,1134,1001,1016,1170,3690,109
2/27/2021,1140,1011,1018,1172,3693,110
2/28/2021,1140,1011,1020,1172,3701,110
2/3/2021,745,726,718,813,2458,49
2/4/2021,751,732,726,824,2552,49
2/5/2021,768,741,745,848,2627,50
2/6/2021,801,755,757,860,2818,52
2/7/2021,801,755,757,860,2818,52
2/8/2021,832,765,763,868,2876,60
2/9/2021,842,771,772,875,2949,61
3/1/2021,1162,1027,1038,1197,3727,117
3/10/2021,1322,1136,1157,1506,3934,129
3/11/2021,1342,1149,1174,1566,3965,129
3/12/2021,1408,1193,1214,1657,3998,134
3/13/2021,1414,1196,1220,1729,4015,136
3/14/2021,1415,1196,1220,1729,4017,136
3/15/2021,1427,1211,1241,1809,4080,139
3/16/2021,1433,1221,1252,1860,4109,139
3/17/2021,1454,1237,1278,1919,4154,142
3/18/2021,1476,1247,1302,1951,4189,145
3/19/2021,1508,1257,1322,1976,4208,151
3/2/2021,1191,1044,1058,1239,3751,120
3/20/2021,1511,1257,1322,1980,4214,151
3/21/2021,1512,1258,1322,1981,4215,151
3/22/2021,1541,1293,1352,1994,4227,151
3/23/2021,1584,1315,1384,2033,4243,155
3/24/2021,1628,1337,1412,2074,4271,163
3/25/2021,1663,1358,1448,2113,4292,164
3/26/2021,1705,1386,1482,2148,4315,167
3/27/2021,1741,1411,1496,2155,4325,178
3/28/2021,1741,1411,1496,2155,4326,178
3/29/2021,1756,1427,1526,2203,4342,185
3/3/2021,1230,1068,1076,1278,3808,123
3/30/2021,1778,1446,1545,2225,4360,188
3/31/2021,1813,1476,1615,2274,4380,188
3/4/2021,1258,1089,1099,1323,3836,125
3/5/2021,1264,1099,1110,1346,3848,125
3/6/2021,1271,1101,1115,1360,3854,126
3/7/2021,1272,1101,1115,1360,3855,127
3/8/2021,1282,1109,1127,1393,3881,127
3/9/2021,1301,1122,1143,1443,3906,128
4/1/2021,1855,1506,1648,2317,4392,193
4/10/2021,2078,1729,1827,2438,4480,235
4/11/2021,2078,1729,1828,2441,4481,235
4/12/2021,2085,1735,1837,2453,4493,236
4/13/2021,2099,1739,1843,2460,4508,236
