date,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-09-10 00:00:00,1,0,,
2020-09-09 00:00:00,48,0,1.0,0
2020-09-08 00:00:00,167,0.0059880239520958,18.0,0.1666666666666667
2020-09-07 00:00:00,52,0.0961538461538462,2.0,0.5
2020-09-06 00:00:00,53,0.0377358490566038,3.0,0
2020-09-05 00:00:00,76,0.0394736842105263,3.0,0.3333333333333333
2020-09-04 00:00:00,232,0.0172413793103448,26.0,0.0384615384615385
2020-09-03 00:00:00,290,0.0379310344827586,23.0,0.1304347826086957
2020-09-02 00:00:00,207,0.0048309178743961,20.0,0
2020-09-01 00:00:00,225,0.0222222222222222,14.0,0
2020-08-31 00:00:00,252,0.0436507936507937,22.0,0.0909090909090909
2020-08-30 00:00:00,66,0.0454545454545455,4.0,0
2020-08-29 00:00:00,289,0.0311418685121107,6.0,0.1666666666666667
2020-08-28 00:00:00,211,0.023696682464455,24.0,0.1666666666666667
2020-08-27 00:00:00,213,0.028169014084507,25.0,0.12
2020-08-26 00:00:00,197,0.0253807106598985,12.0,0.0833333333333333
2020-08-25 00:00:00,208,0.0336538461538462,20.0,0.15
2020-08-24 00:00:00,235,0.0468085106382979,38.0,0.0526315789473684
2020-08-23 00:00:00,69,0.0144927536231884,1.0,0
2020-08-22 00:00:00,234,0.0170940170940171,4.0,0
2020-08-21 00:00:00,223,0.0269058295964126,74.0,0.1081081081081081
2020-08-20 00:00:00,147,0.0068027210884354,25.0,0.24
2020-08-19 00:00:00,188,0.0638297872340426,41.0,0.0731707317073171
2020-08-18 00:00:00,248,0.032258064516129,34.0,0.2352941176470588
2020-08-17 00:00:00,318,0.0440251572327044,30.0,0.1666666666666667
2020-08-16 00:00:00,77,0.025974025974026,4.0,0
2020-08-15 00:00:00,224,0.0178571428571429,3.0,0
2020-08-14 00:00:00,228,0.0526315789473684,84.0,0.0833333333333333
2020-08-13 00:00:00,172,0.0872093023255814,37.0,0.1351351351351352
2020-08-12 00:00:00,201,0.0646766169154229,26.0,0.0384615384615385
2020-08-11 00:00:00,202,0.0792079207920792,47.0,0.1276595744680851
2020-08-10 00:00:00,215,0.1023255813953488,23.0,0.1304347826086957
2020-08-09 00:00:00,77,0.0649350649350649,2.0,0
2020-08-08 00:00:00,311,0.0321543408360129,,
2020-08-07 00:00:00,230,0.0521739130434783,28.0,0.1428571428571429
2020-08-06 00:00:00,233,0.0944206008583691,34.0,0.1764705882352941
2020-08-05 00:00:00,261,0.053639846743295,29.0,0.1379310344827586
2020-08-04 00:00:00,221,0.0497737556561086,28.0,0.1071428571428571
2020-08-03 00:00:00,240,0.0708333333333333,64.0,0.03125
