date,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA
2020-09-10 00:00:00,1,0,,
2020-09-09 00:00:00,213,0.0516431924882629,1.0,0
2020-09-08 00:00:00,885,0.0564971751412429,92.0,0.0978260869565217
2020-09-07 00:00:00,287,0.0383275261324042,65.0,0.0153846153846154
2020-09-06 00:00:00,414,0.0483091787439614,51.0,0.0980392156862745
2020-09-05 00:00:00,334,0.0718562874251497,72.0,0.0277777777777778
2020-09-04 00:00:00,940,0.0414893617021277,116.0,0.0775862068965517
2020-09-03 00:00:00,1191,0.056255247691016,68.0,0.1323529411764706
2020-09-02 00:00:00,1452,0.068870523415978,64.0,0.09375
2020-09-01 00:00:00,1410,0.0595744680851064,115.0,0.0956521739130435
2020-08-31 00:00:00,1426,0.0561009817671809,145.0,0.0896551724137931
2020-08-30 00:00:00,427,0.0374707259953162,54.0,0.037037037037037
2020-08-29 00:00:00,527,0.0588235294117647,69.0,0.0434782608695652
2020-08-28 00:00:00,1385,0.0454873646209386,132.0,0.0681818181818182
2020-08-27 00:00:00,1238,0.0403877221324717,84.0,0.1547619047619048
2020-08-26 00:00:00,1658,0.0392038600723764,77.0,0.1168831168831169
2020-08-25 00:00:00,1402,0.0427960057061341,118.0,0.076271186440678
2020-08-24 00:00:00,1624,0.0400246305418719,124.0,0.1129032258064516
2020-08-23 00:00:00,464,0.0711206896551724,55.0,0.0909090909090909
2020-08-22 00:00:00,977,0.0286591606960082,68.0,0.1176470588235294
2020-08-21 00:00:00,2253,0.0239680426098535,145.0,0.0551724137931035
2020-08-20 00:00:00,2397,0.0187734668335419,144.0,0.1180555555555556
2020-08-19 00:00:00,2132,0.0398686679174484,86.0,0.0930232558139535
2020-08-18 00:00:00,1746,0.0452462772050401,148.0,0.1216216216216216
2020-08-17 00:00:00,1977,0.0364188163884674,166.0,0.1566265060240964
2020-08-16 00:00:00,1140,0.0175438596491228,67.0,0.0149253731343284
2020-08-15 00:00:00,1177,0.0416312659303314,85.0,0.0470588235294118
2020-08-14 00:00:00,2279,0.0293988591487495,182.0,0.0934065934065934
2020-08-13 00:00:00,1618,0.0550061804697157,136.0,0.1323529411764706
2020-08-12 00:00:00,1403,0.0620099786172488,89.0,0.0786516853932584
2020-08-11 00:00:00,1842,0.0553745928338762,157.0,0.1082802547770701
2020-08-10 00:00:00,1983,0.0630358043368633,175.0,0.0914285714285714
2020-08-09 00:00:00,798,0.0538847117794486,64.0,0.125
2020-08-08 00:00:00,866,0.0750577367205543,78.0,0.0384615384615385
2020-08-07 00:00:00,1406,0.0419630156472262,201.0,0.0945273631840796
2020-08-06 00:00:00,1437,0.0709812108559499,195.0,0.1076923076923077
2020-08-05 00:00:00,1390,0.0712230215827338,125.0,0.136
2020-08-04 00:00:00,1444,0.0623268698060942,332.0,0.0391566265060241
