date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-03-28 00:00:00,19,4,0.2105263157894737,,,
2021-03-27 00:00:00,9,1,0.1111111111111111,,,
2021-03-26 00:00:00,36,3,0.0833333333333333,,,
2021-03-25 00:00:00,49,10,0.2040816326530612,,,
2021-03-24 00:00:00,51,4,0.0784313725490196,1.0,0.0,0
2021-03-23 00:00:00,58,6,0.103448275862069,3.0,0.0,0
2021-03-22 00:00:00,45,4,0.0888888888888889,1.0,0.0,0
2021-03-21 00:00:00,14,2,0.1428571428571429,,,
2021-03-20 00:00:00,16,0,0,,,
2021-03-19 00:00:00,33,1,0.0303030303030303,3.0,0.0,0
2021-03-18 00:00:00,64,5,0.078125,2.0,1.0,0.5
2021-03-17 00:00:00,52,0,0,3.0,1.0,0.3333333333333333
2021-03-16 00:00:00,83,4,0.0481927710843374,2.0,2.0,1
2021-03-15 00:00:00,47,3,0.0638297872340426,2.0,1.0,0.5
2021-03-14 00:00:00,10,0,0,,,
2021-03-13 00:00:00,11,0,0,,,
2021-03-12 00:00:00,42,3,0.0714285714285714,,,
2021-03-11 00:00:00,46,3,0.0652173913043478,1.0,0.0,0
2021-03-10 00:00:00,54,2,0.037037037037037,1.0,0.0,0
2021-03-09 00:00:00,42,4,0.0952380952380952,2.0,1.0,0.5
2021-03-08 00:00:00,46,1,0.0217391304347826,2.0,1.0,0.5
2021-03-07 00:00:00,16,3,0.1875,,,
2021-03-06 00:00:00,9,0,0,1.0,0.0,0
2021-03-05 00:00:00,51,2,0.0392156862745098,2.0,0.0,0
2021-03-04 00:00:00,46,1,0.0217391304347826,,,
2021-03-03 00:00:00,107,6,0.0560747663551402,1.0,0.0,0
2021-03-02 00:00:00,51,5,0.0980392156862745,,,
2021-03-01 00:00:00,46,1,0.0217391304347826,1.0,1.0,1
2021-02-28 00:00:00,9,0,0,,,
2021-02-27 00:00:00,20,1,0.05,,,
2021-02-26 00:00:00,47,0,0,7.0,5.0,0.7142857142857144
2021-02-25 00:00:00,45,0,0,2.0,0.0,0
2021-02-24 00:00:00,180,6,0.0333333333333333,1.0,1.0,1
2021-02-23 00:00:00,60,5,0.0833333333333333,,,
2021-02-22 00:00:00,53,6,0.1132075471698113,5.0,2.0,0.4
2021-02-21 00:00:00,7,0,0,,,
2021-02-20 00:00:00,15,0,0,,,
2021-02-19 00:00:00,56,3,0.0535714285714286,1.0,0.0,0
2021-02-18 00:00:00,53,4,0.0754716981132076,2.0,2.0,1
2021-02-17 00:00:00,76,8,0.1052631578947368,1.0,1.0,1
2021-02-16 00:00:00,49,7,0.1428571428571429,2.0,1.0,0.5
2021-02-15 00:00:00,36,2,0.0555555555555556,,,
2021-02-14 00:00:00,13,3,0.2307692307692308,,,
2021-02-13 00:00:00,16,2,0.125,1.0,1.0,1
2021-02-12 00:00:00,69,6,0.0869565217391304,4.0,3.0,0.75
