date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,21038,22753,20735,18075,12272,200,148.0,139.0,184,191.0,233.0,4.0,643.0,730.0,564.0,432,353.0,3.0,337.0,320.0,271.0,280,202,3.0,178.0,185.0,160.0,188.0,242.0,5.0,15.0,17.0,27.0,20.0,36.0,,161,149.0,167.0,209.0,199.0,6.0,11.0,8.0,20.0,14.0,16.0,,11806,12938,12049,9725,5591,114,299.0,386.0,429.0,500.0,335.0,7.0,216.0,258.0,268.0,317.0,896.0,6.0,647.0,990.0,932,751.0,510,5.0,4370,4446,3678,3460,2124,26.0,314.0,414.0,433.0,647.0,410,8.0,111.0,95.0,54,60.0,48.0,1.0,945,865,634,480.0,225,7.0
1/10/2021,34714,34886,32843,29747,29101,462,182.0,188.0,257,302.0,657.0,11.0,1159.0,1137.0,938.0,785,704.0,15.0,459.0,454.0,381.0,389,631,6.0,273.0,305.0,298.0,315.0,520.0,7.0,22.0,22.0,39.0,33.0,88.0,1.0,310,341.0,411.0,535.0,1016.0,16.0,29.0,19.0,41.0,38.0,31.0,,20099,19930,18852,15841,11128,236,451.0,557.0,639.0,750.0,796.0,12.0,367.0,442.0,464.0,559.0,2155.0,32.0,1195.0,1725.0,1719,1465.0,2259,15.0,6664,6410,5557,5381,4617,64.0,570.0,700.0,804.0,1118.0,926,12.0,270.0,207.0,157,153.0,179.0,5.0,1294,1202,924,709.0,501,10.0
1/11/2021,36645,36695,34790,31427,32863,521,186.0,193.0,266,317.0,742.0,12.0,1231.0,1223.0,1013.0,837,768.0,16.0,471.0,468.0,403.0,405,829,6.0,280.0,317.0,306.0,330.0,566.0,7.0,22.0,22.0,39.0,33.0,88.0,1.0,325,358.0,428.0,568.0,1092.0,16.0,29.0,19.0,41.0,39.0,34.0,,21342,21038,20065,16813,12893,271,468.0,571.0,670.0,788.0,895.0,12.0,403.0,491.0,529.0,609.0,2335.0,35.0,1245.0,1809.0,1805,1529.0,2437,19.0,6980,6686,5827,5669,4995,75.0,579.0,709.0,812.0,1136.0,952,13.0,287.0,227.0,183,171.0,194.0,5.0,1354,1289,988,747.0,842,10.0
1/12/2021,39445,39382,37564,33958,40415,627,195.0,204.0,278,345.0,861.0,12.0,1338.0,1310.0,1085.0,920,965.0,17.0,477.0,473.0,408.0,414,1043,6.0,289.0,324.0,320.0,359.0,631.0,10.0,25.0,28.0,44.0,39.0,105.0,1.0,333,363.0,437.0,583.0,1126.0,16.0,29.0,19.0,42.0,39.0,40.0,,23343,23018,22073,18488,17648,358,488.0,595.0,699.0,835.0,1057.0,12.0,429.0,519.0,589.0,678.0,2552.0,36.0,1336.0,1926.0,1924,1629.0,2718,20.0,7312,6941,6091,5930,5506,84.0,598.0,735.0,840.0,1186.0,1038,13.0,307.0,242.0,206,198.0,239.0,6.0,1417,1357,1064,800.0,1164,12.0
1/13/2021,42219,42295,40669,36650,49179,716,197.0,215.0,299,376.0,948.0,14.0,1400.0,1375.0,1164.0,996,1221.0,18.0,496.0,506.0,430.0,438,1353,6.0,300.0,333.0,332.0,376.0,729.0,10.0,28.0,34.0,45.0,42.0,133.0,1.0,338,370.0,446.0,590.0,1162.0,16.0,57.0,47.0,79.0,82.0,64.0,,25378,25143,24286,20146,23157,427,506.0,626.0,742.0,880.0,1221.0,13.0,449.0,540.0,613.0,743.0,2708.0,37.0,1447.0,2068.0,2072,1805.0,3124,23.0,7532,7177,6331,6178,5945,94.0,643.0,783.0,929.0,1277.0,1221,14.0,316.0,251.0,212,207.0,407.0,6.0,1503,1430,1139,862.0,1500,12.0
1/14/2021,44977,45331,43897,39653,58538,786,213.0,238.0,317,432.0,1169.0,17.0,1500.0,1461.0,1257.0,1083,1490.0,18.0,501.0,514.0,443.0,449,1601,6.0,316.0,364.0,359.0,425.0,851.0,11.0,36.0,41.0,60.0,65.0,143.0,1.0,348,386.0,465.0,620.0,1307.0,16.0,58.0,47.0,79.0,83.0,69.0,1.0,27334,27269,26559,22037,29118,471,540.0,656.0,792.0,944.0,1423.0,14.0,480.0,586.0,651.0,827.0,2906.0,46.0,1547.0,2256.0,2228,1953.0,3646,24.0,7841,7486,6648,6474,6366,99.0,676.0,828.0,984.0,1350.0,1333,16.0,327.0,262.0,221,218.0,569.0,6.0,1522,1447,1168,885.0,1588,12.0
1/15/2021,48460,48569,47259,42772,67679,901,220.0,240.0,334,456.0,1244.0,22.0,1615.0,1558.0,1334.0,1178,2230.0,19.0,506.0,521.0,453.0,459,2028,6.0,424.0,480.0,465.0,551.0,980.0,30.0,39.0,42.0,64.0,67.0,148.0,1.0,404,432.0,506.0,675.0,1342.0,23.0,60.0,47.0,79.0,83.0,72.0,1.0,29546,29292,28662,23817,33933,536,565.0,701.0,830.0,1010.0,1656.0,15.0,512.0,631.0,708.0,905.0,3146.0,47.0,1670.0,2412.0,2404,2090.0,4019,26.0,8472,8057,7227,7039,7668,110.0,691.0,839.0,997.0,1369.0,1379,16.0,343.0,276.0,232,226.0,735.0,7.0,1551,1462,1189,911.0,1678,12.0
1/16/2021,50255,50145,48939,44382,73054,947,220.0,240.0,335,459.0,1258.0,22.0,1626.0,1574.0,1350.0,1201,2333.0,19.0,522.0,526.0,461.0,471,2384,6.0,427.0,480.0,466.0,551.0,1035.0,30.0,39.0,42.0,64.0,67.0,149.0,1.0,404,433.0,507.0,676.0,1344.0,23.0,60.0,48.0,79.0,84.0,73.0,1.0,30919,30489,29934,24981,37096,571,576.0,718.0,846.0,1050.0,1923.0,17.0,516.0,632.0,709.0,907.0,3154.0,47.0,1731.0,2503.0,2502,2181.0,4636,29.0,8714,8251,7412,7204,7939,113.0,713.0,869.0,1041.0,1416.0,1524,18.0,349.0,278.0,232,226.0,740.0,7.0,1555,1463,1193,912.0,1683,12.0
1/17/2021,51369,51162,50009,45470,76517,985,220.0,240.0,336,459.0,1258.0,22.0,1632.0,1582.0,1358.0,1205,2340.0,19.0,525.0,527.0,464.0,472,2397,6.0,428.0,480.0,466.0,551.0,1037.0,30.0,39.0,42.0,64.0,67.0,149.0,1.0,404,433.0,507.0,676.0,1347.0,23.0,60.0,48.0,79.0,85.0,74.0,1.0,31895,31386,30891,25949,40211,604,577.0,721.0,846.0,1053.0,1947.0,17.0,518.0,633.0,709.0,908.0,3156.0,47.0,1750.0,2535.0,2545,2216.0,4690,29.0,8797,8311,7457,7261,8070,116.0,715.0,871.0,1045.0,1420.0,1540,19.0,350.0,279.0,232,227.0,744.0,7.0,1557,1466,1194,913.0,1687,12.0
1/18/2021,53021,52698,51745,47195,84300,1025,227.0,247.0,348,469.0,1285.0,22.0,1699.0,1655.0,1413.0,1258,2405.0,22.0,528.0,532.0,471.0,481,2574,6.0,441.0,484.0,480.0,564.0,1112.0,30.0,42.0,43.0,65.0,71.0,156.0,1.0,407,441.0,513.0,699.0,1414.0,23.0,61.0,49.0,80.0,87.0,81.0,1.0,32944,32330,32041,27062,45183,632,595.0,739.0,868.0,1083.0,2157.0,18.0,531.0,644.0,739.0,935.0,3179.0,47.0,1815.0,2650.0,2613,2308.0,4908,30.0,9144,8623,7773,7552,9641,122.0,722.0,874.0,1058.0,1440.0,1689,20.0,352.0,284.0,234,232.0,750.0,7.0,1565,1473,1203,917.0,1704,12.0
