date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21038,22753,20735,18075,12272,200
1/10/2021,34714,34886,32843,29747,29101,462
1/11/2021,36645,36695,34790,31427,32863,521
1/12/2021,39445,39382,37564,33958,40415,627
1/13/2021,42219,42295,40669,36650,49179,716
1/14/2021,44977,45331,43897,39653,58538,786
1/15/2021,48460,48569,47259,42772,67679,901
1/16/2021,50255,50145,48939,44382,73054,947
1/17/2021,51369,51162,50009,45470,76517,985
1/18/2021,53021,52698,51745,47195,84300,1025
1/19/2021,55059,54565,53781,49377,94365,1120
1/2/2021,22940,24454,22274,19488,13323,231
1/20/2021,57474,57061,56713,52323,106615,1246
1/21/2021,60185,59918,60063,55795,122313,1391
1/22/2021,64684,64055,64674,60652,137981,1554
1/23/2021,67976,66815,67773,63829,148505,1701
1/24/2021,69503,68203,69295,65512,156150,1754
1/25/2021,71890,70347,71890,68456,169754,1838
1/26/2021,74814,72864,74788,71692,187016,1947
1/27/2021,77931,75476,77723,75060,205912,2046
1/28/2021,80976,78041,80689,78698,227158,2187
1/29/2021,84832,81172,84052,82436,247105,2388
1/3/2021,23839,25193,22923,20036,13672,252
1/30/2021,87658,83301,86389,84891,258525,2563
1/31/2021,88562,84042,87252,85915,264503,2608
1/4/2021,25565,26825,24521,21522,15555,275
1/5/2021,27357,28461,26111,23088,17663,309
1/6/2021,29563,30401,28149,25114,20731,372
1/7/2021,31367,32031,29920,26899,24059,409
1/8/2021,33087,33602,31575,28556,26468,432
1/9/2021,34178,34440,32422,29350,28635,457
12/1/2020,45,31,38,24,38,1
12/10/2020,63,47,56,48,66,3
12/11/2020,64,50,59,54,68,3
12/12/2020,66,50,61,58,71,3
12/13/2020,67,51,63,60,73,3
12/14/2020,68,57,66,63,82,3
12/15/2020,83,70,81,81,92,3
12/16/2020,193,223,246,209,150,3
12/17/2020,817,1054,1046,860,412,8
12/18/2020,1666,2062,1888,1517,711,9
12/19/2020,2281,2782,2466,1950,914,14
12/2/2020,48,34,40,29,43,2
12/20/2020,2493,3046,2725,2165,1011,16
12/21/2020,3852,4470,3990,3140,1492,23
12/22/2020,5691,6515,5792,4585,2136,32
12/23/2020,7935,9090,8034,6406,3041,49
12/24/2020,8895,10064,8849,7141,3400,52
12/25/2020,8932,10099,8877,7166,3417,52
12/26/2020,10438,11830,10313,8438,3972,65
12/27/2020,11062,12480,10921,8946,4225,75
12/28/2020,13189,14658,12921,10797,5457,98
12/29/2020,16038,17587,15654,13311,7617,142
12/3/2020,52,35,46,33,46,2
12/30/2020,19177,20915,18872,16287,9935,174
12/31/2020,20864,22580,20517,17824,11331,193
12/4/2020,52,35,48,36,48,2
12/5/2020,53,35,48,36,49,2
12/6/2020,54,35,48,37,49,2
12/7/2020,57,37,52,39,52,3
12/8/2020,59,38,53,43,55,3
12/9/2020,61,41,54,44,62,3
2/1/2021,90418,85742,89057,88242,280347,2721
2/10/2021,109949,101670,107175,111849,444130,4583
2/11/2021,112673,103890,109481,115032,466799,4948
2/12/2021,115951,106578,112320,118733,494014,5265
2/13/2021,119612,109421,115320,122103,513389,5666
2/14/2021,120539,110126,116233,123255,520765,5716
2/15/2021,121687,111120,117300,124702,535045,5782
2/16/2021,123577,112455,118810,126731,551774,5940
2/17/2021,126004,114303,120635,129009,568430,6565
2/18/2021,127484,115525,121910,130746,584524,6685
2/19/2021,129425,117015,123456,132673,596509,7101
2/2/2021,92495,87582,91102,90900,298505,2823
