date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,161,149,167,209,199,6
1/10/2021,310,341,411,535,1016,16
1/11/2021,325,358,428,568,1092,16
1/12/2021,333,363,437,583,1126,16
1/13/2021,338,370,446,590,1162,16
1/14/2021,348,386,465,620,1307,16
1/15/2021,404,432,506,675,1342,23
1/16/2021,404,433,507,676,1344,23
1/17/2021,404,433,507,676,1347,23
1/18/2021,407,441,513,699,1414,23
1/19/2021,418,443,520,710,1465,24
1/2/2021,177,165,190,248,298,9
1/20/2021,428,453,540,743,1567,25
1/21/2021,443,465,550,776,1776,25
1/22/2021,459,473,557,788,1839,26
1/23/2021,463,478,559,794,1953,26
1/24/2021,463,478,560,795,1962,26
1/25/2021,478,486,571,814,2027,26
1/26/2021,484,489,571,816,2041,26
1/27/2021,497,506,581,826,2214,30
1/28/2021,518,531,615,881,2460,30
1/29/2021,543,550,645,916,2573,34
1/3/2021,178,165,190,250,298,9
1/30/2021,575,562,656,932,2693,42
1/31/2021,575,562,656,933,2697,42
1/4/2021,192,184,220,289,346,9
1/5/2021,214,218,276,351,479,10
1/6/2021,225,246,314,407,614,12
1/7/2021,273,310,356,470,821,15
1/8/2021,305,340,404,533,997,16
1/9/2021,310,341,411,535,1016,16
12/1/2020,1,,,,,
12/10/2020,1,,,,,
12/11/2020,1,,,,,
12/12/2020,1,,,,,
12/13/2020,1,,,,,
12/14/2020,1,,,,,
12/15/2020,1,,,,,
12/16/2020,1,,,,,
12/17/2020,21,17,14,13,3,1
12/18/2020,34,29,19,18,8,1
12/19/2020,34,29,19,20,8,1
12/2/2020,1,,,,,
12/20/2020,34,30,19,20,8,1
12/21/2020,40,41,26,29,11,1
12/22/2020,43,45,31,35,15,1
12/23/2020,55,56,37,49,26,1
12/24/2020,69,70,50,69,33,1
12/25/2020,69,70,50,69,33,1
12/26/2020,74,76,55,78,36,1
12/27/2020,74,76,56,78,36,1
12/28/2020,93,96,83,107,71,5
12/29/2020,119,106,111,139,98,5
12/3/2020,1,,,,,
12/30/2020,147,130,139,169,143,6
12/31/2020,161,149,166,208,199,6
12/4/2020,1,,,,,
12/5/2020,1,,,,,
12/6/2020,1,,,,,
12/7/2020,1,,,,,
12/8/2020,1,,,,,
12/9/2020,1,,,,,
2/1/2021,594,576,673,956,2836,43
2/10/2021,722,668,831,1306,5157,57
2/11/2021,726,673,834,1322,5256,57
2/12/2021,742,680,842,1330,5330,64
2/13/2021,779,703,889,1415,5922,67
2/14/2021,816,743,942,1508,6133,72
2/15/2021,823,745,947,1523,6172,72
2/16/2021,835,753,959,1556,6424,74
2/17/2021,859,769,992,1603,6529,79
2/18/2021,887,785,998,1615,6554,85
2/19/2021,889,786,1000,1618,6578,88
2/2/2021,611,592,703,1005,3126,43
2/20/2021,896,792,1000,1621,6592,98
2/21/2021,896,792,1000,1621,6595,98
2/22/2021,900,796,1005,1624,6609,100
2/23/2021,930,812,1028,1682,6690,110
2/24/2021,943,820,1043,1716,6764,113
2/25/2021,954,830,1049,1725,6790,116
2/26/2021,956,832,1056,1727,6813,116
2/27/2021,1008,904,1163,2064,7856,122
2/28/2021,1069,939,1264,2346,8226,126
2/3/2021,629,599,730,1070,3450,45
2/4/2021,644,612,743,1119,3945,48
2/5/2021,657,622,767,1170,4290,53
2/6/2021,677,632,787,1201,4476,54
2/7/2021,677,633,787,1202,4491,54
2/8/2021,693,643,795,1225,4632,55
2/9/2021,713,663,822,1269,4874,56
3/1/2021,1075,949,1277,2364,8292,129
3/10/2021,1177,1017,1392,2687,8756,141
3/11/2021,1198,1032,1410,2725,8817,145
3/12/2021,1213,1038,1416,2744,8858,148
3/13/2021,1229,1056,1457,2863,9031,155
3/14/2021,1232,1059,1463,2868,9046,155
3/15/2021,1234,1062,1469,2883,9079,157
3/16/2021,1260,1072,1493,2930,9149,160
3/17/2021,1267,1080,1507,2955,9175,164
3/18/2021,1271,1088,1516,2971,9201,165
3/19/2021,1278,1093,1521,2986,9217,166
3/2/2021,1092,958,1302,2408,8345,130
3/20/2021,1293,1113,1553,3069,9367,168
3/21/2021,1293,1113,1553,3072,9369,168
3/22/2021,1307,1123,1568,3122,9419,168
3/23/2021,1327,1133,1587,3150,9466,171
3/24/2021,1332,1137,1594,3170,9501,171
3/25/2021,1344,1141,1602,3192,9522,176
3/26/2021,1354,1146,1610,3200,9541,177
3/27/2021,1378,1158,1624,3240,9608,189
3/28/2021,1379,1160,1629,3248,9614,189
3/29/2021,1392,1167,1644,3270,9650,193
3/3/2021,1103,966,1311,2430,8411,133
3/30/2021,1405,1179,1658,3289,9683,196
3/31/2021,1412,1183,1672,3330,9718,197
3/4/2021,1114,986,1337,2558,8554,135
3/5/2021,1119,989,1339,2563,8582,135
3/6/2021,1120,991,1345,2571,8626,135
3/7/2021,1120,991,1345,2572,8627,135
3/8/2021,1127,995,1348,2581,8641,137
3/9/2021,1150,1004,1370,2627,8695,139
4/1/2021,1433,1199,1701,3386,9813,204
4/10/2021,1584,1294,1832,3644,10192,241
4/11/2021,1585,1297,1834,3648,10195,241
4/12/2021,1599,1309,1847,3676,10215,241
4/13/2021,1603,1317,1852,3701,10242,244
4/14/2021,1611,1321,1853,3707,10260,245
4/15/2021,1622,1329,1855,3715,10273,247
4/16/2021,1632,1333,1865,3722,10279,252
4/17/2021,1636,1334,1872,3734,10304,253
4/18/2021,1636,1334,1873,3737,10308,253
4/19/2021,1641,1338,1877,3750,10318,256
4/2/2021,1442,1211,1711,3407,9833,206
4/20/2021,1653,1343,1887,3766,10351,258
4/21/2021,1662,1352,1893,3776,10361,260
4/22/2021,1682,1360,1898,3783,10376,261
4/23/2021,1701,1367,1901,3794,10390,266
4/24/2021,1706,1368,1902,3794,10390,270
4/25/2021,1708,1369,1903,3798,10392,270
4/26/2021,1718,1371,1908,3808,10398,271
4/27/2021,1724,1375,1917,3818,10416,273
4/28/2021,1732,1389,1926,3828,10433,274
4/29/2021,1743,1394,1932,3836,10447,281
4/3/2021,1445,1212,1714,3407,9836,206
4/30/2021,1748,1395,1936,3848,10457,282
4/4/2021,1445,1212,1716,3409,9836,206
4/5/2021,1456,1221,1720,3427,9864,212
4/6/2021,1497,1240,1769,3541,10016,216
4/7/2021,1540,1263,1792,3564,10045,219
4/8/2021,1565,1275,1806,3601,10083,233
4/9/2021,1577,1283,1816,3616,10106,240
5/1/2021,1752,1398,1937,3849,10457,286
5/10/2021,1808,1426,1975,3903,10556,300
5/11/2021,1812,1429,1976,3905,10568,303
5/12/2021,1818,1431,1977,3911,10587,305
5/13/2021,1820,1432,1981,3921,10597,307
5/14/2021,1836,1445,1990,3937,10615,317
5/15/2021,1840,1449,1991,3943,10620,321
5/16/2021,1848,1449,1994,3946,10620,325
5/17/2021,1853,1450,2003,3954,10631,338
5/18/2021,1864,1459,2013,3976,10657,351
5/19/2021,1880,1462,2020,3988,10685,357
5/2/2021,1753,1399,1937,3850,10459,286
5/20/2021,1888,1464,2028,4004,10696,389
5/21/2021,1892,1467,2032,4009,10705,399
5/22/2021,1900,1472,2036,4011,10711,404
5/23/2021,1902,1473,2037,4013,10714,406
5/24/2021,1908,1475,2045,4023,10722,414
5/25/2021,1917,1481,2048,4034,10732,421
5/26/2021,1921,1487,2052,4043,10739,423
5/27/2021,1930,1492,2054,4051,10743,427
5/28/2021,1935,1496,2057,4062,10751,433
5/29/2021,1936,1497,2060,4063,10752,434
