date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,337,320,271,280,202,3
1/10/2021,459,454,381,389,631,6
1/11/2021,471,468,403,405,829,6
1/12/2021,477,473,408,414,1043,6
1/13/2021,496,506,430,438,1353,6
1/14/2021,501,514,443,449,1601,6
1/15/2021,506,521,453,459,2028,6
1/16/2021,522,526,461,471,2384,6
1/17/2021,525,527,464,472,2397,6
1/18/2021,528,532,471,481,2574,6
1/19/2021,545,544,483,496,2779,6
1/2/2021,338,323,274,283,205,3
1/20/2021,554,559,498,519,3156,6
1/21/2021,560,573,511,540,3533,6
1/22/2021,573,581,519,548,3700,6
1/23/2021,599,618,554,582,4058,6
1/24/2021,609,622,561,602,4130,6
1/25/2021,631,641,597,646,4317,6
1/26/2021,653,684,646,704,4533,8
1/27/2021,682,721,688,751,4916,8
1/28/2021,732,759,744,825,5529,9
1/29/2021,774,802,813,895,5895,10
1/3/2021,350,337,285,297,230,3
1/30/2021,776,807,815,900,5913,10
1/31/2021,781,810,819,908,5940,10
1/4/2021,356,346,290,299,251,3
1/5/2021,375,373,304,314,260,3
1/6/2021,396,392,322,339,275,4
1/7/2021,404,398,333,347,305,4
1/8/2021,434,431,362,370,335,5
1/9/2021,452,452,381,387,628,6
12/1/2020,,,,1,1,
12/10/2020,,,,1,1,
12/11/2020,,,,1,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,1,1,1,
12/16/2020,,,2,1,1,
12/17/2020,,,7,4,4,
12/18/2020,1,2,8,7,4,
12/19/2020,1,4,10,8,5,
12/2/2020,,,,1,1,
12/20/2020,1,4,10,8,5,
12/21/2020,3,5,11,12,7,
12/22/2020,74,78,62,60,18,
12/23/2020,181,177,154,150,43,1
12/24/2020,211,206,179,165,53,1
12/25/2020,211,206,179,165,53,1
12/26/2020,213,211,181,176,54,1
12/27/2020,213,211,181,176,54,1
12/28/2020,229,226,200,196,65,1
12/29/2020,246,245,212,215,72,1
12/3/2020,,,,1,1,
12/30/2020,290,283,246,248,127,1
12/31/2020,335,318,269,279,185,3
12/4/2020,,,,1,1,
12/5/2020,,,,1,1,
12/6/2020,,,,1,1,
12/7/2020,,,,1,1,
12/8/2020,,,,1,1,
12/9/2020,,,,1,1,
2/1/2021,789,826,830,927,6098,10
2/10/2021,1052,1063,1076,1223,8006,19
2/11/2021,1169,1178,1208,1382,9036,23
2/12/2021,1239,1236,1272,1460,9711,29
2/13/2021,1263,1251,1296,1492,9894,30
2/14/2021,1263,1252,1296,1492,9906,30
2/15/2021,1266,1263,1310,1507,10060,30
2/16/2021,1273,1269,1319,1530,10291,32
2/17/2021,1279,1277,1333,1554,10467,32
2/18/2021,1284,1289,1350,1576,10657,32
2/19/2021,1288,1294,1362,1591,10840,33
2/2/2021,796,838,841,944,6239,11
2/20/2021,1293,1300,1371,1598,10852,33
2/21/2021,1294,1300,1374,1602,10858,33
2/22/2021,1296,1304,1380,1610,10893,33
2/23/2021,1298,1304,1381,1611,10938,33
2/24/2021,1330,1326,1409,1634,11169,34
2/25/2021,1370,1349,1460,1736,11910,36
2/26/2021,1406,1379,1498,1815,12363,39
2/27/2021,1466,1435,1558,1903,12675,41
2/28/2021,1468,1437,1560,1905,12704,41
2/3/2021,822,867,866,974,6506,12
2/4/2021,842,885,882,1001,6768,13
2/5/2021,877,925,940,1040,6956,14
2/6/2021,880,926,946,1053,7039,14
2/7/2021,881,929,947,1055,7056,14
2/8/2021,891,938,957,1070,7170,15
2/9/2021,927,972,1001,1123,7469,16
3/1/2021,1470,1442,1566,1934,12934,44
3/10/2021,1726,1715,1913,3838,15603,60
3/11/2021,1778,1767,1979,4072,15892,63
3/12/2021,1815,1804,2007,4245,16069,67
3/13/2021,1838,1827,2031,4383,16220,68
3/14/2021,1840,1829,2032,4392,16236,68
3/15/2021,1901,1869,2073,4693,16460,70
3/16/2021,1964,1924,2157,4898,16651,78
3/17/2021,2007,1973,2220,5120,16885,90
3/18/2021,2146,2055,2388,5431,17258,103
3/19/2021,2219,2120,2508,5689,17496,114
3/2/2021,1478,1454,1582,1977,13172,44
3/20/2021,2278,2172,2720,6012,17732,118
3/21/2021,2283,2179,2734,6020,17738,118
