date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-09-23 00:00:00,136,5,0.0367647058823529,3,1,0.3333333333333333
2021-09-22 00:00:00,5909,685,0.1159248603824674,390,181,0.4641025641025642
2021-09-21 00:00:00,11577,1400,0.1209294290403386,779,434,0.5571245186136072
2021-09-20 00:00:00,14709,1773,0.1205384458494799,750,432,0.576
2021-09-19 00:00:00,7308,979,0.1339627805145047,149,76,0.5100671140939598
2021-09-18 00:00:00,8361,1078,0.1289319459394809,268,132,0.4925373134328358
2021-09-17 00:00:00,14241,1455,0.1021697914472298,839,453,0.5399284862932062
2021-09-16 00:00:00,15229,1507,0.0989559393262854,871,459,0.5269804822043628
2021-09-15 00:00:00,15273,1634,0.1069861847705101,908,451,0.4966960352422908
2021-09-14 00:00:00,15694,1644,0.104753408946094,1083,561,0.518005540166205
2021-09-13 00:00:00,16404,1914,0.1166788588149232,903,459,0.5083056478405316
2021-09-12 00:00:00,7911,1015,0.1283023637972444,155,69,0.4451612903225807
2021-09-11 00:00:00,9429,1248,0.1323576201081769,279,139,0.4982078853046596
2021-09-10 00:00:00,14751,1655,0.1121957833367229,835,474,0.5676646706586826
2021-09-09 00:00:00,15426,1647,0.1067677946324387,918,469,0.510893246187364
2021-09-08 00:00:00,16977,1940,0.1142722506921129,852,445,0.5223004694835682
2021-09-07 00:00:00,17546,2077,0.1183745583038869,887,492,0.5546786922209695
2021-09-06 00:00:00,7574,1036,0.1367837338262477,273,135,0.4945054945054946
2021-09-05 00:00:00,8292,1061,0.1279546550892427,159,85,0.5345911949685536
2021-09-04 00:00:00,9089,1215,0.133678072395203,244,130,0.5327868852459018
2021-09-03 00:00:00,13665,1622,0.11869740212221,874,437,0.5
2021-09-02 00:00:00,15342,1624,0.1058532134011211,922,489,0.5303687635574837
2021-09-01 00:00:00,15855,1823,0.1149795017344686,947,517,0.545934530095037
2021-08-31 00:00:00,17729,1843,0.1039539737153816,1021,512,0.5014691478942214
2021-08-30 00:00:00,18597,2112,0.1135667043071463,976,512,0.5245901639344264
2021-08-29 00:00:00,8861,1121,0.1265094233156529,210,106,0.5047619047619047
2021-08-28 00:00:00,10705,1289,0.1204110228865016,370,192,0.518918918918919
2021-08-27 00:00:00,17714,1736,0.098001580670656,908,476,0.5242290748898678
2021-08-26 00:00:00,18037,1859,0.1030659200532239,1051,594,0.5651760228353948
2021-08-25 00:00:00,19093,2049,0.1073168176818729,1146,641,0.5593368237347296
2021-08-24 00:00:00,19645,1877,0.0955459404428608,1165,627,0.5381974248927038
2021-08-23 00:00:00,20716,2129,0.1027708051747442,1103,577,0.5231187669990934
2021-08-22 00:00:00,9732,1102,0.1132346896835183,248,132,0.532258064516129
2021-08-21 00:00:00,11237,1242,0.1105277209219543,397,192,0.4836272040302268
2021-08-20 00:00:00,18745,1894,0.1010402774073086,1029,568,0.5519922254616132
2021-08-19 00:00:00,19717,1975,0.1001673682608916,1000,555,0.555
2021-08-18 00:00:00,20279,2028,0.1000049312096257,1004,523,0.5209163346613546
2021-08-17 00:00:00,21104,2074,0.0982752084912813,1060,559,0.5273584905660378
2021-08-16 00:00:00,22171,2222,0.1002210094267286,979,525,0.5362614913176712
2021-08-15 00:00:00,10084,1219,0.1208845696152321,220,105,0.4772727272727274
2021-08-14 00:00:00,10679,1291,0.1208914692386928,339,181,0.5339233038348082
2021-08-13 00:00:00,16452,1851,0.112509117432531,896,476,0.53125
2021-08-12 00:00:00,16865,1822,0.1080343907500741,911,464,0.5093304061470912
2021-08-11 00:00:00,16935,1989,0.1174490699734278,996,527,0.5291164658634538
2021-08-10 00:00:00,17079,1913,0.1120088998184906,955,479,0.5015706806282724
2021-08-09 00:00:00,17297,2114,0.1222177256171591,877,473,0.539338654503991
2021-08-08 00:00:00,7534,1051,0.1395009291213167,194,107,0.5515463917525774
2021-08-07 00:00:00,8562,1185,0.1384022424667134,314,157,0.5
2021-08-06 00:00:00,12386,1624,0.131115775875989,833,379,0.454981992797119
2021-08-05 00:00:00,12759,1699,0.1331609060271181,748,342,0.4572192513368984
2021-08-04 00:00:00,12102,1680,0.1388200297471493,788,354,0.4492385786802031
2021-08-03 00:00:00,12601,1679,0.1332433933814777,779,320,0.4107830551989731
2021-08-02 00:00:00,12343,1846,0.1495584541845581,701,358,0.5106990014265336
2021-08-01 00:00:00,6332,1010,0.1595072646873026,171,71,0.4152046783625731
2021-07-31 00:00:00,6462,934,0.1445372949551223,248,132,0.532258064516129
2021-07-30 00:00:00,9792,1381,0.1410334967320262,650,289,0.4446153846153847
2021-07-29 00:00:00,9809,1374,0.1400754409216026,642,303,0.47196261682243
2021-07-28 00:00:00,9350,1358,0.14524064171123,575,270,0.4695652173913044
2021-07-27 00:00:00,8753,1236,0.1412087284359648,550,255,0.4636363636363636
2021-07-26 00:00:00,8525,1161,0.1361876832844575,573,260,0.4537521815008726
2021-07-25 00:00:00,4320,699,0.1618055555555556,120,58,0.4833333333333334
2021-07-24 00:00:00,4849,721,0.1486904516395133,138,64,0.463768115942029
2021-07-23 00:00:00,7163,930,0.1298338684908558,434,203,0.467741935483871
2021-07-22 00:00:00,7359,967,0.1314037233319745,563,285,0.5062166962699822
2021-07-21 00:00:00,7514,955,0.1270960873036998,519,247,0.4759152215799616
2021-07-20 00:00:00,7294,919,0.1259939676446394,478,214,0.4476987447698745
2021-07-19 00:00:00,7659,936,0.1222091656874266,376,182,0.4840425531914894
2021-07-18 00:00:00,3964,591,0.1490918264379415,68,31,0.4558823529411766
2021-07-17 00:00:00,4249,561,0.1320310661332078,122,69,0.5655737704918032
2021-07-16 00:00:00,6220,731,0.117524115755627,375,170,0.4533333333333334
2021-07-15 00:00:00,6245,704,0.1127301841473179,458,232,0.5065502183406114
