date,Yavapai_cume,Yavapai
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,6,2
1/14/2021,377,371
1/15/2021,841,464
1/16/2021,892,51
1/17/2021,910,18
1/18/2021,942,32
1/19/2021,954,12
1/2/2021,983,29
1/20/2021,1236,253
1/21/2021,1944,708
1/22/2021,2145,201
1/23/2021,2154,9
1/24/2021,2276,122
1/25/2021,2277,1
1/26/2021,2314,37
1/27/2021,2369,55
1/28/2021,2411,42
1/29/2021,3046,635
1/3/2021,3748,702
1/30/2021,3944,196
1/31/2021,3945,1
1/4/2021,4021,76
1/5/2021,4214,193
1/6/2021,4719,505
1/7/2021,5019,300
1/8/2021,5107,88
1/9/2021,5437,330
12/1/2020,5440,3
12/12/2020,5731,291
12/18/2020,6611,880
12/19/2020,7599,988
12/22/2020,9048,1449
12/23/2020,10765,1717
12/24/2020,12269,1504
12/25/2020,13635,1366
12/26/2020,14561,926
12/27/2020,15188,627
12/28/2020,17068,1880
12/29/2020,19228,2160
12/30/2020,21164,1936
12/31/2020,22168,1004
12/6/2020,23139,971
2/1/2021,25338,2199
2/10/2021,27687,2349
2/11/2021,30287,2600
2/12/2021,32266,1979
2/13/2021,34170,1904
2/14/2021,35420,1250
2/15/2021,36451,1031
2/16/2021,38152,1701
2/17/2021,39884,1732
2/18/2021,42224,2340
2/19/2021,43944,1720
2/2/2021,45481,1537
2/20/2021,46788,1307
2/21/2021,47800,1012
2/22/2021,48699,899
2/23/2021,50422,1723
2/24/2021,51351,929
2/25/2021,51877,526
2/26/2021,52405,528
2/27/2021,52643,238
2/28/2021,52830,187
2/3/2021,53049,219
2/4/2021,54598,1549
2/5/2021,57822,3224
2/6/2021,60803,2981
2/7/2021,64149,3346
2/8/2021,65301,1152
2/9/2021,66471,1170
3/1/2021,69362,2891
3/10/2021,71754,2392
3/11/2021,74483,2729
3/12/2021,76194,1711
3/13/2021,78250,2056
3/14/2021,79851,1601
3/15/2021,81406,1555
3/16/2021,84043,2637
3/17/2021,87023,2980
3/18/2021,89980,2957
3/19/2021,92070,2090
3/2/2021,93938,1868
3/20/2021,95644,1706
3/21/2021,97361,1717
3/22/2021,99502,2141
3/23/2021,101850,2348
3/24/2021,103699,1849
3/25/2021,104904,1205
3/26/2021,106088,1184
3/27/2021,107079,991
3/28/2021,107341,262
3/29/2021,108494,1153
3/3/2021,109572,1078
3/30/2021,110913,1341
3/31/2021,112387,1474
3/4/2021,113895,1508
3/5/2021,114866,971
3/6/2021,115110,244
3/7/2021,116212,1102
3/8/2021,117371,1159
3/9/2021,118674,1303
4/1/2021,120414,1740
4/10/2021,122185,1771
4/11/2021,123293,1108
4/12/2021,123689,396
4/13/2021,125232,1543
4/14/2021,126981,1749
4/15/2021,128616,1635
4/16/2021,130719,2103
4/17/2021,133008,2289
4/18/2021,133973,965
4/19/2021,134697,724
4/2/2021,136044,1347
4/20/2021,136908,864
4/21/2021,138581,1673
4/22/2021,140343,1762
4/23/2021,141974,1631
4/24/2021,143749,1775
4/25/2021,144602,853
4/26/2021,146301,1699
4/27/2021,147221,920
4/28/2021,148700,1479
4/29/2021,150338,1638
4/3/2021,152053,1715
4/30/2021,153538,1485
4/4/2021,154182,644
4/5/2021,155526,1344
4/6/2021,156486,960
4/7/2021,157680,1194
4/8/2021,158552,872
4/9/2021,159704,1152
5/1/2021,160380,676
5/10/2021,160689,309
5/11/2021,161470,781
5/12/2021,162075,605
5/13/2021,162691,616
5/14/2021,163237,546
5/15/2021,163842,605
5/16/2021,164297,455
5/17/2021,164426,129
5/18/2021,165011,585
5/19/2021,165531,520
5/2/2021,166187,656
5/20/2021,166703,516
5/21/2021,167425,722
5/22/2021,167838,413
5/23/2021,168000,162
5/24/2021,168402,402
5/25/2021,168879,477
5/26/2021,169379,500
5/27/2021,170001,622
5/28/2021,170503,502
5/29/2021,170734,231
5/3/2021,170872,138
5/30/2021,171221,349
5/31/2021,171583,362
5/4/2021,171997,414
5/5/2021,172316,319
5/6/2021,172714,398
5/7/2021,172892,178
5/8/2021,173100,208
5/9/2021,173181,81
6/1/2021,173544,363
6/10/2021,173905,361
6/11/2021,174245,340
6/12/2021,174667,422
