date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-09-22 00:00:00,49,2,0.0408163265306122,,,
2021-09-21 00:00:00,5832,643,0.1102537722908093,377,209,0.5543766578249338
2021-09-20 00:00:00,13039,1597,0.1224787176930746,735,426,0.5795918367346938
2021-09-19 00:00:00,7049,958,0.1359058022414527,147,75,0.5102040816326532
2021-09-18 00:00:00,8201,1072,0.1307157663699549,265,130,0.4905660377358492
2021-09-17 00:00:00,14226,1461,0.1026992830029523,836,451,0.5394736842105264
2021-09-16 00:00:00,15224,1515,0.0995139253809774,870,458,0.5264367816091954
2021-09-15 00:00:00,15251,1644,0.1077962100845846,906,450,0.4966887417218544
2021-09-14 00:00:00,15703,1649,0.105011781188308,1078,558,0.5176252319109462
2021-09-13 00:00:00,16429,1919,0.1168056485482988,901,458,0.5083240843507214
2021-09-12 00:00:00,7920,1017,0.1284090909090909,155,69,0.4451612903225807
2021-09-11 00:00:00,9445,1255,0.1328745367919534,279,139,0.4982078853046596
2021-09-10 00:00:00,14770,1660,0.1123899796885579,835,474,0.5676646706586826
2021-09-09 00:00:00,15440,1650,0.1068652849740933,918,469,0.510893246187364
2021-09-08 00:00:00,17002,1942,0.1142218562522056,853,445,0.5216881594372802
2021-09-07 00:00:00,17565,2079,0.1183603757472246,887,492,0.5546786922209695
2021-09-06 00:00:00,7585,1039,0.1369808833223467,273,135,0.4945054945054946
2021-09-05 00:00:00,8294,1061,0.1279238003375934,159,85,0.5345911949685536
2021-09-04 00:00:00,9103,1217,0.1336921893881138,244,130,0.5327868852459018
2021-09-03 00:00:00,13680,1623,0.118640350877193,874,437,0.5
2021-09-02 00:00:00,15356,1624,0.1057567074759052,923,489,0.5297941495124594
2021-09-01 00:00:00,15877,1826,0.1150091327076904,947,517,0.545934530095037
2021-08-31 00:00:00,17747,1845,0.1039612328844312,1019,512,0.5024533856722276
2021-08-30 00:00:00,18616,2112,0.1134507950150408,976,512,0.5245901639344264
2021-08-29 00:00:00,8865,1122,0.1265651438240271,210,106,0.5047619047619047
2021-08-28 00:00:00,10712,1289,0.1203323375653473,370,192,0.518918918918919
2021-08-27 00:00:00,17743,1736,0.0978414022431381,908,476,0.5242290748898678
2021-08-26 00:00:00,18057,1861,0.1030625242288309,1051,594,0.5651760228353948
2021-08-25 00:00:00,19115,2049,0.107193303688203,1146,641,0.5593368237347296
2021-08-24 00:00:00,19656,1877,0.0954924704924705,1165,627,0.5381974248927038
2021-08-23 00:00:00,20738,2130,0.1027100009644132,1103,577,0.5231187669990934
2021-08-22 00:00:00,9746,1103,0.1131746357479992,248,132,0.532258064516129
2021-08-21 00:00:00,11250,1244,0.1105777777777778,397,192,0.4836272040302268
2021-08-20 00:00:00,18762,1895,0.1010020253704296,1029,568,0.5519922254616132
2021-08-19 00:00:00,19740,1978,0.1002026342451874,1000,555,0.555
2021-08-18 00:00:00,20294,2028,0.0999310140928353,1004,523,0.5209163346613546
2021-08-17 00:00:00,21118,2074,0.0982100577706222,1060,559,0.5273584905660378
2021-08-16 00:00:00,22185,2223,0.1002028397565923,979,525,0.5362614913176712
2021-08-15 00:00:00,10096,1219,0.1207408874801902,220,105,0.4772727272727274
2021-08-14 00:00:00,10684,1291,0.1208348932983901,339,181,0.5339233038348082
2021-08-13 00:00:00,16469,1851,0.1123929807517154,896,476,0.53125
2021-08-12 00:00:00,16884,1823,0.1079720445392087,911,464,0.5093304061470912
2021-08-11 00:00:00,16958,1990,0.1173487439556552,996,527,0.5291164658634538
2021-08-10 00:00:00,17094,1916,0.1120861120861121,955,479,0.5015706806282724
2021-08-09 00:00:00,17320,2116,0.1221709006928407,877,473,0.539338654503991
2021-08-08 00:00:00,7542,1051,0.1393529567753912,194,107,0.5515463917525774
2021-08-07 00:00:00,8567,1185,0.1383214660908136,314,157,0.5
2021-08-06 00:00:00,12400,1624,0.1309677419354839,833,379,0.454981992797119
2021-08-05 00:00:00,12770,1700,0.1331245105716523,748,342,0.4572192513368984
2021-08-04 00:00:00,12116,1680,0.1386596236381644,788,354,0.4492385786802031
2021-08-03 00:00:00,12610,1681,0.1333068992862807,779,320,0.4107830551989731
2021-08-02 00:00:00,12355,1846,0.1494131930392554,701,358,0.5106990014265336
