date,Yavapai_cume,Yavapai
2020-12-01 00:00:00,1,
2020-12-06 00:00:00,2,1
2020-12-19 00:00:00,4,2
2020-12-22 00:00:00,375,371
2020-12-23 00:00:00,806,431
2020-12-24 00:00:00,817,11
2020-12-25 00:00:00,823,6
2020-12-26 00:00:00,828,5
2020-12-27 00:00:00,833,5
2020-12-28 00:00:00,842,9
2020-12-29 00:00:00,1055,213
2020-12-30 00:00:00,1759,704
2020-12-31 00:00:00,1958,199
2021-01-01 00:00:00,1963,5
2021-01-02 00:00:00,2085,122
2021-01-03 00:00:00,2086,1
2021-01-04 00:00:00,2120,34
2021-01-05 00:00:00,2166,46
2021-01-06 00:00:00,2207,41
2021-01-07 00:00:00,2838,631
2021-01-08 00:00:00,3538,700
2021-01-09 00:00:00,3734,196
2021-01-10 00:00:00,3735,1
2021-01-11 00:00:00,3810,75
2021-01-12 00:00:00,4001,191
2021-01-13 00:00:00,4502,501
2021-01-14 00:00:00,4801,299
2021-01-15 00:00:00,4886,85
2021-01-16 00:00:00,5215,329
2021-01-17 00:00:00,5217,2
2021-01-18 00:00:00,5507,290
2021-01-19 00:00:00,6382,875
2021-01-20 00:00:00,7359,977
2021-01-21 00:00:00,8799,1440
2021-01-22 00:00:00,10506,1707
2021-01-23 00:00:00,12006,1500
2021-01-24 00:00:00,13365,1359
2021-01-25 00:00:00,14288,923
2021-01-26 00:00:00,14915,627
2021-01-27 00:00:00,16790,1875
2021-01-28 00:00:00,18940,2150
2021-01-29 00:00:00,20866,1926
2021-01-30 00:00:00,21862,996
2021-01-31 00:00:00,22825,963
2021-02-01 00:00:00,24996,2171
2021-02-02 00:00:00,27336,2340
2021-02-03 00:00:00,29918,2582
2021-02-04 00:00:00,31889,1971
2021-02-05 00:00:00,33780,1891
2021-02-06 00:00:00,35026,1246
2021-02-07 00:00:00,36054,1028
2021-02-08 00:00:00,37751,1697
2021-02-09 00:00:00,39469,1718
2021-02-10 00:00:00,41799,2330
2021-02-11 00:00:00,43506,1707
2021-02-12 00:00:00,45028,1522
2021-02-13 00:00:00,46324,1296
2021-02-14 00:00:00,47334,1010
2021-02-15 00:00:00,48223,889
2021-02-16 00:00:00,49933,1710
2021-02-17 00:00:00,50848,915
2021-02-18 00:00:00,51361,513
2021-02-19 00:00:00,51877,516
2021-02-20 00:00:00,52112,235
2021-02-21 00:00:00,52297,185
2021-02-22 00:00:00,52507,210
2021-02-23 00:00:00,54040,1533
2021-02-24 00:00:00,57254,3214
2021-02-25 00:00:00,60222,2968
2021-02-26 00:00:00,63560,3338
2021-02-27 00:00:00,64707,1147
2021-02-28 00:00:00,65867,1160
2021-03-01 00:00:00,68716,2849
2021-03-02 00:00:00,71095,2379
2021-03-03 00:00:00,73811,2716
2021-03-04 00:00:00,75515,1704
2021-03-05 00:00:00,77547,2032
2021-03-06 00:00:00,79144,1597
2021-03-07 00:00:00,80690,1546
2021-03-08 00:00:00,83309,2619
2021-03-09 00:00:00,86261,2952
2021-03-10 00:00:00,89198,2937
2021-03-11 00:00:00,91261,2063
2021-03-12 00:00:00,93110,1849
2021-03-13 00:00:00,94810,1700
2021-03-14 00:00:00,96511,1701
2021-03-15 00:00:00,98634,2123
2021-03-16 00:00:00,100967,2333
2021-03-17 00:00:00,102786,1819
2021-03-18 00:00:00,103973,1187
2021-03-19 00:00:00,105144,1171
2021-03-20 00:00:00,106117,973
2021-03-21 00:00:00,106371,254
2021-03-22 00:00:00,107502,1131
2021-03-23 00:00:00,108549,1047
2021-03-24 00:00:00,109848,1299
2021-03-25 00:00:00,111294,1446
2021-03-26 00:00:00,112775,1481
2021-03-27 00:00:00,113719,944
2021-03-28 00:00:00,113956,237
2021-03-29 00:00:00,115039,1083
2021-03-30 00:00:00,116179,1140
2021-03-31 00:00:00,117467,1288
2021-04-01 00:00:00,119183,1716
2021-04-02 00:00:00,120949,1766
2021-04-03 00:00:00,122052,1103
2021-04-04 00:00:00,122447,395
2021-04-05 00:00:00,123981,1534
2021-04-06 00:00:00,125721,1740
2021-04-07 00:00:00,127349,1628
2021-04-08 00:00:00,129429,2080
2021-04-09 00:00:00,131705,2276
2021-04-10 00:00:00,132666,961
2021-04-11 00:00:00,133389,723
2021-04-12 00:00:00,134729,1340
2021-04-13 00:00:00,135583,854
2021-04-14 00:00:00,137245,1662
2021-04-15 00:00:00,138988,1743
2021-04-16 00:00:00,140613,1625
2021-04-17 00:00:00,142380,1767
2021-04-18 00:00:00,143231,851
2021-04-19 00:00:00,144901,1670
2021-04-20 00:00:00,145780,879
2021-04-21 00:00:00,147196,1416
2021-04-22 00:00:00,148779,1583
2021-04-23 00:00:00,150445,1666
2021-04-24 00:00:00,151926,1481
2021-04-25 00:00:00,152570,644
2021-04-26 00:00:00,153889,1319
2021-04-27 00:00:00,154830,941
2021-04-28 00:00:00,155989,1159
2021-04-29 00:00:00,156835,846
2021-04-30 00:00:00,157973,1138
2021-05-01 00:00:00,158623,650
2021-05-02 00:00:00,158930,307
2021-05-03 00:00:00,159704,774
2021-05-04 00:00:00,160285,581
2021-05-05 00:00:00,160871,586
2021-05-06 00:00:00,161389,518
2021-05-07 00:00:00,161984,595
2021-05-08 00:00:00,162412,428
2021-05-09 00:00:00,162539,127
2021-05-10 00:00:00,163078,539
2021-05-11 00:00:00,163549,471
2021-05-12 00:00:00,164188,639
2021-05-13 00:00:00,164670,482
2021-05-14 00:00:00,165338,668
2021-05-15 00:00:00,165746,408
2021-05-16 00:00:00,165891,145
2021-05-17 00:00:00,166285,394
2021-05-18 00:00:00,166750,465
2021-05-19 00:00:00,167247,497
2021-05-20 00:00:00,167837,590
2021-05-21 00:00:00,168328,491
2021-05-22 00:00:00,168556,228
2021-05-23 00:00:00,168684,128
2021-05-24 00:00:00,169010,326
2021-05-25 00:00:00,169369,359
2021-05-26 00:00:00,169776,407
2021-05-27 00:00:00,170092,316
2021-05-28 00:00:00,170482,390
2021-05-29 00:00:00,170659,177
2021-05-30 00:00:00,170862,203
2021-05-31 00:00:00,170943,81
2021-06-01 00:00:00,171306,363
2021-06-02 00:00:00,171665,359
2021-06-03 00:00:00,172002,337
2021-06-04 00:00:00,172421,419
2021-06-05 00:00:00,172596,175
2021-06-06 00:00:00,172716,120
2021-06-07 00:00:00,172981,265
2021-06-08 00:00:00,173282,301
2021-06-09 00:00:00,173563,281
2021-06-10 00:00:00,173845,282
2021-06-11 00:00:00,174178,333
2021-06-12 00:00:00,174299,121
2021-06-13 00:00:00,174342,43
2021-06-14 00:00:00,174555,213
2021-06-15 00:00:00,174777,222
2021-06-16 00:00:00,175004,227
2021-06-17 00:00:00,175138,134
2021-06-18 00:00:00,175252,114
