date,Pima_cume,Pima
2020-12-01,73,
2020-12-02,76,3
2020-12-03,83,7
2020-12-04,85,2
2020-12-05,86,1
2020-12-06,88,2
2020-12-07,91,3
2020-12-08,93,2
2020-12-09,102,9
2020-12-10,104,2
2020-12-11,113,9
2020-12-12,118,5
2020-12-13,121,3
2020-12-14,128,7
2020-12-15,155,27
2020-12-16,165,10
2020-12-17,1382,1217
2020-12-18,2755,1373
2020-12-19,3491,736
2020-12-20,3516,25
2020-12-21,5026,1510
2020-12-22,6592,1566
2020-12-23,8476,1884
2020-12-24,9532,1056
2020-12-25,9540,8
2020-12-26,10334,794
2020-12-27,10507,173
2020-12-28,12323,1816
2020-12-29,14252,1929
2020-12-30,16350,2098
2020-12-31,17930,1580
2021-01-01,18853,923
2021-01-02,19511,658
2021-01-03,19885,374
2021-01-04,21700,1815
2021-01-05,23475,1775
2021-01-06,25603,2128
2021-01-07,27862,2259
2021-01-08,30505,2643
2021-01-09,32598,2093
2021-01-10,33052,454
2021-01-11,35895,2843
2021-01-12,38751,2856
2021-01-13,41362,2611
2021-01-14,43920,2558
2021-01-15,48143,4223
2021-01-16,49615,1472
2021-01-17,50174,559
2021-01-18,54171,3997
2021-01-19,58396,4225
2021-01-20,63401,5005
2021-01-21,68937,5536
2021-01-22,75625,6688
2021-01-23,79108,3483
2021-01-24,80215,1107
2021-01-25,87507,7292
2021-01-26,94325,6818
2021-01-27,101774,7449
2021-01-28,108814,7040
2021-01-29,116021,7207
2021-01-30,121040,5019
2021-01-31,122459,1419
2021-02-01,129368,6909
2021-02-02,135955,6587
2021-02-03,143109,7154
2021-02-04,150484,7375
2021-02-05,159322,8838
2021-02-06,164211,4889
2021-02-07,165513,1302
2021-02-08,172661,7148
2021-02-09,179126,6465
2021-02-10,186900,7774
2021-02-11,194924,8024
2021-02-12,203990,9066
2021-02-13,209247,5257
2021-02-14,210351,1104
2021-02-15,216636,6285
2021-02-16,223800,7164
2021-02-17,231528,7728
2021-02-18,239170,7642
2021-02-19,245120,5950
2021-02-20,249320,4200
2021-02-21,250233,913
2021-02-22,255613,5380
2021-02-23,262018,6405
2021-02-24,270390,8372
2021-02-25,280508,10118
2021-02-26,292630,12122
2021-02-27,300468,7838
2021-02-28,304312,3844
2021-03-01,315112,10800
2021-03-02,324016,8904
2021-03-03,334271,10255
2021-03-04,342942,8671
2021-03-05,353162,10220
2021-03-06,360264,7102
2021-03-07,364453,4189
2021-03-08,374872,10419
2021-03-09,385170,10298
2021-03-10,397496,12326
2021-03-11,409590,12094
2021-03-12,422402,12812
2021-03-13,430467,8065
2021-03-14,434384,3917
2021-03-15,443570,9186
2021-03-16,453405,9835
2021-03-17,464390,10985
2021-03-18,475303,10913
2021-03-19,486956,11653
2021-03-20,493720,6764
2021-03-21,499619,5899
2021-03-22,508549,8930
2021-03-23,518851,10302
2021-03-24,530926,12075
2021-03-25,544419,13493
2021-03-26,558646,14227
2021-03-27,567411,8765
2021-03-28,573291,5880
2021-03-29,584003,10712
2021-03-30,596164,12161
2021-03-31,609947,13783
2021-04-01,623186,13239
2021-04-02,636025,12839
2021-04-03,644636,8611
2021-04-04,649526,4890
2021-04-05,661582,12056
2021-04-06,673606,12024
2021-04-07,688103,14497
2021-04-08,702134,14031
2021-04-09,716617,14483
2021-04-10,725098,8481
2021-04-11,729814,4716
2021-04-12,740453,10639
2021-04-13,750175,9722
2021-04-14,761551,11376
2021-04-15,773327,11776
2021-04-16,785446,12119
2021-04-17,791881,6435
2021-04-18,796355,4474
2021-04-19,805270,8915
2021-04-20,814586,9316
2021-04-21,825153,10567
2021-04-22,836028,10875
2021-04-23,847616,11588
2021-04-24,855063,7447
2021-04-25,858973,3910
2021-04-26,869497,10524
2021-04-27,879197,9700
2021-04-28,888977,9780
2021-04-29,898215,9238
2021-04-30,907231,9016
2021-05-01,911634,4403
2021-05-02,914585,2951
2021-05-03,921381,6796
2021-05-04,927690,6309
2021-05-05,934859,7169
2021-05-06,940917,6058
2021-05-07,947668,6751
2021-05-08,951199,3531
2021-05-09,952916,1717
2021-05-10,957335,4419
2021-05-11,961113,3778
2021-05-12,965546,4433
2021-05-13,971303,5757
2021-05-14,977616,6313
2021-05-15,982379,4763
2021-05-16,985421,3042
2021-05-17,990405,4984
2021-05-18,994182,3777
2021-05-19,998396,4214
2021-05-20,1002287,3891
2021-05-21,1007568,5281
2021-05-22,1011267,3699
2021-05-23,1012883,1616
2021-05-24,1016590,3707
2021-05-25,1019885,3295
2021-05-26,1023014,3129
2021-05-27,1025876,2862
2021-05-28,1029629,3753
2021-05-29,1031401,1772
2021-05-30,1032323,922
2021-05-31,1033012,689
2021-06-01,1036372,3360
2021-06-02,1039077,2705
2021-06-03,1042232,3155
2021-06-04,1046426,4194
2021-06-05,1049101,2675
2021-06-06,1050807,1706
2021-06-07,1054549,3742
2021-06-08,1057306,2757
2021-06-09,1060156,2850
2021-06-10,1062797,2641
2021-06-11,1066171,3374
2021-06-12,1068348,2177
2021-06-13,1069481,1133
2021-06-14,1072583,3102
2021-06-15,1074651,2068
2021-06-16,1076893,2242
2021-06-17,1078877,1984
2021-06-18,1081645,2768
2021-06-19,1083215,1570
2021-06-20,1083976,761
2021-06-21,1085773,1797
2021-06-22,1087879,2106
2021-06-23,1089840,1961
2021-06-24,1091673,1833
2021-06-25,1094177,2504
2021-06-26,1095550,1373
2021-06-27,1096287,737
2021-06-28,1097972,1685
2021-06-29,1099566,1594
2021-06-30,1101349,1783
2021-07-01,1102994,1645
2021-07-02,1104786,1792
2021-07-03,1105813,1027
2021-07-04,1106035,222
2021-07-05,1107221,1186
2021-07-06,1108643,1422
2021-07-07,1110227,1584
2021-07-08,1111975,1748
2021-07-09,1113815,1840
2021-07-10,1115012,1197
2021-07-11,1115607,595
2021-07-12,1117145,1538
2021-07-13,1118527,1382
2021-07-14,1119970,1443
2021-07-15,1121368,1398
2021-07-16,1123264,1896
2021-07-17,1124460,1196
2021-07-18,1125096,636
2021-07-19,1126729,1633
2021-07-20,1128323,1594
2021-07-21,1130022,1699
2021-07-22,1131677,1655
2021-07-23,1133734,2057
2021-07-24,1135043,1309
2021-07-25,1135753,710
2021-07-26,1137616,1863
2021-07-27,1139636,2020
2021-07-28,1141845,2209
2021-07-29,1143792,1947
2021-07-30,1146230,2438
2021-07-31,1147813,1583
2021-08-01,1148855,1042
2021-08-02,1150970,2115
2021-08-03,1152890,1920
2021-08-04,1154670,1780
2021-08-05,1156314,1644
2021-08-06,1158732,2418
2021-08-07,1160298,1566
2021-08-08,1161238,940
2021-08-09,1163162,1924
2021-08-10,1164854,1692
2021-08-11,1166532,1678
2021-08-12,1168338,1806
2021-08-13,1170933,2595
2021-08-14,1172684,1751
2021-08-15,1173799,1115
2021-08-16,1175949,2150
2021-08-17,1178076,2127
2021-08-18,1180421,2345
2021-08-19,1182574,2153
2021-08-20,1185296,2722
2021-08-21,1186929,1633
2021-08-22,1188054,1125
2021-08-23,1190344,2290
2021-08-24,1192879,2535
2021-08-25,1195164,2285
2021-08-26,1197085,1921
2021-08-27,1199772,2687
2021-08-28,1201397,1625
2021-08-29,1202476,1079
2021-08-30,1204435,1959
2021-08-31,1206179,1744
2021-09-01,1207966,1787
2021-09-02,1209340,1374
2021-09-03,1211677,2337
2021-09-04,1212982,1305
2021-09-05,1213759,777
2021-09-06,1214047,288
2021-09-07,1215645,1598
2021-09-08,1217238,1593
2021-09-09,1218534,1296
2021-09-10,1220585,2051
2021-09-11,1221952,1367
2021-09-12,1222896,944
2021-09-13,1224480,1584
2021-09-14,1226083,1603
2021-09-15,1226935,852
2021-09-16,1228246,1311
2021-09-17,1230350,2104
2021-09-18,1231455,1105
2021-09-19,1232155,700
2021-09-20,1233080,925
2021-09-21,1234516,1436
2021-09-22,1235974,1458
