date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-10-09 00:00:00,65,2,0.0307692307692308,27.0,1.0,0.037037037037037
2020-10-08 00:00:00,197,9,0.0456852791878173,21.0,4.0,0.1904761904761905
2020-10-07 00:00:00,272,10,0.0367647058823529,11.0,0.0,0
2020-10-06 00:00:00,319,12,0.0376175548589342,17.0,0.0,0
2020-10-05 00:00:00,402,8,0.0199004975124378,23.0,0.0,0
2020-10-04 00:00:00,116,7,0.0603448275862069,3.0,0.0,0
2020-10-03 00:00:00,100,3,0.03,1.0,0.0,0
2020-10-02 00:00:00,311,10,0.0321543408360129,13.0,1.0,0.0769230769230769
2020-10-01 00:00:00,307,7,0.0228013029315961,20.0,1.0,0.05
2020-09-30 00:00:00,291,16,0.0549828178694158,13.0,2.0,0.1538461538461539
2020-09-29 00:00:00,254,14,0.0551181102362205,17.0,1.0,0.0588235294117647
2020-09-28 00:00:00,244,9,0.0368852459016393,28.0,2.0,0.0714285714285714
2020-09-27 00:00:00,124,3,0.0241935483870968,2.0,1.0,0.5
2020-09-26 00:00:00,118,7,0.0593220338983051,1.0,0.0,0
2020-09-25 00:00:00,251,3,0.0119521912350598,46.0,6.0,0.1304347826086957
2020-09-24 00:00:00,289,2,0.0069204152249135,23.0,1.0,0.0434782608695652
2020-09-23 00:00:00,211,7,0.033175355450237,14.0,1.0,0.0714285714285714
2020-09-22 00:00:00,307,6,0.0195439739413681,16.0,1.0,0.0625
2020-09-21 00:00:00,252,5,0.0198412698412698,28.0,4.0,0.1428571428571429
2020-09-20 00:00:00,75,3,0.04,,,
2020-09-19 00:00:00,98,4,0.0408163265306122,2.0,0.0,0
2020-09-18 00:00:00,246,6,0.024390243902439,42.0,1.0,0.0238095238095238
2020-09-17 00:00:00,291,8,0.0274914089347079,25.0,3.0,0.12
2020-09-16 00:00:00,249,7,0.0281124497991968,7.0,1.0,0.1428571428571429
2020-09-15 00:00:00,395,2,0.0050632911392405,14.0,0.0,0
2020-09-14 00:00:00,701,7,0.0099857346647646,23.0,2.0,0.0869565217391304
2020-09-13 00:00:00,134,3,0.0223880597014925,2.0,0.0,0
2020-09-12 00:00:00,174,6,0.0344827586206897,4.0,0.0,0
2020-09-11 00:00:00,264,3,0.0113636363636364,38.0,1.0,0.0263157894736842
2020-09-10 00:00:00,271,4,0.014760147601476,29.0,4.0,0.1379310344827586
2020-09-09 00:00:00,263,5,0.0190114068441065,20.0,1.0,0.05
2020-09-08 00:00:00,303,3,0.0099009900990099,19.0,3.0,0.1578947368421053
2020-09-07 00:00:00,63,5,0.0793650793650794,2.0,1.0,0.5
2020-09-06 00:00:00,58,2,0.0344827586206897,3.0,0.0,0
2020-09-05 00:00:00,75,3,0.04,3.0,1.0,0.3333333333333333
2020-09-04 00:00:00,233,3,0.0128755364806867,26.0,1.0,0.0384615384615385
2020-09-03 00:00:00,291,10,0.0343642611683849,24.0,3.0,0.125
2020-09-02 00:00:00,207,1,0.0048309178743961,21.0,0.0,0
2020-09-01 00:00:00,223,5,0.0224215246636771,14.0,0.0,0
2020-08-31 00:00:00,252,11,0.0436507936507937,22.0,2.0,0.0909090909090909
2020-08-30 00:00:00,65,3,0.0461538461538462,4.0,0.0,0
2020-08-29 00:00:00,280,9,0.0321428571428571,6.0,1.0,0.1666666666666667
2020-08-28 00:00:00,206,6,0.029126213592233,24.0,4.0,0.1666666666666667
2020-08-27 00:00:00,208,6,0.0288461538461539,25.0,3.0,0.12
2020-08-26 00:00:00,200,4,0.02,12.0,1.0,0.0833333333333333
2020-08-25 00:00:00,204,5,0.0245098039215686,21.0,3.0,0.1428571428571429
2020-08-24 00:00:00,226,10,0.0442477876106195,38.0,2.0,0.0526315789473684
2020-08-23 00:00:00,67,1,0.0149253731343284,1.0,0.0,0
2020-08-22 00:00:00,228,4,0.0175438596491228,4.0,0.0,0
2020-08-21 00:00:00,221,6,0.0271493212669683,76.0,8.0,0.1052631578947368
2020-08-20 00:00:00,140,1,0.0071428571428571,26.0,6.0,0.2307692307692308
