date,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE
2020-11-03 00:00:00,1,0,0,,,
2020-11-02 00:00:00,3,0,0,,,
2020-11-01 00:00:00,8,1,0.125,,,
2020-10-31 00:00:00,15,4,0.2666666666666667,,,
2020-10-30 00:00:00,71,2,0.028169014084507,1.0,0.0,0
2020-10-29 00:00:00,119,11,0.092436974789916,2.0,0.0,0
2020-10-28 00:00:00,123,6,0.0487804878048781,1.0,0.0,0
2020-10-27 00:00:00,73,8,0.1095890410958904,,,
2020-10-26 00:00:00,80,11,0.1375,1.0,0.0,0
2020-10-25 00:00:00,23,2,0.0869565217391304,1.0,0.0,0
2020-10-24 00:00:00,20,5,0.25,3.0,1.0,0.3333333333333333
2020-10-23 00:00:00,74,8,0.1081081081081081,2.0,0.0,0
2020-10-22 00:00:00,101,3,0.0297029702970297,5.0,2.0,0.4
2020-10-21 00:00:00,96,22,0.2291666666666667,2.0,0.0,0
2020-10-20 00:00:00,114,8,0.0701754385964912,5.0,1.0,0.2
2020-10-19 00:00:00,85,6,0.0705882352941177,1.0,0.0,0
2020-10-18 00:00:00,25,2,0.08,1.0,0.0,0
2020-10-17 00:00:00,21,5,0.2380952380952381,4.0,0.0,0
2020-10-16 00:00:00,87,4,0.0459770114942529,3.0,0.0,0
2020-10-15 00:00:00,113,3,0.0265486725663717,,,
2020-10-14 00:00:00,93,7,0.0752688172043011,9.0,2.0,0.2222222222222222
2020-10-13 00:00:00,74,6,0.0810810810810811,,,
2020-10-12 00:00:00,35,0,0,4.0,0.0,0
2020-10-11 00:00:00,17,0,0,1.0,0.0,0
2020-10-10 00:00:00,11,1,0.0909090909090909,2.0,0.0,0
2020-10-09 00:00:00,53,4,0.0754716981132076,9.0,2.0,0.2222222222222222
2020-10-08 00:00:00,54,0,0,2.0,1.0,0.5
2020-10-07 00:00:00,74,13,0.1756756756756757,43.0,1.0,0.0232558139534884
2020-10-06 00:00:00,171,16,0.0935672514619883,1.0,0.0,0
2020-10-05 00:00:00,114,10,0.087719298245614,2.0,1.0,0.5
2020-10-04 00:00:00,10,0,0,,,
2020-10-03 00:00:00,11,0,0,2.0,1.0,0.5
2020-10-02 00:00:00,72,4,0.0555555555555556,2.0,1.0,0.5
2020-10-01 00:00:00,72,2,0.0277777777777778,3.0,1.0,0.3333333333333333
2020-09-30 00:00:00,121,8,0.0661157024793389,1.0,0.0,0
2020-09-29 00:00:00,60,8,0.1333333333333333,,,
2020-09-28 00:00:00,93,3,0.032258064516129,1.0,0.0,0
