date,cases_MARICOPA
2021-02-14 00:00:00,3
2021-02-13 00:00:00,40
2021-02-12 00:00:00,405
2021-02-11 00:00:00,940
2021-02-10 00:00:00,1205
2021-02-09 00:00:00,1257
2021-02-08 00:00:00,1626
2021-02-07 00:00:00,776
2021-02-06 00:00:00,1031
2021-02-05 00:00:00,1453
2021-02-04 00:00:00,1645
2021-02-03 00:00:00,1927
2021-02-02 00:00:00,2104
2021-02-01 00:00:00,2319
2021-01-31 00:00:00,1351
2021-01-30 00:00:00,1785
2021-01-29 00:00:00,2282
2021-01-28 00:00:00,2589
2021-01-27 00:00:00,3110
2021-01-26 00:00:00,3483
2021-01-25 00:00:00,3380
2021-01-24 00:00:00,2207
2021-01-23 00:00:00,2896
2021-01-22 00:00:00,3602
2021-01-21 00:00:00,4021
2021-01-20 00:00:00,4067
2021-01-19 00:00:00,4838
2021-01-18 00:00:00,4213
2021-01-17 00:00:00,2826
2021-01-16 00:00:00,3024
2021-01-15 00:00:00,4353
2021-01-14 00:00:00,4766
2021-01-13 00:00:00,5004
2021-01-12 00:00:00,5379
2021-01-11 00:00:00,5874
2021-01-10 00:00:00,3489
2021-01-09 00:00:00,4500
2021-01-08 00:00:00,5523
2021-01-07 00:00:00,6357
2021-01-06 00:00:00,6868
2021-01-05 00:00:00,7237
2021-01-04 00:00:00,7416
2021-01-03 00:00:00,4636
2021-01-02 00:00:00,4552
2021-01-01 00:00:00,3017
2020-12-31 00:00:00,5674
2020-12-30 00:00:00,6773
2020-12-29 00:00:00,7077
2020-12-28 00:00:00,6908
2020-12-27 00:00:00,4521
2020-12-26 00:00:00,3097
2020-12-25 00:00:00,877
2020-12-24 00:00:00,3375
2020-12-23 00:00:00,5171
2020-12-22 00:00:00,4891
2020-12-21 00:00:00,5197
2020-12-20 00:00:00,2729
2020-12-19 00:00:00,3389
2020-12-18 00:00:00,4275
2020-12-17 00:00:00,4651
2020-12-16 00:00:00,4374
2020-12-15 00:00:00,3838
2020-12-14 00:00:00,5059
2020-12-13 00:00:00,2610
2020-12-12 00:00:00,3166
2020-12-11 00:00:00,3898
2020-12-10 00:00:00,3904
2020-12-09 00:00:00,4500
2020-12-08 00:00:00,4465
2020-12-07 00:00:00,4320
2020-12-06 00:00:00,1743
2020-12-05 00:00:00,2649
2020-12-04 00:00:00,3074
2020-12-03 00:00:00,4419
2020-12-02 00:00:00,4430
2020-12-01 00:00:00,4362
2020-11-30 00:00:00,4392
2020-11-29 00:00:00,2636
2020-11-28 00:00:00,2494
2020-11-27 00:00:00,2426
2020-11-26 00:00:00,1262
2020-11-25 00:00:00,3081
2020-11-24 00:00:00,3370
2020-11-23 00:00:00,3279
2020-11-22 00:00:00,1757
2020-11-21 00:00:00,2187
2020-11-20 00:00:00,2652
2020-11-19 00:00:00,2788
2020-11-18 00:00:00,2887
2020-11-17 00:00:00,2664
2020-11-16 00:00:00,2335
2020-11-15 00:00:00,1210
2020-11-14 00:00:00,1551
2020-11-13 00:00:00,1838
2020-11-12 00:00:00,1955
