date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,3,1
2020-12-03,5,2
2020-12-04,6,1
2020-12-07,8,2
2020-12-08,9,1
2020-12-09,11,2
2020-12-13,12,1
2020-12-15,16,4
2020-12-16,45,29
2020-12-17,92,47
2020-12-18,115,23
2020-12-19,116,1
2020-12-21,129,13
2020-12-22,136,7
2020-12-23,299,163
2020-12-24,308,9
2020-12-25,310,2
2020-12-26,312,2
2020-12-28,383,71
2020-12-29,713,330
2020-12-30,874,161
2020-12-31,951,77
2021-01-01,954,3
2021-01-02,959,5
2021-01-04,999,40
2021-01-05,1098,99
2021-01-06,1379,281
2021-01-07,1650,271
2021-01-08,1776,126
2021-01-09,1785,9
2021-01-10,1786,1
2021-01-11,1933,147
2021-01-12,2129,196
2021-01-13,2302,173
2021-01-14,2664,362
2021-01-15,2815,151
2021-01-16,2834,19
2021-01-17,2835,1
2021-01-18,2905,70
2021-01-19,3129,224
2021-01-20,3393,264
2021-01-21,3743,350
2021-01-22,4087,344
2021-01-23,4117,30
2021-01-24,4121,4
2021-01-25,4441,320
2021-01-26,4824,383
2021-01-27,5160,336
2021-01-28,5588,428
2021-01-29,5750,162
2021-01-30,5763,13
2021-01-31,5791,28
2021-02-01,6014,223
2021-02-02,6233,219
2021-02-03,6661,428
2021-02-04,7387,726
2021-02-05,7738,351
2021-02-06,7952,214
2021-02-07,7956,4
2021-02-08,8173,217
2021-02-09,8432,259
2021-02-10,9095,663
2021-02-11,9827,732
2021-02-12,10119,292
2021-02-13,10272,153
2021-02-14,10275,3
2021-02-15,10372,97
2021-02-16,10703,331
2021-02-17,11139,436
2021-02-18,11591,452
2021-02-19,11971,380
2021-02-20,12094,123
2021-02-21,12104,10
2021-02-22,12424,320
2021-02-23,12733,309
2021-02-24,13068,335
2021-02-25,13717,649
2021-02-26,13916,199
2021-02-27,14134,218
2021-02-28,14137,3
2021-03-01,14495,358
2021-03-02,14753,258
2021-03-03,15218,465
2021-03-04,15580,362
2021-03-05,15923,343
2021-03-06,16002,79
2021-03-07,16006,4
2021-03-08,16242,236
2021-03-09,16522,280
2021-03-10,17183,661
2021-03-11,17620,437
2021-03-12,17873,253
2021-03-13,17938,65
2021-03-14,17941,3
2021-03-15,18141,200
2021-03-16,18514,373
2021-03-17,18795,281
2021-03-18,19032,237
2021-03-19,19189,157
2021-03-20,19238,49
2021-03-21,19244,6
2021-03-22,19474,230
2021-03-23,19684,210
2021-03-24,20053,369
2021-03-25,20270,217
2021-03-26,20411,141
2021-03-27,20447,36
2021-03-28,20450,3
2021-03-29,20624,174
2021-03-30,20790,166
2021-03-31,20983,193
2021-04-01,21136,153
2021-04-02,21248,112
2021-04-03,21299,51
2021-04-04,21306,7
2021-04-05,21459,153
2021-04-06,21634,175
2021-04-07,21809,175
2021-04-08,21974,165
2021-04-09,22097,123
2021-04-10,22152,55
2021-04-11,22161,9
2021-04-12,22323,162
2021-04-13,22442,119
2021-04-14,22559,117
2021-04-15,22686,127
2021-04-16,22797,111
2021-04-17,22813,16
2021-04-18,22818,5
2021-04-19,22912,94
2021-04-20,23000,88
2021-04-21,23085,85
2021-04-22,23186,101
2021-04-23,23249,63
2021-04-24,23271,22
2021-04-25,23278,7
2021-04-26,23350,72
2021-04-27,23448,98
2021-04-28,23542,94
2021-04-29,23651,109
2021-04-30,23726,75
2021-05-01,23770,44
2021-05-02,23772,2
2021-05-03,23835,63
2021-05-04,23940,105
2021-05-05,24010,70
2021-05-06,24073,63
2021-05-07,24123,50
2021-05-08,24138,15
2021-05-09,24140,2
2021-05-10,24203,63
2021-05-11,24277,74
2021-05-12,24353,76
2021-05-13,24511,158
2021-05-14,24726,215
2021-05-15,25134,408
2021-05-16,25142,8
2021-05-17,25385,243
2021-05-18,25636,251
2021-05-19,25794,158
2021-05-20,25939,145
2021-05-21,26028,89
2021-05-22,26085,57
2021-05-23,26092,7
2021-05-24,26200,108
2021-05-25,26315,115
2021-05-26,26440,125
2021-05-27,26554,114
2021-05-28,26640,86
2021-05-29,26658,18
2021-05-30,26663,5
2021-05-31,26669,6
2021-06-01,26753,84
2021-06-02,26829,76
2021-06-03,26914,85
2021-06-04,27120,206
2021-06-05,27455,335
2021-06-06,27465,10
2021-06-07,27702,237
2021-06-08,27991,289
2021-06-09,28218,227
2021-06-10,28314,96
2021-06-11,28414,100
2021-06-12,28442,28
2021-06-13,28448,6
2021-06-14,28552,104
2021-06-15,28669,117
2021-06-16,28801,132
2021-06-17,28882,81
2021-06-18,28937,55
2021-06-19,28959,22
2021-06-20,28963,4
2021-06-21,29041,78
2021-06-22,29125,84
2021-06-23,29202,77
2021-06-24,29264,62
2021-06-25,29339,75
2021-06-26,29365,26
2021-06-27,29370,5
2021-06-28,29450,80
2021-06-29,29549,99
2021-06-30,29650,101
2021-07-01,29706,56
2021-07-02,29762,56
2021-07-03,29767,5
2021-07-04,29769,2
2021-07-05,29771,2
2021-07-06,29869,98
2021-07-07,29930,61
2021-07-08,29996,66
2021-07-09,30041,45
2021-07-10,30046,5
2021-07-11,30048,2
2021-07-12,30133,85
2021-07-13,30203,70
2021-07-14,30286,83
2021-07-15,30344,58
2021-07-16,30415,71
2021-07-17,30426,11
2021-07-18,30433,7
2021-07-19,30477,44
2021-07-20,30554,77
2021-07-21,30623,69
2021-07-22,30691,68
2021-07-23,30785,94
2021-07-24,30790,5
2021-07-25,30794,4
2021-07-26,30866,72
2021-07-27,30969,103
2021-07-28,31076,107
2021-07-29,31173,97
2021-07-30,31256,83
2021-07-31,31270,14
2021-08-01,31271,1
2021-08-02,31375,104
2021-08-03,31501,126
2021-08-04,31595,94
2021-08-05,31663,68
2021-08-06,31775,112
2021-08-07,31789,14
2021-08-08,31794,5
2021-08-09,31907,113
2021-08-10,31993,86
2021-08-11,32095,102
2021-08-12,32182,87
2021-08-13,32312,130
2021-08-14,32337,25
2021-08-15,32353,16
2021-08-16,32449,96
2021-08-17,32557,108
2021-08-18,32677,120
2021-08-19,32776,99
2021-08-20,32895,119
2021-08-21,32910,15
2021-08-22,32922,12
2021-08-23,33028,106
2021-08-24,33133,105
2021-08-25,33227,94
2021-08-26,33342,115
2021-08-27,33473,131
2021-08-28,33498,25
2021-08-29,33505,7
2021-08-30,33589,84
2021-08-31,33660,71
2021-09-01,33743,83
2021-09-02,33814,71
2021-09-03,33932,118
2021-09-04,33952,20
2021-09-05,33957,5
2021-09-06,33962,5
2021-09-07,34036,74
2021-09-08,34136,100
2021-09-09,34195,59
2021-09-10,34271,76
2021-09-11,34287,16
2021-09-12,34293,6
2021-09-13,34370,77
2021-09-14,34432,62
2021-09-15,34495,63
2021-09-16,34541,46
2021-09-17,34663,122
2021-09-18,34671,8
2021-09-19,34676,5
2021-09-20,34736,60
2021-09-21,34807,71
2021-09-22,34854,47
2021-09-23,34901,47
2021-09-24,35014,113
2021-09-25,35059,45
2021-09-26,35087,28
2021-09-27,35152,65
2021-09-28,35255,103
2021-09-29,35372,117
2021-09-30,35557,185
2021-10-01,35712,155
2021-10-02,35772,60
2021-10-03,35823,51
2021-10-04,35913,90
2021-10-05,36053,140
2021-10-06,36156,103
2021-10-07,36297,141
2021-10-08,36437,140
2021-10-09,36511,74
2021-10-10,36540,29
2021-10-11,36587,47
2021-10-12,36709,122
2021-10-13,36889,180
2021-10-14,36993,104
2021-10-15,37106,113
2021-10-16,37154,48
2021-10-17,37174,20
2021-10-18,37295,121
2021-10-19,37401,106
2021-10-20,37534,133
2021-10-21,37614,80
2021-10-22,37716,102
2021-10-23,37795,79
2021-10-24,37866,71
2021-10-25,38023,157
2021-10-26,38179,156
2021-10-27,38474,295
2021-10-28,38690,216
2021-10-29,38841,151
2021-10-30,38892,51
2021-10-31,38971,79
2021-11-01,39177,206
2021-11-02,39371,194
2021-11-03,39595,224
2021-11-04,39958,363
2021-11-05,40120,162
2021-11-06,40261,141
2021-11-07,40435,174
2021-11-08,40651,216
2021-11-09,40873,222
2021-11-10,41211,338
2021-11-11,41442,231
2021-11-12,41785,343
2021-11-13,41926,141
2021-11-14,42126,200
2021-11-15,42336,210
2021-11-16,42706,370
2021-11-17,42959,253
2021-11-18,43174,215
2021-11-19,43485,311
2021-11-20,43653,168
2021-11-21,43761,108
2021-11-22,44030,269
2021-11-23,44316,286
2021-11-24,44517,201
2021-11-26,44723,206
2021-11-27,44725,2
