date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11859,12924,12010,9686,5505,116
1/10/2021,20184,19891,18813,15791,10975,241
1/11/2021,21429,21003,20022,16759,12731,276
1/12/2021,23441,22978,22039,18421,17469,368
1/13/2021,25483,25107,24245,20079,22962,439
1/14/2021,27452,27235,26512,21970,28916,483
1/15/2021,29669,29262,28614,23741,33715,552
1/16/2021,31049,30465,29880,24904,36870,587
1/17/2021,32026,31365,30841,25870,39976,623
1/18/2021,33074,32310,31992,26985,44940,654
1/19/2021,34355,33534,33293,28289,51158,720
1/2/2021,13407,14295,13234,10764,6203,140
1/20/2021,35643,34817,34914,29801,58078,768
1/21/2021,37144,36318,36766,31666,66152,826
1/22/2021,40059,38962,39744,34667,73973,929
1/23/2021,42701,41036,42249,37126,78745,1013
1/24/2021,43994,42214,43530,38541,83833,1058
1/25/2021,45305,43375,44953,40133,91240,1117
1/26/2021,46994,44823,46693,42027,102034,1179
1/27/2021,48499,46135,48211,43665,112385,1219
1/28/2021,49725,47219,49435,45101,123189,1258
1/29/2021,51781,48904,51155,46933,133823,1332
1/3/2021,14155,14870,13743,11204,6428,158
1/30/2021,53538,50305,52746,48508,138789,1401
1/31/2021,54161,50855,53383,49204,142407,1433
1/4/2021,15194,15796,14690,11984,7250,166
1/5/2021,16156,16620,15555,12781,7994,185
1/6/2021,17337,17585,16505,13697,8697,197
1/7/2021,18259,18385,17317,14480,9419,211
1/8/2021,19091,19055,17970,15041,9882,218
1/9/2021,19796,19589,18510,15499,10675,237
12/1/2020,27,21,19,12,16,1
12/10/2020,35,27,26,22,30,1
12/11/2020,36,29,26,25,30,1
12/12/2020,37,29,26,26,30,1
12/13/2020,37,30,28,27,31,1
12/14/2020,38,32,28,28,37,1
12/15/2020,41,36,33,35,40,1
12/16/2020,52,47,46,41,44,1
12/17/2020,278,395,352,272,166,4
12/18/2020,664,879,748,531,287,4
12/19/2020,1028,1346,1142,827,406,9
12/2/2020,29,21,19,16,21,1
12/20/2020,1225,1590,1385,1021,490,10
12/21/2020,1937,2427,2144,1572,756,13
12/22/2020,2903,3523,3130,2276,1053,18
12/23/2020,3973,4800,4280,3082,1403,25
12/24/2020,4351,5177,4634,3377,1538,25
12/25/2020,4351,5177,4635,3377,1541,25
12/26/2020,5489,6471,5746,4320,1949,35
