pcr_tests,pcr_pos_tests,pcr_positivity,date,ser_tests,ser_pos_tests,ser_positivity
,,,2020-10-28 00:00:00,1905,232,0.1217847769028871
,,,2020-10-27 00:00:00,30868,1621,0.052513930283789
,,,2020-10-27 00:00:00,2245,225,0.1002227171492205
,,,2020-10-26 00:00:00,29257,1742,0.0595413063540349
,,,2020-10-26 00:00:00,1813,192,0.1059018201875345
,,,2020-10-25 00:00:00,9215,724,0.0785675529028758
,,,2020-10-25 00:00:00,686,62,0.0903790087463557
,,,2020-10-24 00:00:00,14175,1165,0.0821869488536155
,,,2020-10-24 00:00:00,1057,111,0.1050141911069063
,,,2020-10-23 00:00:00,23886,1361,0.056978983504982
,,,2020-10-23 00:00:00,2193,187,0.0852713178294574
,,,2020-10-22 00:00:00,26089,1449,0.0555406493158036
,,,2020-10-22 00:00:00,1696,233,0.1373820754716981
,,,2020-10-21 00:00:00,30821,1520,0.0493170241069401
,,,2020-10-21 00:00:00,1442,185,0.1282940360610264
,,,2020-10-20 00:00:00,29126,1345,0.0461786719769278
,,,2020-10-20 00:00:00,1845,202,0.1094850948509485
,,,2020-10-19 00:00:00,28104,1517,0.0539780814118987
,,,2020-10-19 00:00:00,1676,168,0.1002386634844869
,,,2020-10-18 00:00:00,10393,733,0.0705282401616473
,,,2020-10-18 00:00:00,728,81,0.1112637362637363
,,,2020-10-17 00:00:00,12819,810,0.0631874561198221
,,,2020-10-17 00:00:00,1166,97,0.0831903945111492
,,,2020-10-16 00:00:00,22024,1141,0.0518071195059935
,,,2020-10-16 00:00:00,1716,156,0.0909090909090909
,,,2020-10-15 00:00:00,22503,996,0.0442607652313025
,,,2020-10-15 00:00:00,1755,207,0.117948717948718
,,,2020-10-14 00:00:00,25484,1125,0.0441453460995134
,,,2020-10-14 00:00:00,1679,207,0.1232876712328767
,,,2020-10-13 00:00:00,23580,1046,0.0443596268023749
,,,2020-10-13 00:00:00,2003,261,0.1303045431852222
,,,2020-10-12 00:00:00,23181,1028,0.0443466632155645
,,,2020-10-12 00:00:00,1741,170,0.0976450315910396
,,,2020-10-11 00:00:00,8119,514,0.0633082891981771
,,,2020-10-11 00:00:00,771,61,0.0791180285343709
,,,2020-10-10 00:00:00,10437,584,0.0559547762767079
,,,2020-10-10 00:00:00,1071,109,0.1017740429505135
,,,2020-10-09 00:00:00,20115,939,0.0466815809097688
,,,2020-10-09 00:00:00,2375,216,0.0909473684210526
,,,2020-10-08 00:00:00,22629,862,0.0380927128905387
,,,2020-10-08 00:00:00,1803,194,0.1075984470327232
,,,2020-10-07 00:00:00,23687,869,0.0366867902224849
,,,2020-10-07 00:00:00,2165,225,0.1039260969976905
,,,2020-10-06 00:00:00,25133,898,0.0357299168423984
,,,2020-10-06 00:00:00,2164,246,0.1136783733826248
,,,2020-10-05 00:00:00,24663,910,0.0368973766370677
,,,2020-10-05 00:00:00,1683,193,0.1146761734997029
