date,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM
2020-09-17 00:00:00,1,0,0,1.0,0.0,0
2020-09-16 00:00:00,13,1,0.0769230769230769,1.0,0.0,0
2020-09-15 00:00:00,15,0,0,,,
2020-09-14 00:00:00,16,1,0.0625,3.0,0.0,0
2020-09-13 00:00:00,5,0,0,1.0,0.0,0
2020-09-12 00:00:00,12,0,0,,,
2020-09-11 00:00:00,21,2,0.0952380952380952,1.0,0.0,0
2020-09-10 00:00:00,35,0,0,1.0,0.0,0
2020-09-09 00:00:00,23,1,0.0434782608695652,2.0,1.0,0.5
2020-09-08 00:00:00,26,4,0.1538461538461539,3.0,0.0,0
2020-09-07 00:00:00,5,0,0,,,
2020-09-06 00:00:00,3,0,0,1.0,1.0,1
2020-09-05 00:00:00,6,1,0.1666666666666667,,,
2020-09-04 00:00:00,20,1,0.05,1.0,0.0,0
2020-09-03 00:00:00,32,2,0.0625,,,
2020-09-02 00:00:00,25,5,0.2,1.0,0.0,0
2020-09-01 00:00:00,36,2,0.0555555555555556,1.0,0.0,0
2020-08-31 00:00:00,55,3,0.0545454545454545,1.0,0.0,0
2020-08-30 00:00:00,7,1,0.1428571428571429,,,
2020-08-29 00:00:00,10,1,0.1,,,
2020-08-28 00:00:00,17,1,0.0588235294117647,1.0,0.0,0
2020-08-27 00:00:00,31,1,0.032258064516129,,,
2020-08-26 00:00:00,32,4,0.125,1.0,1.0,1
2020-08-25 00:00:00,71,0,0,,,
2020-08-24 00:00:00,60,2,0.0333333333333333,2.0,0.0,0
2020-08-23 00:00:00,12,3,0.25,2.0,0.0,0
2020-08-22 00:00:00,22,3,0.1363636363636364,1.0,0.0,0
2020-08-21 00:00:00,41,8,0.1951219512195122,3.0,0.0,0
2020-08-20 00:00:00,25,2,0.08,1.0,0.0,0
