date,Yavapai_cume,Yavapai
2020-12-01,2,
2020-12-06,3,1
2020-12-12,4,1
2020-12-16,7,3
2020-12-17,11,4
2020-12-19,14,3
2020-12-20,17,3
2020-12-21,20,3
2020-12-22,385,365
2020-12-23,827,442
2020-12-24,877,50
2020-12-25,893,16
2020-12-26,931,38
2020-12-27,945,14
2020-12-28,1022,77
2020-12-29,1327,305
2020-12-30,2076,749
2020-12-31,2219,143
2021-01-01,2248,29
2021-01-02,2368,120
2021-01-03,2374,6
2021-01-04,2417,43
2021-01-05,2492,75
2021-01-06,2583,91
2021-01-07,3249,666
2021-01-08,3990,741
2021-01-09,4175,185
2021-01-10,4184,9
2021-01-11,4263,79
2021-01-12,4485,222
2021-01-13,4957,472
2021-01-14,5285,328
2021-01-15,5397,112
2021-01-16,5696,299
2021-01-17,5728,32
2021-01-18,5934,206
2021-01-19,6678,744
2021-01-20,7627,949
2021-01-21,9061,1434
2021-01-22,10741,1680
2021-01-23,12166,1425
2021-01-24,13506,1340
2021-01-25,14361,855
2021-01-26,14861,500
2021-01-27,16626,1765
2021-01-28,18594,1968
2021-01-29,20374,1780
2021-01-30,21323,949
2021-01-31,22243,920
2021-02-01,24212,1969
2021-02-02,26437,2225
2021-02-03,28921,2484
2021-02-04,30854,1933
2021-02-05,32724,1870
2021-02-06,33982,1258
2021-02-07,34989,1007
2021-02-08,36538,1549
2021-02-09,38109,1571
2021-02-10,40232,2123
2021-02-11,41885,1653
2021-02-12,43441,1556
2021-02-13,44736,1295
2021-02-14,45740,1004
2021-02-15,46519,779
2021-02-16,47993,1474
2021-02-17,48960,967
2021-02-18,49551,591
2021-02-19,50127,576
2021-02-20,50415,288
2021-02-21,50634,219
2021-02-22,50933,299
2021-02-23,52372,1439
2021-02-24,55375,3003
2021-02-25,58189,2814
2021-02-26,61342,3153
2021-02-27,62516,1174
2021-02-28,63669,1153
2021-03-01,66262,2593
2021-03-02,68554,2292
2021-03-03,71237,2683
2021-03-04,72927,1690
2021-03-05,74931,2004
2021-03-06,76572,1641
2021-03-07,78158,1586
2021-03-08,80697,2539
2021-03-09,83551,2854
2021-03-10,86444,2893
2021-03-11,88468,2024
2021-03-12,90309,1841
2021-03-13,92066,1757
2021-03-14,93757,1691
2021-03-15,95811,2054
2021-03-16,97997,2186
2021-03-17,99825,1828
2021-03-18,101109,1284
2021-03-19,102377,1268
2021-03-20,103355,978
2021-03-21,103641,286
2021-03-22,104769,1128
2021-03-23,105890,1121
2021-03-24,107357,1467
2021-03-25,108824,1467
2021-03-26,110310,1486
2021-03-27,111198,888
2021-03-28,111410,212
2021-03-29,112441,1031
2021-03-30,113534,1093
2021-03-31,114701,1167
2021-04-01,116083,1382
2021-04-02,117424,1341
2021-04-03,118239,815
2021-04-04,118450,211
2021-04-05,119834,1384
2021-04-06,121451,1617
2021-04-07,122987,1536
2021-04-08,124811,1824
2021-04-09,126722,1911
2021-04-10,127530,808
2021-04-11,128200,670
2021-04-12,129466,1266
2021-04-13,130276,810
2021-04-14,131828,1552
2021-04-15,133529,1701
2021-04-16,135036,1507
2021-04-17,136702,1666
2021-04-18,137462,760
2021-04-19,139040,1578
2021-04-20,139913,873
2021-04-21,141212,1299
2021-04-22,142716,1504
2021-04-23,144182,1466
2021-04-24,145413,1231
2021-04-25,145915,502
2021-04-26,147092,1177
2021-04-27,147940,848
2021-04-28,149032,1092
2021-04-29,149879,847
2021-04-30,150863,984
2021-05-01,151473,610
2021-05-02,151690,217
2021-05-03,152421,731
2021-05-04,153306,885
2021-05-05,153948,642
2021-05-06,154548,600
2021-05-07,155152,604
2021-05-08,155615,463
2021-05-09,155774,159
2021-05-10,156375,601
2021-05-11,156899,524
2021-05-12,157604,705
2021-05-13,158155,551
2021-05-14,158887,732
2021-05-15,159353,466
2021-05-16,159535,182
2021-05-17,159967,432
2021-05-18,160470,503
2021-05-19,161052,582
2021-05-20,161727,675
2021-05-21,162238,511
2021-05-22,162512,274
2021-05-23,162697,185
2021-05-24,163087,390
2021-05-25,163471,384
2021-05-26,163884,413
2021-05-27,164251,367
2021-05-28,164684,433
2021-05-29,164879,195
2021-05-30,165023,144
2021-05-31,165122,99
2021-06-01,165529,407
2021-06-02,165928,399
2021-06-03,166347,419
2021-06-04,166788,441
2021-06-05,166992,204
2021-06-06,167133,141
2021-06-07,167423,290
2021-06-08,167760,337
2021-06-09,168083,323
2021-06-10,168390,307
2021-06-11,168743,353
2021-06-12,168956,213
2021-06-13,169074,118
2021-06-14,169324,250
2021-06-15,169619,295
2021-06-16,169918,299
2021-06-17,170167,249
2021-06-18,170497,330
2021-06-19,170632,135
2021-06-20,170709,77
2021-06-21,170889,180
2021-06-22,171135,246
2021-06-23,171408,273
2021-06-24,171618,210
2021-06-25,171890,272
2021-06-26,172010,120
2021-06-27,172092,82
2021-06-28,172287,195
2021-06-29,172476,189
2021-06-30,172737,261
2021-07-01,172971,234
2021-07-02,173231,260
2021-07-03,173357,126
2021-07-04,173372,15
2021-07-05,173521,149
2021-07-06,173717,196
2021-07-07,173962,245
2021-07-08,174149,187
2021-07-09,174377,228
2021-07-10,174507,130
2021-07-11,174566,59
2021-07-12,174718,152
2021-07-13,174883,165
2021-07-14,175053,170
2021-07-15,175232,179
2021-07-16,175536,304
2021-07-17,175704,168
2021-07-18,175804,100
2021-07-19,176037,233
2021-07-20,176286,249
2021-07-21,176607,321
2021-07-22,176890,283
2021-07-23,177193,303
2021-07-24,177438,245
2021-07-25,177584,146
2021-07-26,177851,267
2021-07-27,178152,301
2021-07-28,178443,291
2021-07-29,178692,249
2021-07-30,179171,479
2021-07-31,179395,224
2021-08-01,179536,141
2021-08-02,179798,262
2021-08-03,180081,283
2021-08-04,180386,305
2021-08-05,180692,306
2021-08-06,181098,406
2021-08-07,181370,272
2021-08-08,181525,155
2021-08-09,181833,308
2021-08-10,182082,249
2021-08-11,182351,269
2021-08-12,182726,375
2021-08-13,183230,504
2021-08-14,183552,322
2021-08-15,183731,179
2021-08-16,184101,370
2021-08-17,184495,394
2021-08-18,184884,389
2021-08-19,185265,381
2021-08-20,185768,503
2021-08-21,186026,258
2021-08-22,186184,158
2021-08-23,186501,317
2021-08-24,186837,336
2021-08-25,187259,422
2021-08-26,187616,357
2021-08-27,188117,501
2021-08-28,188362,245
2021-08-29,188541,179
2021-08-30,188863,322
2021-08-31,189167,304
2021-09-01,189525,358
2021-09-02,189784,259
2021-09-03,190222,438
2021-09-04,190458,236
2021-09-05,190605,147
2021-09-06,190664,59
2021-09-07,190959,295
2021-09-08,191270,311
2021-09-09,191528,258
2021-09-10,192022,494
2021-09-11,192218,196
2021-09-12,192368,150
2021-09-13,192625,257
2021-09-14,192873,248
2021-09-15,193082,209
2021-09-16,193333,251
2021-09-17,193697,364
2021-09-18,193871,174
2021-09-19,193969,98
2021-09-20,194165,196
2021-09-21,194377,212
2021-09-22,194638,261
2021-09-23,194881,243
2021-09-24,195260,379
2021-09-25,195471,211
2021-09-26,195554,83
2021-09-27,195807,253
2021-09-28,196021,214
2021-09-29,196279,258
2021-09-30,196541,262
2021-10-01,196850,309
2021-10-02,196990,140
2021-10-03,197047,57
2021-10-04,197257,210
2021-10-05,197475,218
2021-10-06,197705,230
2021-10-07,197871,166
2021-10-08,198134,263
2021-10-09,198254,120
2021-10-10,198324,70
2021-10-11,198523,199
2021-10-12,198663,140
2021-10-13,198862,199
2021-10-14,199085,223
2021-10-15,199331,246
2021-10-16,199435,104
2021-10-17,199521,86
2021-10-18,199708,187
2021-10-19,199891,183
2021-10-20,200099,208
2021-10-21,200299,200
2021-10-22,201084,785
2021-10-23,201538,454
2021-10-24,201839,301
2021-10-25,202845,1006
2021-10-26,203837,992
2021-10-27,204929,1092
