date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,3,1
2020-12-03,5,2
2020-12-04,6,1
2020-12-07,8,2
2020-12-08,9,1
2020-12-09,11,2
2020-12-13,12,1
2020-12-15,18,6
2020-12-16,50,32
2020-12-17,97,47
2020-12-18,135,38
2020-12-19,136,1
2020-12-21,153,17
2020-12-22,166,13
2020-12-23,339,173
2020-12-24,348,9
2020-12-25,350,2
2020-12-26,352,2
2020-12-28,425,73
2020-12-29,756,331
2020-12-30,917,161
2020-12-31,1058,141
2021-01-01,1061,3
2021-01-02,1073,12
2021-01-04,1178,105
2021-01-05,1354,176
2021-01-06,1693,339
2021-01-07,2024,331
2021-01-08,2221,197
2021-01-09,2237,16
2021-01-10,2238,1
2021-01-11,2831,593
2021-01-12,3201,370
2021-01-13,3529,328
2021-01-14,4063,534
2021-01-15,4370,307
2021-01-16,4389,19
2021-01-17,4390,1
2021-01-18,4459,69
2021-01-19,4748,289
2021-01-20,5572,824
2021-01-21,6400,828
2021-01-22,6868,468
2021-01-23,6898,30
2021-01-24,6902,4
2021-01-25,7286,384
2021-01-26,7730,444
2021-01-27,8291,561
2021-01-28,9184,893
2021-01-29,9611,427
2021-01-30,9625,14
2021-01-31,9671,46
2021-02-01,10160,489
2021-02-02,10567,407
2021-02-03,11248,681
2021-02-04,12495,1247
2021-02-05,13088,593
2021-02-06,13323,235
2021-02-07,13327,4
2021-02-08,13581,254
2021-02-09,13858,277
2021-02-10,14929,1071
2021-02-11,15788,859
2021-02-12,16097,309
2021-02-13,16250,153
2021-02-14,16253,3
2021-02-15,16351,98
2021-02-16,17112,761
2021-02-17,17828,716
2021-02-18,18748,920
2021-02-19,19176,428
2021-02-20,19302,126
2021-02-21,19318,16
2021-02-22,19871,553
2021-02-23,20325,454
2021-02-24,20797,472
2021-02-25,21495,698
2021-02-26,21699,204
2021-02-27,21935,236
2021-02-28,21939,4
2021-03-01,22342,403
2021-03-02,22628,286
2021-03-03,23111,483
2021-03-04,23497,386
2021-03-05,23861,364
2021-03-06,23948,87
2021-03-07,23952,4
2021-03-08,24194,242
2021-03-09,24496,302
2021-03-10,25189,693
2021-03-11,25658,469
2021-03-12,25971,313
2021-03-13,26040,69
2021-03-14,26043,3
2021-03-15,26252,209
2021-03-16,26635,383
2021-03-17,26922,287
2021-03-18,27175,253
2021-03-19,27345,170
2021-03-20,27406,61
2021-03-21,27412,6
2021-03-22,27663,251
2021-03-23,27900,237
2021-03-24,28304,404
2021-03-25,28549,245
2021-03-26,28718,169
2021-03-27,28778,60
2021-03-28,28782,4
2021-03-29,28976,194
2021-03-30,29191,215
2021-03-31,29421,230
2021-04-01,29595,174
2021-04-02,29763,168
2021-04-03,29856,93
2021-04-04,29864,8
2021-04-05,30042,178
2021-04-06,30246,204
2021-04-07,30453,207
2021-04-08,30652,199
2021-04-09,30823,171
2021-04-10,30892,69
2021-04-11,30901,9
2021-04-12,31104,203
2021-04-13,31256,152
2021-04-14,31407,151
2021-04-15,31555,148
2021-04-16,31710,155
2021-04-17,31726,16
2021-04-18,31731,5
2021-04-19,31866,135
2021-04-20,31993,127
2021-04-21,32099,106
2021-04-22,32223,124
2021-04-23,32330,107
2021-04-24,32383,53
2021-04-25,32390,7
2021-04-26,32504,114
2021-04-27,32639,135
2021-04-28,32768,129
2021-04-29,32908,140
2021-04-30,33037,129
2021-05-01,33098,61
2021-05-02,33100,2
2021-05-03,33213,113
2021-05-04,33337,124
2021-05-05,33435,98
2021-05-06,33512,77
2021-05-07,33594,82
2021-05-08,33612,18
2021-05-09,33616,4
2021-05-10,33715,99
2021-05-11,33818,103
2021-05-12,33920,102
2021-05-13,34101,181
2021-05-14,34350,249
2021-05-15,34771,421
2021-05-16,34779,8
2021-05-17,35079,300
2021-05-18,35350,271
2021-05-19,35539,189
2021-05-20,35698,159
2021-05-21,35813,115
2021-05-22,35877,64
2021-05-23,35884,7
2021-05-24,36013,129
2021-05-25,36150,137
2021-05-26,36294,144
2021-05-27,36427,133
2021-05-28,36531,104
2021-05-29,36549,18
2021-05-30,36554,5
2021-05-31,36561,7
2021-06-01,36673,112
2021-06-02,36771,98
2021-06-03,36872,101
2021-06-04,37106,234
2021-06-05,37457,351
2021-06-06,37467,10
2021-06-07,37741,274
2021-06-08,38052,311
2021-06-09,38306,254
2021-06-10,38416,110
2021-06-11,38536,120
2021-06-12,38568,32
2021-06-13,38574,6
2021-06-14,38693,119
2021-06-15,38820,127
2021-06-16,38967,147
2021-06-17,39060,93
2021-06-18,39116,56
2021-06-19,39149,33
2021-06-20,39153,4
2021-06-21,39242,89
2021-06-22,39334,92
2021-06-23,39425,91
2021-06-24,39494,69
2021-06-25,39580,86
2021-06-26,39615,35
2021-06-27,39620,5
2021-06-28,39716,96
2021-06-29,39829,113
2021-06-30,39941,112
2021-07-01,40000,59
2021-07-02,40060,60
2021-07-03,40065,5
2021-07-04,40067,2
2021-07-05,40072,5
2021-07-06,40187,115
2021-07-07,40260,73
2021-07-08,40333,73
2021-07-09,40380,47
2021-07-10,40385,5
2021-07-11,40387,2
2021-07-12,40481,94
2021-07-13,40555,74
2021-07-14,40647,92
2021-07-15,40707,60
2021-07-16,40788,81
2021-07-17,40799,11
2021-07-18,40806,7
2021-07-19,40860,54
2021-07-20,40947,87
2021-07-21,41019,72
2021-07-22,41095,76
2021-07-23,41200,105
2021-07-24,41205,5
2021-07-25,41209,4
2021-07-26,41288,79
2021-07-27,41399,111
2021-07-28,41512,113
2021-07-29,41616,104
2021-07-30,41703,87
2021-07-31,41718,15
2021-08-01,41719,1
2021-08-02,41830,111
2021-08-03,41957,127
2021-08-04,42054,97
2021-08-05,42123,69
2021-08-06,42235,112
2021-08-07,42249,14
2021-08-08,42254,5
2021-08-09,42367,113
2021-08-10,42453,86
2021-08-11,42555,102
2021-08-12,42644,89
2021-08-13,42776,132
2021-08-14,42802,26
2021-08-15,42818,16
2021-08-16,42914,96
2021-08-17,43022,108
2021-08-18,43142,120
2021-08-19,43242,100
2021-08-20,43362,120
2021-08-21,43377,15
2021-08-22,43389,12
2021-08-23,43496,107
2021-08-24,43602,106
2021-08-25,43696,94
2021-08-26,43814,118
2021-08-27,43947,133
2021-08-28,43973,26
2021-08-29,43980,7
2021-08-30,44065,85
2021-08-31,44141,76
2021-09-01,44226,85
2021-09-02,44300,74
2021-09-03,44418,118
2021-09-04,44438,20
2021-09-05,44443,5
2021-09-06,44448,5
2021-09-07,44524,76
2021-09-08,44624,100
2021-09-09,44683,59
2021-09-10,44760,77
2021-09-11,44776,16
2021-09-12,44782,6
2021-09-13,44860,78
2021-09-14,44925,65
2021-09-15,44991,66
2021-09-16,45038,47
2021-09-17,45160,122
2021-09-18,45168,8
2021-09-19,45173,5
2021-09-20,45234,61
2021-09-21,45306,72
2021-09-22,45354,48
2021-09-23,45404,50
2021-09-24,45522,118
2021-09-25,45568,46
2021-09-26,45607,39
2021-09-27,45673,66
2021-09-28,45782,109
2021-09-29,45919,137
2021-09-30,46105,186
2021-10-01,46267,162
2021-10-02,46329,62
2021-10-03,46380,51
2021-10-04,46480,100
2021-10-05,46635,155
2021-10-06,46751,116
2021-10-07,46920,169
2021-10-08,47069,149
2021-10-09,47144,75
2021-10-10,47173,29
2021-10-11,47220,47
2021-10-12,47351,131
2021-10-13,47549,198
2021-10-14,47672,123
2021-10-15,47794,122
2021-10-16,47843,49
2021-10-17,47864,21
2021-10-18,47991,127
2021-10-19,48113,122
2021-10-20,48254,141
2021-10-21,48334,80
2021-10-22,48444,110
2021-10-23,48524,80
2021-10-24,48595,71
2021-10-25,48756,161
2021-10-26,48925,169
2021-10-27,49234,309
2021-10-28,49463,229
2021-10-29,49622,159
2021-10-30,49674,52
2021-10-31,49753,79
2021-11-01,49964,211
2021-11-02,50168,204
2021-11-03,50395,227
2021-11-04,50763,368
2021-11-05,50936,173
2021-11-06,51078,142
2021-11-07,51253,175
2021-11-08,51477,224
2021-11-09,51709,232
2021-11-10,52057,348
2021-11-11,52288,231
2021-11-12,52638,350
2021-11-13,52779,141
2021-11-14,52980,201
2021-11-15,53203,223
2021-11-16,53584,381
2021-11-17,53862,278
2021-11-18,54091,229
2021-11-19,54414,323
2021-11-20,54588,174
2021-11-21,54697,109
2021-11-22,55053,356
2021-11-23,55359,306
2021-11-24,55574,215
2021-11-26,55788,214
2021-11-27,55884,96
2021-11-28,56027,143
2021-11-29,56279,252
2021-11-30,56574,295
2021-12-01,56875,301
2021-12-02,57063,188
2021-12-03,57552,489
2021-12-04,57797,245
2021-12-05,57927,130
2021-12-06,58150,223
2021-12-07,58421,271
2021-12-08,58690,269
2021-12-09,58947,257
2021-12-10,59200,253
2021-12-11,59353,153
2021-12-12,59445,92
2021-12-13,59679,234
2021-12-14,59908,229
2021-12-15,60143,235
2021-12-16,60352,209
2021-12-17,60534,182
2021-12-18,60598,64
2021-12-19,60677,79
2021-12-20,60894,217
2021-12-21,61109,215
2021-12-22,61404,295
2021-12-23,61529,125
2021-12-24,61561,32
2021-12-25,61562,1
2021-12-26,61592,30
2021-12-27,61824,232
2021-12-28,62073,249
2021-12-29,62296,223
2021-12-30,62470,174
2021-12-31,62508,38
2022-01-02,62569,61
2022-01-03,62598,29
