date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,6,21,15,16,
1/1/2022,731,568,709,1373,4929,758
1/10/2021,28,21,42,38,32,
1/11/2021,28,21,42,39,35,
1/12/2021,28,21,44,40,41,
1/13/2021,56,49,81,83,65,
1/14/2021,57,49,81,84,70,1
1/15/2021,59,49,81,84,73,1
1/16/2021,59,50,81,85,74,1
1/17/2021,59,50,81,85,76,1
1/18/2021,60,51,81,88,83,1
1/19/2021,60,51,81,88,88,1
1/2/2021,11,6,21,15,16,
1/2/2022,732,568,709,1373,4930,760
1/20/2021,67,55,89,109,104,1
1/21/2021,67,55,90,111,110,1
1/22/2021,67,58,90,111,110,1
1/23/2021,68,59,90,111,113,1
1/24/2021,68,59,90,112,113,1
1/25/2021,69,61,91,114,137,1
1/26/2021,71,61,91,116,158,1
1/27/2021,72,61,94,118,519,1
1/28/2021,75,64,97,124,904,1
1/29/2021,76,64,98,125,924,1
1/3/2021,11,6,21,15,16,
1/3/2022,734,569,709,1375,4935,760
1/30/2021,77,66,98,125,929,1
1/31/2021,77,66,98,126,937,1
1/4/2021,11,8,21,16,16,
1/4/2022,734,569,709,1375,4939,761
1/5/2021,11,8,21,16,18,
1/6/2021,17,12,29,27,20,
1/7/2021,28,21,42,38,32,
1/8/2021,28,21,42,38,32,
1/9/2021,28,21,42,38,32,
10/1/2021,598,478,635,1227,4547,434
10/10/2021,625,488,646,1238,4566,459
10/11/2021,627,489,647,1239,4570,460
10/12/2021,627,491,647,1242,4573,465
10/13/2021,631,494,650,1245,4573,467
10/14/2021,634,495,651,1246,4573,469
10/15/2021,635,495,651,1247,4574,469
10/16/2021,639,495,652,1247,4574,469
10/17/2021,643,496,653,1247,4574,470
10/18/2021,645,496,655,1247,4575,477
10/19/2021,645,496,656,1248,4577,482
10/2/2021,598,478,636,1227,4548,435
10/20/2021,646,500,657,1250,4579,483
10/21/2021,646,502,658,1252,4586,483
10/22/2021,647,504,659,1252,4592,485
10/23/2021,650,504,659,1253,4592,485
10/24/2021,651,504,660,1254,4593,485
10/25/2021,651,504,660,1254,4596,489
10/26/2021,651,506,660,1256,4609,497
10/27/2021,652,511,662,1261,4616,502
10/28/2021,653,512,662,1261,4618,502
10/29/2021,655,513,663,1263,4621,506
10/3/2021,599,478,636,1227,4548,435
