date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,153,164,209,205,4
1/1/2022,2945,2116,2671,4872,12178,1598
1/10/2021,303,342,412,525,1038,14
1/11/2021,317,359,429,557,1116,14
1/12/2021,325,363,438,572,1151,14
1/13/2021,330,369,448,580,1188,14
1/14/2021,340,384,466,611,1335,14
1/15/2021,396,429,509,664,1372,20
1/16/2021,396,430,510,665,1374,20
1/17/2021,396,430,510,665,1377,20
1/18/2021,399,438,514,690,1444,20
1/19/2021,411,442,524,705,1500,21
1/2/2021,175,169,187,245,307,7
1/2/2022,2947,2116,2671,4872,12179,1598
1/20/2021,421,451,545,734,1606,22
1/21/2021,436,463,553,769,1815,22
1/22/2021,451,472,560,781,1879,23
1/23/2021,455,477,562,787,1993,23
1/24/2021,455,477,563,788,2002,23
1/25/2021,470,485,574,807,2067,23
1/26/2021,476,488,574,809,2081,23
1/27/2021,489,505,584,819,2254,27
1/28/2021,509,531,617,875,2501,27
1/29/2021,535,550,647,908,2616,30
1/3/2021,176,169,187,247,307,7
1/3/2022,2954,2120,2675,4874,12180,1608
1/30/2021,568,562,658,924,2736,37
1/31/2021,568,562,658,925,2740,37
1/4/2021,190,185,220,285,356,7
1/4/2022,2954,2120,2679,4875,12183,1613
1/5/2021,210,219,278,345,491,8
1/6/2021,221,245,316,402,627,10
1/7/2021,267,310,358,463,838,13
1/8/2021,298,341,405,523,1019,14
1/9/2021,303,342,412,525,1038,14
10/1/2021,2623,1931,2488,4547,11633,1140
10/10/2021,2645,1946,2499,4564,11657,1151
10/11/2021,2646,1949,2501,4564,11662,1154
10/12/2021,2650,1951,2503,4566,11668,1156
10/13/2021,2654,1954,2504,4569,11676,1158
10/14/2021,2659,1957,2509,4577,11680,1160
10/15/2021,2666,1958,2513,4584,11681,1160
10/16/2021,2667,1958,2513,4585,11681,1160
10/17/2021,2668,1958,2513,4585,11683,1160
10/18/2021,2672,1959,2514,4588,11689,1160
10/19/2021,2675,1962,2517,4592,11689,1161
10/2/2021,2623,1933,2489,4548,11634,1140
10/20/2021,2676,1962,2523,4597,11692,1161
10/21/2021,2679,1965,2527,4605,11705,1162
10/22/2021,2682,1968,2529,4607,11716,1164
10/23/2021,2684,1969,2531,4609,11721,1168
10/24/2021,2684,1970,2532,4609,11722,1168
10/25/2021,2686,1971,2534,4613,11728,1169
10/26/2021,2689,1972,2537,4619,11733,1171
10/27/2021,2692,1972,2538,4625,11741,1171
10/28/2021,2705,1986,2544,4627,11748,1171
10/29/2021,2709,1990,2547,4630,11755,1173
10/3/2021,2623,1934,2489,4549,11636,1140
10/30/2021,2710,1992,2548,4632,11759,1173
10/31/2021,2711,1992,2550,4632,11762,1173
10/4/2021,2625,1937,2490,4552,11644,1143
10/5/2021,2629,1940,2493,4552,11648,1148
10/6/2021,2632,1940,2496,4558,11649,1149
10/7/2021,2641,1945,2496,4560,11651,1149
10/8/2021,2642,1946,2498,4561,11656,1150
10/9/2021,2642,1946,2499,4564,11657,1150
11/1/2021,2714,1994,2551,4635,11774,1173
11/10/2021,2740,2011,2574,4672,11856,1250
11/11/2021,2742,2012,2575,4675,11864,1262
11/12/2021,2751,2015,2576,4679,11870,1278
11/13/2021,2752,2015,2579,4680,11874,1286
11/14/2021,2755,2015,2581,4681,11876,1286
11/15/2021,2758,2018,2582,4691,11886,1288
11/16/2021,2763,2018,2584,4696,11900,1291
11/17/2021,2771,2023,2587,4702,11911,1292
11/18/2021,2776,2027,2592,4706,11922,1306
11/19/2021,2779,2033,2593,4712,11934,1327
11/2/2021,2715,1997,2556,4638,11778,1173
11/20/2021,2785,2033,2593,4713,11939,1329
11/21/2021,2787,2034,2593,4716,11939,1329
11/22/2021,2795,2036,2598,4727,11951,1335
11/23/2021,2802,2036,2603,4733,11958,1341
11/24/2021,2803,2039,2608,4738,11963,1352
11/25/2021,2803,2039,2608,4738,11963,1352
11/26/2021,2806,2039,2609,4741,11965,1356
11/27/2021,2806,2040,2609,4742,11966,1356
11/28/2021,2807,2040,2609,4742,11968,1358
11/29/2021,2822,2044,2615,4746,11976,1360
11/3/2021,2718,1997,2559,4641,11793,1177
11/30/2021,2836,2052,2617,4749,11982,1365
11/4/2021,2722,1999,2560,4645,11801,1177
11/5/2021,2723,2002,2562,4655,11813,1219
11/6/2021,2723,2003,2562,4658,11818,1223
11/7/2021,2723,2006,2564,4658,11819,1225
11/8/2021,2727,2007,2569,4664,11835,1233
11/9/2021,2734,2009,2571,4666,11843,1244
12/1/2020,1,,,,,
12/1/2021,2846,2056,2619,4756,11995,1381
12/10/2020,1,,,,,
12/10/2021,2890,2078,2639,4798,12065,1456
12/11/2020,1,,,,,
12/11/2021,2891,2079,2640,4798,12066,1458
12/12/2020,1,,,,,
12/12/2021,2892,2079,2641,4800,12069,1460
12/13/2020,1,,,,,
12/13/2021,2892,2081,2643,4802,12080,1463
12/14/2020,1,,,,,
12/14/2021,2895,2084,2645,4807,12086,1464
12/15/2020,1,,,,,
12/15/2021,2897,2084,2646,4810,12089,1464
12/16/2020,1,,,,,
12/16/2021,2899,2089,2647,4816,12100,1481
12/17/2020,21,16,15,12,4,1
12/17/2021,2911,2094,2649,4817,12103,1515
12/18/2020,33,29,20,17,9,1
12/18/2021,2914,2094,2650,4819,12105,1516
12/19/2020,33,29,20,19,9,1
12/19/2021,2915,2095,2653,4822,12106,1516
12/2/2020,1,,,,,
12/2/2021,2853,2060,2625,4762,12001,1393
12/20/2020,33,30,20,19,9,1
12/20/2021,2916,2097,2653,4827,12112,1520
12/21/2020,39,41,27,27,13,1
12/21/2021,2918,2097,2655,4831,12129,1527
12/22/2020,42,45,32,32,18,1
12/22/2021,2921,2098,2659,4840,12135,1535
12/23/2020,53,57,38,46,29,1
12/23/2021,2925,2099,2662,4845,12139,1541
12/24/2020,66,72,51,66,36,1
12/24/2021,2926,2099,2662,4846,12141,1542
12/25/2020,66,72,51,66,36,1
12/25/2021,2926,2099,2662,4846,12141,1542
12/26/2020,71,78,56,75,39,1
12/26/2021,2928,2101,2663,4847,12141,1542
12/27/2020,71,78,57,75,39,1
12/27/2021,2932,2102,2666,4856,12152,1544
12/28/2020,91,99,84,104,74,3
12/28/2021,2935,2105,2666,4858,12158,1551
12/29/2020,117,109,111,135,104,3
12/29/2021,2938,2109,2668,4859,12164,1571
12/3/2020,1,,,,,
12/3/2021,2857,2064,2626,4765,12014,1406
12/30/2020,145,133,139,165,149,4
12/30/2021,2942,2113,2670,4870,12176,1590
12/31/2020,159,152,163,207,205,4
12/31/2021,2943,2115,2671,4872,12178,1597
12/4/2020,1,,,,,
12/4/2021,2861,2067,2629,4770,12017,1409
12/5/2020,1,,,,,
12/5/2021,2861,2067,2629,4771,12017,1409
12/6/2020,1,,,,,
12/6/2021,2866,2067,2631,4778,12028,1417
12/7/2020,1,,,,,
12/7/2021,2871,2070,2632,4779,12032,1423
12/8/2020,1,,,,,
12/8/2021,2875,2076,2635,4788,12050,1423
12/9/2020,1,,,,,
12/9/2021,2887,2076,2636,4794,12062,1425
2/1/2021,588,575,676,948,2882,37
2/10/2021,714,667,828,1299,5224,51
2/11/2021,718,673,831,1313,5325,51
2/12/2021,732,682,839,1321,5398,58
2/13/2021,769,703,887,1401,5996,60
2/14/2021,807,744,938,1491,6212,63
2/15/2021,813,747,943,1505,6252,63
2/16/2021,824,755,955,1536,6507,65
2/17/2021,850,771,988,1582,6614,68
2/18/2021,878,787,994,1593,6640,74
2/19/2021,880,788,996,1596,6663,77
2/2/2021,603,593,705,998,3174,37
2/20/2021,887,793,997,1599,6677,87
2/21/2021,887,793,997,1599,6680,87
2/22/2021,891,797,1002,1602,6695,89
2/23/2021,921,813,1023,1657,6782,99
2/24/2021,936,821,1037,1688,6861,100
2/25/2021,947,831,1043,1696,6888,103
2/26/2021,949,833,1050,1698,6911,103
2/27/2021,1001,898,1159,2024,7973,108
2/28/2021,1061,932,1259,2294,8357,112
2/3/2021,621,600,729,1065,3500,39
2/4/2021,636,613,742,1114,4001,42
2/5/2021,649,623,763,1166,4350,47
2/6/2021,669,632,783,1198,4536,48
2/7/2021,669,633,783,1199,4551,48
2/8/2021,685,643,790,1221,4694,49
2/9/2021,705,663,818,1263,4939,50
3/1/2021,1067,941,1273,2310,8425,115
3/10/2021,1166,1014,1383,2618,8909,125
3/11/2021,1188,1029,1401,2654,8969,128
3/12/2021,1204,1035,1407,2673,9009,130
3/13/2021,1221,1053,1448,2783,9191,135
3/14/2021,1224,1056,1454,2788,9207,135
3/15/2021,1226,1059,1460,2803,9240,137
3/16/2021,1250,1071,1483,2849,9312,140
3/17/2021,1257,1079,1497,2874,9339,144
3/18/2021,1261,1087,1506,2889,9366,145
3/19/2021,1269,1092,1511,2904,9383,145
3/2/2021,1083,951,1296,2352,8482,116
3/20/2021,1284,1110,1543,2986,9536,147
3/21/2021,1284,1110,1543,2989,9538,147
3/22/2021,1298,1119,1559,3034,9595,147
3/23/2021,1317,1131,1573,3066,9644,149
3/24/2021,1322,1135,1580,3085,9681,149
3/25/2021,1335,1139,1587,3108,9702,153
3/26/2021,1344,1145,1595,3116,9721,154
3/27/2021,1367,1156,1611,3156,9788,166
3/28/2021,1368,1158,1616,3163,9796,166
3/29/2021,1381,1164,1632,3184,9833,170
3/3/2021,1094,959,1305,2373,8549,119
3/30/2021,1394,1175,1646,3203,9868,173
3/31/2021,1400,1179,1658,3246,9904,174
3/4/2021,1105,979,1330,2490,8704,121
3/5/2021,1110,982,1332,2495,8732,121
3/6/2021,1111,984,1339,2502,8777,121
3/7/2021,1111,984,1339,2503,8778,121
3/8/2021,1118,988,1342,2512,8792,123
3/9/2021,1139,1000,1364,2557,8847,124
4/1/2021,1422,1196,1687,3299,10003,179
4/10/2021,1575,1291,1818,3549,10394,213
4/11/2021,1576,1294,1820,3553,10397,213
4/12/2021,1590,1305,1833,3582,10417,213
4/13/2021,1593,1314,1838,3607,10444,216
4/14/2021,1601,1318,1839,3613,10462,217
4/15/2021,1612,1326,1841,3621,10475,219
4/16/2021,1623,1329,1850,3630,10481,223
4/17/2021,1627,1330,1857,3642,10506,224
4/18/2021,1627,1330,1858,3645,10510,224
4/19/2021,1632,1334,1862,3658,10520,227
4/2/2021,1431,1208,1697,3319,10025,181
4/20/2021,1644,1339,1872,3672,10555,229
4/21/2021,1653,1348,1878,3682,10565,231
4/22/2021,1673,1356,1883,3689,10579,232
4/23/2021,1692,1364,1886,3700,10593,236
4/24/2021,1697,1365,1887,3700,10594,240
4/25/2021,1699,1366,1888,3703,10597,240
4/26/2021,1710,1368,1893,3713,10604,240
4/27/2021,1716,1370,1903,3723,10622,242
4/28/2021,1722,1386,1912,3733,10639,243
4/29/2021,1733,1391,1918,3741,10653,250
4/3/2021,1434,1209,1700,3319,10028,181
4/30/2021,1738,1392,1922,3754,10663,251
4/4/2021,1434,1209,1702,3321,10028,181
4/5/2021,1446,1218,1706,3338,10057,186
4/6/2021,1489,1237,1754,3450,10213,188
4/7/2021,1532,1260,1777,3473,10242,191
4/8/2021,1556,1272,1792,3508,10282,205
4/9/2021,1568,1280,1802,3522,10306,212
5/1/2021,1741,1396,1923,3755,10663,255
5/10/2021,1797,1425,1959,3808,10764,268
5/11/2021,1802,1428,1960,3810,10776,271
5/12/2021,1808,1430,1961,3816,10795,273
5/13/2021,1810,1431,1965,3826,10805,275
5/14/2021,1825,1445,1973,3843,10823,285
5/15/2021,1829,1449,1974,3849,10828,289
5/16/2021,1837,1449,1977,3852,10828,293
5/17/2021,1842,1450,1985,3861,10839,306
5/18/2021,1854,1459,1995,3882,10866,318
5/19/2021,1871,1462,2002,3894,10894,324
5/2/2021,1742,1397,1923,3756,10665,255
5/20/2021,1879,1464,2010,3910,10905,356
5/21/2021,1882,1467,2015,3915,10914,366
5/22/2021,1890,1472,2019,3917,10920,371
5/23/2021,1892,1473,2021,3919,10923,373
5/24/2021,1898,1475,2029,3929,10931,381
5/25/2021,1907,1481,2032,3940,10941,388
5/26/2021,1911,1487,2036,3949,10948,390
5/27/2021,1921,1492,2038,3957,10953,393
5/28/2021,1927,1495,2042,3966,10963,398
5/29/2021,1928,1496,2045,3967,10964,399
5/3/2021,1750,1402,1931,3764,10682,260
5/30/2021,1929,1497,2046,3970,10966,399
5/31/2021,1931,1498,2046,3971,10968,399
5/4/2021,1765,1407,1940,3778,10718,263
5/5/2021,1773,1414,1946,3787,10722,263
5/6/2021,1776,1415,1948,3793,10731,265
5/7/2021,1783,1420,1953,3800,10739,267
5/8/2021,1784,1420,1954,3801,10741,267
5/9/2021,1784,1420,1955,3802,10744,267
6/1/2021,1936,1500,2049,3973,10979,402
6/10/2021,1964,1516,2070,4018,11032,462
6/11/2021,1969,1516,2070,4020,11035,467
6/12/2021,1971,1518,2072,4021,11038,467
6/13/2021,1971,1518,2074,4021,11039,467
6/14/2021,1978,1520,2080,4021,11044,474
6/15/2021,1982,1526,2086,4025,11046,477
6/16/2021,1990,1529,2090,4028,11049,484
6/17/2021,1996,1534,2094,4030,11053,489
6/18/2021,2000,1538,2095,4032,11055,497
6/19/2021,2004,1541,2095,4033,11056,502
6/2/2021,1941,1503,2052,3985,10985,406
6/20/2021,2004,1542,2096,4033,11056,505
6/21/2021,2013,1543,2098,4041,11065,510
6/22/2021,2038,1564,2102,4049,11076,512
6/23/2021,2039,1567,2106,4053,11078,516
6/24/2021,2041,1568,2107,4058,11084,521
6/25/2021,2045,1570,2110,4061,11088,541
6/26/2021,2047,1572,2111,4061,11090,542
6/27/2021,2047,1573,2112,4061,11090,542
6/28/2021,2049,1574,2116,4062,11095,545
6/29/2021,2050,1575,2116,4066,11104,550
6/3/2021,1944,1504,2056,3990,10992,414
6/30/2021,2055,1580,2119,4069,11109,569
6/4/2021,1946,1512,2057,3993,10998,421
6/5/2021,1947,1512,2057,3994,10999,421
6/6/2021,1951,1512,2057,3995,10999,422
6/7/2021,1955,1514,2061,4003,11008,427
6/8/2021,1955,1515,2063,4011,11016,433
6/9/2021,1962,1516,2069,4016,11028,456
7/1/2021,2061,1583,2123,4075,11112,575
7/10/2021,2078,1605,2145,4100,11155,606
7/11/2021,2078,1607,2146,4101,11157,607
7/12/2021,2083,1611,2147,4106,11164,613
7/13/2021,2090,1615,2149,4111,11172,624
7/14/2021,2091,1615,2151,4115,11180,632
7/15/2021,2101,1620,2156,4122,11193,634
7/16/2021,2107,1623,2163,4126,11200,644
7/17/2021,2109,1626,2167,4129,11202,646
7/18/2021,2111,1627,2167,4130,11203,647
7/19/2021,2121,1633,2170,4137,11206,649
7/2/2021,2063,1588,2123,4077,11114,578
7/20/2021,2131,1639,2175,4141,11210,661
7/21/2021,2139,1645,2179,4150,11217,684
7/22/2021,2149,1649,2183,4162,11224,696
7/23/2021,2157,1651,2189,4168,11229,706
7/24/2021,2161,1652,2190,4173,11234,713
7/25/2021,2165,1653,2191,4174,11234,714
7/26/2021,2173,1654,2201,4184,11251,725
7/27/2021,2180,1663,2206,4197,11260,743
7/28/2021,2194,1666,2216,4211,11278,749
7/29/2021,2205,1671,2220,4218,11290,769
7/3/2021,2065,1589,2126,4078,11118,585
7/30/2021,2224,1681,2230,4230,11302,780
7/31/2021,2227,1683,2234,4235,11304,784
7/4/2021,2065,1589,2126,4078,11119,585
7/5/2021,2069,1593,2129,4079,11125,585
7/6/2021,2071,1593,2132,4087,11135,591
7/7/2021,2073,1595,2134,4089,11138,592
7/8/2021,2075,1602,2135,4092,11146,598
7/9/2021,2076,1603,2141,4099,11153,602
8/1/2021,2228,1684,2238,4236,11307,787
8/10/2021,2294,1720,2302,4302,11382,874
8/11/2021,2312,1728,2307,4311,11398,878
8/12/2021,2328,1736,2313,4326,11419,887
8/13/2021,2345,1750,2328,4331,11430,936
8/14/2021,2349,1753,2332,4335,11433,948
8/15/2021,2351,1755,2333,4339,11434,950
8/16/2021,2366,1759,2338,4347,11446,959
8/17/2021,2381,1770,2340,4350,11452,964
8/18/2021,2384,1773,2346,4359,11458,964
8/19/2021,2398,1774,2351,4365,11464,965
8/2/2021,2236,1690,2247,4245,11315,797
8/20/2021,2406,1779,2358,4374,11468,968
8/21/2021,2414,1793,2364,4380,11470,994
8/22/2021,2415,1794,2364,4383,11471,995
8/23/2021,2421,1795,2370,4389,11480,999
8/24/2021,2434,1802,2376,4397,11481,1001
8/25/2021,2439,1811,2379,4400,11485,1002
8/26/2021,2445,1817,2381,4409,11494,1011
8/27/2021,2459,1828,2389,4416,11505,1029
8/28/2021,2460,1830,2389,4418,11506,1033
8/29/2021,2463,1832,2390,4419,11507,1035
8/3/2021,2245,1691,2257,4257,11323,804
8/30/2021,2469,1841,2394,4426,11513,1038
8/31/2021,2472,1844,2398,4432,11517,1039
8/4/2021,2255,1693,2264,4268,11337,809
8/5/2021,2261,1696,2271,4277,11347,817
8/6/2021,2276,1700,2284,4285,11355,857
8/7/2021,2280,1702,2288,4288,11358,858
8/8/2021,2281,1704,2289,4290,11361,858
8/9/2021,2288,1713,2295,4293,11375,868
9/1/2021,2477,1848,2402,4438,11521,1041
9/10/2021,2525,1873,2441,4481,11550,1083
9/11/2021,2528,1876,2443,4485,11551,1087
9/12/2021,2530,1878,2444,4488,11553,1087
9/13/2021,2539,1883,2447,4492,11561,1089
9/14/2021,2543,1887,2450,4495,11565,1090
9/15/2021,2551,1897,2457,4504,11573,1102
9/16/2021,2556,1898,2460,4510,11578,1106
9/17/2021,2563,1904,2460,4515,11579,1111
9/18/2021,2569,1906,2463,4518,11580,1122
9/19/2021,2571,1906,2465,4518,11580,1124
9/2/2021,2481,1851,2407,4443,11527,1042
9/20/2021,2576,1906,2468,4520,11584,1124
9/21/2021,2581,1909,2473,4524,11591,1126
9/22/2021,2584,1910,2476,4524,11593,1126
9/23/2021,2595,1915,2478,4527,11598,1126
9/24/2021,2598,1917,2479,4530,11599,1127
9/25/2021,2600,1918,2479,4533,11602,1129
9/26/2021,2604,1919,2481,4534,11603,1129
9/27/2021,2606,1923,2483,4538,11608,1132
9/28/2021,2613,1923,2483,4538,11619,1132
9/29/2021,2616,1925,2484,4542,11623,1135
9/3/2021,2494,1861,2416,4448,11533,1055
9/30/2021,2620,1928,2484,4542,11626,1135
9/4/2021,2501,1863,2421,4452,11535,1058
9/5/2021,2505,1863,2421,4452,11535,1060
9/6/2021,2505,1864,2422,4452,11535,1065
9/7/2021,2510,1868,2430,4462,11542,1068
9/8/2021,2515,1869,2435,4468,11545,1071
9/9/2021,2520,1873,2437,4473,11548,1074
