date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,411,430,645,441,6
1/1/2022,12419,8830,11399,21199,58584,6301
1/10/2021,564,699,797,1119,978,10
1/11/2021,573,707,806,1135,1006,11
1/12/2021,592,731,836,1181,1098,11
1/13/2021,636,779,923,1274,1290,12
1/14/2021,669,824,978,1346,1405,14
1/15/2021,684,835,990,1366,1454,14
1/16/2021,705,867,1034,1412,1601,16
1/17/2021,707,869,1038,1417,1617,17
1/18/2021,714,872,1051,1438,1767,18
1/19/2021,748,924,1104,1516,1922,19
1/2/2021,331,444,453,677,452,6
1/2/2022,12430,8837,11409,21208,58590,6311
1/20/2021,790,973,1169,1607,2205,19
1/21/2021,914,1129,1344,1847,2901,19
1/22/2021,1049,1263,1520,2097,3843,20
1/23/2021,1089,1320,1574,2204,4987,23
1/24/2021,1105,1337,1596,2279,6186,24
1/25/2021,1128,1361,1627,2358,6831,24
1/26/2021,1139,1372,1657,2402,7192,24
1/27/2021,1211,1427,1731,2584,8459,25
1/28/2021,1259,1499,1837,2786,9851,32
1/29/2021,1337,1557,1934,2957,11091,37
1/3/2021,331,446,453,679,454,6
1/3/2022,12457,8850,11419,21226,58621,6325
1/30/2021,1384,1584,1992,3043,11724,37
1/31/2021,1422,1609,2041,3131,12429,39
1/4/2021,340,450,463,691,460,6
1/4/2022,12461,8852,11421,21234,58632,6332
1/5/2021,347,459,479,710,483,6
1/6/2021,355,466,490,735,520,7
1/7/2021,438,564,633,874,719,8
1/8/2021,530,669,759,1079,930,10
1/9/2021,563,698,796,1119,975,10
10/1/2021,10951,7959,10407,19573,54772,4493
10/10/2021,11096,8029,10481,19647,54899,4535
10/11/2021,11112,8040,10484,19661,54929,4541
10/12/2021,11122,8043,10491,19668,54940,4551
10/13/2021,11137,8047,10498,19677,54953,4565
10/14/2021,11154,8059,10507,19694,54976,4568
10/15/2021,11174,8066,10515,19706,54996,4575
10/16/2021,11186,8071,10519,19711,55004,4585
10/17/2021,11200,8079,10528,19716,55010,4588
10/18/2021,11215,8085,10533,19723,55023,4593
