date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,331,326,277,285,216,2
1/1/2022,14428,9932,9358,12294,24780,11797
1/10/2021,450,465,389,395,654,4
1/11/2021,462,480,413,413,853,4
1/12/2021,468,488,421,423,1069,5
1/13/2021,487,522,444,450,1385,5
1/14/2021,492,530,457,461,1637,5
1/15/2021,497,537,467,472,2063,5
1/16/2021,512,543,475,484,2420,5
1/17/2021,515,544,478,486,2434,5
1/18/2021,518,549,485,495,2612,5
1/19/2021,536,561,500,512,2823,5
1/2/2021,332,329,281,288,219,2
1/2/2022,14434,9939,9361,12301,24782,11816
1/20/2021,547,576,515,536,3202,6
1/21/2021,553,591,527,559,3581,6
1/22/2021,568,599,535,568,3748,6
1/23/2021,594,636,569,603,4106,6
1/24/2021,604,640,575,624,4180,6
1/25/2021,629,662,616,671,4371,6
1/26/2021,651,705,665,730,4588,7
1/27/2021,678,744,708,775,4977,7
1/28/2021,727,783,762,853,5592,8
1/29/2021,768,828,830,925,5967,8
1/3/2021,343,343,293,303,244,2
1/3/2022,14460,9952,9376,12319,24795,11841
1/30/2021,770,833,832,930,5985,8
1/31/2021,775,836,835,938,6012,8
1/4/2021,349,352,298,305,265,2
1/4/2022,14474,9957,9387,12330,24806,11880
1/5/2021,369,379,312,320,277,2
1/6/2021,391,397,331,344,295,2
1/7/2021,399,404,340,354,325,2
1/8/2021,429,437,369,377,356,3
1/9/2021,444,461,389,393,651,4
10/1/2021,12602,8576,8149,11063,23167,5981
10/10/2021,12750,8659,8242,11114,23222,6058
10/11/2021,12764,8670,8250,11119,23230,6068
10/12/2021,12785,8676,8255,11124,23233,6080
10/13/2021,12805,8696,8260,11127,23237,6092
10/14/2021,12837,8715,8277,11144,23248,6103
10/15/2021,12856,8729,8289,11159,23255,6111
10/16/2021,12888,8758,8303,11168,23259,6667
10/17/2021,12898,8760,8309,11169,23262,6674
10/18/2021,12917,8782,8322,11178,23271,6686
10/19/2021,12934,8790,8333,11190,23278,6692
10/2/2021,12610,8577,8153,11066,23168,5988
10/20/2021,12941,8802,8338,11197,23284,6697
10/21/2021,12951,8814,8346,11211,23293,6704
10/22/2021,12983,8843,8364,11223,23316,6723
10/23/2021,12994,8844,8365,11228,23324,6728
10/24/2021,12999,8845,8368,11233,23334,6729
10/25/2021,13014,8855,8379,11240,23366,6733
10/26/2021,13027,8876,8392,11249,23388,6739
10/27/2021,13042,8892,8405,11261,23411,6741
10/28/2021,13063,8906,8420,11272,23446,6750
10/29/2021,13083,8920,8436,11287,23484,6767
10/3/2021,12615,8579,8155,11066,23168,5989
10/30/2021,13089,8923,8441,11293,23492,6772
10/31/2021,13095,8925,8442,11295,23498,6772
10/4/2021,12636,8584,8171,11070,23176,5996
10/5/2021,12669,8598,8182,11078,23180,6005
10/6/2021,12690,8615,8202,11086,23192,6011
10/7/2021,12715,8629,8215,11097,23200,6029
10/8/2021,12730,8648,8233,11110,23218,6050
10/9/2021,12746,8655,8238,11113,23220,6058
11/1/2021,13114,8936,8451,11306,23526,6782
11/10/2021,13315,9072,8584,11421,23734,7204
11/11/2021,13338,9095,8603,11436,23763,7306
11/12/2021,13382,9136,8637,11468,23813,7563
11/13/2021,13418,9172,8662,11481,23829,8146
11/14/2021,13434,9179,8673,11491,23833,8197
11/15/2021,13451,9202,8685,11506,23853,8295
11/16/2021,13474,9221,8698,11524,23877,8425
11/17/2021,13499,9235,8718,11538,23903,8703
11/18/2021,13521,9250,8733,11557,23937,8781
11/19/2021,13551,9281,8767,11584,23972,8902
11/2/2021,13141,8951,8463,11317,23549,6793
11/20/2021,13560,9304,8781,11591,23982,9249
11/21/2021,13566,9318,8795,11593,23988,9270
11/22/2021,13589,9334,8806,11612,23999,9324
11/23/2021,13614,9354,8822,11628,24031,9384
11/24/2021,13646,9375,8834,11646,24055,9459
11/25/2021,13646,9375,8834,11646,24055,9459
11/26/2021,13659,9380,8846,11664,24064,9514
11/27/2021,13675,9403,8855,11674,24074,9597
11/28/2021,13690,9413,8859,11685,24083,9618
11/29/2021,13724,9438,8875,11707,24110,9735
11/3/2021,13154,8967,8473,11325,23566,6800
11/30/2021,13754,9465,8886,11734,24138,9809
11/4/2021,13184,8983,8489,11342,23611,6845
11/5/2021,13234,9006,8522,11366,23644,7006
11/6/2021,13243,9011,8530,11375,23651,7040
11/7/2021,13253,9014,8532,11377,23658,7052
11/8/2021,13273,9033,8544,11395,23683,7078
11/9/2021,13290,9052,8565,11410,23713,7135
12/1/2020,,1,,1,1,
12/1/2021,13795,9498,8918,11770,24169,9892
12/10/2020,,1,,1,1,
12/10/2021,14027,9662,9101,11953,24429,10734
12/11/2020,,1,,1,1,
12/11/2021,14040,9678,9111,11963,24447,10838
12/12/2020,,1,,1,1,
12/12/2021,14051,9691,9123,11967,24454,10849
12/13/2020,,1,,1,1,
12/13/2021,14075,9706,9136,11983,24471,10893
12/14/2020,,1,,1,1,
12/14/2021,14102,9718,9149,12002,24483,10925
12/15/2020,,1,,2,1,
12/15/2021,14131,9732,9160,12030,24510,10961
12/16/2020,,1,1,2,1,
12/16/2021,14164,9753,9172,12072,24543,11023
12/17/2020,,1,6,5,4,
12/17/2021,14209,9790,9202,12104,24591,11146
12/18/2020,1,3,7,9,4,
12/18/2021,14219,9795,9205,12114,24600,11180
12/19/2020,1,5,9,10,5,
12/19/2021,14233,9801,9213,12124,24606,11188
12/2/2020,,1,,1,1,
12/2/2021,13826,9528,8944,11798,24209,10011
12/20/2020,1,5,10,10,5,
12/20/2021,14254,9817,9236,12143,24634,11347
12/21/2020,3,7,11,14,7,
12/21/2021,14279,9829,9245,12157,24658,11372
12/22/2020,70,86,61,62,21,
12/22/2021,14301,9845,9261,12176,24677,11542
12/23/2020,176,185,152,154,46,1
12/23/2021,14323,9865,9273,12200,24705,11592
12/24/2020,206,213,178,169,56,1
12/24/2021,14331,9870,9283,12208,24716,11604
12/25/2020,206,213,178,169,56,1
12/25/2021,14331,9870,9283,12208,24716,11604
12/26/2020,208,218,180,180,57,1
12/26/2021,14341,9873,9286,12214,24718,11613
12/27/2020,208,218,180,180,57,1
12/27/2021,14358,9884,9293,12223,24730,11640
12/28/2020,224,233,200,200,69,1
12/28/2021,14371,9894,9305,12250,24737,11675
12/29/2020,240,253,213,219,76,1
12/29/2021,14389,9909,9318,12267,24757,11714
12/3/2020,,1,,1,1,
12/3/2021,13874,9556,8982,11830,24262,10161
12/30/2020,284,288,249,253,135,1
12/30/2021,14415,9924,9346,12288,24778,11777
12/31/2020,329,322,274,282,198,2
12/31/2021,14423,9930,9355,12292,24780,11797
12/4/2020,,1,,1,1,
12/4/2021,13889,9573,8994,11840,24267,10258
12/5/2020,,1,,1,1,
12/5/2021,13900,9581,8997,11845,24272,10271
12/6/2020,,1,,1,1,
12/6/2021,13918,9593,9011,11859,24285,10311
12/7/2020,,1,,1,1,
12/7/2021,13941,9606,9031,11880,24304,10353
12/8/2020,,1,,1,1,
12/8/2021,13956,9619,9050,11892,24326,10505
12/9/2020,,1,,1,1,
12/9/2021,13981,9641,9069,11919,24371,10594
2/1/2021,783,852,849,957,6178,8
2/10/2021,1043,1091,1097,1258,8119,14
2/11/2021,1157,1204,1232,1414,9158,17
2/12/2021,1228,1261,1298,1492,9835,21
2/13/2021,1252,1276,1321,1524,10023,22
2/14/2021,1252,1277,1321,1525,10035,22
2/15/2021,1255,1288,1335,1539,10191,22
2/16/2021,1265,1296,1345,1564,10430,24
2/17/2021,1271,1303,1360,1589,10608,24
2/18/2021,1276,1316,1376,1613,10799,24
2/19/2021,1280,1321,1388,1628,10982,25
2/2/2021,791,864,861,975,6324,9
2/20/2021,1285,1327,1397,1635,10994,25
2/21/2021,1287,1327,1399,1640,11001,25
2/22/2021,1288,1332,1405,1648,11036,25
2/23/2021,1290,1332,1406,1649,11082,25
2/24/2021,1323,1354,1435,1675,11317,25
2/25/2021,1365,1378,1484,1769,12073,26
2/26/2021,1407,1411,1521,1850,12549,28
2/27/2021,1467,1464,1583,1937,12862,30
2/28/2021,1470,1466,1585,1940,12892,30
2/3/2021,816,893,887,1005,6598,10
2/4/2021,836,910,904,1032,6863,11
2/5/2021,871,948,962,1071,7058,12
2/6/2021,874,951,968,1084,7141,12
2/7/2021,875,954,969,1086,7159,12
2/8/2021,886,963,979,1101,7271,12
2/9/2021,920,997,1025,1154,7574,13
3/1/2021,1473,1473,1596,1981,13138,32
3/10/2021,1724,1742,1949,3835,15908,48
3/11/2021,1777,1790,2018,4060,16210,50
3/12/2021,1816,1827,2044,4235,16397,52
3/13/2021,1839,1850,2067,4370,16557,53
3/14/2021,1841,1852,2068,4378,16574,53
3/15/2021,1898,1894,2110,4675,16808,55
3/16/2021,1959,1948,2194,4876,17010,63
3/17/2021,2004,1997,2256,5086,17258,73
3/18/2021,2142,2080,2423,5393,17644,84
3/19/2021,2214,2143,2545,5642,17909,95
3/2/2021,1480,1486,1611,2022,13380,32
3/20/2021,2273,2198,2750,5963,18154,98
3/21/2021,2278,2205,2764,5971,18163,98
3/22/2021,2308,2251,2865,6140,18296,101
3/23/2021,2346,2282,2935,6217,18368,110
3/24/2021,2426,2350,3026,6383,18511,129
3/25/2021,2756,2616,3301,6654,18761,173
3/26/2021,2957,2723,3452,6827,18927,201
3/27/2021,3091,2856,3591,6895,18970,213
3/28/2021,3097,2861,3593,6899,18977,217
3/29/2021,3157,2897,3642,7001,19048,228
3/3/2021,1515,1527,1660,2144,13898,36
3/30/2021,3264,2966,3698,7058,19105,252
3/31/2021,3412,3078,3891,7157,19224,272
3/4/2021,1571,1588,1736,2658,14519,38
3/5/2021,1603,1618,1774,2880,14895,42
3/6/2021,1615,1631,1806,3138,15355,42
3/7/2021,1617,1634,1814,3156,15376,43
3/8/2021,1628,1646,1826,3283,15541,43
3/9/2021,1682,1711,1914,3639,15733,46
4/1/2021,3610,3259,4051,7340,19401,302
4/10/2021,5022,4241,4917,8190,20259,560
4/11/2021,5048,4249,4925,8205,20270,570
4/12/2021,5152,4333,4989,8277,20363,590
4/13/2021,5216,4374,5037,8320,20425,606
4/14/2021,5314,4455,5084,8368,20470,615
4/15/2021,5473,4631,5217,8469,20564,627
4/16/2021,5574,4713,5293,8544,20636,638
4/17/2021,5618,4751,5318,8573,20662,645
4/18/2021,5626,4754,5322,8576,20665,651
4/19/2021,5695,4786,5378,8627,20705,661
4/2/2021,3804,3385,4188,7441,19518,330
4/20/2021,5743,4823,5411,8670,20761,668
4/21/2021,5855,4893,5462,8732,20813,687
4/22/2021,5966,4985,5534,8807,20865,709
4/23/2021,6068,5047,5603,8848,20901,724
4/24/2021,6113,5071,5627,8868,20922,743
4/25/2021,6117,5077,5632,8871,20926,747
4/26/2021,6159,5109,5674,8906,20971,765
4/27/2021,6197,5135,5703,8943,20999,778
4/28/2021,6271,5178,5771,8982,21046,789
4/29/2021,6372,5254,5838,9034,21121,804
4/3/2021,3919,3472,4252,7486,19561,349
4/30/2021,6437,5290,5873,9077,21177,816
4/4/2021,3927,3475,4256,7492,19564,358
4/5/2021,3985,3526,4311,7557,19633,373
4/6/2021,4157,3608,4383,7642,19750,407
4/7/2021,4436,3860,4566,7818,19899,446
4/8/2021,4677,4036,4713,7989,20085,487
4/9/2021,4882,4150,4849,8100,20192,534
5/1/2021,6463,5312,5886,9091,21192,829
5/10/2021,6758,5521,6084,9284,21385,1092
5/11/2021,6788,5535,6103,9292,21405,1125
5/12/2021,6821,5556,6125,9322,21436,1170
5/13/2021,6904,5601,6162,9350,21488,1259
5/14/2021,6944,5629,6184,9385,21515,1359
5/15/2021,6964,5636,6202,9396,21526,1496
5/16/2021,6978,5648,6208,9398,21528,1510
5/17/2021,7028,5685,6230,9420,21560,1588
5/18/2021,7091,5723,6255,9448,21588,1659
5/19/2021,7184,5780,6305,9499,21645,1766
5/2/2021,6467,5316,5888,9092,21199,834
5/20/2021,7256,5829,6344,9538,21686,1922
5/21/2021,7312,5873,6380,9570,21707,2018
5/22/2021,7385,5918,6423,9585,21719,2077
5/23/2021,7401,5924,6426,9587,21723,2085
5/24/2021,7450,5947,6448,9611,21738,2144
5/25/2021,7486,5972,6466,9627,21756,2198
5/26/2021,7524,5999,6486,9649,21782,2283
5/27/2021,7592,6031,6520,9677,21810,2377
5/28/2021,7669,6061,6562,9708,21825,2438
5/29/2021,7685,6069,6569,9713,21825,2449
5/3/2021,6487,5340,5908,9117,21220,840
5/30/2021,7692,6076,6571,9718,21829,2462
5/31/2021,7700,6079,6574,9719,21830,2478
5/4/2021,6526,5371,5933,9138,21241,845
5/5/2021,6573,5395,5968,9182,21271,894
5/6/2021,6637,5455,6008,9228,21331,959
5/7/2021,6695,5483,6049,9248,21361,1010
5/8/2021,6726,5497,6064,9264,21370,1052
5/9/2021,6733,5502,6070,9264,21374,1056
6/1/2021,7732,6108,6588,9741,21846,2512
6/10/2021,8013,6284,6723,9870,21971,2912
6/11/2021,8032,6296,6736,9880,21986,2960
6/12/2021,8047,6305,6741,9883,21992,2991
6/13/2021,8057,6308,6742,9886,21994,2992
6/14/2021,8076,6319,6757,9895,21996,3018
6/15/2021,8101,6333,6766,9902,22007,3058
6/16/2021,8131,6348,6776,9910,22017,3090
6/17/2021,8166,6370,6795,9932,22029,3133
6/18/2021,8214,6395,6817,9948,22048,3159
6/19/2021,8245,6423,6831,9951,22050,3182
6/2/2021,7788,6138,6615,9772,21868,2581
6/20/2021,8248,6424,6833,9953,22051,3182
6/21/2021,8272,6434,6839,9957,22063,3203
6/22/2021,8286,6445,6843,9968,22067,3223
6/23/2021,8319,6461,6855,9979,22082,3272
6/24/2021,8359,6477,6871,9997,22094,3308
6/25/2021,8406,6495,6892,10012,22098,3356
6/26/2021,8421,6502,6893,10014,22100,3377
6/27/2021,8432,6506,6897,10016,22103,3379
6/28/2021,8451,6514,6906,10024,22110,3416
6/29/2021,8472,6524,6910,10031,22123,3449
6/3/2021,7835,6174,6638,9807,21893,2662
6/30/2021,8867,6709,6941,10051,22132,3496
6/4/2021,7879,6197,6652,9820,21914,2726
6/5/2021,7896,6204,6660,9823,21917,2740
6/6/2021,7901,6208,6662,9824,21917,2745
6/7/2021,7932,6228,6677,9838,21928,2793
6/8/2021,7951,6243,6688,9850,21941,2830
6/9/2021,7976,6259,6700,9857,21950,2876
7/1/2021,9421,6886,6977,10068,22153,3547
7/10/2021,9618,7000,7057,10146,22221,3802
7/11/2021,9619,7002,7057,10147,22223,3810
7/12/2021,9632,7013,7064,10155,22235,3851
7/13/2021,9646,7020,7069,10164,22241,3872
7/14/2021,9937,7143,7112,10176,22249,3924
7/15/2021,10257,7310,7174,10199,22263,3973
7/16/2021,10284,7328,7181,10217,22278,4019
7/17/2021,10292,7329,7188,10224,22283,4033
7/18/2021,10294,7332,7193,10228,22285,4038
7/19/2021,10325,7336,7205,10238,22298,4064
7/2/2021,9459,6903,6989,10082,22166,3611
7/20/2021,10349,7344,7218,10248,22304,4098
7/21/2021,10372,7354,7222,10261,22320,4144
7/22/2021,10411,7373,7239,10280,22345,4172
7/23/2021,10454,7396,7254,10306,22360,4240
7/24/2021,10480,7405,7260,10315,22363,4269
7/25/2021,10491,7410,7263,10318,22365,4275
7/26/2021,10523,7422,7270,10331,22385,4320
7/27/2021,10553,7433,7282,10340,22408,4367
7/28/2021,10572,7443,7297,10358,22433,4406
7/29/2021,10607,7472,7320,10376,22452,4450
7/3/2021,9470,6910,6989,10087,22167,3620
7/30/2021,10657,7493,7334,10398,22468,4533
7/31/2021,11047,7686,7458,10456,22493,4606
7/4/2021,9473,6910,6989,10087,22169,3621
7/5/2021,9489,6916,6998,10094,22175,3634
7/6/2021,9514,6927,7005,10109,22178,3664
7/7/2021,9535,6942,7015,10118,22189,3702
7/8/2021,9573,6970,7029,10129,22206,3733
7/9/2021,9608,6993,7056,10142,22220,3785
8/1/2021,11058,7692,7463,10461,22500,4611
8/10/2021,11388,7911,7604,10613,22663,4954
8/11/2021,11416,7917,7616,10628,22675,4983
