date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,927,865,658,486,245,5
1/1/2022,35205,20228,19651,22161,36867,26006
1/10/2021,1267,1205,950,719,525,8
1/11/2021,1329,1293,1014,756,869,8
1/12/2021,1389,1363,1089,811,1192,9
1/13/2021,1474,1436,1164,875,1529,9
1/14/2021,1492,1457,1192,899,1617,9
1/15/2021,1521,1473,1213,927,1708,9
1/16/2021,1525,1474,1217,928,1713,9
1/17/2021,1527,1477,1218,929,1717,9
1/18/2021,1535,1484,1228,933,1735,9
1/19/2021,1578,1509,1260,961,1851,14
1/2/2021,929,866,658,488,247,5
1/2/2022,35219,20237,19658,22180,36888,26015
1/20/2021,1592,1517,1269,972,1883,15
1/21/2021,1712,1703,1447,1074,2406,18
1/22/2021,1821,1798,1532,1153,3079,18
1/23/2021,1850,1837,1557,1184,3115,19
1/24/2021,1851,1839,1560,1187,3126,19
1/25/2021,1884,1913,1623,1238,3284,19
1/26/2021,2012,2054,1764,1375,3442,27
1/27/2021,2151,2207,1882,1473,3652,27
1/28/2021,2303,2359,2066,1692,4359,28
1/29/2021,2458,2489,2233,1834,5449,30
1/3/2021,931,866,659,488,247,5
1/3/2022,35253,20243,19666,22210,36962,26072
1/30/2021,2496,2521,2270,1907,6310,30
1/31/2021,2497,2522,2270,1908,6327,30
1/4/2021,986,921,701,519,287,5
1/4/2022,35290,20258,19680,22237,37040,26148
1/5/2021,1072,1017,767,565,322,5
1/6/2021,1185,1130,863,634,392,8
1/7/2021,1227,1172,921,673,423,8
1/8/2021,1260,1201,946,713,514,8
1/9/2021,1262,1202,950,717,519,8
10/1/2021,30756,17929,17849,19874,32325,15529
10/10/2021,31170,18112,17960,19948,32404,15726
10/11/2021,31218,18144,17978,19968,32413,15757
10/12/2021,31248,18168,17987,19972,32419,15786
10/13/2021,31283,18185,18000,19978,32425,15807
10/14/2021,31349,18207,18029,19995,32437,15836
10/15/2021,31410,18231,18047,20012,32446,15858
10/16/2021,31437,18243,18057,20024,32450,15871
10/17/2021,31451,18250,18061,20026,32450,15879
10/18/2021,31501,18285,18079,20041,32462,15927
10/19/2021,31536,18303,18091,20062,32478,15955
10/2/2021,30776,17938,17860,19880,32330,15553
10/20/2021,31564,18314,18103,20077,32486,15979
10/21/2021,31611,18341,18123,20094,32504,15994
10/22/2021,31710,18385,18148,20111,32534,16034
10/23/2021,31766,18406,18157,20126,32551,16053
10/24/2021,31781,18424,18169,20134,32558,16061
10/25/2021,31846,18452,18187,20147,32599,16090
10/26/2021,31901,18488,18200,20173,32649,16104
10/27/2021,31943,18513,18234,20189,32694,16122
10/28/2021,32000,18550,18261,20221,32738,16148
10/29/2021,32097,18583,18277,20243,32774,16167
10/3/2021,30785,17941,17865,19882,32332,15562
10/30/2021,32151,18599,18284,20249,32783,16181
10/31/2021,32161,18602,18290,20252,32786,16184
10/4/2021,30826,17961,17884,19893,32341,15586
10/5/2021,30976,18000,17902,19906,32357,15617
10/6/2021,31027,18039,17917,19916,32371,15654
10/7/2021,31069,18051,17933,19926,32377,15682
10/8/2021,31117,18083,17945,19936,32391,15706
10/9/2021,31154,18102,17951,19941,32398,15719
11/1/2021,32224,18630,18310,20274,32830,16255
11/10/2021,32683,18869,18498,20502,33194,19168
11/11/2021,32727,18888,18513,20523,33215,19329
11/12/2021,32792,18921,18536,20550,33262,19608
11/13/2021,32847,18951,18549,20565,33269,20186
11/14/2021,32869,18974,18561,20580,33279,20240
11/15/2021,32964,19028,18596,20605,33341,20599
11/16/2021,33015,19064,18627,20642,33401,20772
11/17/2021,33082,19106,18654,20677,33474,21029
11/18/2021,33188,19161,18698,20711,33536,21274
11/19/2021,33292,19219,18739,20743,33580,21486
11/2/2021,32278,18661,18331,20289,32883,16288
11/20/2021,33327,19234,18755,20762,33593,21571
11/21/2021,33350,19239,18767,20769,33601,21629
11/22/2021,33418,19268,18793,20803,33648,21829
11/23/2021,33613,19314,18831,20840,33711,22131
11/24/2021,33708,19348,18860,20878,33765,22375
11/25/2021,33709,19348,18860,20878,33765,22376
11/26/2021,33741,19366,18878,20900,33793,22480
11/27/2021,33762,19384,18900,20920,33814,22548
11/28/2021,33774,19399,18913,20936,33829,22568
11/29/2021,33826,19435,18941,20969,33905,22735
11/3/2021,32340,18683,18348,20312,32924,16414
11/30/2021,33894,19475,18994,21031,33992,22922
11/4/2021,32415,18714,18371,20345,32978,16536
11/5/2021,32458,18737,18398,20373,33007,16796
11/6/2021,32488,18752,18411,20391,33019,16924
11/7/2021,32508,18757,18420,20403,33031,16996
11/8/2021,32572,18797,18447,20448,33100,17237
11/9/2021,32629,18842,18467,20481,33149,17466
12/1/2020,1,1,2,,3,
12/1/2021,33972,19511,19021,21064,34081,23147
12/10/2020,1,2,4,,4,
12/10/2021,34496,19818,19283,21460,35006,24464
12/11/2020,1,2,4,,4,
12/11/2021,34515,19834,19291,21479,35041,24596
12/12/2020,1,2,6,,4,
12/12/2021,34541,19847,19313,21493,35069,24670
12/13/2020,1,2,6,,4,
12/13/2021,34589,19868,19334,21538,35215,24807
12/14/2020,1,2,6,,4,
12/14/2021,34630,19889,19359,21591,35353,24911
12/15/2020,1,2,6,,4,
12/15/2021,34678,19916,19389,21648,35493,25006
12/16/2020,3,3,7,1,5,
12/16/2021,34734,19947,19416,21704,35623,25126
12/17/2020,9,8,9,9,9,
12/17/2021,34790,19982,19436,21747,35726,25245
12/18/2020,9,8,10,9,9,
12/18/2021,34809,19998,19443,21759,35772,25269
12/19/2020,9,8,12,9,11,
12/19/2021,34834,20008,19458,21777,35823,25283
12/2/2020,1,1,2,,3,
12/2/2021,34045,19550,19050,21107,34195,23385
12/20/2020,9,10,12,10,11,
12/20/2021,34874,20030,19484,21826,35971,25400
12/21/2020,73,48,49,28,26,
12/21/2021,34936,20071,19503,21873,36118,25516
12/22/2020,248,248,175,139,61,
12/22/2021,34974,20098,19529,21927,36265,25609
12/23/2020,433,459,340,257,106,3
12/23/2021,35008,20116,19541,21959,36362,25687
12/24/2020,494,510,400,298,113,3
12/24/2021,35014,20122,19545,21970,36393,25696
12/25/2020,494,510,400,298,113,3
12/25/2021,35014,20122,19545,21970,36393,25696
12/26/2020,518,545,415,317,119,3
12/26/2021,35026,20126,19554,21993,36436,25710
12/27/2020,518,545,415,317,120,3
12/27/2021,35064,20158,19576,22029,36538,25787
12/28/2020,660,655,497,365,148,4
12/28/2021,35113,20179,19599,22068,36648,25864
12/29/2020,755,747,554,413,182,5
12/29/2021,35165,20197,19624,22100,36743,25933
12/3/2020,1,1,3,,3,
12/3/2021,34123,19599,19089,21154,34306,23579
12/30/2020,889,847,637,467,217,5
12/30/2021,35189,20215,19641,22140,36824,25983
12/31/2020,921,862,651,482,225,5
12/31/2021,35200,20224,19649,22157,36864,25998
12/4/2020,1,1,4,,3,
12/4/2021,34203,19629,19115,21204,34341,23700
12/5/2020,1,1,4,,3,
12/5/2021,34214,19636,19122,21214,34364,23726
12/6/2020,1,1,4,,3,
12/6/2021,34262,19667,19152,21259,34489,23882
12/7/2020,1,1,4,,3,
12/7/2021,34338,19695,19182,21318,34634,24006
12/8/2020,1,1,4,,4,
12/8/2021,34395,19738,19217,21368,34745,24194
12/9/2020,1,1,4,,4,
12/9/2021,34434,19768,19251,21424,34931,24333
2/1/2021,2543,2549,2291,1933,6933,30
2/10/2021,2875,2860,2669,2382,10067,44
2/11/2021,3004,2977,2794,2539,11088,51
2/12/2021,3056,3031,2852,2596,12174,52
2/13/2021,3082,3055,2867,2632,12823,54
2/14/2021,3087,3059,2867,2633,12830,54
2/15/2021,3093,3063,2871,2640,12869,54
2/16/2021,3116,3069,2880,2644,12916,56
2/17/2021,3153,3106,2932,2704,12971,56
2/18/2021,3180,3130,2948,2723,13105,56
2/19/2021,3246,3203,3033,2813,13260,58
2/2/2021,2574,2585,2326,1989,7631,34
2/20/2021,3285,3226,3058,2848,13311,61
2/21/2021,3286,3227,3061,2848,13322,61
2/22/2021,3289,3230,3062,2850,13331,61
2/23/2021,3326,3286,3098,2904,13510,65
2/24/2021,3345,3321,3123,2945,14515,67
2/25/2021,3414,3378,3192,3021,15512,69
2/26/2021,3474,3434,3234,3121,16517,71
2/27/2021,3504,3459,3250,3155,16885,73
2/28/2021,3524,3483,3288,3187,17007,73
2/3/2021,2695,2720,2492,2158,8336,37
2/4/2021,2745,2764,2552,2221,8663,40
2/5/2021,2782,2794,2584,2252,8794,42
2/6/2021,2792,2797,2585,2257,8819,42
2/7/2021,2793,2798,2586,2258,8838,42
2/8/2021,2812,2822,2604,2288,8943,42
2/9/2021,2833,2841,2639,2328,8985,42
3/1/2021,3552,3509,3308,3220,17163,74
3/10/2021,4504,4316,4303,5005,20253,96
3/11/2021,4726,4424,4423,5235,20580,105
3/12/2021,4778,4480,4532,5857,20942,109
3/13/2021,4854,4535,4579,5981,21095,110
3/14/2021,4866,4540,4587,6048,21163,110
3/15/2021,4986,4645,4713,6250,21275,115
3/16/2021,5227,4861,4946,6596,21465,123
3/17/2021,5800,5094,5151,6875,22029,128
3/18/2021,6173,5330,5488,7802,22844,145
3/19/2021,6515,5621,5881,8735,23485,157
3/2/2021,3581,3526,3335,3254,17291,75
3/20/2021,6599,5680,5968,9059,23812,163
3/21/2021,6616,5689,5990,9097,23846,165
3/22/2021,6647,5741,6032,9197,23927,169
3/23/2021,6893,5948,6256,9488,24077,186
3/24/2021,7412,6257,6631,9862,24345,242
3/25/2021,7908,6510,6895,10206,24526,275
3/26/2021,8204,6688,7160,10452,24741,309
3/27/2021,8247,6702,7182,10486,24777,312
3/28/2021,8268,6713,7195,10507,24790,313
3/29/2021,8535,6868,7393,10691,24974,426
3/3/2021,3610,3557,3367,3302,17456,77
3/30/2021,9353,7385,8082,11324,25372,600
3/31/2021,10270,7888,8712,11772,25716,776
3/4/2021,3718,3673,3496,3506,17799,82
3/5/2021,4040,3922,3786,3950,18718,88
3/6/2021,4056,3934,3798,4021,18798,88
3/7/2021,4066,3943,3812,4072,18848,90
3/8/2021,4091,3965,3848,4213,19318,91
3/9/2021,4305,4171,4081,4558,19876,93
4/1/2021,10963,8272,9172,12169,26037,972
4/10/2021,14674,10367,11322,14303,27760,2028
4/11/2021,14813,10441,11379,14396,27834,2095
4/12/2021,14957,10516,11481,14506,27943,2131
4/13/2021,15151,10617,11613,14647,28069,2180
4/14/2021,15521,10813,11820,14818,28200,2252
4/15/2021,15688,11021,12017,14916,28304,2338
4/16/2021,15881,11176,12160,15021,28395,2383
4/17/2021,16010,11247,12228,15089,28449,2430
4/18/2021,16054,11270,12257,15125,28474,2454
4/19/2021,16189,11370,12347,15199,28548,2477
4/2/2021,11470,8568,9509,12483,26238,1125
4/20/2021,16289,11426,12403,15290,28620,2510
4/21/2021,16413,11508,12502,15369,28714,2556
4/22/2021,16541,11574,12585,15452,28791,2584
4/23/2021,16680,11646,12670,15553,28889,2624
4/24/2021,16771,11685,12714,15610,28935,2655
4/25/2021,16819,11702,12746,15646,28951,2677
4/26/2021,16888,11744,12791,15696,28995,2696
4/27/2021,17049,11851,12896,15822,29110,2742
4/28/2021,17224,11937,13002,15932,29178,2780
4/29/2021,17389,12019,13095,16025,29259,2827
4/3/2021,11771,8722,9664,12666,26394,1226
4/30/2021,17595,12127,13219,16129,29339,2879
4/4/2021,12046,8884,9819,12831,26494,1341
4/5/2021,12360,9071,10022,13072,26738,1458
4/6/2021,12762,9275,10280,13354,27006,1546
4/7/2021,13325,9614,10574,13612,27204,1638
4/8/2021,13988,10005,10889,13898,27434,1766
4/9/2021,14438,10269,11167,14168,27649,1893
5/1/2021,17667,12154,13258,16170,29368,2899
5/10/2021,18518,12599,13772,16647,29810,3243
5/11/2021,18612,12645,13819,16704,29856,3268
5/12/2021,18737,12707,13892,16793,29912,3297
5/13/2021,18842,12765,13955,16843,29953,3474
5/14/2021,18956,12841,14032,16894,30004,3667
5/15/2021,19028,12868,14070,16926,30031,4195
5/16/2021,19055,12880,14082,16936,30045,4213
5/17/2021,19145,12929,14130,16988,30091,4260
5/18/2021,19253,12968,14179,17033,30138,4316
5/19/2021,19389,13022,14236,17079,30196,4519
5/2/2021,17711,12169,13278,16191,29389,2909
5/20/2021,19517,13076,14282,17131,30238,4636
5/21/2021,19640,13153,14342,17176,30276,4819
5/22/2021,19682,13177,14372,17201,30292,5021
5/23/2021,19709,13188,14379,17212,30300,5052
5/24/2021,19781,13231,14423,17254,30350,5112
5/25/2021,19857,13292,14469,17297,30389,5323
5/26/2021,19978,13356,14525,17343,30438,5518
5/27/2021,20102,13415,14577,17387,30467,5744
5/28/2021,20223,13478,14631,17436,30495,5889
5/29/2021,20260,13499,14652,17446,30507,5907
5/3/2021,17822,12218,13354,16259,29448,2939
5/30/2021,20291,13509,14668,17460,30511,5919
5/31/2021,20309,13517,14677,17464,30519,5922
5/4/2021,17963,12299,13434,16341,29527,2977
5/5/2021,18104,12375,13554,16435,29609,3013
5/6/2021,18251,12448,13627,16510,29684,3046
5/7/2021,18372,12526,13697,16562,29736,3194
5/8/2021,18411,12560,13725,16585,29757,3216
5/9/2021,18442,12569,13736,16596,29766,3226
6/1/2021,20420,13565,14721,17492,30543,6028
6/10/2021,21306,13945,15104,17764,30747,7111
6/11/2021,21487,14013,15157,17792,30769,7317
6/12/2021,21512,14034,15167,17804,30775,7351
6/13/2021,21524,14036,15172,17807,30779,7356
6/14/2021,21599,14067,15213,17841,30802,7452
6/15/2021,21719,14125,15247,17876,30826,7552
6/16/2021,21789,14158,15280,17901,30845,7614
6/17/2021,21853,14185,15311,17923,30866,7678
6/18/2021,21924,14213,15342,17945,30876,7745
6/19/2021,21954,14228,15350,17955,30883,7770
6/2/2021,20529,13612,14790,17534,30586,6336
6/20/2021,21961,14233,15352,17960,30884,7776
6/21/2021,22024,14262,15377,17974,30899,7837
6/22/2021,22345,14400,15412,17990,30917,7897
6/23/2021,23001,14636,15485,18024,30940,8043
6/24/2021,23608,14922,15530,18063,30965,8168
6/25/2021,23697,14974,15559,18095,30989,8257
6/26/2021,23746,14989,15567,18106,30992,8282
6/27/2021,23758,14998,15574,18112,30993,8296
6/28/2021,23872,15028,15597,18124,31002,8352
6/29/2021,24090,15095,15656,18164,31018,8445
6/3/2021,20646,13657,14825,17573,30614,6471
6/30/2021,24235,15173,15700,18194,31038,8532
6/4/2021,20767,13718,14874,17606,30646,6598
6/5/2021,20820,13749,14899,17631,30665,6663
6/6/2021,20836,13764,14907,17640,30668,6675
6/7/2021,20909,13795,14945,17657,30688,6757
6/8/2021,21025,13828,14992,17700,30712,6861
6/9/2021,21159,13889,15048,17727,30727,6976
7/1/2021,24421,15240,15740,18215,31058,8664
7/10/2021,24952,15435,15932,18351,31168,9153
7/11/2021,24965,15441,15938,18351,31172,9166
7/12/2021,25023,15459,15962,18375,31185,9277
7/13/2021,25102,15487,15989,18408,31202,9368
7/14/2021,25168,15516,16012,18426,31222,9428
7/15/2021,25228,15544,16035,18447,31232,9506
7/16/2021,25295,15572,16054,18474,31245,9641
7/17/2021,25315,15585,16070,18483,31254,9676
7/18/2021,25338,15596,16074,18486,31258,9702
7/19/2021,25399,15618,16104,18503,31279,9810
7/2/2021,24504,15263,15775,18226,31074,8741
7/20/2021,25479,15640,16133,18528,31296,9917
7/21/2021,25546,15675,16161,18549,31324,10031
7/22/2021,25624,15704,16195,18576,31347,10132
7/23/2021,25719,15744,16238,18603,31370,10243
7/24/2021,25768,15765,16259,18620,31385,10291
7/25/2021,25784,15773,16267,18626,31393,10314
7/26/2021,25859,15822,16306,18647,31427,10453
7/27/2021,25963,15867,16345,18681,31452,10589
7/28/2021,26064,15902,16382,18714,31480,10740
7/29/2021,26158,15932,16417,18744,31499,10894
7/3/2021,24536,15273,15790,18235,31080,8764
7/30/2021,26235,15971,16457,18772,31525,11050
7/31/2021,26274,15986,16479,18786,31533,11087
7/4/2021,24538,15273,15791,18235,31080,8764
7/5/2021,24574,15289,15807,18243,31092,8795
7/6/2021,24649,15323,15829,18272,31108,8875
7/7/2021,24778,15372,15865,18295,31129,8963
7/8/2021,24826,15406,15892,18318,31145,9053
7/9/2021,24905,15425,15918,18342,31161,9127
8/1/2021,26296,15999,16486,18791,31541,11108
8/10/2021,27389,16467,16841,19070,31730,12005
8/11/2021,27501,16526,16877,19103,31756,12108
8/12/2021,27628,16572,16920,19139,31788,12224
8/13/2021,28102,16802,17063,19220,31821,12574
8/14/2021,28152,16828,17086,19229,31830,12644
8/15/2021,28176,16844,17098,19235,31834,12681
8/16/2021,28277,16894,17129,19261,31846,12845
8/17/2021,28376,16937,17157,19290,31865,12968
8/18/2021,28482,16975,17188,19305,31890,13118
8/19/2021,28548,17001,17214,19331,31902,13287
8/2/2021,26388,16045,16515,18815,31562,11220
8/20/2021,28640,17056,17241,19355,31916,13443
8/21/2021,28676,17072,17254,19361,31924,13508
8/22/2021,28698,17085,17261,19368,31926,13533
8/23/2021,28769,17125,17284,19394,31941,13622
8/24/2021,28844,17160,17324,19415,31966,13702
8/25/2021,28924,17198,17351,19438,31984,13774
8/26/2021,29042,17252,17380,19451,32001,13886
8/27/2021,29168,17287,17409,19473,32012,14064
8/28/2021,29197,17300,17417,19476,32019,14107
8/29/2021,29214,17305,17428,19485,32027,14123
8/3/2021,26490,16075,16555,18848,31577,11322
8/30/2021,29282,17340,17449,19511,32042,14199
8/31/2021,29327,17360,17465,19525,32054,14260
8/4/2021,26589,16123,16587,18882,31596,11460
8/5/2021,26676,16174,16622,18902,31625,11533
8/6/2021,26810,16232,16658,18944,31651,11630
8/7/2021,26868,16263,16683,18960,31657,11695
8/8/2021,26896,16282,16693,18969,31663,11732
8/9/2021,27026,16337,16739,19008,31698,11852
9/1/2021,29396,17392,17482,19538,32065,14314
9/10/2021,29846,17550,17593,19657,32138,14761
9/11/2021,29878,17556,17606,19670,32145,14793
9/12/2021,29896,17561,17609,19673,32148,14813
9/13/2021,29958,17580,17625,19696,32163,14863
9/14/2021,30022,17612,17634,19706,32172,14902
9/15/2021,30069,17628,17644,19714,32177,14951
9/16/2021,30119,17651,17658,19723,32183,15000
9/17/2021,30185,17676,17682,19742,32188,15069
9/18/2021,30220,17692,17693,19747,32191,15096
9/19/2021,30246,17705,17698,19749,32193,15117
