date,Arizona_cume,Arizona
2020-12-01 00:00:00,28,
2020-12-02 00:00:00,36,8
2020-12-03 00:00:00,41,5
2020-12-04 00:00:00,44,3
2020-12-05 00:00:00,45,1
2020-12-07 00:00:00,49,4
2020-12-08 00:00:00,52,3
2020-12-09 00:00:00,55,3
2020-12-10 00:00:00,56,1
2020-12-11 00:00:00,63,7
2020-12-12 00:00:00,67,4
2020-12-13 00:00:00,70,3
2020-12-14 00:00:00,74,4
2020-12-15 00:00:00,104,30
2020-12-16 00:00:00,658,554
2020-12-17 00:00:00,3560,2902
2020-12-18 00:00:00,7056,3496
2020-12-19 00:00:00,9605,2549
2020-12-20 00:00:00,10613,1008
2020-12-21 00:00:00,15999,5386
2020-12-22 00:00:00,23611,7612
2020-12-23 00:00:00,33155,9544
2020-12-24 00:00:00,36892,3737
2020-12-25 00:00:00,37029,137
2020-12-26 00:00:00,43528,6499
2020-12-27 00:00:00,46160,2632
2020-12-28 00:00:00,55163,9003
2020-12-29 00:00:00,67807,12644
2020-12-30 00:00:00,82422,14615
2020-12-31 00:00:00,90081,7659
2021-01-01 00:00:00,90580,499
2021-01-02 00:00:00,98100,7520
2021-01-03 00:00:00,101275,3175
2021-01-04 00:00:00,109696,8421
2021-01-05 00:00:00,118389,8693
2021-01-06 00:00:00,130058,11669
2021-01-07 00:00:00,142219,12161
2021-01-08 00:00:00,153825,11606
2021-01-09 00:00:00,161717,7892
2021-01-10 00:00:00,164880,3163
2021-01-11 00:00:00,180293,15413
2021-01-12 00:00:00,203137,22844
2021-01-13 00:00:00,228037,24900
2021-01-14 00:00:00,252387,24350
2021-01-15 00:00:00,276467,24080
2021-01-16 00:00:00,292148,15681
2021-01-17 00:00:00,301421,9273
2021-01-18 00:00:00,320225,18804
2021-01-19 00:00:00,346655,26430
2021-01-20 00:00:00,377790,31135
2021-01-21 00:00:00,412333,34543
2021-01-22 00:00:00,449626,37293
2021-01-23 00:00:00,478087,28461
2021-01-24 00:00:00,494113,16026
2021-01-25 00:00:00,522910,28797
2021-01-26 00:00:00,559264,36354
2021-01-27 00:00:00,598453,39189
2021-01-28 00:00:00,637592,39139
2021-01-29 00:00:00,676822,39230
2021-01-30 00:00:00,702779,25957
2021-01-31 00:00:00,714300,11521
2021-02-01 00:00:00,743422,29122
2021-02-02 00:00:00,781434,38012
2021-02-03 00:00:00,824679,43245
2021-02-04 00:00:00,870542,45863
2021-02-05 00:00:00,913879,43337
2021-02-06 00:00:00,951658,37779
2021-02-07 00:00:00,967867,16209
2021-02-08 00:00:00,1006148,38281
2021-02-09 00:00:00,1049778,43630
2021-02-10 00:00:00,1099719,49941
2021-02-11 00:00:00,1150115,50396
2021-02-12 00:00:00,1210723,60608
2021-02-13 00:00:00,1256165,45442
2021-02-14 00:00:00,1273390,17225
2021-02-15 00:00:00,1304317,30927
2021-02-16 00:00:00,1348378,44061
2021-02-17 00:00:00,1394586,46208
2021-02-18 00:00:00,1438376,43790
2021-02-19 00:00:00,1480179,41803
2021-02-20 00:00:00,1514514,34335
2021-02-21 00:00:00,1529266,14752
2021-02-22 00:00:00,1556794,27528
2021-02-23 00:00:00,1600462,43668
2021-02-24 00:00:00,1656539,56077
2021-02-25 00:00:00,1716267,59728
2021-02-26 00:00:00,1782381,66114
2021-02-27 00:00:00,1833082,50701
2021-02-28 00:00:00,1858505,25423
2021-03-01 00:00:00,1903148,44643
2021-03-02 00:00:00,1952098,48950
2021-03-03 00:00:00,2009473,57375
2021-03-04 00:00:00,2066077,56604
2021-03-05 00:00:00,2123309,57232
2021-03-06 00:00:00,2167279,43970
2021-03-07 00:00:00,2192918,25639
2021-03-08 00:00:00,2242603,49685
2021-03-09 00:00:00,2298209,55606
2021-03-10 00:00:00,2363468,65259
2021-03-11 00:00:00,2432131,68663
2021-03-12 00:00:00,2502264,70133
2021-03-13 00:00:00,2551904,49640
2021-03-14 00:00:00,2578474,26570
2021-03-15 00:00:00,2624312,45838
2021-03-16 00:00:00,2677313,53001
2021-03-17 00:00:00,2737458,60145
2021-03-18 00:00:00,2798329,60871
2021-03-19 00:00:00,2854230,55901
2021-03-20 00:00:00,2894800,40570
2021-03-21 00:00:00,2920165,25365
2021-03-22 00:00:00,2954365,34200
2021-03-23 00:00:00,2979531,25166
