date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2021-03-23 00:00:00,1,0,0,,,
2021-03-22 00:00:00,122,2,0.0163934426229508,,,
2021-03-21 00:00:00,75,10,0.1333333333333333,,,
2021-03-20 00:00:00,137,10,0.072992700729927,,,
2021-03-19 00:00:00,249,11,0.0441767068273092,26.0,14.0,0.5384615384615384
2021-03-18 00:00:00,241,12,0.0497925311203319,27.0,11.0,0.4074074074074074
2021-03-17 00:00:00,295,8,0.0271186440677966,19.0,10.0,0.5263157894736842
2021-03-16 00:00:00,350,18,0.0514285714285714,18.0,5.0,0.2777777777777778
2021-03-15 00:00:00,278,17,0.0611510791366907,11.0,4.0,0.3636363636363637
2021-03-14 00:00:00,199,8,0.0402010050251256,,,
2021-03-13 00:00:00,120,15,0.125,,,
2021-03-12 00:00:00,373,17,0.0455764075067024,18.0,11.0,0.6111111111111112
2021-03-11 00:00:00,375,22,0.0586666666666667,7.0,2.0,0.2857142857142857
2021-03-10 00:00:00,385,25,0.0649350649350649,16.0,8.0,0.5
2021-03-09 00:00:00,275,25,0.0909090909090909,22.0,8.0,0.3636363636363637
2021-03-08 00:00:00,314,16,0.0509554140127389,20.0,6.0,0.3
2021-03-07 00:00:00,156,14,0.0897435897435898,,,
2021-03-06 00:00:00,170,18,0.1058823529411765,10.0,3.0,0.3
2021-03-05 00:00:00,343,19,0.0553935860058309,28.0,15.0,0.5357142857142858
2021-03-04 00:00:00,389,18,0.0462724935732648,19.0,4.0,0.2105263157894737
2021-03-03 00:00:00,453,21,0.0463576158940397,37.0,11.0,0.2972972972972973
2021-03-02 00:00:00,259,28,0.1081081081081081,25.0,11.0,0.44
2021-03-01 00:00:00,324,19,0.058641975308642,40.0,17.0,0.425
2021-02-28 00:00:00,133,10,0.075187969924812,,,
2021-02-27 00:00:00,121,7,0.0578512396694215,1.0,1.0,1
2021-02-26 00:00:00,276,28,0.1014492753623189,25.0,9.0,0.36
2021-02-25 00:00:00,298,25,0.0838926174496644,17.0,8.0,0.4705882352941176
2021-02-24 00:00:00,241,17,0.0705394190871369,17.0,9.0,0.5294117647058824
2021-02-23 00:00:00,318,29,0.0911949685534591,38.0,19.0,0.5
2021-02-22 00:00:00,378,42,0.1111111111111111,12.0,6.0,0.5
2021-02-21 00:00:00,123,8,0.0650406504065041,29.0,15.0,0.517241379310345
2021-02-20 00:00:00,140,11,0.0785714285714286,23.0,12.0,0.5217391304347826
2021-02-19 00:00:00,314,32,0.1019108280254777,26.0,7.0,0.2692307692307692
2021-02-18 00:00:00,337,42,0.1246290801186944,22.0,10.0,0.4545454545454546
2021-02-17 00:00:00,339,37,0.1091445427728614,23.0,12.0,0.5217391304347826
2021-02-16 00:00:00,354,35,0.0988700564971752,32.0,12.0,0.375
2021-02-15 00:00:00,297,35,0.1178451178451179,26.0,11.0,0.4230769230769231
2021-02-14 00:00:00,113,12,0.1061946902654867,1.0,0.0,0
2021-02-13 00:00:00,136,11,0.0808823529411765,1.0,1.0,1
2021-02-12 00:00:00,350,34,0.0971428571428571,15.0,10.0,0.6666666666666666
2021-02-11 00:00:00,505,39,0.0772277227722772,13.0,5.0,0.3846153846153847
2021-02-10 00:00:00,1288,45,0.0349378881987578,16.0,7.0,0.4375
2021-02-09 00:00:00,360,41,0.1138888888888889,20.0,6.0,0.3
2021-02-08 00:00:00,446,60,0.1345291479820628,30.0,13.0,0.4333333333333334
2021-02-07 00:00:00,188,30,0.1595744680851064,,,
2021-02-06 00:00:00,265,34,0.1283018867924528,3.0,0.0,0
2021-02-05 00:00:00,471,33,0.0700636942675159,21.0,7.0,0.3333333333333333
2021-02-04 00:00:00,515,45,0.087378640776699,56.0,19.0,0.3392857142857143
2021-02-03 00:00:00,477,55,0.1153039832285115,87.0,29.0,0.3333333333333333
2021-02-02 00:00:00,485,66,0.1360824742268041,38.0,8.0,0.2105263157894737
2021-02-01 00:00:00,631,84,0.133122028526149,18.0,8.0,0.4444444444444444
2021-01-31 00:00:00,216,28,0.1296296296296296,2.0,1.0,0.5
2021-01-30 00:00:00,277,47,0.1696750902527076,,,
2021-01-29 00:00:00,476,82,0.1722689075630252,28.0,10.0,0.3571428571428572
2021-01-28 00:00:00,982,285,0.2902240325865581,21.0,10.0,0.4761904761904762
2021-01-27 00:00:00,1419,349,0.2459478505990134,38.0,19.0,0.5
2021-01-26 00:00:00,326,56,0.1717791411042945,23.0,9.0,0.391304347826087
2021-01-25 00:00:00,600,112,0.1866666666666667,22.0,11.0,0.5
2021-01-24 00:00:00,335,62,0.1850746268656717,10.0,3.0,0.3
2021-01-23 00:00:00,414,70,0.1690821256038647,30.0,7.0,0.2333333333333334
2021-01-22 00:00:00,573,104,0.181500872600349,33.0,14.0,0.4242424242424243
2021-01-21 00:00:00,702,134,0.1908831908831909,31.0,12.0,0.3870967741935484
2021-01-20 00:00:00,710,122,0.171830985915493,23.0,11.0,0.4782608695652174
2021-01-19 00:00:00,682,153,0.2243401759530792,26.0,7.0,0.2692307692307692
2021-01-18 00:00:00,751,170,0.2263648468708389,27.0,9.0,0.3333333333333333
2021-01-17 00:00:00,398,109,0.2738693467336684,3.0,0.0,0
2021-01-16 00:00:00,446,97,0.2174887892376682,3.0,2.0,0.6666666666666666
2021-01-15 00:00:00,755,173,0.2291390728476821,22.0,10.0,0.4545454545454546
2021-01-14 00:00:00,809,181,0.2237330037082818,20.0,9.0,0.45
2021-01-13 00:00:00,898,195,0.2171492204899777,25.0,8.0,0.32
2021-01-12 00:00:00,859,206,0.239813736903376,24.0,9.0,0.375
2021-01-11 00:00:00,923,241,0.2611050920910076,20.0,3.0,0.15
2021-01-10 00:00:00,472,129,0.2733050847457627,3.0,2.0,0.6666666666666666
2021-01-09 00:00:00,666,159,0.2387387387387388,1.0,0.0,0
2021-01-08 00:00:00,1005,231,0.2298507462686567,32.0,8.0,0.25
2021-01-07 00:00:00,867,195,0.2249134948096886,96.0,22.0,0.2291666666666667
2021-01-06 00:00:00,964,227,0.2354771784232365,101.0,28.0,0.2772277227722773
2021-01-05 00:00:00,1060,278,0.2622641509433962,39.0,21.0,0.5384615384615384
2021-01-04 00:00:00,1185,317,0.2675105485232068,20.0,4.0,0.2
2021-01-03 00:00:00,523,168,0.3212237093690249,1.0,0.0,0
2021-01-02 00:00:00,656,227,0.3460365853658537,2.0,1.0,0.5
2021-01-01 00:00:00,757,233,0.3077939233817702,1.0,0.0,0
2020-12-31 00:00:00,637,154,0.2417582417582418,28.0,5.0,0.1785714285714286
2020-12-30 00:00:00,657,176,0.2678843226788432,12.0,6.0,0.5
2020-12-29 00:00:00,581,181,0.3115318416523236,18.0,9.0,0.5
2020-12-28 00:00:00,673,199,0.2956909361069837,17.0,6.0,0.3529411764705883
2020-12-27 00:00:00,419,135,0.3221957040572792,2.0,2.0,1
2020-12-26 00:00:00,180,72,0.4,1.0,0.0,0
2020-12-25 00:00:00,54,14,0.2592592592592593,1.0,0.0,0
2020-12-24 00:00:00,470,153,0.3255319148936171,12.0,1.0,0.0833333333333333
2020-12-23 00:00:00,596,164,0.2751677852348993,20.0,6.0,0.3
2020-12-22 00:00:00,735,187,0.254421768707483,35.0,5.0,0.1428571428571429
2020-12-21 00:00:00,685,190,0.2773722627737226,58.0,8.0,0.1379310344827586
2020-12-20 00:00:00,348,94,0.2701149425287357,1.0,0.0,0
2020-12-19 00:00:00,413,116,0.2808716707021792,3.0,0.0,0
2020-12-18 00:00:00,605,172,0.2842975206611571,24.0,5.0,0.2083333333333334
