date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-03-23 00:00:00,25166,2979531,9238.0,787802.0
2021-03-22 00:00:00,34200,2954365,11197.0,778564.0
2021-03-21 00:00:00,25365,2920165,15494.0,767367.0
2021-03-20 00:00:00,40570,2894800,16347.0,751873.0
2021-03-19 00:00:00,55901,2854230,17269.0,735526.0
2021-03-18 00:00:00,60871,2798329,16470.0,718257.0
2021-03-17 00:00:00,60145,2737458,16720.0,701787.0
2021-03-16 00:00:00,53001,2677313,14685.0,685067.0
2021-03-15 00:00:00,45838,2624312,13744.0,670382.0
2021-03-14 00:00:00,26570,2578474,16103.0,656638.0
2021-03-13 00:00:00,49640,2551904,17896.0,640535.0
2021-03-12 00:00:00,70133,2502264,16838.0,622639.0
2021-03-11 00:00:00,68663,2432131,17634.0,605801.0
2021-03-10 00:00:00,65259,2363468,16900.0,588167.0
2021-03-09 00:00:00,55606,2298209,16197.0,571267.0
2021-03-08 00:00:00,49685,2242603,16644.0,555070.0
2021-03-07 00:00:00,25639,2192918,16282.0,538426.0
2021-03-06 00:00:00,43970,2167279,16444.0,522144.0
2021-03-05 00:00:00,57232,2123309,16389.0,505700.0
2021-03-04 00:00:00,56604,2066077,15923.0,489311.0
2021-03-03 00:00:00,57375,2009473,15399.0,473388.0
2021-03-02 00:00:00,48950,1952098,14450.0,457989.0
2021-03-01 00:00:00,44643,1903148,12839.0,443539.0
2021-02-28 00:00:00,25423,1858505,15575.0,430700.0
2021-02-27 00:00:00,50701,1833082,15098.0,415125.0
2021-02-26 00:00:00,66114,1782381,13987.0,400027.0
2021-02-25 00:00:00,59728,1716267,13362.0,386040.0
2021-02-24 00:00:00,56077,1656539,13716.0,372678.0
2021-02-23 00:00:00,43668,1600462,12731.0,358962.0
2021-02-22 00:00:00,27528,1556794,11776.0,346231.0
2021-02-21 00:00:00,14752,1529266,10822.0,334455.0
2021-02-20 00:00:00,34335,1514514,11254.0,323633.0
2021-02-19 00:00:00,41803,1480179,10223.0,312379.0
2021-02-18 00:00:00,43790,1438376,9841.0,302156.0
2021-02-17 00:00:00,46208,1394586,10555.0,292315.0
2021-02-16 00:00:00,44061,1348378,11077.0,281760.0
2021-02-15 00:00:00,30927,1304317,11028.0,270683.0
2021-02-14 00:00:00,17225,1273390,10226.0,259655.0
2021-02-13 00:00:00,45442,1256165,10478.0,249429.0
2021-02-12 00:00:00,60608,1210723,11057.0,238951.0
2021-02-11 00:00:00,50396,1150115,10847.0,227894.0
2021-02-10 00:00:00,49941,1099719,11070.0,217047.0
