date,pcr_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_positivity_YUMA
2020-08-25 00:00:00,1,0,,
2020-08-24 00:00:00,131,0.083969465648855,6.0,1
2020-08-23 00:00:00,24,0,2.0,0
2020-08-22 00:00:00,36,0.0555555555555556,2.0,0.5
2020-08-21 00:00:00,272,0.0772058823529412,47.0,0.5531914893617022
2020-08-20 00:00:00,316,0.0664556962025316,30.0,0.3333333333333333
2020-08-19 00:00:00,333,0.0630630630630631,27.0,0.2962962962962963
2020-08-18 00:00:00,1738,0.0184119677790564,23.0,0.5652173913043478
2020-08-17 00:00:00,2525,0.0194059405940594,26.0,0.2692307692307692
2020-08-16 00:00:00,51,0.0980392156862745,4.0,0.25
2020-08-15 00:00:00,271,0.025830258302583,,
2020-08-14 00:00:00,540,0.0481481481481482,83.0,0.3253012048192771
2020-08-13 00:00:00,503,0.0536779324055666,87.0,0.1839080459770115
2020-08-12 00:00:00,514,0.056420233463035,118.0,0.1949152542372882
2020-08-11 00:00:00,575,0.1060869565217391,274.0,0.2043795620437956
2020-08-10 00:00:00,447,0.1118568232662192,34.0,0.2941176470588236
2020-08-09 00:00:00,48,0.125,5.0,0.4
2020-08-08 00:00:00,56,0.1607142857142857,4.0,0.5
2020-08-07 00:00:00,354,0.1779661016949153,21.0,0.3333333333333333
2020-08-06 00:00:00,319,0.1065830721003135,25.0,0.4
2020-08-05 00:00:00,309,0.1359223300970874,30.0,0.3
2020-08-04 00:00:00,369,0.1544715447154472,32.0,0.3125
2020-08-03 00:00:00,496,0.157258064516129,24.0,0.3333333333333333
2020-08-02 00:00:00,57,0.0701754385964912,3.0,0
2020-08-01 00:00:00,49,0.1836734693877551,2.0,0
2020-07-31 00:00:00,384,0.1015625,35.0,0.2571428571428571
2020-07-30 00:00:00,396,0.1742424242424243,29.0,0.3103448275862069
2020-07-29 00:00:00,342,0.1666666666666667,32.0,0.5
2020-07-28 00:00:00,503,0.1908548707753479,53.0,0.1886792452830189
2020-07-27 00:00:00,434,0.163594470046083,40.0,0.425
2020-07-26 00:00:00,73,0.273972602739726,,
2020-07-25 00:00:00,176,0.25,3.0,0.6666666666666666
2020-07-24 00:00:00,409,0.1540342298288509,56.0,0.375
2020-07-23 00:00:00,491,0.175152749490835,29.0,0.3448275862068966
2020-07-22 00:00:00,509,0.1905697445972495,44.0,0.3409090909090909
2020-07-21 00:00:00,520,0.1711538461538462,53.0,0.509433962264151
2020-07-20 00:00:00,647,0.1622874806800618,56.0,0.2142857142857143
2020-07-19 00:00:00,87,0.1494252873563219,2.0,1
2020-07-18 00:00:00,69,0.1304347826086957,1.0,1
2020-07-17 00:00:00,462,0.1515151515151515,32.0,0.3125
2020-07-16 00:00:00,670,0.2208955223880597,46.0,0.3478260869565218
